# event_ticker=KXATPMATCH-26APR12ETCDRA
# final_score=3-6 6-3 4-1 RET
# match_winner=Tomas Martin Etcheverry
# fav_player=Tomas Martin Etcheverry
# dog_player=Jack Draper
# kalshi_date=2026-04-12
timestamp,Tomas Martin Etcheverry,Jack Draper
2026-04-12T23:25:00Z,,58.00
2026-04-12T23:30:00Z,,58.00
2026-04-12T23:31:00Z,,58.00
2026-04-12T23:36:00Z,44.00,58.00
2026-04-12T23:42:00Z,44.00,58.00
2026-04-12T23:44:00Z,44.00,58.00
2026-04-12T23:51:00Z,44.00,58.00
2026-04-12T23:53:00Z,44.00,58.00
2026-04-13T00:01:00Z,44.00,58.00
2026-04-13T00:10:00Z,44.00,58.00
2026-04-13T00:17:00Z,44.00,58.00
2026-04-13T00:19:00Z,44.00,57.00
2026-04-13T00:25:00Z,44.00,58.00
2026-04-13T00:26:00Z,44.00,58.00
2026-04-13T00:31:00Z,44.00,58.00
2026-04-13T00:37:00Z,44.00,58.00
2026-04-13T00:38:00Z,44.00,58.00
2026-04-13T00:39:00Z,44.00,58.00
2026-04-13T00:40:00Z,44.00,58.00
2026-04-13T00:43:00Z,44.00,58.00
2026-04-13T00:48:00Z,42.01,58.00
2026-04-13T00:50:00Z,43.00,58.00
2026-04-13T00:51:00Z,43.00,58.00
2026-04-13T00:57:00Z,42.00,58.00
2026-04-13T00:58:00Z,42.00,58.00
2026-04-13T01:01:00Z,43.00,58.00
2026-04-13T01:02:00Z,43.00,58.00
2026-04-13T01:04:00Z,44.00,58.00
2026-04-13T01:05:00Z,44.00,58.00
2026-04-13T01:07:00Z,44.00,58.00
2026-04-13T01:08:00Z,44.00,58.00
2026-04-13T01:11:00Z,44.00,58.00
2026-04-13T01:17:00Z,44.00,58.00
2026-04-13T01:18:00Z,44.00,58.00
2026-04-13T01:20:00Z,44.00,58.00
2026-04-13T01:21:00Z,44.00,58.00
2026-04-13T01:26:00Z,44.00,58.00
2026-04-13T01:28:00Z,44.00,58.00
2026-04-13T01:30:00Z,44.00,58.00
2026-04-13T01:31:00Z,44.00,58.00
2026-04-13T01:34:00Z,44.00,58.00
2026-04-13T01:35:00Z,44.00,58.00
2026-04-13T01:38:00Z,44.00,58.00
2026-04-13T01:42:00Z,44.00,58.00
2026-04-13T01:44:00Z,44.00,58.00
2026-04-13T01:45:00Z,44.00,57.83
2026-04-13T01:48:00Z,44.00,58.00
2026-04-13T01:51:00Z,44.00,58.00
2026-04-13T01:52:00Z,44.00,58.00
2026-04-13T01:54:00Z,44.00,58.00
2026-04-13T01:55:00Z,44.00,58.00
2026-04-13T02:11:00Z,44.00,58.00
2026-04-13T02:12:00Z,44.00,57.00
2026-04-13T02:14:00Z,44.00,57.00
2026-04-13T02:15:00Z,44.00,57.00
2026-04-13T02:19:00Z,44.00,58.00
2026-04-13T02:22:00Z,43.00,58.00
2026-04-13T02:30:00Z,44.00,58.00
2026-04-13T02:31:00Z,44.00,58.00
2026-04-13T02:32:00Z,44.00,58.00
2026-04-13T02:35:00Z,44.00,58.00
2026-04-13T02:36:00Z,44.00,58.00
2026-04-13T02:38:00Z,44.00,58.00
2026-04-13T02:40:00Z,44.00,58.00
2026-04-13T02:41:00Z,44.00,58.00
2026-04-13T02:42:00Z,44.00,58.00
2026-04-13T02:43:00Z,44.00,58.00
2026-04-13T02:48:00Z,44.00,58.00
2026-04-13T02:50:00Z,44.00,58.00
2026-04-13T02:53:00Z,44.00,58.00
2026-04-13T02:55:00Z,44.00,58.00
2026-04-13T02:58:00Z,44.00,57.98
2026-04-13T03:01:00Z,44.00,58.00
2026-04-13T03:02:00Z,44.00,58.00
2026-04-13T03:03:00Z,44.00,58.00
2026-04-13T03:04:00Z,44.00,58.00
2026-04-13T03:06:00Z,44.00,58.00
2026-04-13T03:07:00Z,43.00,58.00
2026-04-13T03:08:00Z,43.00,58.00
2026-04-13T03:09:00Z,44.00,58.00
2026-04-13T03:10:00Z,44.00,58.00
2026-04-13T03:11:00Z,44.00,58.00
2026-04-13T03:12:00Z,44.00,58.00
2026-04-13T03:13:00Z,44.00,58.00
2026-04-13T03:14:00Z,44.00,58.00
2026-04-13T03:15:00Z,44.00,58.00
2026-04-13T03:16:00Z,44.00,58.00
2026-04-13T03:17:00Z,44.00,57.96
2026-04-13T03:18:00Z,43.38,57.96
2026-04-13T03:19:00Z,43.38,58.00
2026-04-13T03:20:00Z,43.38,58.00
2026-04-13T03:21:00Z,44.00,58.82
2026-04-13T03:22:00Z,44.00,58.00
2026-04-13T03:23:00Z,44.00,58.00
2026-04-13T03:25:00Z,44.00,58.00
2026-04-13T03:26:00Z,44.00,58.32
2026-04-13T03:27:00Z,44.00,58.85
2026-04-13T03:28:00Z,44.00,58.72
2026-04-13T03:29:00Z,44.00,58.72
2026-04-13T03:30:00Z,44.00,58.00
2026-04-13T03:31:00Z,44.00,58.00
2026-04-13T03:33:00Z,44.00,58.87
2026-04-13T03:34:00Z,44.00,57.97
2026-04-13T03:36:00Z,44.00,59.00
2026-04-13T03:37:00Z,44.00,59.00
2026-04-13T03:38:00Z,44.00,58.00
2026-04-13T03:39:00Z,44.00,58.00
2026-04-13T03:40:00Z,44.00,58.07
2026-04-13T03:41:00Z,44.00,59.00
2026-04-13T03:42:00Z,44.00,59.00
2026-04-13T03:43:00Z,44.00,59.00
2026-04-13T03:44:00Z,44.00,59.00
2026-04-13T03:45:00Z,44.00,59.00
2026-04-13T03:46:00Z,44.00,58.42
2026-04-13T03:47:00Z,44.00,58.00
2026-04-13T03:48:00Z,44.00,58.00
2026-04-13T03:50:00Z,44.00,58.00
2026-04-13T03:51:00Z,44.00,58.00
2026-04-13T03:53:00Z,44.00,58.00
2026-04-13T03:54:00Z,44.00,58.00
2026-04-13T03:55:00Z,44.00,58.00
2026-04-13T03:56:00Z,44.00,58.00
2026-04-13T03:57:00Z,44.00,58.00
2026-04-13T03:59:00Z,44.00,58.00
2026-04-13T04:00:00Z,44.00,58.00
2026-04-13T04:02:00Z,44.00,59.00
2026-04-13T04:03:00Z,43.00,59.00
2026-04-13T04:04:00Z,43.00,59.00
2026-04-13T04:06:00Z,43.00,59.00
2026-04-13T04:07:00Z,43.00,59.00
2026-04-13T04:08:00Z,43.00,59.00
2026-04-13T04:09:00Z,43.00,59.00
2026-04-13T04:11:00Z,43.00,58.12
2026-04-13T04:12:00Z,43.00,58.00
2026-04-13T04:14:00Z,43.00,58.00
