# event_ticker=KXATPMATCH-26FEB03VAVBLA
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Ugo Blanchet
# fav_player=Andrea Vavassori
# dog_player=Ugo Blanchet
# kalshi_date=2026-02-03
timestamp,Andrea Vavassori,Ugo Blanchet
2026-02-03T08:45:00Z,64.00,40.00
2026-02-03T08:48:00Z,60.25,40.00
2026-02-03T09:01:00Z,60.25,41.00
2026-02-03T09:21:00Z,60.25,41.00
2026-02-03T09:37:00Z,61.00,41.00
2026-02-03T09:48:00Z,61.00,41.00
2026-02-03T10:06:00Z,61.00,41.00
2026-02-03T10:30:00Z,61.00,41.00
2026-02-03T10:58:00Z,61.00,41.00
2026-02-03T11:02:00Z,61.00,41.00
2026-02-03T11:27:00Z,61.00,41.00
2026-02-03T11:43:00Z,61.00,41.00
2026-02-03T12:07:00Z,61.00,41.00
2026-02-03T12:11:00Z,61.00,41.00
2026-02-03T12:17:00Z,61.00,40.00
2026-02-03T12:22:00Z,61.00,40.00
2026-02-03T12:27:00Z,61.00,40.00
2026-02-03T12:28:00Z,61.00,40.00
2026-02-03T12:34:00Z,61.00,40.00
2026-02-03T12:38:00Z,61.00,40.00
2026-02-03T13:08:00Z,61.00,40.00
2026-02-03T13:09:00Z,60.00,40.00
2026-02-03T13:31:00Z,60.00,41.00
2026-02-03T13:32:00Z,60.00,40.00
2026-02-03T13:47:00Z,60.00,40.00
2026-02-03T13:51:00Z,60.00,40.00
2026-02-03T13:58:00Z,58.92,40.00
2026-02-03T14:00:00Z,61.00,41.00
2026-02-03T14:07:00Z,61.00,41.00
2026-02-03T14:14:00Z,61.00,36.91
2026-02-03T14:16:00Z,58.00,36.91
2026-02-03T14:18:00Z,58.00,39.00
2026-02-03T14:19:00Z,58.00,39.00
2026-02-03T14:29:00Z,58.00,39.00
2026-02-03T14:31:00Z,58.00,39.00
2026-02-03T14:33:00Z,58.00,39.00
2026-02-03T14:36:00Z,58.58,39.00
2026-02-03T14:47:00Z,58.58,39.00
2026-02-03T14:49:00Z,60.06,39.00
2026-02-03T14:50:00Z,61.00,39.00
2026-02-03T14:56:00Z,61.00,39.00
2026-02-03T15:01:00Z,60.43,39.00
2026-02-03T15:05:00Z,60.19,39.00
2026-02-03T15:07:00Z,60.00,39.00
2026-02-03T15:09:00Z,60.00,39.00
2026-02-03T15:12:00Z,60.00,39.00
2026-02-03T15:14:00Z,58.00,39.00
2026-02-03T15:15:00Z,60.00,39.00
2026-02-03T15:16:00Z,60.84,39.00
2026-02-03T15:17:00Z,61.00,39.00
2026-02-03T15:19:00Z,61.00,40.00
2026-02-03T15:23:00Z,61.00,40.00
2026-02-03T15:24:00Z,61.00,40.00
2026-02-03T15:25:00Z,61.00,40.00
2026-02-03T15:26:00Z,61.00,40.00
2026-02-03T15:27:00Z,61.00,40.00
2026-02-03T15:29:00Z,60.00,40.00
2026-02-03T15:31:00Z,60.99,40.00
2026-02-03T15:32:00Z,61.00,40.00
2026-02-03T15:33:00Z,61.00,40.78
2026-02-03T15:34:00Z,61.00,40.50
2026-02-03T15:36:00Z,61.00,40.50
2026-02-03T15:38:00Z,61.00,40.50
2026-02-03T15:39:00Z,61.00,40.50
2026-02-03T15:40:00Z,61.00,40.50
2026-02-03T15:41:00Z,61.00,41.00
2026-02-03T15:43:00Z,61.00,41.00
2026-02-03T15:44:00Z,61.00,41.00
2026-02-03T15:45:00Z,61.00,41.00
2026-02-03T15:46:00Z,61.00,41.00
2026-02-03T15:48:00Z,61.00,41.00
2026-02-03T15:49:00Z,61.00,41.00
2026-02-03T15:52:00Z,61.00,41.00
2026-02-03T15:55:00Z,61.00,41.00
2026-02-03T15:59:00Z,61.00,41.00
2026-02-03T16:00:00Z,61.00,41.00
2026-02-03T16:05:00Z,61.00,41.00
2026-02-03T16:09:00Z,61.00,41.00
2026-02-03T16:10:00Z,61.00,41.00
2026-02-03T16:12:00Z,61.00,41.00
2026-02-03T16:19:00Z,61.00,41.00
2026-02-03T16:20:00Z,61.00,40.00
2026-02-03T16:21:00Z,61.00,40.00
2026-02-03T16:22:00Z,60.00,40.00
2026-02-03T16:25:00Z,60.00,40.00
2026-02-03T16:29:00Z,60.85,40.00
2026-02-03T16:33:00Z,60.62,40.00
2026-02-03T16:34:00Z,60.00,40.00
2026-02-03T16:36:00Z,60.00,40.00
2026-02-03T16:37:00Z,58.32,40.00
2026-02-03T16:38:00Z,60.00,40.00
2026-02-03T16:39:00Z,60.00,40.00
2026-02-03T16:40:00Z,60.00,40.00
2026-02-03T16:41:00Z,60.00,40.00
2026-02-03T16:42:00Z,60.00,39.00
2026-02-03T16:44:00Z,60.00,39.00
2026-02-03T16:45:00Z,60.17,40.00
2026-02-03T16:47:00Z,60.00,40.00
2026-02-03T16:53:00Z,61.00,40.00
2026-02-03T16:55:00Z,60.00,40.00
2026-02-03T16:57:00Z,60.00,40.00
2026-02-03T16:58:00Z,60.00,40.00
2026-02-03T17:03:00Z,61.00,40.00
2026-02-03T17:07:00Z,61.00,40.00
2026-02-03T17:08:00Z,61.00,40.00
2026-02-03T17:09:00Z,61.00,39.00
2026-02-03T17:10:00Z,61.99,39.00
2026-02-03T17:11:00Z,62.00,39.00
2026-02-03T17:12:00Z,62.00,39.00
2026-02-03T17:15:00Z,62.00,39.00
2026-02-03T17:16:00Z,62.00,39.00
2026-02-03T17:17:00Z,62.00,39.00
2026-02-03T17:18:00Z,62.00,39.00
2026-02-03T17:19:00Z,62.00,39.00
2026-02-03T17:20:00Z,62.00,39.00
2026-02-03T17:21:00Z,62.00,39.00
2026-02-03T17:22:00Z,62.00,39.00
2026-02-03T17:25:00Z,62.00,39.00
2026-02-03T17:27:00Z,62.00,39.00
2026-02-03T17:30:00Z,58.74,39.00
2026-02-03T17:33:00Z,61.00,39.00
2026-02-03T17:35:00Z,61.00,39.00
2026-02-03T17:38:00Z,61.00,39.00
2026-02-03T17:40:00Z,61.00,39.00
2026-02-03T17:42:00Z,61.00,39.00
2026-02-03T17:44:00Z,61.00,39.00
2026-02-03T17:54:00Z,61.00,39.00
2026-02-03T17:58:00Z,61.00,39.00
2026-02-03T18:00:00Z,61.00,39.00
2026-02-03T18:01:00Z,60.19,39.00
2026-02-03T18:02:00Z,60.19,39.00
2026-02-03T18:03:00Z,61.00,39.00
2026-02-03T18:07:00Z,62.00,39.00
2026-02-03T18:08:00Z,61.00,39.00
2026-02-03T18:11:00Z,61.00,39.00
2026-02-03T18:12:00Z,61.00,39.00
2026-02-03T18:14:00Z,59.00,39.00
2026-02-03T18:15:00Z,62.00,39.00
2026-02-03T18:16:00Z,62.00,39.00
2026-02-03T18:20:00Z,62.00,39.00
2026-02-03T18:21:00Z,62.04,39.00
2026-02-03T18:22:00Z,61.00,39.00
2026-02-03T18:23:00Z,61.00,39.00
2026-02-03T18:24:00Z,61.91,39.00
2026-02-03T18:25:00Z,60.35,39.00
2026-02-03T18:27:00Z,60.35,39.00
2026-02-03T18:31:00Z,60.35,39.00
2026-02-03T18:32:00Z,60.35,39.00
2026-02-03T18:33:00Z,61.00,39.00
2026-02-03T18:34:00Z,61.00,39.00
2026-02-03T18:35:00Z,61.00,39.00
2026-02-03T18:36:00Z,61.00,39.00
2026-02-03T18:37:00Z,61.00,39.00
2026-02-03T18:38:00Z,61.00,39.00
2026-02-03T18:39:00Z,61.00,39.00
2026-02-03T18:41:00Z,61.00,39.00
2026-02-03T18:42:00Z,60.26,39.00
2026-02-03T18:43:00Z,61.00,39.97
2026-02-03T18:44:00Z,60.29,40.00
2026-02-03T18:45:00Z,61.00,40.00
2026-02-03T18:46:00Z,61.00,40.00
2026-02-03T18:48:00Z,61.00,40.00
2026-02-03T18:49:00Z,61.00,40.00
2026-02-03T18:50:00Z,60.00,40.00
2026-02-03T18:51:00Z,60.00,40.23
2026-02-03T18:52:00Z,60.00,40.00
2026-02-03T18:53:00Z,60.00,40.00
2026-02-03T18:54:00Z,60.00,40.00
2026-02-03T18:55:00Z,60.00,40.00
2026-02-03T18:56:00Z,59.98,40.00
2026-02-03T18:57:00Z,60.29,40.00
2026-02-03T18:58:00Z,61.00,40.00
2026-02-03T19:02:00Z,61.00,40.00
2026-02-03T19:03:00Z,61.00,40.00
2026-02-03T19:04:00Z,60.86,40.00
2026-02-03T19:07:00Z,60.86,40.00
2026-02-03T19:09:00Z,61.00,40.00
