# event_ticker=KXATPMATCH-25SEP18WALKOR
# final_score=7-5 6-3
# match_winner=Sebastian Korda
# fav_player=Sebastian Korda
# dog_player=Adam Walton
# kalshi_date=2025-09-18
timestamp,Sebastian Korda,Adam Walton
2025-09-18T19:07:00Z,,35.00
2025-09-18T20:07:00Z,64.00,35.00
2025-09-18T20:08:00Z,64.00,35.00
2025-09-18T20:32:00Z,66.00,35.00
2025-09-18T20:36:00Z,66.00,35.00
2025-09-18T20:47:00Z,64.03,35.00
2025-09-18T21:05:00Z,64.03,35.00
2025-09-18T21:07:00Z,66.00,35.00
2025-09-18T21:20:00Z,66.00,35.00
2025-09-18T21:51:00Z,66.00,35.00
2025-09-18T21:58:00Z,66.00,35.00
2025-09-18T22:19:00Z,66.00,35.00
2025-09-19T00:05:00Z,66.00,35.00
2025-09-19T01:28:00Z,66.00,35.00
2025-09-19T01:36:00Z,66.00,35.00
2025-09-19T01:38:00Z,65.00,35.00
2025-09-19T01:39:00Z,65.00,35.00
2025-09-19T01:44:00Z,65.00,35.00
2025-09-19T01:48:00Z,65.00,34.00
2025-09-19T01:50:00Z,65.00,34.00
2025-09-19T02:08:00Z,65.00,35.00
2025-09-19T02:25:00Z,65.00,35.00
2025-09-19T02:39:00Z,65.00,35.00
2025-09-19T02:49:00Z,65.00,35.00
2025-09-19T02:54:00Z,65.00,35.00
2025-09-19T03:03:00Z,65.00,35.00
2025-09-19T03:05:00Z,62.00,35.00
2025-09-19T03:12:00Z,65.00,35.00
2025-09-19T03:14:00Z,65.00,35.00
2025-09-19T03:17:00Z,65.00,35.00
2025-09-19T03:20:00Z,65.00,35.00
2025-09-19T03:24:00Z,65.00,35.00
2025-09-19T03:25:00Z,65.00,35.00
2025-09-19T03:27:00Z,65.70,36.00
2025-09-19T03:28:00Z,66.00,36.00
2025-09-19T03:32:00Z,66.00,36.00
2025-09-19T03:45:00Z,66.00,36.00
2025-09-19T03:52:00Z,66.00,36.00
2025-09-19T03:56:00Z,66.00,36.00
2025-09-19T03:58:00Z,66.00,36.00
2025-09-19T03:59:00Z,66.00,36.00
2025-09-19T04:02:00Z,66.00,36.00
2025-09-19T04:03:00Z,66.00,36.00
2025-09-19T04:09:00Z,66.00,36.00
2025-09-19T04:10:00Z,66.00,36.00
2025-09-19T04:11:00Z,66.00,36.00
2025-09-19T04:12:00Z,66.00,36.00
2025-09-19T04:20:00Z,66.00,36.00
2025-09-19T04:26:00Z,66.00,36.00
2025-09-19T04:27:00Z,66.00,36.00
2025-09-19T04:29:00Z,66.00,36.00
2025-09-19T04:30:00Z,66.00,36.00
2025-09-19T04:31:00Z,66.00,36.00
2025-09-19T04:33:00Z,66.00,36.00
2025-09-19T04:34:00Z,66.00,36.00
2025-09-19T04:39:00Z,66.00,36.00
2025-09-19T04:41:00Z,66.00,36.00
2025-09-19T04:47:00Z,66.00,36.00
2025-09-19T04:53:00Z,66.00,36.00
2025-09-19T04:57:00Z,66.00,36.00
2025-09-19T04:59:00Z,66.00,36.00
2025-09-19T05:03:00Z,66.00,36.00
2025-09-19T05:05:00Z,66.00,36.00
2025-09-19T05:06:00Z,66.13,36.00
2025-09-19T05:10:00Z,67.00,36.00
2025-09-19T05:11:00Z,67.00,35.00
2025-09-19T05:15:00Z,65.43,35.00
2025-09-19T05:17:00Z,66.79,35.00
2025-09-19T05:18:00Z,66.79,35.00
2025-09-19T05:19:00Z,67.00,35.00
2025-09-19T05:20:00Z,67.00,35.00
2025-09-19T05:24:00Z,67.00,35.00
2025-09-19T05:33:00Z,67.00,35.00
2025-09-19T05:35:00Z,67.00,35.00
2025-09-19T05:38:00Z,67.00,35.00
2025-09-19T05:42:00Z,67.00,35.30
2025-09-19T05:43:00Z,66.46,35.30
2025-09-19T05:44:00Z,67.00,35.30
2025-09-19T05:47:00Z,67.00,36.00
2025-09-19T05:50:00Z,67.47,36.00
2025-09-19T05:52:00Z,67.47,36.00
2025-09-19T05:54:00Z,67.00,36.00
2025-09-19T05:56:00Z,67.00,36.00
2025-09-19T06:00:00Z,65.00,36.00
2025-09-19T06:02:00Z,65.00,34.35
2025-09-19T06:03:00Z,67.00,34.35
2025-09-19T06:08:00Z,67.00,34.35
2025-09-19T06:11:00Z,67.00,34.35
2025-09-19T06:12:00Z,67.00,35.00
2025-09-19T06:14:00Z,68.00,35.00
2025-09-19T06:15:00Z,68.00,35.00
2025-09-19T06:17:00Z,68.00,35.00
2025-09-19T06:19:00Z,68.00,35.00
2025-09-19T06:20:00Z,68.00,35.34
2025-09-19T06:21:00Z,68.00,35.00
2025-09-19T06:22:00Z,69.70,35.00
2025-09-19T06:23:00Z,69.00,35.00
2025-09-19T06:24:00Z,69.00,35.00
2025-09-19T06:25:00Z,69.22,37.03
2025-09-19T06:26:00Z,66.00,39.46
2025-09-19T06:27:00Z,66.00,36.11
2025-09-19T06:28:00Z,66.07,38.69
