# event_ticker=KXATPMATCH-25OCT17MOCMIC
# final_score=6-3 3-6 6-2
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Shintaro Mochizuki
# kalshi_date=2025-10-17
timestamp,Alex Michelsen,Shintaro Mochizuki
2025-10-17T09:00:00Z,65.00,36.00
2025-10-17T09:01:00Z,65.00,36.00
2025-10-17T09:03:00Z,65.52,34.00
2025-10-17T09:05:00Z,67.00,34.00
2025-10-17T09:07:00Z,65.00,35.00
2025-10-17T09:08:00Z,67.00,36.00
2025-10-17T09:09:00Z,65.68,35.00
2025-10-17T09:10:00Z,65.68,35.88
2025-10-17T09:12:00Z,67.00,36.00
2025-10-17T09:13:00Z,67.00,36.00
2025-10-17T09:14:00Z,67.00,36.00
2025-10-17T09:15:00Z,67.00,36.00
2025-10-17T09:16:00Z,66.09,36.25
2025-10-17T09:17:00Z,65.88,36.25
2025-10-17T09:18:00Z,66.00,36.00
2025-10-17T09:19:00Z,66.00,36.00
2025-10-17T09:20:00Z,66.00,36.00
2025-10-17T09:21:00Z,66.00,36.00
2025-10-17T09:22:00Z,66.18,36.00
2025-10-17T09:23:00Z,67.00,35.33
2025-10-17T09:24:00Z,67.00,35.79
2025-10-17T09:25:00Z,67.00,35.64
2025-10-17T09:26:00Z,67.00,35.00
2025-10-17T09:27:00Z,69.32,35.00
2025-10-17T09:28:00Z,69.61,34.00
2025-10-17T09:29:00Z,69.00,34.00
2025-10-17T09:30:00Z,64.80,37.00
2025-10-17T09:31:00Z,66.29,35.00
2025-10-17T09:32:00Z,66.00,35.07
2025-10-17T09:33:00Z,66.33,34.00
2025-10-17T09:34:00Z,66.71,34.00
2025-10-17T09:35:00Z,67.05,35.84
2025-10-17T09:36:00Z,65.11,36.00
2025-10-17T09:37:00Z,65.62,36.13
2025-10-17T09:38:00Z,63.69,38.10
2025-10-17T09:39:00Z,64.72,38.10
2025-10-17T09:40:00Z,62.24,38.10
2025-10-17T09:41:00Z,63.54,37.28
2025-10-17T09:42:00Z,62.34,38.52
2025-10-17T09:43:00Z,64.09,41.98
2025-10-17T09:44:00Z,61.01,45.57
2025-10-17T09:45:00Z,61.71,36.00
2025-10-17T09:46:00Z,61.25,38.02
2025-10-17T09:47:00Z,66.91,38.02
2025-10-17T09:48:00Z,68.63,34.15
2025-10-17T09:49:00Z,74.93,32.73
2025-10-17T09:50:00Z,77.59,22.72
2025-10-17T09:51:00Z,79.34,22.11
2025-10-17T09:52:00Z,73.66,26.69
2025-10-17T09:53:00Z,67.00,34.39
2025-10-17T09:54:00Z,65.00,36.00
2025-10-17T09:55:00Z,74.00,36.00
2025-10-17T09:56:00Z,73.44,31.00
2025-10-17T09:57:00Z,75.30,24.50
2025-10-17T09:58:00Z,81.45,17.95
2025-10-17T09:59:00Z,83.16,17.46
2025-10-17T10:00:00Z,85.00,15.00
2025-10-17T10:01:00Z,85.00,14.10
2025-10-17T10:02:00Z,85.00,14.40
2025-10-17T10:03:00Z,81.33,18.35
2025-10-17T10:04:00Z,81.05,17.03
2025-10-17T10:05:00Z,82.00,17.00
2025-10-17T10:06:00Z,83.00,15.00
2025-10-17T10:07:00Z,84.00,16.80
2025-10-17T10:08:00Z,73.55,26.22
2025-10-17T10:09:00Z,70.92,29.13
2025-10-17T10:10:00Z,69.92,32.00
2025-10-17T10:11:00Z,66.01,32.53
2025-10-17T10:12:00Z,67.58,34.62
2025-10-17T10:13:00Z,66.00,35.00
2025-10-17T10:14:00Z,67.32,35.35
2025-10-17T10:15:00Z,64.78,42.17
2025-10-17T10:16:00Z,65.30,35.14
2025-10-17T10:17:00Z,64.57,37.00
2025-10-17T10:18:00Z,70.68,34.19
2025-10-17T10:19:00Z,74.00,27.88
2025-10-17T10:20:00Z,74.65,28.29
2025-10-17T10:21:00Z,72.18,27.10
2025-10-17T10:22:00Z,73.75,29.81
2025-10-17T10:23:00Z,72.06,28.98
2025-10-17T10:24:00Z,72.66,28.04
2025-10-17T10:25:00Z,69.68,31.69
2025-10-17T10:26:00Z,67.54,30.96
2025-10-17T10:27:00Z,67.81,33.88
2025-10-17T10:28:00Z,64.75,35.78
2025-10-17T10:29:00Z,65.90,35.63
2025-10-17T10:30:00Z,65.99,35.60
2025-10-17T10:31:00Z,66.51,34.29
2025-10-17T10:32:00Z,64.63,38.57
2025-10-17T10:33:00Z,61.45,40.00
2025-10-17T10:34:00Z,59.26,40.00
2025-10-17T10:35:00Z,62.00,39.77
2025-10-17T10:36:00Z,62.00,40.33
2025-10-17T10:37:00Z,60.86,38.68
2025-10-17T10:38:00Z,61.44,40.08
2025-10-17T10:39:00Z,62.80,41.06
2025-10-17T10:40:00Z,62.00,40.75
2025-10-17T10:41:00Z,63.23,37.83
2025-10-17T10:42:00Z,64.48,34.29
2025-10-17T10:43:00Z,67.38,33.51
2025-10-17T10:44:00Z,60.78,44.49
2025-10-17T10:45:00Z,57.87,42.89
2025-10-17T10:46:00Z,56.74,41.92
2025-10-17T10:47:00Z,53.33,48.61
2025-10-17T10:48:00Z,55.87,48.71
2025-10-17T10:49:00Z,51.82,48.21
2025-10-17T10:50:00Z,54.80,50.31
2025-10-17T10:51:00Z,57.70,42.30
2025-10-17T10:52:00Z,48.11,50.63
2025-10-17T10:53:00Z,51.53,51.68
2025-10-17T10:54:00Z,56.89,45.66
2025-10-17T10:55:00Z,58.26,43.40
2025-10-17T10:56:00Z,61.55,39.22
2025-10-17T10:57:00Z,59.19,42.57
2025-10-17T10:58:00Z,58.60,42.23
2025-10-17T10:59:00Z,60.88,40.00
2025-10-17T11:00:00Z,52.69,44.54
2025-10-17T11:01:00Z,50.13,52.39
2025-10-17T11:02:00Z,57.27,44.80
2025-10-17T11:03:00Z,56.74,43.14
2025-10-17T11:04:00Z,42.09,50.73
2025-10-17T11:05:00Z,53.91,43.08
2025-10-17T11:06:00Z,44.58,49.95
2025-10-17T11:07:00Z,43.55,55.57
2025-10-17T11:08:00Z,29.52,71.29
2025-10-17T11:09:00Z,29.92,71.04
2025-10-17T11:10:00Z,39.53,65.24
2025-10-17T11:11:00Z,38.75,57.41
2025-10-17T11:12:00Z,32.62,67.38
2025-10-17T11:13:00Z,25.91,74.02
2025-10-17T11:14:00Z,39.65,61.67
2025-10-17T11:15:00Z,28.31,71.74
2025-10-17T11:16:00Z,32.57,66.12
2025-10-17T11:17:00Z,33.87,65.40
2025-10-17T11:18:00Z,45.56,54.05
2025-10-17T11:19:00Z,59.22,42.31
2025-10-17T11:20:00Z,62.80,33.93
2025-10-17T11:21:00Z,66.00,34.09
2025-10-17T11:22:00Z,69.43,30.11
2025-10-17T11:23:00Z,78.94,17.64
2025-10-17T11:24:00Z,89.52,8.33
2025-10-17T11:25:00Z,97.08,4.90
2025-10-17T11:26:00Z,97.68,1.65
2025-10-17T11:27:00Z,96.37,3.25
2025-10-17T11:28:00Z,96.80,2.84
2025-10-17T11:29:00Z,96.66,6.12
2025-10-17T11:30:00Z,96.93,2.06
2025-10-17T11:31:00Z,99.00,1.00
2025-10-17T11:32:00Z,99.00,1.00
2025-10-17T11:33:00Z,99.00,1.00
2025-10-17T11:34:00Z,99.00,1.00
2025-10-17T11:35:00Z,99.00,1.00
