# event_ticker=KXATPMATCH-25OCT17MOCMIC
# final_score=6-3 3-6 6-2
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Shintaro Mochizuki
# kalshi_date=2025-10-17
timestamp,Alex Michelsen,Shintaro Mochizuki
2025-10-16T22:37:00Z,67.00,
2025-10-16T23:14:00Z,62.00,
2025-10-16T23:28:00Z,62.00,39.00
2025-10-16T23:42:00Z,62.00,39.00
2025-10-17T01:29:00Z,62.00,39.00
2025-10-17T01:39:00Z,62.00,39.00
2025-10-17T02:09:00Z,62.00,39.00
2025-10-17T02:23:00Z,62.00,39.00
2025-10-17T02:40:00Z,62.00,39.00
2025-10-17T02:41:00Z,62.00,39.00
2025-10-17T02:43:00Z,62.00,39.00
2025-10-17T02:46:00Z,62.00,39.00
2025-10-17T02:57:00Z,62.00,39.00
2025-10-17T02:58:00Z,62.00,39.00
2025-10-17T03:02:00Z,62.00,39.00
2025-10-17T03:05:00Z,62.00,39.00
2025-10-17T03:07:00Z,62.00,39.00
2025-10-17T03:32:00Z,62.00,39.00
2025-10-17T03:36:00Z,62.00,39.00
2025-10-17T03:37:00Z,62.00,39.00
2025-10-17T03:39:00Z,62.00,39.00
2025-10-17T03:42:00Z,62.00,39.00
2025-10-17T03:43:00Z,62.00,39.00
2025-10-17T03:46:00Z,62.00,39.00
2025-10-17T03:49:00Z,62.00,39.00
2025-10-17T03:50:00Z,62.00,39.00
2025-10-17T03:51:00Z,62.00,39.00
2025-10-17T03:52:00Z,62.00,39.00
2025-10-17T03:56:00Z,62.00,39.00
2025-10-17T03:58:00Z,62.00,39.00
2025-10-17T03:59:00Z,62.00,39.00
2025-10-17T04:05:00Z,62.00,39.00
2025-10-17T04:07:00Z,62.00,39.00
2025-10-17T04:10:00Z,62.00,39.00
2025-10-17T04:14:00Z,62.00,39.00
2025-10-17T04:18:00Z,62.00,39.00
2025-10-17T04:20:00Z,62.00,39.00
2025-10-17T04:22:00Z,62.00,39.00
2025-10-17T04:25:00Z,62.00,39.00
2025-10-17T04:29:00Z,62.00,39.00
2025-10-17T04:30:00Z,62.55,39.00
2025-10-17T04:32:00Z,62.55,39.00
2025-10-17T04:35:00Z,63.00,39.00
2025-10-17T04:36:00Z,63.00,39.00
2025-10-17T04:39:00Z,63.00,39.00
2025-10-17T04:40:00Z,63.00,39.00
2025-10-17T04:45:00Z,63.00,39.00
2025-10-17T04:48:00Z,63.00,38.00
2025-10-17T04:49:00Z,65.00,38.00
2025-10-17T04:51:00Z,65.00,36.00
2025-10-17T04:52:00Z,65.00,36.52
2025-10-17T04:53:00Z,64.00,36.52
2025-10-17T04:55:00Z,64.00,36.52
2025-10-17T04:56:00Z,64.00,36.52
2025-10-17T04:59:00Z,63.00,36.52
2025-10-17T05:02:00Z,64.00,36.52
2025-10-17T05:04:00Z,64.97,37.00
2025-10-17T05:05:00Z,65.00,37.00
2025-10-17T05:07:00Z,65.00,37.00
2025-10-17T05:09:00Z,65.00,37.00
2025-10-17T05:10:00Z,65.00,37.00
2025-10-17T05:23:00Z,65.00,37.00
2025-10-17T05:26:00Z,64.00,36.00
2025-10-17T05:29:00Z,64.00,36.00
2025-10-17T05:31:00Z,64.00,36.00
2025-10-17T05:37:00Z,64.00,36.00
2025-10-17T05:38:00Z,64.00,36.00
2025-10-17T05:39:00Z,65.00,36.00
2025-10-17T05:40:00Z,65.00,36.00
2025-10-17T05:47:00Z,65.00,36.00
2025-10-17T06:01:00Z,65.00,36.00
2025-10-17T06:08:00Z,65.00,36.00
2025-10-17T06:13:00Z,65.00,36.00
2025-10-17T06:14:00Z,65.00,36.00
2025-10-17T06:22:00Z,65.00,36.00
2025-10-17T06:23:00Z,65.00,36.00
2025-10-17T06:26:00Z,65.00,36.00
2025-10-17T06:54:00Z,65.00,36.00
2025-10-17T06:56:00Z,64.00,36.00
2025-10-17T06:58:00Z,65.96,36.00
2025-10-17T07:00:00Z,65.96,35.00
2025-10-17T07:05:00Z,65.96,35.00
2025-10-17T07:06:00Z,65.96,35.00
2025-10-17T07:07:00Z,66.00,35.00
2025-10-17T07:23:00Z,66.00,35.00
2025-10-17T07:25:00Z,66.00,35.00
2025-10-17T07:28:00Z,66.00,35.00
2025-10-17T07:36:00Z,66.00,35.00
2025-10-17T07:38:00Z,66.00,35.00
2025-10-17T07:40:00Z,66.00,36.00
2025-10-17T07:42:00Z,66.00,36.00
2025-10-17T07:43:00Z,66.00,36.00
2025-10-17T07:46:00Z,66.00,36.00
2025-10-17T07:52:00Z,66.00,36.00
2025-10-17T07:55:00Z,66.00,36.00
2025-10-17T08:09:00Z,66.00,36.00
2025-10-17T08:12:00Z,66.00,36.00
2025-10-17T08:14:00Z,66.00,34.27
2025-10-17T08:16:00Z,65.00,34.27
2025-10-17T08:17:00Z,65.00,35.00
2025-10-17T08:21:00Z,65.00,35.00
2025-10-17T08:27:00Z,65.00,36.00
2025-10-17T08:30:00Z,67.00,36.00
2025-10-17T08:31:00Z,65.00,35.00
2025-10-17T08:32:00Z,65.00,35.00
2025-10-17T08:33:00Z,67.00,35.00
2025-10-17T08:34:00Z,65.00,36.00
2025-10-17T08:37:00Z,66.00,36.00
2025-10-17T08:38:00Z,65.48,35.64
2025-10-17T08:39:00Z,66.00,34.63
2025-10-17T08:40:00Z,65.00,34.37
2025-10-17T08:42:00Z,66.00,34.00
2025-10-17T08:43:00Z,66.00,36.00
2025-10-17T08:44:00Z,66.00,35.00
2025-10-17T08:46:00Z,65.00,35.00
2025-10-17T08:47:00Z,65.00,36.00
2025-10-17T08:48:00Z,65.00,36.00
2025-10-17T08:49:00Z,65.00,36.00
2025-10-17T08:52:00Z,66.00,36.00
2025-10-17T08:54:00Z,66.00,36.00
2025-10-17T08:58:00Z,65.00,36.00
2025-10-17T08:59:00Z,65.00,36.00
