# event_ticker=KXATPMATCH-25OCT16MUSHAN
# final_score=7-6(3) 7-5
# score_resolution=7-6 7-5
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Yannick Hanfmann
# kalshi_date=2025-10-16
timestamp,Lorenzo Musetti,Yannick Hanfmann
2025-10-16T06:09:00Z,44.33,
2025-10-16T06:10:00Z,82.00,
2025-10-16T06:45:00Z,71.00,
2025-10-16T06:48:00Z,71.00,
2025-10-16T09:01:00Z,71.00,29.00
2025-10-16T09:07:00Z,71.00,31.00
2025-10-16T09:14:00Z,70.00,31.00
2025-10-16T09:20:00Z,70.00,31.00
2025-10-16T09:26:00Z,70.00,31.00
2025-10-16T09:31:00Z,70.00,31.00
2025-10-16T09:58:00Z,70.00,31.00
2025-10-16T10:32:00Z,70.00,31.00
2025-10-16T10:37:00Z,70.00,31.00
2025-10-16T10:45:00Z,70.00,31.00
2025-10-16T11:07:00Z,70.00,31.00
2025-10-16T11:24:00Z,70.00,31.00
2025-10-16T11:36:00Z,70.00,31.00
2025-10-16T11:37:00Z,70.00,30.00
2025-10-16T11:38:00Z,71.00,30.00
2025-10-16T11:50:00Z,71.00,30.00
2025-10-16T12:09:00Z,71.00,30.00
2025-10-16T12:13:00Z,71.00,30.00
2025-10-16T12:19:00Z,71.00,30.00
2025-10-16T12:24:00Z,71.00,30.00
2025-10-16T12:31:00Z,71.00,30.00
2025-10-16T12:36:00Z,71.00,30.00
2025-10-16T12:37:00Z,71.00,30.00
2025-10-16T12:44:00Z,71.00,30.00
2025-10-16T13:03:00Z,71.00,30.00
2025-10-16T13:06:00Z,71.00,30.00
2025-10-16T13:08:00Z,71.00,30.00
2025-10-16T13:13:00Z,71.00,30.00
2025-10-16T13:15:00Z,71.00,30.00
2025-10-16T13:16:00Z,71.00,30.00
2025-10-16T13:17:00Z,71.00,30.00
2025-10-16T13:18:00Z,71.00,30.00
2025-10-16T13:19:00Z,70.00,30.00
2025-10-16T13:21:00Z,70.00,30.00
2025-10-16T13:27:00Z,71.00,30.00
2025-10-16T13:31:00Z,71.00,30.00
2025-10-16T13:39:00Z,71.00,30.00
2025-10-16T13:40:00Z,71.00,30.00
2025-10-16T13:43:00Z,71.00,30.00
2025-10-16T13:45:00Z,71.00,30.00
2025-10-16T13:55:00Z,71.00,30.00
2025-10-16T13:56:00Z,71.00,30.00
2025-10-16T14:00:00Z,71.00,30.00
2025-10-16T14:01:00Z,70.00,30.00
2025-10-16T14:05:00Z,71.00,30.00
2025-10-16T14:06:00Z,71.00,30.00
2025-10-16T14:11:00Z,71.00,30.00
2025-10-16T14:13:00Z,71.00,29.43
2025-10-16T14:17:00Z,71.00,30.00
2025-10-16T14:19:00Z,71.00,30.00
2025-10-16T14:22:00Z,71.00,30.00
2025-10-16T14:25:00Z,71.00,30.00
2025-10-16T14:26:00Z,71.00,30.00
2025-10-16T14:27:00Z,71.00,31.00
2025-10-16T14:28:00Z,71.00,31.00
2025-10-16T14:29:00Z,71.00,31.00
2025-10-16T14:30:00Z,70.84,31.00
2025-10-16T14:32:00Z,71.00,31.00
2025-10-16T14:34:00Z,71.00,31.00
2025-10-16T14:36:00Z,71.00,31.00
2025-10-16T14:37:00Z,71.00,31.00
2025-10-16T14:38:00Z,71.00,31.00
2025-10-16T14:39:00Z,71.00,31.00
2025-10-16T14:40:00Z,71.00,31.00
2025-10-16T14:42:00Z,71.00,31.00
2025-10-16T14:43:00Z,71.00,31.00
2025-10-16T14:46:00Z,71.00,31.00
2025-10-16T14:47:00Z,71.00,31.00
2025-10-16T14:49:00Z,71.00,31.00
2025-10-16T14:50:00Z,71.00,31.00
2025-10-16T14:58:00Z,70.00,32.00
2025-10-16T14:59:00Z,69.00,32.00
2025-10-16T15:01:00Z,69.00,32.00
2025-10-16T15:02:00Z,69.00,32.00
2025-10-16T15:04:00Z,69.00,32.00
2025-10-16T15:06:00Z,69.00,32.00
2025-10-16T15:07:00Z,69.00,32.00
2025-10-16T15:08:00Z,69.00,32.00
2025-10-16T15:09:00Z,69.00,32.00
2025-10-16T15:11:00Z,69.00,32.00
2025-10-16T15:12:00Z,69.00,32.00
2025-10-16T15:16:00Z,69.00,32.00
2025-10-16T15:17:00Z,69.00,32.00
2025-10-16T15:18:00Z,69.00,32.00
2025-10-16T15:19:00Z,69.00,32.00
2025-10-16T15:22:00Z,69.00,32.00
2025-10-16T15:24:00Z,69.00,32.00
2025-10-16T15:26:00Z,70.00,32.00
2025-10-16T15:27:00Z,70.00,32.00
2025-10-16T15:28:00Z,70.00,32.00
2025-10-16T15:29:00Z,70.00,31.00
2025-10-16T15:31:00Z,70.00,31.00
2025-10-16T15:32:00Z,70.00,31.00
2025-10-16T15:33:00Z,70.00,31.00
2025-10-16T15:34:00Z,70.00,31.00
2025-10-16T15:35:00Z,70.00,31.98
2025-10-16T15:38:00Z,69.00,31.98
2025-10-16T15:39:00Z,69.00,31.98
2025-10-16T15:41:00Z,69.00,31.98
2025-10-16T15:42:00Z,69.03,31.00
2025-10-16T15:45:00Z,69.03,31.00
2025-10-16T15:47:00Z,69.03,31.00
2025-10-16T15:49:00Z,71.00,31.00
2025-10-16T15:51:00Z,70.00,31.00
2025-10-16T15:52:00Z,69.00,31.00
2025-10-16T15:54:00Z,69.00,31.00
2025-10-16T15:58:00Z,70.00,32.00
2025-10-16T15:59:00Z,70.00,32.00
2025-10-16T16:11:00Z,70.00,32.00
2025-10-16T16:12:00Z,70.00,32.00
2025-10-16T16:16:00Z,70.00,31.00
2025-10-16T16:17:00Z,70.00,31.00
2025-10-16T16:19:00Z,70.00,31.00
2025-10-16T16:20:00Z,70.02,30.02
2025-10-16T16:21:00Z,70.02,31.00
2025-10-16T16:23:00Z,70.02,31.00
2025-10-16T16:24:00Z,71.00,31.00
2025-10-16T16:25:00Z,71.00,30.00
2025-10-16T16:27:00Z,71.00,30.00
2025-10-16T16:30:00Z,71.00,30.00
2025-10-16T16:31:00Z,71.00,30.00
2025-10-16T16:33:00Z,71.00,30.00
2025-10-16T16:34:00Z,71.00,30.00
2025-10-16T16:35:00Z,71.00,30.00
2025-10-16T16:36:00Z,71.00,30.00
2025-10-16T16:37:00Z,71.00,30.00
2025-10-16T16:38:00Z,71.00,30.00
