# event_ticker=KXATPCHALLENGERMATCH-26MAR13VALMON
# final_score=3-6 6-3 6-4
# score_resolution=6-3 3-6 4-6
# match_winner=Thiago Monteiro
# fav_player=Adolfo Daniel Vallejo
# dog_player=Thiago Monteiro
# kalshi_date=2026-03-13
timestamp,Adolfo Daniel Vallejo,Thiago Monteiro
2026-03-13T19:25:00Z,63.00,38.00
2026-03-13T19:28:00Z,63.00,38.00
2026-03-13T19:37:00Z,63.00,38.00
2026-03-13T19:44:00Z,63.00,38.00
2026-03-13T19:56:00Z,63.00,38.00
2026-03-13T20:07:00Z,63.00,38.00
2026-03-13T20:08:00Z,63.00,38.00
2026-03-13T20:09:00Z,63.00,38.00
2026-03-13T20:13:00Z,63.00,38.00
2026-03-13T20:20:00Z,63.00,38.00
2026-03-13T20:23:00Z,63.00,38.00
2026-03-13T20:25:00Z,63.00,38.00
2026-03-13T20:26:00Z,63.00,38.00
2026-03-13T20:27:00Z,63.00,38.00
2026-03-13T20:41:00Z,63.00,38.00
2026-03-13T20:44:00Z,63.00,38.00
2026-03-13T20:52:00Z,63.00,38.00
2026-03-13T21:08:00Z,63.00,38.00
2026-03-13T21:13:00Z,63.00,38.00
2026-03-13T21:15:00Z,63.00,38.00
2026-03-13T21:20:00Z,63.00,38.00
2026-03-13T21:22:00Z,63.00,38.00
2026-03-13T21:24:00Z,63.00,38.00
2026-03-13T21:26:00Z,63.00,38.00
2026-03-13T21:27:00Z,63.00,38.00
2026-03-13T21:28:00Z,63.00,38.00
2026-03-13T21:29:00Z,63.00,38.00
2026-03-13T21:30:00Z,63.00,38.66
2026-03-13T21:31:00Z,63.00,37.00
2026-03-13T21:33:00Z,63.00,37.00
2026-03-13T21:34:00Z,63.00,39.97
2026-03-13T21:37:00Z,63.00,39.99
2026-03-13T21:43:00Z,62.00,39.00
2026-03-13T21:44:00Z,60.33,39.00
2026-03-13T21:45:00Z,63.00,39.00
2026-03-13T21:46:00Z,63.00,39.00
2026-03-13T21:47:00Z,63.00,39.00
2026-03-13T21:48:00Z,63.80,39.00
2026-03-13T21:49:00Z,63.00,39.00
2026-03-13T21:50:00Z,63.00,39.00
2026-03-13T21:51:00Z,63.00,39.00
2026-03-13T21:52:00Z,64.00,39.00
2026-03-13T21:53:00Z,67.00,35.98
2026-03-13T21:54:00Z,67.00,32.80
2026-03-13T21:55:00Z,67.86,31.46
2026-03-13T21:56:00Z,67.00,32.22
2026-03-13T21:57:00Z,68.06,30.66
2026-03-13T21:58:00Z,74.49,30.66
2026-03-13T21:59:00Z,79.64,20.58
2026-03-13T22:00:00Z,83.86,19.57
2026-03-13T22:01:00Z,83.99,16.97
2026-03-13T22:02:00Z,83.97,17.28
2026-03-13T22:03:00Z,83.00,18.75
2026-03-13T22:04:00Z,83.00,18.00
2026-03-13T22:05:00Z,84.75,16.01
2026-03-13T22:06:00Z,81.24,17.08
2026-03-13T22:07:00Z,81.67,17.08
2026-03-13T22:08:00Z,82.00,19.00
2026-03-13T22:09:00Z,82.00,17.27
2026-03-13T22:10:00Z,81.03,20.07
2026-03-13T22:11:00Z,73.89,25.60
2026-03-13T22:12:00Z,72.90,26.09
2026-03-13T22:13:00Z,70.33,31.00
2026-03-13T22:14:00Z,70.31,30.44
2026-03-13T22:15:00Z,74.08,27.34
2026-03-13T22:16:00Z,78.85,22.80
2026-03-13T22:17:00Z,81.35,20.00
2026-03-13T22:18:00Z,82.45,20.00
2026-03-13T22:19:00Z,83.61,17.00
2026-03-13T22:20:00Z,80.33,18.74
2026-03-13T22:21:00Z,82.89,18.74
2026-03-13T22:22:00Z,83.06,18.45
2026-03-13T22:23:00Z,83.64,17.80
2026-03-13T22:24:00Z,81.92,17.11
2026-03-13T22:25:00Z,77.59,22.08
2026-03-13T22:26:00Z,70.44,30.16
2026-03-13T22:27:00Z,71.00,30.22
2026-03-13T22:28:00Z,70.06,32.34
2026-03-13T22:29:00Z,65.36,36.28
2026-03-13T22:30:00Z,64.15,36.37
2026-03-13T22:31:00Z,66.47,35.41
2026-03-13T22:32:00Z,71.87,28.86
2026-03-13T22:33:00Z,74.13,25.20
2026-03-13T22:34:00Z,84.78,17.51
2026-03-13T22:35:00Z,85.66,13.66
2026-03-13T22:36:00Z,87.00,13.91
2026-03-13T22:37:00Z,86.35,14.00
2026-03-13T22:38:00Z,87.78,14.00
2026-03-13T22:39:00Z,86.15,14.00
2026-03-13T22:40:00Z,86.84,13.48
2026-03-13T22:41:00Z,88.48,12.23
2026-03-13T22:42:00Z,85.10,15.68
2026-03-13T22:43:00Z,84.00,16.74
2026-03-13T22:44:00Z,84.00,16.74
2026-03-13T22:45:00Z,84.10,16.31
2026-03-13T22:46:00Z,86.00,14.95
2026-03-13T22:47:00Z,85.52,14.99
2026-03-13T22:48:00Z,82.00,18.83
2026-03-13T22:49:00Z,81.00,18.99
2026-03-13T22:50:00Z,82.42,19.00
2026-03-13T22:51:00Z,80.47,19.70
2026-03-13T22:52:00Z,85.00,17.82
2026-03-13T22:53:00Z,82.91,17.00
2026-03-13T22:54:00Z,81.07,20.17
2026-03-13T22:55:00Z,84.31,16.76
2026-03-13T22:56:00Z,84.94,17.44
2026-03-13T22:57:00Z,86.86,14.71
2026-03-13T22:58:00Z,91.59,10.29
2026-03-13T22:59:00Z,85.72,13.45
2026-03-13T23:00:00Z,87.93,15.37
2026-03-13T23:01:00Z,86.54,17.31
2026-03-13T23:02:00Z,84.22,14.45
2026-03-13T23:03:00Z,85.02,17.18
2026-03-13T23:04:00Z,83.34,16.39
2026-03-13T23:05:00Z,81.11,19.58
2026-03-13T23:06:00Z,81.03,20.73
2026-03-13T23:07:00Z,80.02,22.69
2026-03-13T23:08:00Z,79.30,22.30
2026-03-13T23:09:00Z,79.90,23.72
2026-03-13T23:10:00Z,80.80,19.35
2026-03-13T23:11:00Z,83.58,17.74
2026-03-13T23:12:00Z,86.07,14.87
2026-03-13T23:13:00Z,84.28,15.69
2026-03-13T23:14:00Z,83.00,20.78
2026-03-13T23:15:00Z,81.72,19.19
2026-03-13T23:16:00Z,80.00,19.53
2026-03-13T23:17:00Z,77.88,23.17
2026-03-13T23:18:00Z,72.56,34.99
2026-03-13T23:19:00Z,64.93,36.94
2026-03-13T23:20:00Z,62.68,37.08
2026-03-13T23:21:00Z,67.41,34.18
2026-03-13T23:22:00Z,61.99,37.33
2026-03-13T23:23:00Z,63.84,36.08
2026-03-13T23:24:00Z,64.10,34.96
2026-03-13T23:25:00Z,59.67,39.77
2026-03-13T23:26:00Z,59.72,38.66
2026-03-13T23:27:00Z,60.00,38.33
2026-03-13T23:28:00Z,58.93,40.55
2026-03-13T23:29:00Z,49.34,51.42
2026-03-13T23:30:00Z,53.70,46.61
2026-03-13T23:31:00Z,63.55,42.48
2026-03-13T23:32:00Z,66.53,27.51
2026-03-13T23:33:00Z,66.63,35.65
2026-03-13T23:34:00Z,67.02,34.92
2026-03-13T23:35:00Z,60.12,40.83
2026-03-13T23:36:00Z,63.03,39.12
2026-03-13T23:37:00Z,64.64,36.63
2026-03-13T23:38:00Z,66.27,34.62
2026-03-13T23:39:00Z,66.29,33.99
2026-03-13T23:40:00Z,70.65,29.88
2026-03-13T23:41:00Z,75.26,25.06
2026-03-13T23:42:00Z,69.63,32.52
2026-03-13T23:43:00Z,60.40,39.06
2026-03-13T23:44:00Z,56.37,44.84
2026-03-13T23:45:00Z,37.92,57.83
2026-03-13T23:46:00Z,34.58,68.75
2026-03-13T23:47:00Z,43.45,60.31
2026-03-13T23:48:00Z,31.85,65.85
2026-03-13T23:49:00Z,29.69,70.62
2026-03-13T23:50:00Z,26.35,73.40
2026-03-13T23:51:00Z,19.80,79.83
2026-03-13T23:52:00Z,25.75,74.06
2026-03-13T23:53:00Z,18.77,80.48
2026-03-13T23:54:00Z,19.14,79.54
2026-03-13T23:55:00Z,18.79,81.05
2026-03-13T23:56:00Z,22.47,78.96
2026-03-13T23:57:00Z,23.99,75.97
2026-03-13T23:58:00Z,24.82,76.45
2026-03-13T23:59:00Z,30.49,71.62
2026-03-14T00:00:00Z,36.04,67.88
2026-03-14T00:01:00Z,30.57,71.08
2026-03-14T00:02:00Z,37.88,60.31
2026-03-14T00:03:00Z,34.49,60.90
2026-03-14T00:04:00Z,58.80,41.27
2026-03-14T00:05:00Z,54.55,44.92
2026-03-14T00:06:00Z,53.22,42.92
2026-03-14T00:07:00Z,51.06,50.56
2026-03-14T00:08:00Z,52.63,46.16
2026-03-14T00:09:00Z,24.86,75.11
2026-03-14T00:10:00Z,16.59,83.19
2026-03-14T00:11:00Z,13.10,84.76
2026-03-14T00:12:00Z,5.67,94.50
2026-03-14T00:13:00Z,5.64,92.32
2026-03-14T00:14:00Z,1.91,98.15
2026-03-14T00:15:00Z,1.00,99.00
2026-03-14T00:16:00Z,1.00,99.00
2026-03-14T00:17:00Z,1.00,99.00
