# event_ticker=KXATPMATCH-26FEB22SCHKEC
# final_score=6-2 6-2
# match_winner=Miomir Kecmanovic
# fav_player=Miomir Kecmanovic
# dog_player=Tristan Schoolkate
# kalshi_date=2026-02-22
timestamp,Miomir Kecmanovic,Tristan Schoolkate
2026-02-23T12:23:00Z,,27.00
2026-02-23T12:27:00Z,75.00,27.00
2026-02-23T13:03:00Z,75.00,27.00
2026-02-23T13:42:00Z,75.00,27.00
2026-02-23T14:04:00Z,75.00,27.00
2026-02-23T14:29:00Z,75.00,27.00
2026-02-23T14:44:00Z,75.00,27.00
2026-02-23T14:59:00Z,75.00,27.00
2026-02-23T15:14:00Z,75.00,27.00
2026-02-23T15:41:00Z,75.00,27.00
2026-02-23T15:43:00Z,75.00,27.00
2026-02-23T15:45:00Z,75.00,27.00
2026-02-23T15:56:00Z,75.00,27.00
2026-02-23T16:03:00Z,75.00,25.50
2026-02-23T16:23:00Z,75.00,25.50
2026-02-23T16:39:00Z,75.00,25.50
2026-02-23T16:53:00Z,75.00,25.50
2026-02-23T16:55:00Z,74.00,25.50
2026-02-23T17:06:00Z,75.00,25.50
2026-02-23T17:07:00Z,75.00,25.50
2026-02-23T17:11:00Z,75.00,26.00
2026-02-23T17:15:00Z,75.00,25.00
2026-02-23T17:42:00Z,75.00,26.00
2026-02-23T17:59:00Z,75.00,26.00
2026-02-23T18:33:00Z,75.00,26.00
2026-02-23T18:34:00Z,75.00,26.00
2026-02-23T18:48:00Z,75.00,25.00
2026-02-23T18:53:00Z,75.00,25.00
2026-02-23T19:03:00Z,75.00,25.00
2026-02-23T19:05:00Z,75.00,26.00
2026-02-23T19:06:00Z,75.00,26.00
2026-02-23T19:27:00Z,75.00,26.00
2026-02-23T19:28:00Z,75.00,26.00
2026-02-23T19:46:00Z,75.00,25.00
2026-02-23T19:53:00Z,75.00,25.00
2026-02-23T19:55:00Z,75.00,25.00
2026-02-23T19:59:00Z,75.00,25.00
2026-02-23T20:06:00Z,75.00,25.00
2026-02-23T20:07:00Z,75.00,25.00
2026-02-23T20:15:00Z,75.00,25.00
2026-02-23T20:31:00Z,75.00,25.00
2026-02-23T20:32:00Z,75.00,25.00
2026-02-23T20:33:00Z,75.00,25.00
2026-02-23T20:41:00Z,75.00,25.00
2026-02-23T20:42:00Z,75.00,25.00
2026-02-23T20:45:00Z,75.00,25.00
2026-02-23T20:55:00Z,75.00,25.00
2026-02-23T21:01:00Z,75.00,25.00
2026-02-23T21:02:00Z,75.00,25.00
2026-02-23T21:14:00Z,75.00,25.00
2026-02-23T21:25:00Z,75.00,25.00
2026-02-23T21:37:00Z,75.00,25.00
2026-02-23T21:42:00Z,75.00,25.00
2026-02-23T21:46:00Z,75.00,25.00
2026-02-23T21:49:00Z,75.00,25.00
2026-02-23T21:54:00Z,75.00,27.00
2026-02-23T21:55:00Z,75.00,27.00
2026-02-23T22:04:00Z,75.00,27.00
2026-02-23T22:09:00Z,75.00,26.00
2026-02-23T22:10:00Z,75.00,26.00
2026-02-23T22:12:00Z,75.00,25.00
2026-02-23T22:19:00Z,75.00,25.00
2026-02-23T22:20:00Z,75.00,27.00
2026-02-23T22:21:00Z,75.00,27.00
2026-02-23T22:23:00Z,75.00,27.00
2026-02-23T22:26:00Z,75.00,26.00
2026-02-23T22:27:00Z,75.00,26.00
2026-02-23T22:32:00Z,75.00,26.00
2026-02-23T22:38:00Z,75.00,26.00
2026-02-23T22:39:00Z,75.00,26.00
2026-02-23T22:40:00Z,75.00,26.00
2026-02-23T22:42:00Z,75.00,26.00
2026-02-23T22:43:00Z,75.00,27.00
2026-02-23T22:44:00Z,75.00,27.00
2026-02-23T22:46:00Z,75.00,27.00
2026-02-23T22:49:00Z,75.00,27.00
2026-02-23T22:59:00Z,75.00,27.00
2026-02-23T23:02:00Z,75.00,26.00
2026-02-23T23:03:00Z,75.00,26.00
2026-02-23T23:05:00Z,75.00,26.00
2026-02-23T23:08:00Z,75.00,26.00
2026-02-23T23:12:00Z,75.00,26.00
2026-02-23T23:13:00Z,75.00,26.00
2026-02-23T23:18:00Z,75.00,26.00
2026-02-23T23:20:00Z,75.00,26.00
2026-02-23T23:21:00Z,75.00,26.00
2026-02-23T23:22:00Z,75.00,26.00
2026-02-23T23:25:00Z,75.00,26.00
2026-02-23T23:30:00Z,75.00,26.00
2026-02-23T23:31:00Z,75.00,26.00
2026-02-23T23:34:00Z,75.00,26.00
2026-02-23T23:36:00Z,75.00,26.00
2026-02-23T23:37:00Z,75.00,26.00
2026-02-23T23:40:00Z,75.00,26.00
2026-02-23T23:42:00Z,75.00,26.00
2026-02-23T23:43:00Z,75.00,26.00
2026-02-23T23:46:00Z,75.00,26.00
2026-02-23T23:47:00Z,75.00,25.00
2026-02-23T23:50:00Z,75.00,25.00
2026-02-23T23:51:00Z,75.00,26.00
2026-02-23T23:54:00Z,75.00,26.00
2026-02-23T23:55:00Z,75.00,26.00
2026-02-23T23:57:00Z,75.00,26.00
2026-02-23T23:58:00Z,75.00,26.00
2026-02-23T23:59:00Z,75.00,26.00
2026-02-24T00:00:00Z,75.00,26.00
2026-02-24T00:01:00Z,75.00,26.00
2026-02-24T00:02:00Z,75.00,26.00
2026-02-24T00:03:00Z,75.00,26.00
2026-02-24T00:04:00Z,75.00,26.00
2026-02-24T00:05:00Z,76.18,26.00
2026-02-24T00:06:00Z,77.00,25.98
2026-02-24T00:07:00Z,77.00,26.00
2026-02-24T00:08:00Z,76.05,26.78
2026-02-24T00:09:00Z,74.91,26.98
2026-02-24T00:10:00Z,72.05,28.56
2026-02-24T00:11:00Z,73.02,27.24
2026-02-24T00:12:00Z,74.25,25.42
2026-02-24T00:13:00Z,73.71,26.50
2026-02-24T00:14:00Z,73.00,29.00
2026-02-24T00:15:00Z,74.03,29.00
2026-02-24T00:16:00Z,76.00,26.00
2026-02-24T00:17:00Z,73.40,28.74
2026-02-24T00:18:00Z,73.40,28.54
2026-02-24T00:19:00Z,75.00,27.95
2026-02-24T00:20:00Z,73.00,28.00
2026-02-24T00:21:00Z,75.70,28.14
2026-02-24T00:22:00Z,66.68,29.64
2026-02-24T00:23:00Z,68.00,32.82
2026-02-24T00:24:00Z,72.84,26.91
2026-02-24T00:25:00Z,73.60,27.42
2026-02-24T00:26:00Z,73.18,27.72
2026-02-24T00:27:00Z,77.78,23.69
2026-02-24T00:28:00Z,79.94,20.85
2026-02-24T00:29:00Z,86.00,15.00
2026-02-24T00:30:00Z,85.95,14.95
2026-02-24T00:31:00Z,84.89,16.25
2026-02-24T00:32:00Z,85.33,14.44
2026-02-24T00:33:00Z,84.15,16.21
2026-02-24T00:34:00Z,83.16,17.67
2026-02-24T00:35:00Z,85.86,14.52
2026-02-24T00:36:00Z,88.00,12.27
2026-02-24T00:37:00Z,89.28,11.50
2026-02-24T00:38:00Z,88.17,12.11
2026-02-24T00:39:00Z,90.44,9.37
2026-02-24T00:40:00Z,92.00,9.18
2026-02-24T00:41:00Z,91.75,8.69
2026-02-24T00:42:00Z,91.89,8.95
2026-02-24T00:43:00Z,92.00,8.89
2026-02-24T00:44:00Z,92.49,7.75
2026-02-24T00:45:00Z,93.98,6.22
2026-02-24T00:46:00Z,91.00,7.91
2026-02-24T00:47:00Z,90.00,9.25
2026-02-24T00:48:00Z,92.14,9.47
2026-02-24T00:49:00Z,92.00,8.56
2026-02-24T00:50:00Z,92.28,7.43
2026-02-24T00:51:00Z,95.82,4.69
2026-02-24T00:52:00Z,97.09,3.08
2026-02-24T00:53:00Z,97.79,3.00
2026-02-24T00:54:00Z,98.34,2.85
2026-02-24T00:55:00Z,97.00,3.00
2026-02-24T00:56:00Z,96.85,4.49
2026-02-24T00:57:00Z,97.19,2.57
2026-02-24T00:58:00Z,98.59,1.99
2026-02-24T00:59:00Z,98.00,2.00
2026-02-24T01:00:00Z,98.95,1.98
2026-02-24T01:01:00Z,98.46,2.00
2026-02-24T01:02:00Z,99.00,1.96
2026-02-24T01:03:00Z,99.00,1.41
2026-02-24T01:04:00Z,99.00,1.54
2026-02-24T01:05:00Z,99.00,1.08
2026-02-24T01:06:00Z,99.00,1.00
2026-02-24T01:07:00Z,99.00,1.00
2026-02-24T01:08:00Z,99.00,1.00
2026-02-24T01:09:00Z,99.00,1.00
2026-02-24T01:11:00Z,99.00,1.00
2026-02-24T01:12:00Z,99.00,1.00
2026-02-24T01:13:00Z,99.00,1.00
