# event_ticker=KXATPCHALLENGERMATCH-26MAR26MARBER
# final_score=4-6 6-0 6-1
# match_winner=Pedro Martinez
# fav_player=Pedro Martinez
# dog_player=Remy Bertola
# kalshi_date=2026-03-26
timestamp,Pedro Martinez,Remy Bertola
2026-03-26T11:15:00Z,69.64,31.13
2026-03-26T11:16:00Z,65.34,35.57
2026-03-26T11:17:00Z,65.68,33.98
2026-03-26T11:18:00Z,67.93,33.98
2026-03-26T11:19:00Z,71.51,26.00
2026-03-26T11:20:00Z,73.10,24.65
2026-03-26T11:21:00Z,74.55,23.63
2026-03-26T11:22:00Z,74.55,24.38
2026-03-26T11:23:00Z,78.00,22.87
2026-03-26T11:24:00Z,77.37,22.00
2026-03-26T11:25:00Z,79.93,18.80
2026-03-26T11:26:00Z,79.00,21.21
2026-03-26T11:27:00Z,79.00,22.55
2026-03-26T11:28:00Z,77.13,23.00
2026-03-26T11:29:00Z,78.00,23.00
2026-03-26T11:30:00Z,78.96,19.45
2026-03-26T11:31:00Z,82.66,19.78
2026-03-26T11:32:00Z,80.00,19.56
2026-03-26T11:33:00Z,81.09,19.00
2026-03-26T11:34:00Z,82.00,21.16
2026-03-26T11:35:00Z,79.27,22.14
2026-03-26T11:36:00Z,82.94,23.00
2026-03-26T11:37:00Z,87.91,12.40
2026-03-26T11:38:00Z,87.27,12.00
2026-03-26T11:39:00Z,79.27,17.84
2026-03-26T11:40:00Z,79.38,25.06
2026-03-26T11:41:00Z,73.36,27.44
2026-03-26T11:42:00Z,78.45,21.21
2026-03-26T11:43:00Z,82.15,20.14
2026-03-26T11:44:00Z,85.60,17.13
2026-03-26T11:45:00Z,86.10,14.59
2026-03-26T11:46:00Z,85.92,16.40
2026-03-26T11:47:00Z,86.18,13.17
2026-03-26T11:48:00Z,88.97,13.00
2026-03-26T11:49:00Z,85.02,17.00
2026-03-26T11:50:00Z,88.71,13.01
2026-03-26T11:51:00Z,86.23,16.85
2026-03-26T11:52:00Z,90.12,9.70
2026-03-26T11:53:00Z,91.76,8.48
2026-03-26T11:54:00Z,94.87,7.18
2026-03-26T11:55:00Z,94.94,5.71
2026-03-26T11:56:00Z,96.88,3.14
2026-03-26T11:57:00Z,97.88,2.18
2026-03-26T11:58:00Z,97.94,3.18
2026-03-26T11:59:00Z,98.17,2.80
2026-03-26T12:00:00Z,98.96,1.82
2026-03-26T12:01:00Z,98.99,1.58
2026-03-26T12:02:00Z,99.00,1.40
2026-03-26T12:03:00Z,99.00,1.00
2026-03-26T12:04:00Z,99.00,1.00
2026-03-26T12:05:00Z,99.00,1.29
2026-03-26T12:06:00Z,99.00,1.29
2026-03-26T12:07:00Z,99.00,1.00
2026-03-26T12:08:00Z,99.00,1.00
2026-03-26T12:09:00Z,99.00,1.00
2026-03-26T12:10:00Z,99.00,1.00
2026-03-26T12:11:00Z,99.00,1.00
2026-03-26T12:13:00Z,99.00,1.00
2026-03-26T12:14:00Z,99.00,1.00
2026-03-26T12:15:00Z,99.00,1.00
