# event_ticker=KXATPCHALLENGERMATCH-26MAR26MARBER
# final_score=4-6 6-0 6-1
# match_winner=Pedro Martinez
# fav_player=Pedro Martinez
# dog_player=Remy Bertola
# kalshi_date=2026-03-26
timestamp,Pedro Martinez,Remy Bertola
2026-03-25T23:50:00Z,72.00,
2026-03-26T01:58:00Z,72.00,
2026-03-26T02:01:00Z,72.00,
2026-03-26T02:10:00Z,72.00,
2026-03-26T03:05:00Z,72.75,
2026-03-26T03:06:00Z,73.00,27.00
2026-03-26T03:07:00Z,73.00,27.00
2026-03-26T03:11:00Z,73.00,27.00
2026-03-26T03:49:00Z,73.00,27.00
2026-03-26T04:07:00Z,73.00,28.00
2026-03-26T04:15:00Z,73.00,28.00
2026-03-26T04:52:00Z,74.00,26.00
2026-03-26T04:54:00Z,74.00,26.00
2026-03-26T05:04:00Z,74.00,26.00
2026-03-26T05:09:00Z,74.00,26.00
2026-03-26T05:31:00Z,72.00,26.00
2026-03-26T05:39:00Z,74.00,26.00
2026-03-26T05:40:00Z,74.00,26.00
2026-03-26T05:43:00Z,74.00,26.00
2026-03-26T05:44:00Z,74.00,28.00
2026-03-26T05:53:00Z,74.00,28.00
2026-03-26T06:14:00Z,75.03,28.00
2026-03-26T06:18:00Z,75.00,28.00
2026-03-26T06:33:00Z,75.00,28.00
2026-03-26T09:01:00Z,87.42,25.00
2026-03-26T09:03:00Z,75.00,25.00
2026-03-26T09:04:00Z,75.00,25.00
2026-03-26T09:05:00Z,75.00,25.00
2026-03-26T09:11:00Z,75.00,25.00
2026-03-26T09:31:00Z,75.00,26.00
2026-03-26T09:38:00Z,75.00,26.00
2026-03-26T09:55:00Z,75.00,26.00
2026-03-26T09:59:00Z,73.00,26.00
2026-03-26T10:00:00Z,73.00,26.00
2026-03-26T10:06:00Z,73.00,27.00
2026-03-26T10:08:00Z,73.00,28.00
2026-03-26T10:09:00Z,73.00,28.00
2026-03-26T10:10:00Z,76.00,28.00
2026-03-26T10:11:00Z,76.00,28.00
2026-03-26T10:12:00Z,76.00,28.00
2026-03-26T10:13:00Z,76.00,28.00
2026-03-26T10:14:00Z,70.00,32.50
2026-03-26T10:15:00Z,68.14,36.21
2026-03-26T10:16:00Z,70.00,32.00
2026-03-26T10:17:00Z,70.89,36.92
2026-03-26T10:18:00Z,67.00,38.40
2026-03-26T10:19:00Z,62.12,40.40
2026-03-26T10:20:00Z,61.71,40.63
2026-03-26T10:21:00Z,57.00,47.00
2026-03-26T10:22:00Z,57.00,48.91
2026-03-26T10:23:00Z,51.27,52.09
2026-03-26T10:24:00Z,50.99,50.20
2026-03-26T10:25:00Z,51.00,50.76
2026-03-26T10:26:00Z,51.36,55.68
2026-03-26T10:27:00Z,45.98,56.14
2026-03-26T10:28:00Z,52.80,52.95
2026-03-26T10:29:00Z,54.11,47.91
2026-03-26T10:30:00Z,56.93,44.00
2026-03-26T10:31:00Z,61.07,36.98
2026-03-26T10:32:00Z,68.48,32.05
2026-03-26T10:33:00Z,68.00,32.00
2026-03-26T10:34:00Z,71.56,35.21
2026-03-26T10:35:00Z,65.88,33.60
2026-03-26T10:36:00Z,65.85,35.11
2026-03-26T10:37:00Z,65.99,36.71
2026-03-26T10:38:00Z,52.44,47.69
2026-03-26T10:39:00Z,56.78,47.18
2026-03-26T10:40:00Z,52.00,47.18
2026-03-26T10:41:00Z,52.00,49.84
2026-03-26T10:42:00Z,52.90,50.49
2026-03-26T10:43:00Z,46.16,52.04
2026-03-26T10:44:00Z,48.00,52.48
2026-03-26T10:45:00Z,51.00,51.00
2026-03-26T10:46:00Z,52.98,46.01
2026-03-26T10:47:00Z,56.97,41.83
2026-03-26T10:48:00Z,69.00,33.90
2026-03-26T10:49:00Z,69.00,33.00
2026-03-26T10:50:00Z,67.73,31.49
2026-03-26T10:51:00Z,73.12,28.35
2026-03-26T10:52:00Z,67.05,31.60
2026-03-26T10:53:00Z,60.33,43.75
2026-03-26T10:54:00Z,59.47,36.39
2026-03-26T10:55:00Z,58.66,50.18
2026-03-26T10:56:00Z,46.84,53.66
2026-03-26T10:57:00Z,46.72,53.74
2026-03-26T10:58:00Z,48.00,52.23
2026-03-26T10:59:00Z,56.00,47.40
2026-03-26T11:00:00Z,53.66,43.54
2026-03-26T11:01:00Z,50.80,51.62
2026-03-26T11:02:00Z,58.48,45.76
2026-03-26T11:03:00Z,59.00,42.00
2026-03-26T11:04:00Z,61.75,37.34
2026-03-26T11:05:00Z,61.54,37.76
2026-03-26T11:06:00Z,60.59,39.45
2026-03-26T11:07:00Z,64.00,37.72
2026-03-26T11:08:00Z,68.02,30.75
2026-03-26T11:09:00Z,68.25,34.00
2026-03-26T11:10:00Z,68.45,33.45
2026-03-26T11:11:00Z,64.09,37.55
2026-03-26T11:12:00Z,64.00,39.57
2026-03-26T11:13:00Z,69.11,28.60
2026-03-26T11:14:00Z,71.63,30.00
