# event_ticker=KXATPMATCH-26FEB09DZUDEL
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Hugo Dellien
# fav_player=Damir Dzumhur
# dog_player=Hugo Dellien
# kalshi_date=2026-02-09
timestamp,Damir Dzumhur,Hugo Dellien
2026-02-09T04:41:00Z,65.00,
2026-02-09T04:57:00Z,65.00,41.00
2026-02-09T05:00:00Z,64.00,41.00
2026-02-09T05:01:00Z,63.00,41.00
2026-02-09T05:26:00Z,62.00,41.00
2026-02-09T05:30:00Z,59.00,41.00
2026-02-09T05:39:00Z,61.00,41.00
2026-02-09T05:49:00Z,60.00,41.00
2026-02-09T05:58:00Z,60.00,43.00
2026-02-09T06:32:00Z,60.00,43.00
2026-02-09T06:38:00Z,59.00,43.00
2026-02-09T07:08:00Z,60.00,43.00
2026-02-09T07:32:00Z,60.00,42.00
2026-02-09T07:59:00Z,60.00,41.00
2026-02-09T08:02:00Z,59.00,41.00
2026-02-09T08:07:00Z,58.00,41.00
2026-02-09T08:36:00Z,58.00,41.00
2026-02-09T08:37:00Z,57.75,47.00
2026-02-09T08:47:00Z,57.75,46.00
2026-02-09T09:51:00Z,57.75,45.00
2026-02-09T09:56:00Z,57.75,47.00
2026-02-09T09:57:00Z,57.75,47.00
2026-02-09T09:58:00Z,57.75,47.00
2026-02-09T10:05:00Z,47.00,47.00
2026-02-09T11:49:00Z,47.00,50.00
2026-02-09T11:50:00Z,47.00,52.00
2026-02-09T12:17:00Z,47.00,52.00
2026-02-09T12:49:00Z,49.00,52.00
2026-02-09T13:02:00Z,49.00,52.00
2026-02-09T13:10:00Z,49.00,52.00
2026-02-09T13:22:00Z,49.00,52.00
2026-02-09T13:30:00Z,49.00,52.00
2026-02-09T13:36:00Z,49.00,51.00
2026-02-09T13:38:00Z,49.83,51.00
2026-02-09T13:55:00Z,49.00,51.00
2026-02-09T13:59:00Z,49.00,51.00
2026-02-09T14:04:00Z,49.00,51.00
2026-02-09T14:24:00Z,49.00,51.00
2026-02-09T14:25:00Z,49.00,51.00
2026-02-09T14:30:00Z,49.00,51.86
2026-02-09T14:31:00Z,49.00,52.00
2026-02-09T14:33:00Z,49.00,52.00
2026-02-09T14:38:00Z,49.00,52.00
2026-02-09T14:39:00Z,50.00,52.00
2026-02-09T14:46:00Z,50.00,52.00
2026-02-09T14:47:00Z,50.00,52.00
2026-02-09T14:50:00Z,50.00,52.00
2026-02-09T14:53:00Z,50.00,52.00
2026-02-09T14:58:00Z,50.00,52.00
2026-02-09T15:00:00Z,50.00,52.00
2026-02-09T15:03:00Z,49.00,52.00
2026-02-09T15:12:00Z,49.00,52.00
2026-02-09T15:17:00Z,49.00,52.00
2026-02-09T15:20:00Z,49.00,52.00
2026-02-09T15:24:00Z,49.00,52.96
2026-02-09T15:26:00Z,50.00,52.96
2026-02-09T15:30:00Z,50.00,52.96
2026-02-09T15:34:00Z,50.00,53.00
2026-02-09T15:35:00Z,50.00,53.40
2026-02-09T15:36:00Z,49.00,54.00
2026-02-09T15:37:00Z,49.00,54.00
2026-02-09T15:38:00Z,49.00,54.00
2026-02-09T15:45:00Z,50.00,53.00
2026-02-09T15:46:00Z,50.00,53.00
2026-02-09T15:48:00Z,50.00,53.00
2026-02-09T15:49:00Z,50.00,53.00
2026-02-09T15:50:00Z,50.00,53.00
2026-02-09T15:51:00Z,50.00,53.00
2026-02-09T15:52:00Z,50.00,53.00
2026-02-09T15:53:00Z,50.00,53.00
2026-02-09T15:57:00Z,50.00,53.00
2026-02-09T15:59:00Z,50.00,53.00
2026-02-09T16:01:00Z,50.00,53.00
2026-02-09T16:02:00Z,49.00,53.00
2026-02-09T16:03:00Z,49.22,53.00
2026-02-09T16:04:00Z,49.99,53.00
2026-02-09T16:06:00Z,50.00,53.00
2026-02-09T16:07:00Z,46.69,53.00
2026-02-09T16:08:00Z,46.69,50.19
2026-02-09T16:09:00Z,48.22,52.00
2026-02-09T16:10:00Z,49.00,52.00
2026-02-09T16:11:00Z,51.56,52.00
2026-02-09T16:12:00Z,50.96,50.67
2026-02-09T16:13:00Z,50.71,51.24
2026-02-09T16:14:00Z,45.36,58.76
2026-02-09T16:15:00Z,43.58,60.96
2026-02-09T16:16:00Z,45.00,59.99
2026-02-09T16:17:00Z,41.00,60.00
2026-02-09T16:18:00Z,42.86,57.51
2026-02-09T16:19:00Z,45.22,54.14
2026-02-09T16:20:00Z,47.96,54.30
2026-02-09T16:21:00Z,48.32,59.00
2026-02-09T16:22:00Z,44.19,58.39
2026-02-09T16:23:00Z,42.00,58.63
2026-02-09T16:24:00Z,41.94,59.31
2026-02-09T16:25:00Z,43.03,57.89
2026-02-09T16:26:00Z,46.70,55.00
2026-02-09T16:27:00Z,44.70,56.90
2026-02-09T16:28:00Z,45.22,59.58
2026-02-09T16:29:00Z,40.68,60.05
2026-02-09T16:30:00Z,40.00,61.00
2026-02-09T16:31:00Z,37.09,64.80
2026-02-09T16:32:00Z,44.30,61.40
2026-02-09T16:33:00Z,45.11,56.97
2026-02-09T16:34:00Z,42.14,58.91
2026-02-09T16:35:00Z,40.97,61.71
2026-02-09T16:36:00Z,42.78,61.00
2026-02-09T16:37:00Z,40.00,61.93
2026-02-09T16:38:00Z,37.65,64.44
2026-02-09T16:39:00Z,43.46,58.97
2026-02-09T16:40:00Z,33.46,64.99
2026-02-09T16:41:00Z,40.00,64.00
2026-02-09T16:42:00Z,43.92,58.53
2026-02-09T16:43:00Z,47.38,55.75
2026-02-09T16:44:00Z,41.76,60.70
2026-02-09T16:45:00Z,36.15,64.02
2026-02-09T16:46:00Z,36.00,65.89
2026-02-09T16:47:00Z,35.98,65.00
2026-02-09T16:48:00Z,39.95,58.51
2026-02-09T16:49:00Z,36.23,63.34
2026-02-09T16:50:00Z,35.05,64.66
2026-02-09T16:51:00Z,19.47,80.41
2026-02-09T16:52:00Z,18.30,81.76
2026-02-09T16:53:00Z,19.52,81.51
2026-02-09T16:54:00Z,19.17,81.00
2026-02-09T16:55:00Z,19.98,80.04
2026-02-09T16:56:00Z,23.29,80.53
2026-02-09T16:57:00Z,22.55,79.91
2026-02-09T16:58:00Z,26.23,76.49
2026-02-09T16:59:00Z,21.11,79.61
2026-02-09T17:00:00Z,22.68,79.09
2026-02-09T17:01:00Z,22.00,79.79
2026-02-09T17:02:00Z,25.34,76.44
2026-02-09T17:03:00Z,19.89,79.77
2026-02-09T17:04:00Z,18.76,82.00
2026-02-09T17:05:00Z,17.08,82.57
2026-02-09T17:06:00Z,7.33,89.83
2026-02-09T17:07:00Z,11.00,89.76
2026-02-09T17:08:00Z,9.36,91.72
2026-02-09T17:09:00Z,7.50,92.32
2026-02-09T17:10:00Z,5.21,94.81
2026-02-09T17:11:00Z,4.08,94.44
2026-02-09T17:12:00Z,4.08,95.00
2026-02-09T17:13:00Z,6.58,92.00
2026-02-09T17:14:00Z,7.40,95.14
2026-02-09T17:15:00Z,1.98,98.42
2026-02-09T17:16:00Z,1.00,99.00
2026-02-09T17:17:00Z,1.00,99.00
2026-02-09T17:18:00Z,1.00,99.00
2026-02-09T17:19:00Z,1.00,99.00
2026-02-09T17:20:00Z,1.00,99.00
2026-02-09T17:21:00Z,1.00,99.00
2026-02-09T17:22:00Z,1.00,99.00
2026-02-09T17:23:00Z,1.00,99.00
2026-02-09T17:24:00Z,1.00,99.00
2026-02-09T17:25:00Z,1.00,99.00
