# event_ticker=KXATPMATCH-25SEP17MANYIB
# final_score=4-6 7-6(5) 7-5
# score_resolution=6-4 6-7 5-7
# match_winner=Yibing Wu
# fav_player=Adrian Mannarino
# dog_player=Yibing Wu
# kalshi_date=2025-09-17
timestamp,Adrian Mannarino,Yibing Wu
2025-09-17T02:28:00Z,,53.00
2025-09-17T02:39:00Z,,53.00
2025-09-17T02:58:00Z,,53.00
2025-09-17T03:00:00Z,48.00,53.00
2025-09-17T03:14:00Z,48.00,53.00
2025-09-17T03:28:00Z,48.00,53.00
2025-09-17T03:35:00Z,49.00,53.00
2025-09-17T03:51:00Z,49.00,53.00
2025-09-17T03:54:00Z,49.00,53.00
2025-09-17T03:57:00Z,49.00,51.00
2025-09-17T04:07:00Z,49.00,51.00
2025-09-17T04:19:00Z,49.00,53.00
2025-09-17T04:31:00Z,49.00,53.00
2025-09-17T04:37:00Z,49.00,53.00
2025-09-17T05:09:00Z,49.00,53.00
2025-09-17T05:14:00Z,49.00,52.00
2025-09-17T05:28:00Z,49.00,52.00
2025-09-17T05:36:00Z,48.00,52.00
2025-09-17T05:45:00Z,48.00,54.00
2025-09-17T06:07:00Z,47.00,54.00
2025-09-17T06:12:00Z,47.00,54.00
2025-09-17T06:16:00Z,47.00,54.00
2025-09-17T06:27:00Z,47.97,54.00
2025-09-17T06:33:00Z,47.97,54.00
2025-09-17T07:03:00Z,47.00,54.00
2025-09-17T07:12:00Z,45.00,61.23
2025-09-17T07:16:00Z,45.00,57.58
2025-09-17T07:17:00Z,43.00,57.58
2025-09-17T07:23:00Z,43.00,57.58
2025-09-17T07:38:00Z,43.00,57.58
2025-09-17T07:53:00Z,43.00,58.00
2025-09-17T07:59:00Z,43.00,58.00
2025-09-17T08:44:00Z,43.00,58.00
2025-09-17T08:46:00Z,43.28,58.00
2025-09-17T09:08:00Z,43.93,58.00
2025-09-17T09:18:00Z,43.93,59.00
2025-09-17T09:23:00Z,43.93,59.00
2025-09-17T09:25:00Z,43.00,59.00
2025-09-17T09:26:00Z,43.00,57.00
2025-09-17T09:27:00Z,43.00,57.00
2025-09-17T09:31:00Z,43.00,58.00
2025-09-17T09:37:00Z,43.00,58.00
2025-09-17T09:42:00Z,43.00,58.00
2025-09-17T09:43:00Z,43.00,58.00
2025-09-17T09:56:00Z,43.00,58.00
2025-09-17T09:57:00Z,43.00,58.00
2025-09-17T09:58:00Z,44.00,58.00
2025-09-17T10:00:00Z,44.00,58.00
2025-09-17T10:04:00Z,44.00,58.00
2025-09-17T10:06:00Z,44.00,58.00
2025-09-17T10:09:00Z,44.00,58.00
2025-09-17T10:18:00Z,44.00,58.00
2025-09-17T10:23:00Z,44.00,58.00
2025-09-17T10:24:00Z,44.00,58.00
2025-09-17T10:29:00Z,44.00,58.00
2025-09-17T10:37:00Z,44.00,57.00
2025-09-17T10:39:00Z,44.26,57.00
2025-09-17T10:42:00Z,44.18,57.00
2025-09-17T10:49:00Z,44.50,57.00
2025-09-17T10:53:00Z,44.50,56.00
2025-09-17T10:54:00Z,44.50,56.00
2025-09-17T10:58:00Z,45.00,56.00
2025-09-17T11:05:00Z,45.00,56.00
2025-09-17T11:11:00Z,45.00,56.00
2025-09-17T11:12:00Z,45.00,56.00
2025-09-17T11:17:00Z,45.00,56.00
2025-09-17T11:22:00Z,45.00,56.61
2025-09-17T11:25:00Z,45.00,56.61
2025-09-17T11:26:00Z,45.00,57.00
2025-09-17T11:29:00Z,45.00,57.00
2025-09-17T11:32:00Z,45.00,57.00
2025-09-17T11:47:00Z,45.00,62.11
2025-09-17T11:49:00Z,42.00,62.11
2025-09-17T11:50:00Z,42.00,65.00
2025-09-17T11:51:00Z,42.00,65.00
2025-09-17T11:53:00Z,42.00,65.00
2025-09-17T11:57:00Z,43.00,65.00
2025-09-17T11:58:00Z,43.00,65.00
2025-09-17T12:01:00Z,43.00,63.67
2025-09-17T12:06:00Z,42.00,63.67
2025-09-17T12:08:00Z,42.60,63.67
2025-09-17T12:11:00Z,44.52,63.00
2025-09-17T12:15:00Z,44.52,63.00
2025-09-17T12:16:00Z,43.00,64.00
2025-09-17T12:17:00Z,45.58,64.00
2025-09-17T12:21:00Z,45.58,56.00
2025-09-17T12:24:00Z,46.00,56.00
2025-09-17T12:25:00Z,46.00,56.00
2025-09-17T12:26:00Z,46.00,56.00
2025-09-17T12:28:00Z,46.00,56.26
2025-09-17T12:29:00Z,46.00,55.00
2025-09-17T12:31:00Z,46.00,57.00
2025-09-17T12:32:00Z,46.00,57.00
2025-09-17T12:33:00Z,46.00,57.00
2025-09-17T12:34:00Z,47.74,56.56
2025-09-17T12:35:00Z,46.43,56.53
2025-09-17T12:36:00Z,46.03,57.00
2025-09-17T12:37:00Z,46.06,54.01
2025-09-17T12:38:00Z,46.84,56.00
2025-09-17T12:39:00Z,45.38,56.00
2025-09-17T12:40:00Z,44.66,55.00
2025-09-17T12:41:00Z,39.11,61.45
2025-09-17T12:42:00Z,43.86,64.87
2025-09-17T12:43:00Z,45.36,59.13
2025-09-17T12:44:00Z,37.78,64.50
2025-09-17T12:45:00Z,37.78,69.03
2025-09-17T12:46:00Z,42.77,60.13
2025-09-17T12:47:00Z,44.99,62.80
2025-09-17T12:48:00Z,48.78,58.32
2025-09-17T12:49:00Z,48.78,58.09
2025-09-17T12:50:00Z,51.82,54.56
2025-09-17T12:51:00Z,51.00,57.49
2025-09-17T12:52:00Z,45.89,61.47
2025-09-17T12:53:00Z,46.34,52.66
2025-09-17T12:54:00Z,50.47,50.00
2025-09-17T12:55:00Z,48.50,60.00
2025-09-17T12:56:00Z,47.50,60.00
2025-09-17T12:57:00Z,50.75,57.65
2025-09-17T12:58:00Z,43.24,61.03
2025-09-17T12:59:00Z,52.65,56.57
2025-09-17T13:00:00Z,50.90,63.97
2025-09-17T13:01:00Z,36.94,65.50
2025-09-17T13:02:00Z,33.64,71.00
2025-09-17T13:03:00Z,25.18,70.64
2025-09-17T13:04:00Z,31.51,78.80
2025-09-17T13:05:00Z,39.98,65.00
2025-09-17T13:06:00Z,44.28,61.87
2025-09-17T13:07:00Z,42.00,61.00
2025-09-17T13:08:00Z,50.17,61.00
2025-09-17T13:09:00Z,54.44,50.05
2025-09-17T13:10:00Z,57.85,48.25
2025-09-17T13:11:00Z,67.12,45.54
2025-09-17T13:12:00Z,76.70,30.59
2025-09-17T13:13:00Z,80.65,23.84
2025-09-17T13:14:00Z,71.79,29.87
2025-09-17T13:15:00Z,77.97,29.36
2025-09-17T13:16:00Z,80.32,14.67
2025-09-17T13:17:00Z,81.38,22.29
2025-09-17T13:18:00Z,72.00,21.00
2025-09-17T13:19:00Z,77.49,28.38
2025-09-17T13:20:00Z,77.41,27.43
2025-09-17T13:21:00Z,73.00,35.56
2025-09-17T13:22:00Z,70.86,35.52
2025-09-17T13:23:00Z,72.31,34.53
2025-09-17T13:24:00Z,72.90,27.84
2025-09-17T13:25:00Z,76.25,25.00
2025-09-17T13:26:00Z,77.00,25.00
2025-09-17T13:27:00Z,81.68,26.36
2025-09-17T13:28:00Z,80.03,22.10
2025-09-17T13:29:00Z,80.41,29.89
2025-09-17T13:30:00Z,73.51,30.81
2025-09-17T13:31:00Z,71.34,32.42
2025-09-17T13:32:00Z,72.47,31.00
2025-09-17T13:33:00Z,70.30,36.64
2025-09-17T13:34:00Z,72.98,33.60
2025-09-17T13:35:00Z,74.57,32.30
2025-09-17T13:36:00Z,72.35,32.24
2025-09-17T13:37:00Z,70.00,33.00
2025-09-17T13:39:00Z,70.00,33.00
2025-09-17T13:40:00Z,72.16,29.11
2025-09-17T13:41:00Z,67.90,29.11
2025-09-17T13:42:00Z,61.66,46.28
2025-09-17T13:43:00Z,56.90,46.28
2025-09-17T13:44:00Z,54.37,50.29
2025-09-17T13:45:00Z,50.40,54.74
2025-09-17T13:46:00Z,49.94,38.00
2025-09-17T13:47:00Z,49.38,56.00
2025-09-17T13:48:00Z,49.49,51.76
2025-09-17T13:49:00Z,47.46,55.33
2025-09-17T13:50:00Z,51.13,53.46
2025-09-17T13:51:00Z,62.58,48.22
2025-09-17T13:52:00Z,51.53,48.00
2025-09-17T13:53:00Z,53.79,46.65
2025-09-17T13:54:00Z,63.94,39.00
2025-09-17T13:55:00Z,69.72,37.05
2025-09-17T13:56:00Z,83.48,32.91
2025-09-17T13:57:00Z,83.25,31.00
2025-09-17T13:58:00Z,86.85,21.34
2025-09-17T13:59:00Z,79.90,27.65
2025-09-17T14:00:00Z,76.67,24.19
