# event_ticker=KXATPMATCH-25AUG09RUURIN
# final_score=6-7(5) 6-4 6-2
# score_resolution=6-7 6-4 6-2
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Casper Ruud
# kalshi_date=2025-08-09
timestamp,Arthur Rinderknech,Casper Ruud
2025-08-09T14:13:00Z,31.00,71.00
2025-08-09T14:16:00Z,30.00,71.00
2025-08-09T14:19:00Z,30.00,72.00
2025-08-09T14:22:00Z,30.00,72.00
2025-08-09T14:24:00Z,30.00,72.00
2025-08-09T14:26:00Z,30.00,72.00
2025-08-09T14:29:00Z,30.00,72.00
2025-08-09T14:34:00Z,30.00,72.00
2025-08-09T14:38:00Z,30.00,72.00
2025-08-09T14:48:00Z,30.00,72.00
2025-08-09T14:53:00Z,30.00,72.00
2025-08-09T14:54:00Z,30.00,72.00
2025-08-09T14:57:00Z,30.00,72.00
2025-08-09T15:00:00Z,30.00,72.00
2025-08-09T15:02:00Z,30.00,72.00
2025-08-09T15:07:00Z,30.00,72.95
2025-08-09T15:08:00Z,30.00,72.00
2025-08-09T15:09:00Z,31.00,72.00
2025-08-09T15:10:00Z,31.00,72.00
2025-08-09T15:11:00Z,31.00,71.99
2025-08-09T15:13:00Z,31.00,73.00
2025-08-09T15:15:00Z,31.00,74.00
2025-08-09T15:16:00Z,31.00,74.00
2025-08-09T15:17:00Z,30.00,71.00
2025-08-09T15:19:00Z,30.00,70.57
2025-08-09T15:21:00Z,30.00,70.92
2025-08-09T15:22:00Z,30.00,68.22
2025-08-09T15:23:00Z,30.00,71.69
2025-08-09T15:24:00Z,30.00,71.00
2025-08-09T15:25:00Z,30.00,71.00
2025-08-09T15:26:00Z,30.00,69.99
2025-08-09T15:27:00Z,31.00,69.99
2025-08-09T15:28:00Z,34.00,69.99
2025-08-09T15:29:00Z,36.00,69.99
2025-08-09T15:30:00Z,39.00,69.99
2025-08-09T15:32:00Z,39.00,69.00
2025-08-09T15:36:00Z,33.00,71.00
2025-08-09T15:37:00Z,30.00,74.00
2025-08-09T15:38:00Z,30.00,74.00
2025-08-09T15:39:00Z,30.00,72.00
2025-08-09T15:40:00Z,30.00,67.00
2025-08-09T15:41:00Z,30.00,67.00
2025-08-09T15:42:00Z,30.00,69.00
2025-08-09T15:44:00Z,31.00,69.00
2025-08-09T15:45:00Z,33.00,72.00
2025-08-09T15:46:00Z,29.00,72.48
2025-08-09T15:47:00Z,30.00,74.00
2025-08-09T15:48:00Z,25.58,74.00
2025-08-09T15:49:00Z,25.58,67.30
2025-08-09T15:51:00Z,25.58,72.00
2025-08-09T15:52:00Z,30.00,70.00
2025-08-09T15:54:00Z,30.00,72.00
2025-08-09T15:55:00Z,32.69,72.01
2025-08-09T15:56:00Z,33.00,70.95
2025-08-09T15:57:00Z,36.00,70.95
2025-08-09T15:58:00Z,36.00,69.00
2025-08-09T15:59:00Z,36.00,66.16
2025-08-09T16:01:00Z,27.46,73.39
2025-08-09T16:06:00Z,30.00,74.00
2025-08-09T16:07:00Z,33.00,74.00
2025-08-09T16:08:00Z,38.69,75.59
2025-08-09T16:09:00Z,19.11,81.00
2025-08-09T16:10:00Z,21.60,83.00
2025-08-09T16:11:00Z,19.00,83.00
2025-08-09T16:12:00Z,19.00,80.58
2025-08-09T16:13:00Z,19.00,82.00
2025-08-09T16:15:00Z,17.96,83.30
2025-08-09T16:16:00Z,22.50,83.92
2025-08-09T16:17:00Z,13.21,83.47
2025-08-09T16:18:00Z,15.00,85.00
2025-08-09T16:20:00Z,23.71,85.00
2025-08-09T16:24:00Z,16.80,85.00
2025-08-09T16:25:00Z,17.00,85.00
2025-08-09T16:26:00Z,17.00,85.00
2025-08-09T16:27:00Z,17.00,85.00
2025-08-09T16:28:00Z,17.00,85.00
2025-08-09T16:29:00Z,18.00,84.00
2025-08-09T16:30:00Z,19.15,81.00
2025-08-09T16:31:00Z,19.15,81.00
2025-08-09T16:32:00Z,15.60,82.00
2025-08-09T16:33:00Z,16.00,80.00
2025-08-09T16:34:00Z,20.00,81.25
2025-08-09T16:35:00Z,22.00,81.25
2025-08-09T16:36:00Z,31.57,68.00
2025-08-09T16:38:00Z,31.57,75.00
2025-08-09T16:40:00Z,28.50,72.75
2025-08-09T16:41:00Z,28.57,71.05
2025-08-09T16:42:00Z,34.00,71.05
2025-08-09T16:43:00Z,34.00,66.66
2025-08-09T16:44:00Z,37.00,67.00
2025-08-09T16:45:00Z,37.00,63.00
2025-08-09T16:46:00Z,41.40,63.00
2025-08-09T16:47:00Z,37.04,63.00
2025-08-09T16:48:00Z,37.00,60.00
2025-08-09T16:49:00Z,39.00,60.00
2025-08-09T16:50:00Z,35.80,60.00
2025-08-09T16:51:00Z,23.50,76.08
2025-08-09T16:52:00Z,20.00,76.08
2025-08-09T16:53:00Z,20.00,76.08
2025-08-09T16:56:00Z,16.00,76.08
2025-08-09T16:57:00Z,16.00,83.50
2025-08-09T16:59:00Z,17.00,83.50
2025-08-09T17:00:00Z,18.00,83.50
2025-08-09T17:01:00Z,18.00,83.50
2025-08-09T17:02:00Z,18.00,83.50
2025-08-09T17:03:00Z,18.00,85.18
2025-08-09T17:04:00Z,18.00,84.00
2025-08-09T17:05:00Z,18.00,83.00
2025-08-09T17:06:00Z,17.00,83.00
2025-08-09T17:07:00Z,18.00,85.00
2025-08-09T17:08:00Z,18.00,85.00
2025-08-09T17:09:00Z,18.00,85.00
2025-08-09T17:10:00Z,17.00,82.00
2025-08-09T17:11:00Z,26.00,81.00
2025-08-09T17:12:00Z,41.97,62.00
2025-08-09T17:13:00Z,39.93,61.76
2025-08-09T17:14:00Z,43.00,61.76
2025-08-09T17:16:00Z,43.00,57.00
2025-08-09T17:17:00Z,49.14,54.84
2025-08-09T17:18:00Z,55.87,52.07
2025-08-09T17:19:00Z,64.05,25.23
2025-08-09T17:20:00Z,79.32,26.00
2025-08-09T17:21:00Z,83.06,22.87
2025-08-09T17:22:00Z,82.68,11.85
2025-08-09T17:23:00Z,86.57,12.89
2025-08-09T17:24:00Z,89.21,13.01
2025-08-09T17:25:00Z,88.00,13.00
2025-08-09T17:26:00Z,89.00,13.00
2025-08-09T17:27:00Z,89.00,13.79
2025-08-09T17:28:00Z,85.22,13.36
2025-08-09T17:29:00Z,88.00,13.36
2025-08-09T17:30:00Z,86.00,14.43
2025-08-09T17:31:00Z,82.24,18.00
2025-08-09T17:32:00Z,89.00,9.00
2025-08-09T17:33:00Z,91.00,8.00
2025-08-09T17:34:00Z,91.00,10.77
2025-08-09T17:35:00Z,89.60,10.77
2025-08-09T17:36:00Z,91.15,5.00
2025-08-09T17:37:00Z,10.12,11.00
2025-08-09T17:38:00Z,92.17,12.00
2025-08-09T17:39:00Z,85.88,11.71
2025-08-09T17:40:00Z,91.00,9.48
2025-08-09T17:41:00Z,81.00,20.81
2025-08-09T17:42:00Z,92.90,16.57
2025-08-09T17:43:00Z,82.00,12.94
2025-08-09T17:44:00Z,97.13,6.30
2025-08-09T17:45:00Z,95.00,5.39
2025-08-09T17:46:00Z,96.15,3.98
2025-08-09T17:47:00Z,98.00,3.46
2025-08-09T17:48:00Z,97.98,2.48
2025-08-09T17:49:00Z,99.00,2.48
2025-08-09T17:50:00Z,99.00,2.48
