# event_ticker=KXATPMATCH-25JUL31ETCCER
# final_score=6-3 6-4
# match_winner=Francisco Cerundolo
# fav_player=Francisco Cerundolo
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-07-31
timestamp,Francisco Cerundolo,Tomas Martin Etcheverry
2025-07-31T06:18:00Z,,43.00
2025-07-31T06:44:00Z,69.00,43.00
2025-07-31T06:49:00Z,69.00,43.00
2025-07-31T06:56:00Z,69.36,43.00
2025-07-31T12:07:00Z,71.00,35.00
2025-07-31T12:15:00Z,63.00,35.00
2025-07-31T12:16:00Z,63.00,35.00
2025-07-31T12:18:00Z,63.00,39.00
2025-07-31T12:21:00Z,63.00,39.00
2025-07-31T12:23:00Z,63.00,39.00
2025-07-31T12:31:00Z,63.00,39.00
2025-07-31T12:35:00Z,63.00,38.00
2025-07-31T12:39:00Z,63.00,38.00
2025-07-31T12:42:00Z,63.00,38.00
2025-07-31T12:43:00Z,63.00,38.00
2025-07-31T12:50:00Z,63.00,38.00
2025-07-31T12:52:00Z,63.00,38.00
2025-07-31T12:53:00Z,64.00,38.00
2025-07-31T12:59:00Z,63.99,38.00
2025-07-31T13:03:00Z,64.00,38.00
2025-07-31T13:05:00Z,64.00,37.00
2025-07-31T13:08:00Z,64.00,37.00
2025-07-31T13:11:00Z,64.00,37.34
2025-07-31T13:13:00Z,64.00,37.34
2025-07-31T13:15:00Z,64.00,37.34
2025-07-31T13:19:00Z,64.00,38.00
2025-07-31T13:22:00Z,64.00,38.00
2025-07-31T13:32:00Z,64.00,38.00
2025-07-31T13:33:00Z,64.00,38.00
2025-07-31T13:37:00Z,64.00,38.00
2025-07-31T13:39:00Z,64.00,38.00
2025-07-31T13:40:00Z,64.00,38.00
2025-07-31T13:44:00Z,64.00,38.00
2025-07-31T13:55:00Z,64.00,38.00
2025-07-31T13:59:00Z,64.00,38.00
2025-07-31T14:06:00Z,64.00,38.00
2025-07-31T14:07:00Z,64.00,38.00
2025-07-31T14:08:00Z,64.00,38.00
2025-07-31T14:11:00Z,64.24,38.00
2025-07-31T14:15:00Z,65.00,38.00
2025-07-31T14:17:00Z,65.00,37.00
2025-07-31T14:18:00Z,65.00,37.00
2025-07-31T14:20:00Z,65.00,37.00
2025-07-31T14:21:00Z,65.00,38.00
2025-07-31T14:26:00Z,65.00,38.00
2025-07-31T14:31:00Z,64.98,38.00
2025-07-31T14:32:00Z,65.00,38.00
2025-07-31T14:33:00Z,65.00,37.00
2025-07-31T14:34:00Z,64.00,37.00
2025-07-31T14:35:00Z,64.00,37.00
2025-07-31T14:41:00Z,64.00,37.29
2025-07-31T14:44:00Z,63.00,37.29
2025-07-31T14:45:00Z,63.00,38.00
2025-07-31T14:48:00Z,63.00,38.00
2025-07-31T14:50:00Z,63.00,38.00
2025-07-31T14:51:00Z,63.00,38.00
2025-07-31T14:56:00Z,63.00,38.00
2025-07-31T15:02:00Z,63.92,38.00
2025-07-31T15:06:00Z,64.00,38.00
2025-07-31T15:11:00Z,64.00,38.00
2025-07-31T15:12:00Z,64.00,38.20
2025-07-31T15:13:00Z,63.96,38.20
2025-07-31T15:14:00Z,63.00,38.20
2025-07-31T15:17:00Z,63.00,38.20
2025-07-31T15:24:00Z,63.00,38.20
2025-07-31T15:25:00Z,63.00,39.00
2025-07-31T15:27:00Z,63.00,39.00
2025-07-31T15:36:00Z,63.00,39.00
2025-07-31T15:39:00Z,63.00,39.00
2025-07-31T15:42:00Z,63.00,39.00
2025-07-31T15:43:00Z,63.00,39.00
2025-07-31T15:46:00Z,63.00,39.00
2025-07-31T15:48:00Z,63.00,39.00
2025-07-31T15:49:00Z,63.00,38.00
2025-07-31T15:55:00Z,63.00,38.00
2025-07-31T15:58:00Z,63.00,38.00
2025-07-31T15:59:00Z,63.00,38.00
2025-07-31T16:00:00Z,63.00,38.00
2025-07-31T16:04:00Z,63.00,38.00
2025-07-31T16:05:00Z,63.00,38.00
2025-07-31T16:07:00Z,63.00,38.00
2025-07-31T16:09:00Z,63.00,38.00
2025-07-31T16:11:00Z,63.00,38.00
2025-07-31T16:13:00Z,63.00,38.00
2025-07-31T16:14:00Z,63.00,38.00
2025-07-31T16:17:00Z,63.00,38.00
2025-07-31T16:20:00Z,63.00,38.00
2025-07-31T16:21:00Z,63.00,38.00
2025-07-31T16:23:00Z,63.00,38.00
2025-07-31T16:25:00Z,63.00,38.00
2025-07-31T16:29:00Z,63.00,38.00
2025-07-31T16:32:00Z,63.00,35.00
2025-07-31T16:37:00Z,61.56,35.00
2025-07-31T16:47:00Z,63.00,35.00
2025-07-31T16:48:00Z,63.00,35.00
2025-07-31T16:50:00Z,63.00,35.00
2025-07-31T17:02:00Z,63.00,33.00
2025-07-31T17:17:00Z,63.00,33.00
2025-07-31T17:23:00Z,63.00,33.00
2025-07-31T17:25:00Z,55.00,39.01
2025-07-31T17:27:00Z,63.00,39.01
2025-07-31T17:28:00Z,63.66,39.01
2025-07-31T17:29:00Z,64.00,39.00
2025-07-31T17:30:00Z,64.00,39.00
2025-07-31T17:31:00Z,64.00,39.00
2025-07-31T17:33:00Z,64.00,39.00
2025-07-31T17:34:00Z,64.00,39.00
2025-07-31T17:35:00Z,64.00,39.00
2025-07-31T17:36:00Z,64.00,39.00
2025-07-31T17:37:00Z,64.00,39.00
2025-07-31T17:40:00Z,64.00,39.14
2025-07-31T17:41:00Z,64.00,40.00
2025-07-31T17:43:00Z,64.00,40.00
2025-07-31T17:45:00Z,64.00,40.00
2025-07-31T17:46:00Z,63.28,38.50
2025-07-31T17:47:00Z,65.00,37.00
2025-07-31T17:48:00Z,65.83,43.64
2025-07-31T17:49:00Z,65.12,41.71
2025-07-31T17:50:00Z,64.14,39.70
2025-07-31T17:51:00Z,73.69,34.95
2025-07-31T17:52:00Z,72.96,36.00
2025-07-31T17:53:00Z,74.70,33.55
2025-07-31T17:54:00Z,74.00,34.76
2025-07-31T17:55:00Z,64.00,37.24
2025-07-31T17:56:00Z,74.22,34.00
2025-07-31T17:57:00Z,74.22,35.75
2025-07-31T17:58:00Z,74.22,36.00
2025-07-31T17:59:00Z,70.47,36.00
2025-07-31T18:00:00Z,70.47,34.00
2025-07-31T18:01:00Z,77.15,26.96
2025-07-31T18:02:00Z,81.21,26.96
2025-07-31T18:03:00Z,83.08,24.00
2025-07-31T18:04:00Z,82.00,26.67
2025-07-31T18:05:00Z,80.05,26.67
2025-07-31T18:06:00Z,80.05,31.64
2025-07-31T18:07:00Z,79.06,31.64
2025-07-31T18:08:00Z,77.53,29.83
2025-07-31T18:10:00Z,77.53,17.00
2025-07-31T18:11:00Z,86.00,17.00
2025-07-31T18:12:00Z,86.00,29.00
2025-07-31T18:13:00Z,86.00,23.00
2025-07-31T18:14:00Z,81.00,24.58
2025-07-31T18:15:00Z,78.19,24.58
2025-07-31T18:16:00Z,78.19,24.96
2025-07-31T18:17:00Z,78.19,14.00
2025-07-31T18:19:00Z,78.19,22.00
2025-07-31T18:21:00Z,78.19,20.92
2025-07-31T18:25:00Z,80.00,20.92
2025-07-31T18:26:00Z,80.00,20.92
2025-07-31T18:27:00Z,80.00,19.18
2025-07-31T18:28:00Z,86.00,19.00
2025-07-31T18:29:00Z,85.00,13.36
2025-07-31T18:30:00Z,85.00,13.36
2025-07-31T18:33:00Z,85.00,19.00
2025-07-31T18:34:00Z,80.00,21.50
2025-07-31T18:35:00Z,80.00,25.00
2025-07-31T18:36:00Z,80.00,29.70
2025-07-31T18:40:00Z,83.09,22.83
2025-07-31T18:41:00Z,83.09,20.00
2025-07-31T18:42:00Z,84.00,20.00
2025-07-31T18:44:00Z,84.00,20.84
2025-07-31T18:45:00Z,88.00,20.84
2025-07-31T18:46:00Z,89.13,20.84
2025-07-31T18:47:00Z,85.45,14.00
2025-07-31T18:48:00Z,88.00,18.00
2025-07-31T18:49:00Z,87.96,20.00
2025-07-31T18:51:00Z,70.00,20.00
2025-07-31T18:53:00Z,78.00,25.33
2025-07-31T18:54:00Z,74.27,25.33
2025-07-31T18:56:00Z,74.27,35.04
2025-07-31T19:01:00Z,74.27,20.00
2025-07-31T19:02:00Z,85.00,20.00
2025-07-31T19:03:00Z,85.00,21.00
2025-07-31T19:04:00Z,85.00,32.38
2025-07-31T19:05:00Z,85.00,74.84
2025-07-31T19:07:00Z,85.00,28.00
2025-07-31T19:10:00Z,68.73,28.00
2025-07-31T19:11:00Z,67.50,39.15
2025-07-31T19:12:00Z,67.97,45.71
2025-07-31T19:13:00Z,71.32,40.61
2025-07-31T19:14:00Z,72.31,33.59
2025-07-31T19:15:00Z,71.73,30.53
2025-07-31T19:16:00Z,68.85,30.53
2025-07-31T19:17:00Z,77.83,31.57
2025-07-31T19:18:00Z,86.00,24.51
2025-07-31T19:19:00Z,80.36,18.06
2025-07-31T19:20:00Z,72.53,27.68
2025-07-31T19:21:00Z,73.42,27.23
2025-07-31T19:22:00Z,74.00,30.00
2025-07-31T19:23:00Z,73.70,30.00
2025-07-31T19:24:00Z,65.13,33.37
2025-07-31T19:25:00Z,60.88,44.27
2025-07-31T19:26:00Z,63.94,34.31
2025-07-31T19:27:00Z,63.00,43.99
2025-07-31T19:28:00Z,63.00,32.00
2025-07-31T19:29:00Z,75.61,32.00
2025-07-31T19:30:00Z,86.89,17.87
2025-07-31T19:31:00Z,92.92,8.93
2025-07-31T19:32:00Z,93.02,4.04
2025-07-31T19:33:00Z,93.04,4.00
2025-07-31T19:34:00Z,95.96,4.00
2025-07-31T19:35:00Z,98.00,2.27
2025-07-31T19:36:00Z,99.00,1.00
2025-07-31T19:37:00Z,99.00,1.00
2025-07-31T19:38:00Z,99.00,1.00
2025-07-31T19:40:00Z,99.00,1.00
2025-07-31T19:41:00Z,99.00,1.00
2025-07-31T19:42:00Z,99.00,1.00
2025-07-31T19:44:00Z,99.00,1.00
2025-07-31T19:45:00Z,99.00,1.00
