# event_ticker=KXATPCHALLENGERMATCH-26MAY15UGOKEC
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Miomir Kecmanovic
# fav_player=Camilo Ugo Carabelli
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-05-15
timestamp,Camilo Ugo Carabelli,Miomir Kecmanovic
2026-05-15T05:25:00Z,45.00,55.00
2026-05-15T05:26:00Z,45.00,55.00
2026-05-15T05:27:00Z,45.00,55.00
2026-05-15T05:34:00Z,45.00,55.00
2026-05-15T05:37:00Z,45.00,56.00
2026-05-15T05:40:00Z,45.00,56.00
2026-05-15T05:43:00Z,45.00,56.00
2026-05-15T05:45:00Z,45.00,56.00
2026-05-15T05:52:00Z,45.00,56.00
2026-05-15T05:54:00Z,45.00,56.00
2026-05-15T06:03:00Z,46.00,54.18
2026-05-15T06:05:00Z,46.00,55.00
2026-05-15T06:11:00Z,46.00,55.00
2026-05-15T06:19:00Z,46.00,55.00
2026-05-15T06:21:00Z,46.00,55.00
2026-05-15T06:22:00Z,46.00,55.00
2026-05-15T06:28:00Z,46.00,55.00
2026-05-15T06:31:00Z,46.00,55.00
2026-05-15T06:45:00Z,46.00,55.00
2026-05-15T06:48:00Z,46.00,55.00
2026-05-15T06:50:00Z,46.00,55.00
2026-05-15T06:55:00Z,46.00,55.00
2026-05-15T06:56:00Z,46.00,55.00
2026-05-15T07:07:00Z,46.00,55.00
2026-05-15T07:08:00Z,46.00,55.00
2026-05-15T07:11:00Z,46.00,55.00
2026-05-15T07:12:00Z,46.12,55.00
2026-05-15T07:16:00Z,46.12,54.00
2026-05-15T07:19:00Z,46.00,54.00
2026-05-15T07:23:00Z,46.00,54.00
2026-05-15T07:32:00Z,46.00,54.00
2026-05-15T07:46:00Z,46.00,54.00
2026-05-15T07:49:00Z,46.00,54.00
2026-05-15T07:59:00Z,46.00,54.00
2026-05-15T08:02:00Z,46.00,54.00
2026-05-15T08:04:00Z,46.00,54.00
2026-05-15T08:05:00Z,46.00,54.00
2026-05-15T08:12:00Z,46.00,54.00
2026-05-15T08:19:00Z,46.00,54.00
2026-05-15T08:24:00Z,46.00,54.00
2026-05-15T08:31:00Z,46.88,54.00
2026-05-15T08:32:00Z,46.88,54.00
2026-05-15T08:39:00Z,46.88,54.00
2026-05-15T08:43:00Z,47.00,54.00
2026-05-15T08:47:00Z,47.00,54.00
2026-05-15T08:51:00Z,47.00,54.00
2026-05-15T09:05:00Z,47.00,54.00
2026-05-15T09:06:00Z,47.00,54.00
2026-05-15T09:08:00Z,47.00,54.00
2026-05-15T09:13:00Z,47.00,54.00
2026-05-15T09:20:00Z,47.35,54.00
2026-05-15T09:21:00Z,47.00,54.00
2026-05-15T09:38:00Z,47.00,54.00
2026-05-15T09:40:00Z,47.00,54.00
2026-05-15T09:47:00Z,47.00,54.00
2026-05-15T09:55:00Z,47.00,54.00
2026-05-15T10:06:00Z,47.00,55.00
2026-05-15T10:11:00Z,47.00,55.00
2026-05-15T10:24:00Z,47.00,55.00
2026-05-15T10:30:00Z,47.00,55.00
2026-05-15T10:31:00Z,47.00,55.00
2026-05-15T10:32:00Z,47.00,55.00
2026-05-15T10:35:00Z,47.00,55.00
2026-05-15T10:36:00Z,47.00,55.00
2026-05-15T10:38:00Z,47.00,55.00
2026-05-15T10:43:00Z,47.00,55.00
2026-05-15T10:52:00Z,47.00,55.00
2026-05-15T10:53:00Z,47.91,55.00
2026-05-15T11:00:00Z,47.00,55.00
2026-05-15T11:01:00Z,47.00,54.00
2026-05-15T11:02:00Z,48.00,54.00
2026-05-15T11:03:00Z,48.00,54.00
2026-05-15T11:04:00Z,48.00,54.00
2026-05-15T11:05:00Z,48.00,54.00
2026-05-15T11:06:00Z,48.00,54.00
2026-05-15T11:07:00Z,48.00,54.00
2026-05-15T11:08:00Z,48.00,54.00
2026-05-15T11:12:00Z,48.00,53.00
2026-05-15T11:14:00Z,48.00,54.00
2026-05-15T11:17:00Z,48.00,54.00
2026-05-15T11:19:00Z,48.00,54.00
2026-05-15T11:20:00Z,48.00,54.00
2026-05-15T11:22:00Z,48.00,54.00
2026-05-15T11:23:00Z,48.00,54.00
2026-05-15T11:29:00Z,47.00,54.00
2026-05-15T11:31:00Z,48.00,54.00
2026-05-15T11:33:00Z,49.00,54.00
2026-05-15T11:34:00Z,48.00,54.00
2026-05-15T11:36:00Z,48.00,54.00
2026-05-15T11:37:00Z,46.59,54.00
2026-05-15T11:38:00Z,46.59,53.00
2026-05-15T11:39:00Z,49.00,50.54
2026-05-15T11:40:00Z,49.79,50.54
2026-05-15T11:41:00Z,49.00,53.00
2026-05-15T11:42:00Z,49.00,53.00
2026-05-15T11:43:00Z,49.80,52.00
2026-05-15T11:44:00Z,50.00,52.00
2026-05-15T11:45:00Z,50.00,52.00
2026-05-15T11:46:00Z,50.00,52.00
2026-05-15T11:47:00Z,50.00,52.00
2026-05-15T11:48:00Z,50.00,52.00
2026-05-15T11:49:00Z,50.00,52.00
2026-05-15T11:50:00Z,50.00,52.00
2026-05-15T11:51:00Z,50.00,52.00
2026-05-15T11:52:00Z,50.00,52.00
2026-05-15T11:53:00Z,50.89,52.00
2026-05-15T11:54:00Z,50.89,52.00
2026-05-15T11:56:00Z,50.00,52.00
2026-05-15T11:57:00Z,50.55,52.00
2026-05-15T11:58:00Z,51.38,52.00
2026-05-15T11:59:00Z,50.89,52.00
2026-05-15T12:00:00Z,50.10,51.79
2026-05-15T12:01:00Z,45.96,53.81
2026-05-15T12:02:00Z,41.02,60.14
2026-05-15T12:03:00Z,36.00,64.96
2026-05-15T12:04:00Z,33.72,68.37
2026-05-15T12:05:00Z,38.63,62.35
2026-05-15T12:06:00Z,40.63,59.60
2026-05-15T12:07:00Z,42.28,60.00
2026-05-15T12:08:00Z,42.49,58.48
2026-05-15T12:09:00Z,39.89,61.51
2026-05-15T12:10:00Z,40.26,60.46
2026-05-15T12:11:00Z,41.04,60.11
2026-05-15T12:12:00Z,38.45,61.00
2026-05-15T12:13:00Z,44.72,58.04
2026-05-15T12:14:00Z,39.27,60.07
2026-05-15T12:15:00Z,36.25,63.54
2026-05-15T12:16:00Z,34.66,67.05
2026-05-15T12:17:00Z,36.97,63.55
2026-05-15T12:18:00Z,38.72,63.00
2026-05-15T12:19:00Z,41.25,60.04
2026-05-15T12:20:00Z,42.28,59.66
2026-05-15T12:21:00Z,36.38,64.00
2026-05-15T12:22:00Z,35.00,65.97
2026-05-15T12:23:00Z,32.72,68.85
2026-05-15T12:24:00Z,25.34,75.25
2026-05-15T12:25:00Z,20.84,78.09
2026-05-15T12:26:00Z,22.24,81.68
2026-05-15T12:27:00Z,17.27,80.80
2026-05-15T12:28:00Z,19.43,78.65
2026-05-15T12:29:00Z,20.25,78.35
2026-05-15T12:30:00Z,23.69,76.02
2026-05-15T12:31:00Z,19.73,82.06
2026-05-15T12:32:00Z,19.49,78.05
2026-05-15T12:33:00Z,23.30,80.47
2026-05-15T12:34:00Z,24.80,76.92
2026-05-15T12:35:00Z,20.90,78.17
2026-05-15T12:36:00Z,18.87,80.39
2026-05-15T12:37:00Z,17.53,83.78
2026-05-15T12:38:00Z,16.58,84.94
2026-05-15T12:39:00Z,16.00,84.91
2026-05-15T12:40:00Z,16.00,85.00
2026-05-15T12:41:00Z,16.00,85.00
2026-05-15T12:42:00Z,16.00,85.00
2026-05-15T12:43:00Z,14.89,86.46
2026-05-15T12:44:00Z,12.51,88.46
2026-05-15T12:45:00Z,12.03,88.18
2026-05-15T12:46:00Z,12.65,88.10
2026-05-15T12:47:00Z,12.03,88.89
2026-05-15T12:48:00Z,10.49,88.30
2026-05-15T12:49:00Z,8.04,92.73
2026-05-15T12:50:00Z,5.38,95.12
2026-05-15T12:51:00Z,5.01,95.67
2026-05-15T12:52:00Z,5.04,95.99
2026-05-15T12:53:00Z,9.51,93.30
2026-05-15T12:54:00Z,13.78,86.56
2026-05-15T12:55:00Z,13.94,86.99
2026-05-15T12:56:00Z,14.57,88.96
2026-05-15T12:57:00Z,8.46,93.70
2026-05-15T12:58:00Z,5.88,94.93
2026-05-15T12:59:00Z,4.75,97.25
2026-05-15T13:00:00Z,4.29,96.34
2026-05-15T13:01:00Z,4.09,96.15
2026-05-15T13:02:00Z,6.26,94.66
2026-05-15T13:03:00Z,7.78,93.30
2026-05-15T13:04:00Z,4.93,94.14
2026-05-15T13:05:00Z,4.00,96.54
2026-05-15T13:06:00Z,3.38,96.97
2026-05-15T13:07:00Z,3.33,96.14
2026-05-15T13:08:00Z,2.45,98.00
2026-05-15T13:09:00Z,3.18,98.01
2026-05-15T13:10:00Z,1.01,99.00
2026-05-15T13:11:00Z,1.00,99.00
2026-05-15T13:12:00Z,1.00,99.00
2026-05-15T13:13:00Z,1.00,99.00
2026-05-15T13:14:00Z,1.00,99.00
2026-05-15T13:15:00Z,1.00,99.00
2026-05-15T13:16:00Z,1.00,99.00
2026-05-15T13:17:00Z,1.00,99.00
2026-05-15T13:21:00Z,1.00,99.00
