# event_ticker=KXATPCHALLENGERMATCH-26FEB25BRUKNA
# final_score=7-5 6-7(2) 6-3
# score_resolution=5-7 7-6 3-6
# match_winner=Mika Brunold
# fav_player=Alex Knaff
# dog_player=Mika Brunold
# kalshi_date=2026-02-25
timestamp,Alex Knaff,Mika Brunold
2026-02-25T11:31:00Z,10.81,89.78
2026-02-25T11:32:00Z,8.28,92.23
2026-02-25T11:33:00Z,4.80,96.41
2026-02-25T11:34:00Z,3.28,97.38
2026-02-25T11:35:00Z,5.24,95.16
2026-02-25T11:36:00Z,7.77,94.41
2026-02-25T11:37:00Z,5.03,94.98
2026-02-25T11:38:00Z,5.41,95.40
2026-02-25T11:39:00Z,8.27,93.59
2026-02-25T11:40:00Z,10.49,90.91
2026-02-25T11:41:00Z,6.61,94.16
2026-02-25T11:42:00Z,6.66,93.16
2026-02-25T11:43:00Z,8.37,91.74
2026-02-25T11:44:00Z,11.91,89.07
2026-02-25T11:45:00Z,11.85,88.92
2026-02-25T11:46:00Z,13.17,84.84
2026-02-25T11:47:00Z,16.30,84.77
2026-02-25T11:48:00Z,15.48,86.23
2026-02-25T11:49:00Z,5.54,93.51
2026-02-25T11:50:00Z,3.58,95.43
2026-02-25T11:51:00Z,1.44,98.73
2026-02-25T11:52:00Z,1.07,98.51
2026-02-25T11:53:00Z,1.07,99.00
2026-02-25T11:54:00Z,1.07,99.00
2026-02-25T11:55:00Z,1.07,99.00
2026-02-25T11:56:00Z,1.07,99.00
2026-02-25T11:57:00Z,1.07,99.00
2026-02-25T11:58:00Z,1.07,99.00
2026-02-25T12:00:00Z,1.07,99.00
2026-02-25T12:01:00Z,1.07,99.00
2026-02-25T12:02:00Z,1.07,99.00
