# event_ticker=KXATPCHALLENGERMATCH-26APR16SOTBUE
# final_score=6-0 2-0 RET
# match_winner=Matias Soto
# fav_player=Gonzalo Bueno
# dog_player=Matias Soto
# kalshi_date=2026-04-16
timestamp,Gonzalo Bueno,Matias Soto
2026-04-16T12:46:00Z,55.00,
2026-04-16T13:01:00Z,55.00,47.00
2026-04-16T13:09:00Z,55.00,47.00
2026-04-16T13:21:00Z,53.25,47.00
2026-04-16T13:43:00Z,53.25,46.00
2026-04-16T13:46:00Z,55.00,46.00
2026-04-16T13:50:00Z,55.00,45.00
2026-04-16T14:00:00Z,54.00,45.00
2026-04-16T14:24:00Z,54.00,46.00
2026-04-16T14:25:00Z,54.00,46.00
2026-04-16T14:41:00Z,55.00,46.00
2026-04-16T15:45:00Z,55.00,46.00
2026-04-16T15:48:00Z,55.00,46.00
2026-04-16T16:00:00Z,55.00,46.00
2026-04-16T16:07:00Z,55.00,46.00
2026-04-16T16:08:00Z,55.00,46.00
2026-04-16T16:19:00Z,55.00,46.00
2026-04-16T16:56:00Z,55.00,46.00
2026-04-16T17:27:00Z,55.00,46.00
2026-04-16T17:48:00Z,55.00,46.00
2026-04-16T18:02:00Z,55.00,46.00
2026-04-16T18:11:00Z,55.39,46.00
2026-04-16T18:14:00Z,55.39,46.00
2026-04-16T18:49:00Z,55.39,46.00
2026-04-16T18:58:00Z,56.00,46.00
2026-04-16T19:03:00Z,56.00,46.00
2026-04-16T19:06:00Z,56.00,46.00
2026-04-16T19:33:00Z,56.00,46.00
2026-04-16T19:37:00Z,56.00,46.00
2026-04-16T19:47:00Z,55.00,46.00
2026-04-16T19:50:00Z,56.00,46.00
2026-04-16T19:51:00Z,56.00,46.00
2026-04-16T19:55:00Z,56.00,46.00
2026-04-16T20:07:00Z,56.00,46.00
2026-04-16T20:09:00Z,56.00,46.00
2026-04-16T20:19:00Z,56.00,46.00
2026-04-16T20:21:00Z,56.00,46.00
2026-04-16T20:23:00Z,56.00,43.00
2026-04-16T20:29:00Z,56.94,43.00
2026-04-16T20:30:00Z,58.00,43.00
2026-04-16T20:56:00Z,58.00,43.00
2026-04-16T21:05:00Z,58.00,43.00
2026-04-16T21:07:00Z,58.00,43.00
2026-04-16T21:13:00Z,58.00,43.00
2026-04-16T21:14:00Z,58.00,43.00
2026-04-16T21:16:00Z,58.00,43.00
2026-04-16T21:29:00Z,58.00,43.00
2026-04-16T21:31:00Z,58.00,43.00
2026-04-16T21:32:00Z,58.00,43.00
2026-04-16T21:36:00Z,58.00,43.00
2026-04-16T21:37:00Z,58.00,43.00
2026-04-16T21:46:00Z,58.00,43.00
2026-04-16T21:48:00Z,58.00,43.00
2026-04-16T21:49:00Z,57.00,44.62
2026-04-16T21:52:00Z,55.05,44.62
2026-04-16T21:54:00Z,56.00,44.62
2026-04-16T21:57:00Z,56.00,44.62
2026-04-16T21:59:00Z,57.00,44.62
2026-04-16T22:00:00Z,57.00,44.62
2026-04-16T22:02:00Z,57.00,44.62
2026-04-16T22:04:00Z,57.00,44.62
2026-04-16T22:06:00Z,57.00,45.00
2026-04-16T22:10:00Z,57.00,45.00
2026-04-16T22:12:00Z,57.00,45.00
2026-04-16T22:13:00Z,57.00,45.00
2026-04-16T22:15:00Z,56.35,45.00
2026-04-16T22:16:00Z,57.00,45.00
2026-04-16T22:17:00Z,57.00,45.00
2026-04-16T22:19:00Z,57.00,45.00
2026-04-16T22:20:00Z,57.00,45.00
2026-04-16T22:24:00Z,56.00,45.00
2026-04-16T22:25:00Z,57.00,45.00
2026-04-16T22:26:00Z,57.00,45.00
2026-04-16T22:29:00Z,57.00,45.00
2026-04-16T22:32:00Z,57.00,45.00
2026-04-16T22:33:00Z,57.00,45.00
2026-04-16T22:34:00Z,57.00,45.00
2026-04-16T22:35:00Z,57.00,45.00
2026-04-16T22:38:00Z,57.00,45.00
2026-04-16T22:39:00Z,57.00,45.00
2026-04-16T22:40:00Z,57.00,45.00
2026-04-16T22:41:00Z,57.00,44.72
2026-04-16T22:42:00Z,57.00,44.72
2026-04-16T22:43:00Z,57.00,45.00
2026-04-16T22:46:00Z,57.00,45.00
2026-04-16T22:47:00Z,57.00,45.00
2026-04-16T22:52:00Z,57.00,45.00
2026-04-16T22:55:00Z,57.00,45.00
2026-04-16T22:57:00Z,57.00,45.00
2026-04-16T23:00:00Z,57.00,45.00
2026-04-16T23:01:00Z,57.00,45.00
2026-04-16T23:02:00Z,57.00,45.00
2026-04-16T23:03:00Z,57.00,45.00
2026-04-16T23:04:00Z,57.00,45.00
2026-04-16T23:07:00Z,57.00,45.00
2026-04-16T23:09:00Z,57.00,45.00
2026-04-16T23:10:00Z,57.00,45.00
2026-04-16T23:12:00Z,57.00,45.00
2026-04-16T23:13:00Z,57.00,45.41
2026-04-16T23:14:00Z,57.00,45.41
2026-04-16T23:18:00Z,56.00,45.41
2026-04-16T23:19:00Z,56.00,46.00
2026-04-16T23:20:00Z,56.00,46.00
2026-04-16T23:21:00Z,56.00,46.00
2026-04-16T23:22:00Z,56.00,46.00
2026-04-16T23:23:00Z,56.00,46.00
2026-04-16T23:25:00Z,56.00,46.00
2026-04-16T23:26:00Z,56.00,46.00
2026-04-16T23:27:00Z,56.00,46.00
2026-04-16T23:28:00Z,56.00,46.00
2026-04-16T23:29:00Z,56.00,46.00
2026-04-16T23:30:00Z,56.00,46.00
2026-04-16T23:33:00Z,56.00,46.00
2026-04-16T23:34:00Z,56.28,46.00
2026-04-16T23:35:00Z,56.00,46.00
2026-04-16T23:36:00Z,56.40,46.00
2026-04-16T23:37:00Z,54.00,46.00
2026-04-16T23:38:00Z,56.98,46.00
2026-04-16T23:39:00Z,57.00,46.00
2026-04-16T23:40:00Z,57.00,46.00
2026-04-16T23:41:00Z,57.00,46.00
2026-04-16T23:43:00Z,57.00,46.00
2026-04-16T23:47:00Z,57.00,46.00
2026-04-16T23:49:00Z,57.00,46.00
2026-04-16T23:50:00Z,57.00,46.00
2026-04-16T23:51:00Z,57.00,46.00
2026-04-16T23:52:00Z,57.00,46.00
2026-04-16T23:54:00Z,56.00,46.00
2026-04-16T23:56:00Z,56.00,46.00
2026-04-16T23:57:00Z,56.00,45.00
2026-04-16T23:58:00Z,56.00,46.00
2026-04-16T23:59:00Z,56.49,46.00
2026-04-17T00:00:00Z,57.84,46.00
2026-04-17T00:01:00Z,58.00,46.00
2026-04-17T00:02:00Z,57.00,46.00
2026-04-17T00:03:00Z,57.00,45.00
2026-04-17T00:04:00Z,57.00,45.00
2026-04-17T00:07:00Z,57.00,46.00
2026-04-17T00:08:00Z,57.00,46.00
2026-04-17T00:09:00Z,58.00,46.00
2026-04-17T00:10:00Z,58.00,46.00
2026-04-17T00:11:00Z,58.00,46.00
2026-04-17T00:12:00Z,58.00,46.00
2026-04-17T00:13:00Z,57.00,46.00
2026-04-17T00:14:00Z,57.00,45.78
2026-04-17T00:15:00Z,58.59,44.00
2026-04-17T00:16:00Z,59.58,44.00
2026-04-17T00:17:00Z,60.22,43.66
2026-04-17T00:18:00Z,60.36,43.00
2026-04-17T00:19:00Z,61.00,43.00
2026-04-17T00:20:00Z,61.00,43.00
2026-04-17T00:21:00Z,61.00,43.00
2026-04-17T00:22:00Z,61.00,43.00
2026-04-17T00:23:00Z,61.00,43.00
2026-04-17T00:24:00Z,61.00,43.00
2026-04-17T00:25:00Z,61.00,43.00
2026-04-17T00:26:00Z,60.27,43.00
2026-04-17T00:27:00Z,61.00,43.00
2026-04-17T00:28:00Z,61.00,43.00
2026-04-17T00:29:00Z,61.00,43.00
