# event_ticker=KXATPMATCH-26JAN15BAEGIR
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Sebastian Baez
# fav_player=Marcos Giron
# dog_player=Sebastian Baez
# kalshi_date=2026-01-15
timestamp,Marcos Giron,Sebastian Baez
2026-01-16T00:26:00Z,,43.00
2026-01-16T00:29:00Z,,41.00
2026-01-16T00:30:00Z,,41.42
2026-01-16T00:34:00Z,60.00,41.42
2026-01-16T00:36:00Z,60.00,42.76
2026-01-16T00:40:00Z,60.00,47.00
2026-01-16T00:42:00Z,58.00,47.00
2026-01-16T00:43:00Z,58.00,47.00
2026-01-16T00:47:00Z,58.00,47.00
2026-01-16T00:49:00Z,58.00,48.50
2026-01-16T00:52:00Z,58.00,48.50
2026-01-16T00:57:00Z,58.00,45.00
2026-01-16T00:58:00Z,58.00,45.57
2026-01-16T00:59:00Z,58.00,45.00
2026-01-16T01:00:00Z,54.52,45.00
2026-01-16T01:01:00Z,54.52,46.39
2026-01-16T01:02:00Z,57.00,46.39
2026-01-16T01:06:00Z,55.00,48.00
2026-01-16T01:08:00Z,55.00,47.59
2026-01-16T01:10:00Z,55.00,48.00
2026-01-16T01:11:00Z,55.00,48.00
2026-01-16T01:14:00Z,55.00,51.60
2026-01-16T01:15:00Z,55.00,48.00
2026-01-16T01:16:00Z,55.00,48.00
2026-01-16T01:17:00Z,55.06,48.00
2026-01-16T01:18:00Z,55.06,48.29
2026-01-16T01:20:00Z,56.01,48.29
2026-01-16T01:22:00Z,56.01,46.00
2026-01-16T01:25:00Z,56.01,48.01
2026-01-16T01:26:00Z,56.01,47.00
2026-01-16T01:28:00Z,56.01,47.22
2026-01-16T01:32:00Z,56.00,47.22
2026-01-16T01:33:00Z,56.00,47.00
2026-01-16T01:36:00Z,56.00,47.00
2026-01-16T01:38:00Z,56.00,47.00
2026-01-16T01:42:00Z,56.00,48.84
2026-01-16T01:43:00Z,56.00,48.93
2026-01-16T01:44:00Z,54.00,48.93
2026-01-16T01:45:00Z,54.00,48.93
2026-01-16T01:47:00Z,54.00,48.00
2026-01-16T01:48:00Z,54.00,48.00
2026-01-16T01:50:00Z,54.00,48.00
2026-01-16T01:51:00Z,54.00,48.00
2026-01-16T01:52:00Z,54.00,48.00
2026-01-16T01:53:00Z,54.00,48.00
2026-01-16T01:55:00Z,54.01,47.50
2026-01-16T01:56:00Z,54.00,47.25
2026-01-16T01:57:00Z,55.00,46.14
2026-01-16T01:58:00Z,56.79,45.00
2026-01-16T01:59:00Z,59.36,45.00
2026-01-16T02:00:00Z,59.36,39.67
2026-01-16T02:02:00Z,59.36,40.00
2026-01-16T02:04:00Z,59.36,40.00
2026-01-16T02:05:00Z,61.00,40.00
2026-01-16T02:06:00Z,61.00,39.05
2026-01-16T02:09:00Z,61.00,39.92
2026-01-16T02:13:00Z,61.00,39.00
2026-01-16T02:14:00Z,61.00,39.00
2026-01-16T02:16:00Z,61.00,39.00
2026-01-16T02:18:00Z,61.00,38.00
2026-01-16T02:19:00Z,62.00,38.00
2026-01-16T02:20:00Z,62.00,38.00
2026-01-16T02:21:00Z,62.00,38.00
2026-01-16T02:22:00Z,62.00,38.00
2026-01-16T02:23:00Z,62.00,38.00
2026-01-16T02:24:00Z,62.00,38.00
2026-01-16T02:25:00Z,62.00,38.67
2026-01-16T02:26:00Z,62.00,39.00
2026-01-16T02:27:00Z,61.94,39.00
2026-01-16T02:28:00Z,62.00,39.31
2026-01-16T02:29:00Z,62.30,39.82
2026-01-16T02:32:00Z,63.00,39.82
2026-01-16T02:33:00Z,63.00,39.00
2026-01-16T02:34:00Z,61.16,39.00
2026-01-16T02:36:00Z,61.16,39.00
2026-01-16T02:37:00Z,61.16,39.39
2026-01-16T02:38:00Z,61.16,39.00
2026-01-16T02:39:00Z,61.16,39.91
2026-01-16T02:40:00Z,63.00,39.00
2026-01-16T02:42:00Z,63.00,39.00
2026-01-16T02:45:00Z,63.00,39.00
2026-01-16T02:46:00Z,63.00,44.89
2026-01-16T02:47:00Z,63.00,39.00
2026-01-16T02:48:00Z,63.00,39.00
2026-01-16T02:51:00Z,63.00,39.63
2026-01-16T02:53:00Z,63.00,39.00
2026-01-16T02:56:00Z,63.00,40.00
2026-01-16T02:57:00Z,63.00,40.89
2026-01-16T03:00:00Z,63.00,40.00
2026-01-16T03:06:00Z,63.00,40.00
2026-01-16T03:08:00Z,63.00,40.00
2026-01-16T03:10:00Z,62.00,40.00
2026-01-16T03:11:00Z,62.00,40.00
2026-01-16T03:14:00Z,62.00,40.00
2026-01-16T03:15:00Z,62.00,40.00
2026-01-16T03:17:00Z,62.00,40.00
2026-01-16T03:18:00Z,63.34,40.00
2026-01-16T03:19:00Z,63.00,40.00
2026-01-16T03:20:00Z,64.00,40.00
2026-01-16T03:21:00Z,64.00,40.00
2026-01-16T03:22:00Z,64.00,40.00
2026-01-16T03:23:00Z,64.00,40.00
2026-01-16T03:24:00Z,64.00,40.00
2026-01-16T03:25:00Z,64.00,40.00
2026-01-16T03:26:00Z,64.00,40.00
2026-01-16T03:27:00Z,64.23,40.38
2026-01-16T03:28:00Z,64.23,40.00
2026-01-16T03:29:00Z,64.23,40.00
2026-01-16T03:30:00Z,63.00,40.00
2026-01-16T03:31:00Z,63.00,40.00
2026-01-16T03:32:00Z,64.68,39.83
2026-01-16T03:33:00Z,64.68,40.00
2026-01-16T03:34:00Z,64.68,40.00
2026-01-16T03:35:00Z,60.79,40.00
2026-01-16T03:36:00Z,60.79,40.00
2026-01-16T03:37:00Z,60.79,40.00
2026-01-16T03:38:00Z,61.00,40.56
2026-01-16T03:39:00Z,63.00,40.00
2026-01-16T03:40:00Z,61.00,43.41
2026-01-16T03:41:00Z,61.00,40.00
2026-01-16T03:42:00Z,62.00,40.00
2026-01-16T03:43:00Z,62.00,40.00
2026-01-16T03:44:00Z,62.45,40.00
2026-01-16T03:45:00Z,62.00,40.00
2026-01-16T03:46:00Z,63.00,40.94
2026-01-16T03:47:00Z,63.93,40.00
2026-01-16T03:48:00Z,63.89,40.00
2026-01-16T03:49:00Z,63.00,40.18
2026-01-16T03:50:00Z,63.00,40.00
2026-01-16T03:51:00Z,63.00,40.31
2026-01-16T03:52:00Z,61.39,40.00
2026-01-16T03:53:00Z,61.39,40.90
2026-01-16T03:54:00Z,61.39,42.00
2026-01-16T03:55:00Z,62.15,43.23
