# event_ticker=KXATPMATCH-26APR04TIRBUR
# final_score=6-1 6-1
# match_winner=Roman Andres Burruchaga
# fav_player=Roman Andres Burruchaga
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-04-04
timestamp,Roman Andres Burruchaga,Thiago Agustin Tirante
2026-04-04T07:35:00Z,49.00,52.00
2026-04-04T07:38:00Z,49.00,52.00
2026-04-04T07:44:00Z,49.00,52.00
2026-04-04T07:46:00Z,49.00,52.00
2026-04-04T07:47:00Z,49.00,52.00
2026-04-04T08:01:00Z,49.00,52.00
2026-04-04T08:07:00Z,49.00,52.00
2026-04-04T08:16:00Z,49.00,52.00
2026-04-04T08:19:00Z,50.00,52.00
2026-04-04T08:42:00Z,51.00,52.00
2026-04-04T08:46:00Z,51.00,52.00
2026-04-04T08:47:00Z,51.00,52.00
2026-04-04T08:49:00Z,51.00,52.00
2026-04-04T09:21:00Z,51.00,52.00
2026-04-04T09:41:00Z,51.00,52.00
2026-04-04T09:43:00Z,51.00,52.00
2026-04-04T09:45:00Z,51.00,51.00
2026-04-04T09:54:00Z,52.00,51.00
2026-04-04T10:06:00Z,52.00,51.00
2026-04-04T10:15:00Z,52.00,51.00
2026-04-04T10:21:00Z,50.50,51.00
2026-04-04T10:22:00Z,50.02,51.00
2026-04-04T10:35:00Z,52.00,51.00
2026-04-04T10:49:00Z,52.00,51.00
2026-04-04T11:04:00Z,52.00,51.00
2026-04-04T11:05:00Z,52.00,51.00
2026-04-04T11:09:00Z,52.00,51.00
2026-04-04T11:16:00Z,52.00,51.00
2026-04-04T11:29:00Z,52.00,51.00
2026-04-04T11:44:00Z,52.00,51.00
2026-04-04T11:48:00Z,52.00,51.00
2026-04-04T11:59:00Z,52.00,51.00
2026-04-04T12:03:00Z,52.00,51.00
2026-04-04T12:05:00Z,51.00,51.00
2026-04-04T12:13:00Z,51.00,51.00
2026-04-04T12:17:00Z,51.00,51.00
2026-04-04T12:21:00Z,51.00,51.00
2026-04-04T12:35:00Z,51.00,51.00
2026-04-04T12:43:00Z,51.00,51.00
2026-04-04T12:50:00Z,51.00,51.00
2026-04-04T12:53:00Z,51.00,51.00
2026-04-04T12:57:00Z,51.00,51.00
2026-04-04T13:05:00Z,51.00,51.00
2026-04-04T13:06:00Z,51.00,51.00
2026-04-04T13:10:00Z,51.00,51.00
2026-04-04T13:11:00Z,51.00,51.00
2026-04-04T13:13:00Z,51.00,51.00
2026-04-04T13:14:00Z,51.62,51.00
2026-04-04T13:15:00Z,52.01,51.00
2026-04-04T13:16:00Z,52.00,51.00
2026-04-04T13:18:00Z,53.00,51.00
2026-04-04T13:19:00Z,52.00,50.00
2026-04-04T13:20:00Z,52.00,50.00
2026-04-04T13:23:00Z,52.00,50.00
2026-04-04T13:26:00Z,52.00,50.00
2026-04-04T13:32:00Z,52.00,50.00
2026-04-04T13:36:00Z,52.00,50.00
2026-04-04T13:37:00Z,52.00,50.00
2026-04-04T13:38:00Z,52.00,50.00
2026-04-04T13:42:00Z,52.00,47.17
2026-04-04T13:43:00Z,52.00,49.00
2026-04-04T13:44:00Z,52.00,47.00
2026-04-04T13:45:00Z,52.00,49.00
2026-04-04T13:49:00Z,52.00,49.00
2026-04-04T13:50:00Z,52.00,47.19
2026-04-04T13:55:00Z,52.00,47.19
2026-04-04T14:00:00Z,52.00,47.19
2026-04-04T14:01:00Z,52.00,47.19
2026-04-04T14:03:00Z,52.00,49.00
2026-04-04T14:04:00Z,51.00,49.00
2026-04-04T14:05:00Z,51.00,50.00
2026-04-04T14:11:00Z,51.00,50.00
2026-04-04T14:13:00Z,51.00,50.00
2026-04-04T14:14:00Z,51.00,50.00
2026-04-04T14:15:00Z,51.00,50.00
2026-04-04T14:20:00Z,51.00,50.00
2026-04-04T14:21:00Z,51.00,49.97
2026-04-04T14:22:00Z,51.00,50.00
2026-04-04T14:23:00Z,51.00,50.00
2026-04-04T14:24:00Z,51.00,50.00
2026-04-04T14:25:00Z,51.00,50.00
2026-04-04T14:27:00Z,51.00,48.00
2026-04-04T14:28:00Z,51.00,50.00
2026-04-04T14:29:00Z,51.00,50.00
2026-04-04T14:31:00Z,51.00,50.00
2026-04-04T14:32:00Z,51.00,50.00
2026-04-04T14:33:00Z,51.00,50.00
2026-04-04T14:36:00Z,51.00,50.00
2026-04-04T14:37:00Z,51.00,50.00
2026-04-04T14:39:00Z,51.00,50.00
2026-04-04T14:40:00Z,51.00,50.00
2026-04-04T14:41:00Z,51.00,50.00
2026-04-04T14:42:00Z,51.00,50.00
2026-04-04T14:45:00Z,51.00,50.00
2026-04-04T14:46:00Z,51.00,50.00
2026-04-04T14:49:00Z,51.00,50.00
2026-04-04T14:50:00Z,51.00,50.00
2026-04-04T14:51:00Z,51.00,50.00
2026-04-04T14:52:00Z,51.00,50.00
2026-04-04T14:53:00Z,51.00,50.00
2026-04-04T14:54:00Z,51.00,50.00
2026-04-04T14:55:00Z,51.00,50.00
2026-04-04T14:57:00Z,51.00,50.00
2026-04-04T14:58:00Z,51.00,50.00
2026-04-04T14:59:00Z,51.00,50.00
2026-04-04T15:00:00Z,51.00,50.00
2026-04-04T15:03:00Z,51.00,50.00
2026-04-04T15:04:00Z,51.00,50.00
2026-04-04T15:05:00Z,51.00,50.00
2026-04-04T15:06:00Z,51.00,50.00
2026-04-04T15:08:00Z,51.00,50.00
2026-04-04T15:09:00Z,51.00,50.00
2026-04-04T15:11:00Z,51.00,50.00
2026-04-04T15:12:00Z,51.00,50.00
2026-04-04T15:14:00Z,51.00,50.00
2026-04-04T15:16:00Z,51.00,50.00
2026-04-04T15:17:00Z,52.00,49.00
2026-04-04T15:18:00Z,52.00,49.00
2026-04-04T15:19:00Z,52.00,49.00
2026-04-04T15:20:00Z,52.00,49.00
2026-04-04T15:21:00Z,52.00,49.00
2026-04-04T15:22:00Z,52.00,49.00
2026-04-04T15:23:00Z,52.40,49.00
2026-04-04T15:24:00Z,52.40,49.00
2026-04-04T15:25:00Z,53.00,49.00
2026-04-04T15:26:00Z,53.00,49.00
2026-04-04T15:27:00Z,53.00,49.00
2026-04-04T15:28:00Z,51.07,49.00
2026-04-04T15:29:00Z,53.00,49.00
2026-04-04T15:30:00Z,52.96,48.00
2026-04-04T15:31:00Z,52.00,49.00
2026-04-04T15:32:00Z,52.00,49.00
2026-04-04T15:33:00Z,52.00,49.00
2026-04-04T15:35:00Z,52.00,49.00
2026-04-04T15:36:00Z,52.00,49.04
2026-04-04T15:37:00Z,52.00,50.00
2026-04-04T15:38:00Z,52.00,48.39
2026-04-04T15:39:00Z,52.00,50.00
2026-04-04T15:40:00Z,52.00,50.00
2026-04-04T15:41:00Z,50.58,50.00
2026-04-04T15:42:00Z,51.00,50.00
2026-04-04T15:43:00Z,51.00,50.00
2026-04-04T15:44:00Z,51.00,50.00
2026-04-04T15:45:00Z,51.00,50.00
2026-04-04T15:46:00Z,51.00,50.00
2026-04-04T15:47:00Z,51.00,50.00
2026-04-04T15:48:00Z,51.00,50.00
2026-04-04T15:49:00Z,51.00,49.89
2026-04-04T15:50:00Z,51.00,50.00
2026-04-04T15:51:00Z,51.00,50.00
2026-04-04T15:52:00Z,51.00,50.00
2026-04-04T15:53:00Z,51.00,50.00
2026-04-04T15:54:00Z,51.00,50.00
2026-04-04T15:55:00Z,51.00,50.00
2026-04-04T15:56:00Z,51.00,50.00
2026-04-04T15:57:00Z,51.00,50.00
2026-04-04T15:58:00Z,51.00,50.00
2026-04-04T15:59:00Z,51.00,50.00
2026-04-04T16:00:00Z,51.00,50.00
2026-04-04T16:01:00Z,51.00,50.00
2026-04-04T16:02:00Z,51.00,50.00
2026-04-04T16:03:00Z,51.00,50.00
2026-04-04T16:04:00Z,50.95,50.00
2026-04-04T16:05:00Z,51.00,51.00
2026-04-04T16:06:00Z,51.00,51.00
2026-04-04T16:07:00Z,51.00,51.00
2026-04-04T16:08:00Z,51.00,51.00
2026-04-04T16:09:00Z,51.00,51.00
2026-04-04T16:10:00Z,50.98,51.00
2026-04-04T16:11:00Z,51.35,50.78
2026-04-04T16:12:00Z,51.99,50.39
2026-04-04T16:13:00Z,53.56,47.94
2026-04-04T16:14:00Z,57.39,44.32
2026-04-04T16:15:00Z,61.15,40.91
2026-04-04T16:16:00Z,60.12,43.12
2026-04-04T16:17:00Z,54.97,46.13
2026-04-04T16:18:00Z,59.71,43.77
2026-04-04T16:19:00Z,61.87,38.16
2026-04-04T16:20:00Z,64.32,37.49
2026-04-04T16:21:00Z,66.60,34.46
2026-04-04T16:22:00Z,69.04,32.04
2026-04-04T16:23:00Z,70.08,33.39
2026-04-04T16:24:00Z,69.00,31.93
2026-04-04T16:25:00Z,67.97,33.37
2026-04-04T16:26:00Z,65.62,33.69
2026-04-04T16:27:00Z,66.05,34.81
2026-04-04T16:28:00Z,67.35,34.12
2026-04-04T16:29:00Z,69.74,31.85
2026-04-04T16:30:00Z,69.29,31.99
2026-04-04T16:31:00Z,72.17,29.03
2026-04-04T16:32:00Z,75.78,24.62
2026-04-04T16:33:00Z,79.70,20.87
2026-04-04T16:34:00Z,79.54,20.87
2026-04-04T16:35:00Z,80.59,20.95
2026-04-04T16:36:00Z,82.18,19.02
2026-04-04T16:37:00Z,82.38,18.23
2026-04-04T16:38:00Z,82.95,18.24
2026-04-04T16:39:00Z,83.00,17.04
2026-04-04T16:40:00Z,84.99,15.22
2026-04-04T16:41:00Z,85.74,15.99
2026-04-04T16:42:00Z,84.43,15.75
2026-04-04T16:43:00Z,85.98,15.00
2026-04-04T16:44:00Z,84.98,15.00
2026-04-04T16:45:00Z,84.99,14.95
2026-04-04T16:46:00Z,85.23,15.00
2026-04-04T16:47:00Z,85.82,14.97
2026-04-04T16:48:00Z,85.63,15.04
2026-04-04T16:49:00Z,87.08,14.32
2026-04-04T16:50:00Z,87.33,12.58
2026-04-04T16:51:00Z,88.05,12.43
2026-04-04T16:52:00Z,86.42,15.23
2026-04-04T16:53:00Z,84.54,16.17
2026-04-04T16:54:00Z,84.11,16.61
2026-04-04T16:55:00Z,83.39,16.81
2026-04-04T16:56:00Z,84.95,16.86
2026-04-04T16:57:00Z,85.93,15.31
2026-04-04T16:58:00Z,85.62,14.87
2026-04-04T16:59:00Z,84.36,16.35
2026-04-04T17:00:00Z,85.74,15.23
2026-04-04T17:01:00Z,86.49,12.67
2026-04-04T17:02:00Z,85.21,14.37
2026-04-04T17:03:00Z,88.73,12.24
2026-04-04T17:04:00Z,89.98,11.79
2026-04-04T17:05:00Z,92.24,6.16
2026-04-04T17:06:00Z,96.38,5.77
2026-04-04T17:07:00Z,96.50,4.82
2026-04-04T17:08:00Z,97.31,3.10
2026-04-04T17:09:00Z,96.94,2.33
2026-04-04T17:10:00Z,98.21,2.06
2026-04-04T17:11:00Z,98.46,1.25
2026-04-04T17:12:00Z,98.85,1.00
2026-04-04T17:13:00Z,99.00,1.00
2026-04-04T17:14:00Z,99.00,1.00
2026-04-04T17:15:00Z,99.00,1.00
2026-04-04T17:16:00Z,99.00,1.00
2026-04-04T17:17:00Z,99.00,1.00
2026-04-04T17:18:00Z,99.00,1.00
2026-04-04T17:19:00Z,99.00,1.00
2026-04-04T17:20:00Z,99.00,1.00
2026-04-04T17:21:00Z,99.00,1.00
2026-04-04T17:22:00Z,99.00,1.00
2026-04-04T17:23:00Z,99.00,1.00
