# event_ticker=KXATPCHALLENGERMATCH-26APR30DEJMAN
# final_score=6-3 3-6 6-1
# match_winner=Jesper de Jong
# fav_player=Jesper De Jong
# dog_player=Adrian Mannarino
# kalshi_date=2026-04-30
timestamp,Jesper De Jong,Adrian Mannarino
2026-04-30T11:26:00Z,76.20,24.21
2026-04-30T11:27:00Z,78.00,22.92
2026-04-30T11:28:00Z,80.00,18.97
2026-04-30T11:29:00Z,81.25,18.94
2026-04-30T11:30:00Z,80.03,21.14
2026-04-30T11:31:00Z,80.19,20.98
2026-04-30T11:32:00Z,78.13,23.43
2026-04-30T11:33:00Z,78.00,24.28
2026-04-30T11:34:00Z,77.57,24.96
2026-04-30T11:35:00Z,78.20,22.90
2026-04-30T11:36:00Z,74.55,25.26
2026-04-30T11:37:00Z,74.55,26.88
2026-04-30T11:38:00Z,78.00,23.52
2026-04-30T11:39:00Z,76.16,24.61
2026-04-30T11:40:00Z,77.36,22.57
2026-04-30T11:41:00Z,84.48,17.33
2026-04-30T11:42:00Z,83.11,18.00
2026-04-30T11:43:00Z,80.16,21.90
2026-04-30T11:44:00Z,80.94,18.09
2026-04-30T11:45:00Z,80.52,21.54
2026-04-30T11:46:00Z,82.57,18.67
2026-04-30T11:47:00Z,77.00,24.14
2026-04-30T11:48:00Z,75.00,25.99
2026-04-30T11:49:00Z,74.99,26.00
2026-04-30T11:50:00Z,75.90,24.27
2026-04-30T11:51:00Z,76.03,24.29
2026-04-30T11:52:00Z,71.73,28.70
2026-04-30T11:53:00Z,71.41,28.92
2026-04-30T11:54:00Z,71.51,29.13
2026-04-30T11:55:00Z,70.99,29.95
2026-04-30T11:56:00Z,71.00,30.49
2026-04-30T11:57:00Z,71.00,30.95
2026-04-30T11:58:00Z,71.93,28.23
2026-04-30T11:59:00Z,76.02,24.12
2026-04-30T12:00:00Z,77.11,23.73
2026-04-30T12:01:00Z,75.13,26.16
2026-04-30T12:02:00Z,76.99,25.22
2026-04-30T12:03:00Z,84.95,15.03
2026-04-30T12:04:00Z,88.19,14.62
2026-04-30T12:05:00Z,90.13,9.40
2026-04-30T12:06:00Z,86.05,15.31
2026-04-30T12:07:00Z,85.96,15.61
2026-04-30T12:08:00Z,82.09,17.14
2026-04-30T12:09:00Z,85.70,14.13
2026-04-30T12:10:00Z,88.63,14.60
2026-04-30T12:11:00Z,76.00,24.83
2026-04-30T12:12:00Z,76.00,24.94
2026-04-30T12:13:00Z,82.32,21.65
2026-04-30T12:14:00Z,82.78,17.27
2026-04-30T12:15:00Z,88.16,11.33
2026-04-30T12:16:00Z,84.10,16.11
2026-04-30T12:17:00Z,90.86,8.00
2026-04-30T12:18:00Z,92.80,7.03
2026-04-30T12:19:00Z,93.53,5.08
2026-04-30T12:20:00Z,94.07,6.64
2026-04-30T12:21:00Z,90.53,10.49
2026-04-30T12:22:00Z,94.79,6.51
2026-04-30T12:23:00Z,94.98,5.37
2026-04-30T12:24:00Z,95.48,6.00
2026-04-30T12:25:00Z,95.00,4.84
2026-04-30T12:26:00Z,94.25,5.69
2026-04-30T12:27:00Z,94.24,5.81
2026-04-30T12:28:00Z,96.83,3.51
2026-04-30T12:29:00Z,99.00,1.04
2026-04-30T12:30:00Z,99.00,1.00
2026-04-30T12:31:00Z,99.00,1.00
2026-04-30T12:32:00Z,99.00,1.00
2026-04-30T12:33:00Z,99.00,1.00
2026-04-30T12:34:00Z,99.00,1.00
2026-04-30T12:35:00Z,99.00,1.00
2026-04-30T12:36:00Z,99.00,1.00
2026-04-30T12:37:00Z,99.00,1.00
