# event_ticker=KXATPCHALLENGERMATCH-26MAY31KRUFEL
# final_score=6-0 4-6 6-4
# match_winner=Kilian Feldbausch
# fav_player=Kilian Feldbausch
# dog_player=Martin Krumich
# kalshi_date=2026-05-31
timestamp,Martin Krumich,Kilian Feldbausch
2026-05-31T00:43:00Z,41.00,
2026-05-31T03:37:00Z,41.00,
2026-05-31T04:29:00Z,41.00,61.00
2026-05-31T04:39:00Z,41.00,61.00
2026-05-31T04:46:00Z,40.00,61.00
2026-05-31T05:04:00Z,40.00,61.00
2026-05-31T05:09:00Z,40.00,61.00
2026-05-31T05:23:00Z,40.00,61.00
2026-05-31T05:41:00Z,39.00,61.00
2026-05-31T05:59:00Z,39.00,61.00
2026-05-31T06:06:00Z,39.00,61.00
2026-05-31T06:27:00Z,39.00,61.00
2026-05-31T06:37:00Z,39.00,61.00
2026-05-31T07:34:00Z,40.00,61.00
2026-05-31T09:04:00Z,40.00,61.00
2026-05-31T10:30:00Z,40.00,61.00
2026-05-31T11:09:00Z,40.00,61.00
2026-05-31T11:16:00Z,40.00,61.00
2026-05-31T11:57:00Z,40.00,61.00
2026-05-31T12:00:00Z,40.00,61.00
2026-05-31T12:04:00Z,40.00,62.82
2026-05-31T12:05:00Z,40.00,64.44
2026-05-31T12:06:00Z,40.00,63.78
2026-05-31T12:07:00Z,39.00,63.59
2026-05-31T12:08:00Z,38.00,66.00
2026-05-31T12:09:00Z,33.00,68.00
2026-05-31T12:10:00Z,35.00,67.00
2026-05-31T12:11:00Z,34.00,66.25
2026-05-31T12:12:00Z,35.00,66.00
2026-05-31T12:13:00Z,32.75,69.06
2026-05-31T12:14:00Z,27.95,72.34
2026-05-31T12:15:00Z,24.14,75.00
2026-05-31T12:16:00Z,24.14,72.00
2026-05-31T12:17:00Z,28.18,75.28
2026-05-31T12:18:00Z,23.00,79.00
2026-05-31T12:19:00Z,23.00,78.02
2026-05-31T12:20:00Z,21.00,80.00
2026-05-31T12:21:00Z,19.62,82.00
2026-05-31T12:22:00Z,20.00,82.00
2026-05-31T12:23:00Z,17.02,81.29
2026-05-31T12:24:00Z,16.99,83.84
2026-05-31T12:25:00Z,14.25,86.00
2026-05-31T12:26:00Z,14.02,87.04
2026-05-31T12:27:00Z,14.13,87.26
2026-05-31T12:28:00Z,13.61,88.00
2026-05-31T12:29:00Z,13.61,88.00
2026-05-31T12:31:00Z,12.91,88.00
2026-05-31T12:32:00Z,13.00,88.00
2026-05-31T12:33:00Z,11.76,89.25
2026-05-31T12:34:00Z,13.00,90.00
2026-05-31T12:35:00Z,11.03,90.35
2026-05-31T12:36:00Z,11.16,91.80
2026-05-31T12:37:00Z,11.39,86.37
2026-05-31T12:38:00Z,15.92,85.09
2026-05-31T12:39:00Z,21.55,77.00
2026-05-31T12:40:00Z,22.91,81.00
2026-05-31T12:41:00Z,18.97,78.36
2026-05-31T12:42:00Z,19.07,83.07
2026-05-31T12:43:00Z,20.19,82.00
2026-05-31T12:44:00Z,21.96,82.00
2026-05-31T12:45:00Z,24.41,77.98
2026-05-31T12:46:00Z,25.47,75.02
2026-05-31T12:47:00Z,25.00,75.00
2026-05-31T12:48:00Z,28.40,75.00
2026-05-31T12:49:00Z,27.99,73.05
2026-05-31T12:50:00Z,29.32,72.00
2026-05-31T12:51:00Z,28.81,72.88
2026-05-31T12:52:00Z,25.55,76.00
2026-05-31T12:53:00Z,20.22,79.58
2026-05-31T12:54:00Z,21.00,80.00
2026-05-31T12:55:00Z,20.72,78.47
2026-05-31T12:56:00Z,21.88,81.72
2026-05-31T12:57:00Z,21.27,79.00
2026-05-31T12:58:00Z,22.38,79.00
2026-05-31T12:59:00Z,24.38,80.00
2026-05-31T13:00:00Z,23.60,80.00
2026-05-31T13:01:00Z,18.69,82.87
2026-05-31T13:02:00Z,14.42,85.99
2026-05-31T13:03:00Z,15.15,87.79
2026-05-31T13:04:00Z,11.84,89.00
2026-05-31T13:05:00Z,12.12,88.92
2026-05-31T13:06:00Z,11.90,88.36
2026-05-31T13:07:00Z,10.90,89.20
2026-05-31T13:08:00Z,11.00,90.00
2026-05-31T13:09:00Z,9.34,91.78
2026-05-31T13:10:00Z,6.53,93.76
2026-05-31T13:11:00Z,6.09,94.33
2026-05-31T13:12:00Z,3.12,96.04
2026-05-31T13:13:00Z,2.19,97.80
2026-05-31T13:14:00Z,1.64,97.79
2026-05-31T13:15:00Z,3.13,97.00
2026-05-31T13:16:00Z,3.40,97.00
2026-05-31T13:17:00Z,3.48,96.91
2026-05-31T13:18:00Z,7.21,94.00
2026-05-31T13:19:00Z,6.42,94.32
2026-05-31T13:20:00Z,10.21,91.90
2026-05-31T13:21:00Z,11.00,90.00
2026-05-31T13:22:00Z,9.44,91.00
2026-05-31T13:23:00Z,8.87,91.86
2026-05-31T13:24:00Z,8.90,92.88
2026-05-31T13:25:00Z,9.04,91.23
2026-05-31T13:26:00Z,11.92,88.20
2026-05-31T13:27:00Z,13.59,86.91
2026-05-31T13:28:00Z,14.25,86.50
2026-05-31T13:29:00Z,12.76,88.86
2026-05-31T13:30:00Z,10.26,89.77
2026-05-31T13:31:00Z,11.74,88.42
2026-05-31T13:32:00Z,17.99,84.05
2026-05-31T13:33:00Z,27.20,77.46
2026-05-31T13:34:00Z,30.71,71.00
2026-05-31T13:35:00Z,30.89,71.00
2026-05-31T13:36:00Z,33.84,66.19
2026-05-31T13:37:00Z,36.44,63.23
2026-05-31T13:38:00Z,38.31,62.01
2026-05-31T13:39:00Z,40.13,61.32
2026-05-31T13:40:00Z,42.35,60.59
2026-05-31T13:41:00Z,41.67,61.51
2026-05-31T13:42:00Z,40.84,61.36
2026-05-31T13:43:00Z,41.62,59.87
2026-05-31T13:44:00Z,40.81,61.72
2026-05-31T13:45:00Z,41.00,61.76
2026-05-31T13:46:00Z,40.04,61.45
2026-05-31T13:47:00Z,39.23,62.52
2026-05-31T13:48:00Z,43.17,59.01
2026-05-31T13:49:00Z,44.36,55.71
2026-05-31T13:50:00Z,38.70,62.83
2026-05-31T13:51:00Z,32.06,67.91
2026-05-31T13:52:00Z,20.77,77.05
2026-05-31T13:53:00Z,23.09,75.41
2026-05-31T13:54:00Z,17.06,81.27
2026-05-31T13:55:00Z,18.94,80.44
2026-05-31T13:56:00Z,22.44,80.86
2026-05-31T13:57:00Z,32.34,66.08
2026-05-31T13:58:00Z,35.96,65.00
2026-05-31T13:59:00Z,33.98,67.45
2026-05-31T14:00:00Z,33.12,70.11
2026-05-31T14:01:00Z,42.02,59.67
2026-05-31T14:02:00Z,41.38,60.36
2026-05-31T14:03:00Z,42.02,59.80
2026-05-31T14:04:00Z,42.40,60.31
2026-05-31T14:05:00Z,37.60,62.05
2026-05-31T14:06:00Z,44.87,57.08
2026-05-31T14:07:00Z,40.83,58.25
2026-05-31T14:08:00Z,36.66,64.54
2026-05-31T14:09:00Z,35.01,67.00
2026-05-31T14:10:00Z,29.06,70.31
2026-05-31T14:11:00Z,30.45,70.80
2026-05-31T14:12:00Z,40.64,62.67
2026-05-31T14:13:00Z,35.06,64.48
2026-05-31T14:14:00Z,40.04,63.31
2026-05-31T14:15:00Z,44.28,56.27
2026-05-31T14:16:00Z,40.97,61.68
2026-05-31T14:17:00Z,38.99,61.24
2026-05-31T14:18:00Z,37.45,63.02
2026-05-31T14:19:00Z,33.23,66.53
2026-05-31T14:20:00Z,33.58,69.36
2026-05-31T14:21:00Z,33.64,70.46
2026-05-31T14:22:00Z,32.82,69.91
2026-05-31T14:23:00Z,39.98,65.72
2026-05-31T14:24:00Z,23.44,73.70
2026-05-31T14:25:00Z,15.71,84.59
2026-05-31T14:26:00Z,9.92,89.36
2026-05-31T14:27:00Z,9.52,88.80
2026-05-31T14:28:00Z,11.94,88.14
2026-05-31T14:29:00Z,16.41,83.63
2026-05-31T14:30:00Z,20.16,79.71
2026-05-31T14:31:00Z,29.69,72.60
2026-05-31T14:32:00Z,29.74,70.00
2026-05-31T14:33:00Z,26.29,75.66
2026-05-31T14:34:00Z,16.61,85.43
2026-05-31T14:35:00Z,17.32,86.77
2026-05-31T14:36:00Z,5.74,95.56
2026-05-31T14:37:00Z,5.74,99.00
