# event_ticker=KXATPMATCH-26FEB15QUIJOD
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Rafael Jodar
# fav_player=Ethan Quinn
# dog_player=Rafael Jodar
# kalshi_date=2026-02-15
timestamp,Ethan Quinn,Rafael Jodar
2026-02-17T09:14:00Z,55.00,
2026-02-17T09:42:00Z,55.00,47.00
2026-02-17T09:46:00Z,55.00,47.00
2026-02-17T09:56:00Z,55.00,47.00
2026-02-17T10:01:00Z,55.00,47.00
2026-02-17T10:07:00Z,55.00,47.00
2026-02-17T10:09:00Z,55.00,47.00
2026-02-17T10:10:00Z,55.00,47.00
2026-02-17T10:12:00Z,55.00,47.00
2026-02-17T10:35:00Z,55.00,47.00
2026-02-17T10:43:00Z,55.00,47.00
2026-02-17T11:10:00Z,55.00,47.00
2026-02-17T11:22:00Z,53.00,47.00
2026-02-17T11:59:00Z,53.00,47.00
2026-02-17T12:53:00Z,53.00,47.00
2026-02-17T12:58:00Z,52.00,47.00
2026-02-17T13:05:00Z,53.00,50.00
2026-02-17T13:07:00Z,53.00,50.00
2026-02-17T13:12:00Z,53.00,50.00
2026-02-17T13:13:00Z,53.00,50.00
2026-02-17T13:16:00Z,53.00,50.00
2026-02-17T13:23:00Z,53.00,50.00
2026-02-17T13:25:00Z,53.00,50.00
2026-02-17T13:26:00Z,53.00,50.00
2026-02-17T13:44:00Z,53.00,50.00
2026-02-17T13:54:00Z,53.00,50.00
2026-02-17T14:26:00Z,53.00,50.00
2026-02-17T14:34:00Z,53.00,50.00
2026-02-17T14:39:00Z,53.00,50.00
2026-02-17T14:41:00Z,53.00,50.00
2026-02-17T14:45:00Z,53.00,47.00
2026-02-17T14:51:00Z,53.00,48.00
2026-02-17T14:58:00Z,53.00,48.00
2026-02-17T15:00:00Z,52.38,48.00
2026-02-17T15:01:00Z,53.00,48.00
2026-02-17T15:02:00Z,53.00,48.00
2026-02-17T15:03:00Z,53.00,48.00
2026-02-17T15:05:00Z,53.80,48.00
2026-02-17T15:11:00Z,53.80,48.00
2026-02-17T15:14:00Z,53.80,48.00
2026-02-17T15:15:00Z,52.80,48.00
2026-02-17T15:19:00Z,53.00,48.00
2026-02-17T15:26:00Z,53.00,48.00
2026-02-17T15:30:00Z,53.00,48.65
2026-02-17T15:33:00Z,53.00,50.00
2026-02-17T15:34:00Z,52.00,50.00
2026-02-17T15:35:00Z,52.00,50.00
2026-02-17T15:36:00Z,52.00,50.00
2026-02-17T15:38:00Z,52.00,50.00
2026-02-17T15:39:00Z,52.00,50.00
2026-02-17T15:41:00Z,52.00,50.00
2026-02-17T15:42:00Z,52.00,50.00
2026-02-17T15:43:00Z,52.00,50.00
2026-02-17T15:50:00Z,52.21,50.00
2026-02-17T15:51:00Z,53.00,50.00
2026-02-17T15:53:00Z,53.00,50.00
2026-02-17T15:55:00Z,53.00,50.00
2026-02-17T16:00:00Z,53.00,50.00
2026-02-17T16:02:00Z,53.00,50.00
2026-02-17T16:10:00Z,53.00,48.00
2026-02-17T16:12:00Z,53.00,48.00
2026-02-17T16:13:00Z,53.00,48.00
2026-02-17T16:17:00Z,53.00,48.00
2026-02-17T16:18:00Z,53.00,48.00
2026-02-17T16:19:00Z,53.00,48.00
2026-02-17T16:21:00Z,53.00,48.00
2026-02-17T16:22:00Z,53.00,48.00
2026-02-17T16:25:00Z,53.00,48.00
2026-02-17T16:27:00Z,53.00,48.00
2026-02-17T16:34:00Z,53.00,48.00
2026-02-17T16:38:00Z,53.00,48.00
2026-02-17T16:39:00Z,53.00,48.00
2026-02-17T16:40:00Z,53.00,48.00
2026-02-17T16:41:00Z,53.00,48.00
2026-02-17T16:42:00Z,53.00,48.00
2026-02-17T16:43:00Z,53.00,48.00
2026-02-17T16:47:00Z,53.00,48.00
2026-02-17T16:53:00Z,53.00,48.00
2026-02-17T16:59:00Z,53.00,48.00
2026-02-17T17:01:00Z,53.00,48.00
2026-02-17T17:04:00Z,53.00,48.00
2026-02-17T17:05:00Z,53.00,48.00
2026-02-17T17:06:00Z,53.00,48.00
2026-02-17T17:07:00Z,53.29,48.00
2026-02-17T17:08:00Z,54.00,48.00
2026-02-17T17:09:00Z,54.00,48.00
2026-02-17T17:13:00Z,53.00,48.00
2026-02-17T17:16:00Z,53.00,48.00
2026-02-17T17:17:00Z,53.77,48.00
2026-02-17T17:18:00Z,55.00,48.00
2026-02-17T17:24:00Z,55.00,48.00
2026-02-17T17:25:00Z,55.00,48.00
2026-02-17T17:29:00Z,54.00,48.00
2026-02-17T17:38:00Z,54.00,48.00
2026-02-17T17:41:00Z,54.00,48.00
2026-02-17T17:42:00Z,54.00,47.00
2026-02-17T17:43:00Z,54.00,48.00
2026-02-17T17:45:00Z,54.00,48.00
2026-02-17T17:46:00Z,54.00,48.00
2026-02-17T17:47:00Z,54.00,48.00
2026-02-17T17:50:00Z,54.00,48.00
2026-02-17T17:54:00Z,54.00,48.00
2026-02-17T17:57:00Z,54.00,48.00
2026-02-17T17:59:00Z,54.00,48.00
2026-02-17T18:00:00Z,54.00,48.00
2026-02-17T18:01:00Z,54.00,48.00
2026-02-17T18:05:00Z,54.00,48.00
2026-02-17T18:11:00Z,53.00,48.00
2026-02-17T18:12:00Z,53.00,48.00
2026-02-17T18:14:00Z,54.00,48.00
2026-02-17T18:16:00Z,54.00,48.00
2026-02-17T18:18:00Z,54.00,48.00
2026-02-17T18:19:00Z,54.00,48.00
2026-02-17T18:22:00Z,54.00,48.00
2026-02-17T18:26:00Z,53.60,48.00
2026-02-17T18:27:00Z,54.00,48.00
2026-02-17T18:29:00Z,54.00,48.00
2026-02-17T18:32:00Z,54.00,48.00
2026-02-17T18:34:00Z,54.00,48.00
2026-02-17T18:35:00Z,54.00,48.00
2026-02-17T18:36:00Z,53.22,48.00
2026-02-17T18:38:00Z,54.00,48.00
2026-02-17T18:39:00Z,54.00,48.00
2026-02-17T18:40:00Z,54.00,48.00
2026-02-17T18:44:00Z,54.00,48.00
2026-02-17T18:45:00Z,54.46,48.00
2026-02-17T18:46:00Z,54.81,48.00
2026-02-17T18:48:00Z,54.81,47.60
2026-02-17T18:49:00Z,54.00,47.60
2026-02-17T18:50:00Z,54.34,47.60
2026-02-17T18:51:00Z,55.00,48.00
2026-02-17T18:52:00Z,55.00,48.00
2026-02-17T18:54:00Z,55.26,48.00
2026-02-17T18:56:00Z,55.26,48.00
2026-02-17T19:00:00Z,55.26,47.18
2026-02-17T19:03:00Z,55.00,47.18
2026-02-17T19:05:00Z,55.00,47.18
2026-02-17T19:06:00Z,55.00,47.18
2026-02-17T19:09:00Z,55.00,47.18
2026-02-17T19:10:00Z,54.06,47.18
2026-02-17T19:11:00Z,54.06,48.00
2026-02-17T19:14:00Z,54.00,48.00
2026-02-17T19:15:00Z,55.00,48.00
2026-02-17T19:16:00Z,55.00,48.00
2026-02-17T19:17:00Z,53.00,48.00
2026-02-17T19:18:00Z,52.00,48.00
2026-02-17T19:20:00Z,52.00,48.00
2026-02-17T19:21:00Z,54.00,48.00
2026-02-17T19:22:00Z,54.00,48.00
2026-02-17T19:23:00Z,54.00,48.00
2026-02-17T19:24:00Z,54.00,48.00
2026-02-17T19:25:00Z,54.00,48.00
2026-02-17T19:26:00Z,55.00,48.00
2026-02-17T19:27:00Z,52.87,48.00
2026-02-17T19:28:00Z,54.00,48.00
2026-02-17T19:29:00Z,54.00,47.00
2026-02-17T19:33:00Z,54.00,48.00
2026-02-17T19:34:00Z,54.00,48.00
2026-02-17T19:35:00Z,53.34,48.00
2026-02-17T19:36:00Z,53.97,48.00
2026-02-17T19:40:00Z,54.00,48.00
2026-02-17T19:41:00Z,54.00,48.00
2026-02-17T19:43:00Z,54.00,48.00
2026-02-17T19:45:00Z,54.00,48.00
2026-02-17T19:46:00Z,54.00,48.00
2026-02-17T19:49:00Z,54.00,47.00
2026-02-17T19:50:00Z,54.00,47.80
2026-02-17T19:51:00Z,54.00,47.80
2026-02-17T19:52:00Z,54.00,48.00
2026-02-17T19:53:00Z,54.00,48.00
2026-02-17T19:54:00Z,54.00,48.00
2026-02-17T19:55:00Z,54.00,48.00
2026-02-17T19:56:00Z,55.00,48.00
2026-02-17T19:57:00Z,55.00,48.00
2026-02-17T19:58:00Z,55.00,48.00
2026-02-17T19:59:00Z,55.00,48.00
2026-02-17T20:00:00Z,55.00,48.00
2026-02-17T20:01:00Z,55.00,48.00
2026-02-17T20:02:00Z,55.00,48.00
2026-02-17T20:03:00Z,53.00,48.00
