# event_ticker=KXATPCHALLENGERMATCH-26MAY10YUNKWON
# final_score=6-2 7-6(2)
# score_resolution=6-2 7-6
# match_winner=Soonwoo Kwon
# fav_player=Soonwoo Kwon
# dog_player=Yunchaokete Bu
# kalshi_date=2026-05-10
timestamp,Yunchaokete Bu,Soonwoo Kwon
2026-05-09T21:10:00Z,,48.00
2026-05-09T21:20:00Z,54.00,48.00
2026-05-09T21:35:00Z,54.00,48.00
2026-05-09T21:36:00Z,54.00,48.00
2026-05-09T21:45:00Z,54.00,48.00
2026-05-09T22:03:00Z,54.00,48.00
2026-05-09T22:14:00Z,54.00,48.00
2026-05-09T22:25:00Z,54.00,47.00
2026-05-09T23:09:00Z,54.00,47.00
2026-05-09T23:12:00Z,54.00,47.00
2026-05-09T23:16:00Z,54.00,47.00
2026-05-09T23:37:00Z,54.00,47.00
2026-05-10T00:00:00Z,54.00,47.00
2026-05-10T00:01:00Z,54.00,47.00
2026-05-10T00:17:00Z,54.00,47.00
2026-05-10T00:31:00Z,54.00,47.00
2026-05-10T00:43:00Z,54.00,47.00
2026-05-10T00:55:00Z,54.00,47.00
2026-05-10T01:38:00Z,54.00,47.00
2026-05-10T01:42:00Z,54.00,47.00
2026-05-10T01:48:00Z,54.00,48.00
2026-05-10T01:50:00Z,54.00,48.00
2026-05-10T01:52:00Z,54.00,48.00
2026-05-10T02:18:00Z,54.00,48.00
2026-05-10T02:37:00Z,54.00,48.00
2026-05-10T02:40:00Z,54.00,48.00
2026-05-10T02:49:00Z,54.00,48.00
2026-05-10T02:58:00Z,54.00,48.00
2026-05-10T03:00:00Z,53.00,48.00
2026-05-10T03:03:00Z,53.00,48.00
2026-05-10T03:05:00Z,53.00,46.24
2026-05-10T03:08:00Z,54.00,46.24
2026-05-10T03:12:00Z,54.00,48.00
2026-05-10T03:17:00Z,54.00,48.00
2026-05-10T03:18:00Z,52.00,48.00
2026-05-10T03:19:00Z,52.00,48.00
2026-05-10T03:22:00Z,52.00,48.00
2026-05-10T03:24:00Z,52.00,48.00
2026-05-10T03:38:00Z,52.00,48.00
2026-05-10T03:43:00Z,52.00,48.00
2026-05-10T03:44:00Z,52.00,48.00
2026-05-10T03:50:00Z,52.00,48.00
2026-05-10T03:52:00Z,52.00,48.00
2026-05-10T03:54:00Z,52.00,48.00
2026-05-10T03:58:00Z,52.00,48.00
2026-05-10T03:59:00Z,52.78,48.00
2026-05-10T04:03:00Z,53.00,48.00
2026-05-10T04:04:00Z,53.00,48.00
2026-05-10T04:05:00Z,53.00,48.00
2026-05-10T04:10:00Z,53.00,48.00
2026-05-10T04:13:00Z,54.00,48.00
2026-05-10T04:14:00Z,54.00,48.00
2026-05-10T04:15:00Z,54.00,48.00
2026-05-10T04:19:00Z,54.00,48.00
2026-05-10T04:20:00Z,54.00,48.00
2026-05-10T04:21:00Z,54.00,48.00
2026-05-10T04:23:00Z,54.00,48.00
2026-05-10T04:24:00Z,54.00,48.00
2026-05-10T04:27:00Z,53.00,48.00
2026-05-10T04:31:00Z,53.00,48.71
2026-05-10T04:33:00Z,53.00,48.71
2026-05-10T04:37:00Z,53.00,49.00
2026-05-10T04:38:00Z,53.00,49.00
2026-05-10T04:51:00Z,53.00,48.00
2026-05-10T04:52:00Z,53.00,48.00
2026-05-10T04:54:00Z,53.00,48.00
2026-05-10T04:55:00Z,53.00,48.00
2026-05-10T04:58:00Z,53.00,48.00
2026-05-10T05:00:00Z,53.00,48.00
2026-05-10T05:01:00Z,53.00,48.00
2026-05-10T05:02:00Z,53.78,48.00
2026-05-10T05:08:00Z,53.78,48.00
2026-05-10T05:12:00Z,53.00,48.00
2026-05-10T05:17:00Z,53.00,48.00
2026-05-10T05:18:00Z,53.00,48.00
2026-05-10T05:19:00Z,53.00,48.00
2026-05-10T05:24:00Z,53.00,48.38
2026-05-10T05:34:00Z,53.00,49.00
2026-05-10T05:43:00Z,53.00,49.00
2026-05-10T05:45:00Z,53.00,49.00
2026-05-10T05:46:00Z,52.48,49.00
2026-05-10T05:53:00Z,53.00,49.00
2026-05-10T06:05:00Z,53.00,49.00
2026-05-10T06:06:00Z,53.00,49.00
2026-05-10T06:07:00Z,52.00,49.00
2026-05-10T06:13:00Z,53.00,49.00
2026-05-10T06:14:00Z,53.00,49.00
2026-05-10T06:17:00Z,53.00,49.00
2026-05-10T06:18:00Z,53.00,49.00
2026-05-10T06:19:00Z,53.00,49.00
2026-05-10T06:20:00Z,53.00,49.00
2026-05-10T06:30:00Z,52.00,49.00
2026-05-10T06:35:00Z,52.00,48.00
2026-05-10T06:36:00Z,53.00,48.00
2026-05-10T06:39:00Z,53.00,48.00
2026-05-10T06:40:00Z,53.00,48.00
2026-05-10T06:42:00Z,53.00,48.62
2026-05-10T06:43:00Z,53.00,49.00
2026-05-10T06:45:00Z,53.00,49.00
2026-05-10T06:47:00Z,53.00,49.00
2026-05-10T06:48:00Z,53.00,49.00
2026-05-10T06:50:00Z,53.00,49.00
2026-05-10T06:51:00Z,53.00,49.00
2026-05-10T06:52:00Z,53.00,49.00
2026-05-10T06:56:00Z,53.00,49.00
2026-05-10T06:57:00Z,53.00,49.00
2026-05-10T07:01:00Z,53.00,49.00
2026-05-10T07:07:00Z,53.00,49.00
2026-05-10T07:09:00Z,53.00,49.00
2026-05-10T07:14:00Z,52.00,49.00
2026-05-10T07:16:00Z,53.00,49.00
2026-05-10T07:20:00Z,53.00,49.00
2026-05-10T07:21:00Z,53.00,49.00
2026-05-10T07:23:00Z,53.00,47.00
2026-05-10T07:24:00Z,53.00,47.00
2026-05-10T07:25:00Z,53.00,49.00
2026-05-10T07:27:00Z,53.00,49.00
2026-05-10T07:28:00Z,53.00,49.00
2026-05-10T07:31:00Z,53.00,49.00
2026-05-10T07:32:00Z,53.00,49.00
2026-05-10T07:36:00Z,53.00,49.00
2026-05-10T07:37:00Z,53.00,49.00
2026-05-10T07:39:00Z,53.00,49.00
2026-05-10T07:42:00Z,53.00,49.00
2026-05-10T07:43:00Z,52.00,49.00
2026-05-10T07:44:00Z,53.00,49.00
2026-05-10T07:45:00Z,51.00,49.00
2026-05-10T07:46:00Z,53.00,49.00
2026-05-10T07:47:00Z,53.00,49.00
2026-05-10T07:48:00Z,53.00,49.00
2026-05-10T07:49:00Z,53.00,49.00
2026-05-10T07:50:00Z,53.00,49.00
2026-05-10T07:51:00Z,53.00,49.00
2026-05-10T07:53:00Z,53.00,49.92
2026-05-10T07:54:00Z,53.00,50.00
2026-05-10T07:55:00Z,51.19,50.00
2026-05-10T07:56:00Z,51.00,50.00
2026-05-10T07:57:00Z,51.00,50.00
2026-05-10T07:58:00Z,51.00,50.00
2026-05-10T07:59:00Z,51.00,50.00
2026-05-10T08:00:00Z,51.00,50.00
2026-05-10T08:01:00Z,52.00,50.00
2026-05-10T08:02:00Z,52.93,50.05
2026-05-10T08:03:00Z,49.12,50.78
2026-05-10T08:04:00Z,47.03,54.88
2026-05-10T08:05:00Z,47.48,54.00
2026-05-10T08:06:00Z,41.31,60.07
2026-05-10T08:07:00Z,35.20,64.05
2026-05-10T08:08:00Z,30.00,68.52
2026-05-10T08:09:00Z,28.01,72.65
2026-05-10T08:10:00Z,27.65,73.00
2026-05-10T08:11:00Z,28.89,71.02
2026-05-10T08:12:00Z,27.59,73.02
2026-05-10T08:13:00Z,23.01,76.24
2026-05-10T08:14:00Z,19.04,81.04
2026-05-10T08:15:00Z,20.70,80.39
2026-05-10T08:16:00Z,20.85,80.76
2026-05-10T08:17:00Z,20.12,80.46
2026-05-10T08:18:00Z,23.90,76.75
2026-05-10T08:19:00Z,27.00,74.12
2026-05-10T08:20:00Z,27.03,72.57
2026-05-10T08:21:00Z,28.02,72.99
2026-05-10T08:22:00Z,25.79,75.80
2026-05-10T08:23:00Z,24.42,75.55
2026-05-10T08:24:00Z,27.68,72.66
2026-05-10T08:25:00Z,30.44,70.00
2026-05-10T08:26:00Z,29.53,70.07
2026-05-10T08:27:00Z,29.49,73.03
2026-05-10T08:28:00Z,26.00,74.06
2026-05-10T08:29:00Z,26.00,76.00
2026-05-10T08:30:00Z,23.68,77.92
2026-05-10T08:31:00Z,24.83,77.42
2026-05-10T08:32:00Z,23.50,78.00
2026-05-10T08:33:00Z,20.00,80.90
2026-05-10T08:34:00Z,19.97,80.01
2026-05-10T08:35:00Z,20.00,81.00
2026-05-10T08:36:00Z,21.19,81.00
2026-05-10T08:37:00Z,20.29,79.97
2026-05-10T08:38:00Z,20.20,80.33
2026-05-10T08:39:00Z,17.44,83.70
2026-05-10T08:40:00Z,18.00,83.68
2026-05-10T08:41:00Z,16.36,85.06
2026-05-10T08:42:00Z,18.41,83.61
2026-05-10T08:43:00Z,14.90,85.05
2026-05-10T08:44:00Z,18.71,81.31
2026-05-10T08:45:00Z,22.16,80.24
2026-05-10T08:46:00Z,23.78,79.00
2026-05-10T08:47:00Z,20.42,81.00
2026-05-10T08:48:00Z,19.49,80.22
2026-05-10T08:49:00Z,26.13,78.69
2026-05-10T08:50:00Z,34.12,66.33
2026-05-10T08:51:00Z,34.79,65.26
2026-05-10T08:52:00Z,34.94,66.29
2026-05-10T08:53:00Z,37.28,63.89
2026-05-10T08:54:00Z,40.99,60.86
2026-05-10T08:55:00Z,41.64,58.65
2026-05-10T08:56:00Z,41.91,57.76
2026-05-10T08:57:00Z,38.36,59.89
2026-05-10T08:58:00Z,38.94,62.55
2026-05-10T08:59:00Z,39.37,63.00
2026-05-10T09:00:00Z,30.82,68.70
2026-05-10T09:01:00Z,31.45,70.23
2026-05-10T09:02:00Z,25.24,76.31
2026-05-10T09:03:00Z,21.89,76.45
2026-05-10T09:04:00Z,20.76,81.36
2026-05-10T09:05:00Z,16.37,83.92
2026-05-10T09:06:00Z,17.53,81.95
2026-05-10T09:07:00Z,15.97,83.69
2026-05-10T09:08:00Z,15.85,85.11
2026-05-10T09:09:00Z,18.75,85.60
2026-05-10T09:10:00Z,11.85,90.43
2026-05-10T09:11:00Z,17.46,83.11
2026-05-10T09:12:00Z,14.76,83.38
2026-05-10T09:13:00Z,18.20,81.02
2026-05-10T09:14:00Z,20.93,80.99
2026-05-10T09:15:00Z,15.82,84.77
2026-05-10T09:16:00Z,14.72,85.78
2026-05-10T09:17:00Z,15.01,86.00
2026-05-10T09:18:00Z,16.62,83.20
2026-05-10T09:19:00Z,20.24,79.70
2026-05-10T09:20:00Z,23.34,76.10
2026-05-10T09:21:00Z,25.51,74.63
2026-05-10T09:22:00Z,22.00,80.06
2026-05-10T09:23:00Z,16.36,83.89
2026-05-10T09:24:00Z,16.38,84.14
2026-05-10T09:25:00Z,18.76,82.99
2026-05-10T09:26:00Z,18.90,82.49
2026-05-10T09:27:00Z,19.92,80.96
2026-05-10T09:28:00Z,17.30,84.10
2026-05-10T09:29:00Z,18.87,82.25
2026-05-10T09:30:00Z,6.75,94.16
2026-05-10T09:31:00Z,2.59,98.85
2026-05-10T09:32:00Z,2.99,96.77
2026-05-10T09:33:00Z,1.48,99.00
2026-05-10T09:34:00Z,1.48,99.00
2026-05-10T09:35:00Z,1.48,99.00
2026-05-10T09:36:00Z,1.48,99.00
2026-05-10T09:37:00Z,1.48,99.00
2026-05-10T09:39:00Z,1.00,99.00
2026-05-10T09:42:00Z,1.00,99.00
