# event_ticker=KXATPMATCH-26APR22FARHUR
# final_score=6-3 6-3
# match_winner=Hubert Hurkacz
# fav_player=Hubert Hurkacz
# dog_player=Jaime Faria
# kalshi_date=2026-04-22
timestamp,Jaime Faria,Hubert Hurkacz
2026-04-22T08:27:00Z,31.99,74.00
2026-04-22T08:34:00Z,31.99,71.00
2026-04-22T08:40:00Z,31.99,71.00
2026-04-22T08:41:00Z,31.99,72.00
2026-04-22T08:47:00Z,30.00,72.00
2026-04-22T09:31:00Z,30.00,72.00
2026-04-22T09:56:00Z,30.00,72.00
2026-04-22T10:05:00Z,30.00,72.00
2026-04-22T10:07:00Z,30.00,72.00
2026-04-22T10:08:00Z,30.00,72.00
2026-04-22T10:12:00Z,30.00,72.00
2026-04-22T10:23:00Z,30.00,72.00
2026-04-22T10:27:00Z,30.00,72.00
2026-04-22T10:34:00Z,30.00,70.00
2026-04-22T10:52:00Z,30.00,70.00
2026-04-22T10:56:00Z,29.00,70.00
2026-04-22T10:59:00Z,29.00,73.00
2026-04-22T11:10:00Z,29.00,73.00
2026-04-22T11:11:00Z,29.00,71.00
2026-04-22T11:16:00Z,30.00,71.00
2026-04-22T11:22:00Z,30.00,72.00
2026-04-22T11:28:00Z,30.00,72.00
2026-04-22T11:36:00Z,30.00,72.00
2026-04-22T11:40:00Z,30.00,73.00
2026-04-22T11:44:00Z,30.00,72.70
2026-04-22T11:45:00Z,30.00,73.00
2026-04-22T11:49:00Z,30.00,73.00
2026-04-22T11:55:00Z,29.00,73.00
2026-04-22T11:58:00Z,29.00,73.00
2026-04-22T12:02:00Z,29.00,73.00
2026-04-22T12:05:00Z,29.00,73.00
2026-04-22T12:07:00Z,29.00,73.00
2026-04-22T12:08:00Z,29.00,73.00
2026-04-22T12:11:00Z,29.00,73.00
2026-04-22T12:15:00Z,29.00,72.00
2026-04-22T12:18:00Z,29.00,72.00
2026-04-22T12:20:00Z,29.00,72.00
2026-04-22T12:21:00Z,29.00,72.00
2026-04-22T12:24:00Z,29.00,72.00
2026-04-22T12:27:00Z,29.00,72.00
2026-04-22T12:30:00Z,29.00,72.00
2026-04-22T12:33:00Z,29.00,72.00
2026-04-22T12:36:00Z,29.00,72.00
2026-04-22T12:40:00Z,29.00,72.10
2026-04-22T12:47:00Z,29.00,72.00
2026-04-22T12:52:00Z,29.00,73.00
2026-04-22T12:53:00Z,29.00,72.00
2026-04-22T13:02:00Z,29.00,72.00
2026-04-22T13:03:00Z,28.00,72.00
2026-04-22T13:04:00Z,29.00,72.00
2026-04-22T13:13:00Z,29.00,71.00
2026-04-22T13:19:00Z,29.00,72.00
2026-04-22T13:20:00Z,29.00,72.80
2026-04-22T13:23:00Z,29.00,73.00
2026-04-22T13:24:00Z,29.00,73.00
2026-04-22T13:25:00Z,29.00,73.00
2026-04-22T13:26:00Z,29.00,73.00
2026-04-22T13:31:00Z,29.00,72.00
2026-04-22T13:33:00Z,29.00,72.00
2026-04-22T13:34:00Z,29.00,72.00
2026-04-22T13:35:00Z,30.00,71.00
2026-04-22T13:41:00Z,30.00,71.00
2026-04-22T13:42:00Z,30.00,71.00
2026-04-22T13:43:00Z,30.00,71.00
2026-04-22T13:45:00Z,30.00,71.00
2026-04-22T13:46:00Z,30.00,71.00
2026-04-22T13:51:00Z,30.00,71.00
2026-04-22T13:53:00Z,30.00,71.00
2026-04-22T13:57:00Z,29.00,71.00
2026-04-22T13:58:00Z,30.00,71.00
2026-04-22T14:02:00Z,30.00,71.00
2026-04-22T14:03:00Z,30.00,71.00
2026-04-22T14:04:00Z,30.00,71.00
2026-04-22T14:06:00Z,30.00,71.00
2026-04-22T14:07:00Z,30.00,71.00
2026-04-22T14:08:00Z,30.00,71.00
2026-04-22T14:12:00Z,30.00,71.00
2026-04-22T14:14:00Z,30.00,71.00
2026-04-22T14:15:00Z,30.00,71.00
2026-04-22T14:17:00Z,30.00,71.00
2026-04-22T14:18:00Z,30.00,71.00
2026-04-22T14:19:00Z,30.00,71.00
2026-04-22T14:20:00Z,30.00,71.00
2026-04-22T14:22:00Z,30.00,71.00
2026-04-22T14:23:00Z,30.00,71.99
2026-04-22T14:24:00Z,30.00,72.00
2026-04-22T14:27:00Z,30.00,72.00
2026-04-22T14:28:00Z,30.00,72.00
2026-04-22T14:29:00Z,30.00,72.00
2026-04-22T14:31:00Z,30.00,72.00
2026-04-22T14:32:00Z,30.00,72.00
2026-04-22T14:33:00Z,30.00,72.00
2026-04-22T14:34:00Z,30.00,72.00
2026-04-22T14:35:00Z,30.00,72.00
2026-04-22T14:36:00Z,30.00,72.00
2026-04-22T14:38:00Z,30.00,72.00
2026-04-22T14:39:00Z,30.00,72.00
2026-04-22T14:40:00Z,30.00,72.00
2026-04-22T14:41:00Z,30.00,72.00
2026-04-22T14:43:00Z,30.00,73.00
2026-04-22T14:44:00Z,30.00,72.00
2026-04-22T14:46:00Z,30.00,73.00
2026-04-22T14:47:00Z,29.00,73.24
2026-04-22T14:48:00Z,28.00,72.02
2026-04-22T14:49:00Z,28.16,74.00
2026-04-22T14:50:00Z,28.16,73.00
2026-04-22T14:53:00Z,29.00,73.00
2026-04-22T14:56:00Z,29.00,73.00
2026-04-22T14:57:00Z,29.00,73.00
2026-04-22T14:58:00Z,29.83,73.00
2026-04-22T15:04:00Z,29.83,72.00
2026-04-22T15:05:00Z,29.83,73.00
2026-04-22T15:06:00Z,29.83,73.00
2026-04-22T15:07:00Z,29.00,73.00
2026-04-22T15:08:00Z,29.00,73.00
2026-04-22T15:09:00Z,29.00,73.00
2026-04-22T15:10:00Z,29.00,73.00
2026-04-22T15:11:00Z,28.41,73.00
2026-04-22T15:12:00Z,29.00,73.00
2026-04-22T15:13:00Z,29.00,73.00
2026-04-22T15:14:00Z,29.00,73.00
2026-04-22T15:15:00Z,29.00,73.00
2026-04-22T15:16:00Z,29.00,73.00
2026-04-22T15:17:00Z,28.32,73.00
2026-04-22T15:18:00Z,26.00,75.38
2026-04-22T15:19:00Z,26.00,75.81
2026-04-22T15:20:00Z,27.13,74.22
2026-04-22T15:21:00Z,27.99,74.02
2026-04-22T15:22:00Z,27.40,73.79
2026-04-22T15:23:00Z,26.03,74.84
2026-04-22T15:24:00Z,25.55,75.74
2026-04-22T15:25:00Z,23.78,78.82
2026-04-22T15:26:00Z,21.85,80.34
2026-04-22T15:27:00Z,21.21,81.15
2026-04-22T15:28:00Z,19.23,81.57
2026-04-22T15:29:00Z,18.64,85.32
2026-04-22T15:30:00Z,15.79,81.86
2026-04-22T15:31:00Z,14.84,85.68
2026-04-22T15:32:00Z,11.38,88.23
2026-04-22T15:33:00Z,8.25,91.76
2026-04-22T15:34:00Z,6.96,93.17
2026-04-22T15:35:00Z,5.53,95.26
2026-04-22T15:36:00Z,5.24,95.02
2026-04-22T15:37:00Z,5.12,95.66
2026-04-22T15:38:00Z,5.00,95.97
2026-04-22T15:39:00Z,5.00,95.11
2026-04-22T15:40:00Z,4.73,95.83
2026-04-22T15:41:00Z,4.20,95.92
2026-04-22T15:42:00Z,4.59,95.13
2026-04-22T15:43:00Z,4.55,96.00
2026-04-22T15:44:00Z,4.90,95.09
2026-04-22T15:45:00Z,4.77,95.42
2026-04-22T15:46:00Z,4.88,95.02
2026-04-22T15:47:00Z,7.27,92.73
2026-04-22T15:48:00Z,7.18,94.46
2026-04-22T15:49:00Z,7.54,93.27
2026-04-22T15:50:00Z,6.66,94.20
2026-04-22T15:51:00Z,5.02,95.50
2026-04-22T15:52:00Z,5.03,95.84
2026-04-22T15:53:00Z,6.00,94.30
2026-04-22T15:54:00Z,6.00,94.01
2026-04-22T15:55:00Z,5.91,94.00
2026-04-22T15:56:00Z,6.86,94.93
2026-04-22T15:57:00Z,5.81,94.16
2026-04-22T15:58:00Z,5.84,94.04
2026-04-22T15:59:00Z,6.00,93.99
2026-04-22T16:00:00Z,6.99,94.00
2026-04-22T16:01:00Z,7.63,95.00
2026-04-22T16:02:00Z,7.95,93.31
2026-04-22T16:03:00Z,8.71,91.92
2026-04-22T16:04:00Z,7.40,94.00
2026-04-22T16:05:00Z,7.18,93.43
2026-04-22T16:06:00Z,9.16,91.63
2026-04-22T16:07:00Z,9.79,91.87
2026-04-22T16:08:00Z,9.96,90.77
2026-04-22T16:09:00Z,10.50,90.13
2026-04-22T16:10:00Z,9.75,90.01
2026-04-22T16:11:00Z,10.81,89.55
2026-04-22T16:12:00Z,8.96,91.51
2026-04-22T16:13:00Z,8.83,91.93
2026-04-22T16:14:00Z,4.66,94.42
2026-04-22T16:15:00Z,7.15,93.97
2026-04-22T16:16:00Z,6.94,93.99
2026-04-22T16:17:00Z,4.04,97.31
2026-04-22T16:18:00Z,2.00,98.11
2026-04-22T16:19:00Z,1.98,98.00
2026-04-22T16:20:00Z,1.79,97.33
2026-04-22T16:21:00Z,1.43,99.00
2026-04-22T16:22:00Z,1.57,97.99
2026-04-22T16:23:00Z,1.91,98.47
2026-04-22T16:24:00Z,1.83,98.86
2026-04-22T16:25:00Z,2.00,98.86
2026-04-22T16:26:00Z,1.93,98.99
2026-04-22T16:27:00Z,1.00,99.00
2026-04-22T16:28:00Z,1.00,99.00
2026-04-22T16:29:00Z,1.00,99.00
2026-04-22T16:30:00Z,1.00,99.00
2026-04-22T16:31:00Z,1.00,99.00
2026-04-22T16:32:00Z,1.00,99.00
