# event_ticker=KXATPMATCH-25SEP25VUKALT
# final_score=6-4 6-2
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Daniel Altmaier
# kalshi_date=2025-09-25
timestamp,Aleksandar Vukic,Daniel Altmaier
2025-09-26T02:12:00Z,50.00,54.48
2025-09-26T02:13:00Z,50.01,51.34
2025-09-26T02:14:00Z,48.29,54.93
2025-09-26T02:15:00Z,51.00,50.00
2025-09-26T02:16:00Z,48.00,53.41
2025-09-26T02:17:00Z,49.61,56.76
2025-09-26T02:18:00Z,47.00,53.00
2025-09-26T02:19:00Z,46.00,52.42
2025-09-26T02:20:00Z,48.41,55.14
2025-09-26T02:21:00Z,49.00,52.30
2025-09-26T02:22:00Z,47.71,51.95
2025-09-26T02:23:00Z,48.03,54.09
2025-09-26T02:24:00Z,45.30,56.16
2025-09-26T02:25:00Z,45.43,55.00
2025-09-26T02:26:00Z,51.21,53.71
2025-09-26T02:27:00Z,49.00,53.00
2025-09-26T02:28:00Z,49.17,54.02
2025-09-26T02:29:00Z,51.91,50.65
2025-09-26T02:30:00Z,54.82,46.10
2025-09-26T02:31:00Z,57.27,51.00
2025-09-26T02:32:00Z,48.02,53.45
2025-09-26T02:33:00Z,46.00,56.00
2025-09-26T02:34:00Z,48.00,56.85
2025-09-26T02:35:00Z,48.32,47.71
2025-09-26T02:36:00Z,48.32,55.80
2025-09-26T02:37:00Z,48.32,53.72
2025-09-26T02:38:00Z,47.78,56.11
2025-09-26T02:39:00Z,45.00,57.47
2025-09-26T02:40:00Z,49.13,50.75
2025-09-26T02:41:00Z,56.40,48.69
2025-09-26T02:42:00Z,69.14,36.07
2025-09-26T02:43:00Z,70.56,30.49
2025-09-26T02:44:00Z,72.00,30.38
2025-09-26T02:45:00Z,71.97,28.18
2025-09-26T02:46:00Z,73.05,27.32
2025-09-26T02:47:00Z,74.24,25.99
2025-09-26T02:48:00Z,75.00,26.29
2025-09-26T02:49:00Z,75.00,24.32
2025-09-26T02:50:00Z,75.00,25.59
2025-09-26T02:51:00Z,76.00,27.00
2025-09-26T02:52:00Z,74.37,26.45
2025-09-26T02:53:00Z,73.98,24.36
2025-09-26T02:54:00Z,77.00,23.03
2025-09-26T02:55:00Z,78.33,22.54
2025-09-26T02:56:00Z,79.00,22.00
2025-09-26T02:57:00Z,79.42,22.71
2025-09-26T02:58:00Z,80.00,21.06
2025-09-26T02:59:00Z,80.00,21.31
2025-09-26T03:00:00Z,80.00,21.00
2025-09-26T03:01:00Z,80.42,15.62
2025-09-26T03:02:00Z,89.00,9.55
2025-09-26T03:03:00Z,86.24,11.87
2025-09-26T03:04:00Z,83.00,17.71
2025-09-26T03:05:00Z,92.26,9.30
2025-09-26T03:06:00Z,92.00,6.81
2025-09-26T03:07:00Z,91.56,9.11
2025-09-26T03:08:00Z,93.82,7.43
2025-09-26T03:09:00Z,94.09,6.46
2025-09-26T03:10:00Z,94.12,4.15
2025-09-26T03:11:00Z,95.69,5.23
2025-09-26T03:12:00Z,95.23,5.00
2025-09-26T03:13:00Z,97.42,3.25
2025-09-26T03:14:00Z,99.00,3.53
2025-09-26T03:15:00Z,99.00,1.04
2025-09-26T03:16:00Z,98.26,1.00
2025-09-26T03:18:00Z,98.86,1.00
2025-09-26T03:19:00Z,99.00,2.00
2025-09-26T03:20:00Z,99.00,1.00
2025-09-26T03:21:00Z,99.00,1.89
2025-09-26T03:23:00Z,99.00,2.00
2025-09-26T03:24:00Z,99.00,1.10
2025-09-26T03:27:00Z,99.00,1.10
2025-09-26T03:28:00Z,99.00,1.09
2025-09-26T03:29:00Z,98.00,1.09
2025-09-26T03:30:00Z,99.00,1.00
2025-09-26T03:31:00Z,99.00,2.00
2025-09-26T03:32:00Z,99.00,1.00
2025-09-26T03:33:00Z,99.00,1.00
2025-09-26T03:34:00Z,99.00,1.25
2025-09-26T03:35:00Z,99.00,2.00
2025-09-26T03:36:00Z,99.00,1.00
2025-09-26T03:38:00Z,99.00,1.00
2025-09-26T03:39:00Z,99.00,1.00
