# event_ticker=KXATPCHALLENGERMATCH-26MAR31NOGTUN
# final_score=6-3 6-2
# match_winner=Tung-Lin Wu
# fav_player=Tung-Lin Wu
# dog_player=Rio Noguchi
# kalshi_date=2026-03-31
timestamp,Tung-Lin Wu,Rio Noguchi
2026-03-30T19:40:00Z,,50.00
2026-03-30T21:26:00Z,,51.00
2026-03-30T21:34:00Z,,51.00
2026-03-31T00:07:00Z,,51.00
2026-03-31T00:18:00Z,,51.00
2026-03-31T01:08:00Z,,51.00
2026-03-31T01:12:00Z,,51.00
2026-03-31T01:31:00Z,,51.00
2026-03-31T02:33:00Z,,51.00
2026-03-31T02:42:00Z,50.00,51.00
2026-03-31T02:46:00Z,50.00,51.00
2026-03-31T02:54:00Z,50.00,51.47
2026-03-31T02:55:00Z,50.00,51.90
2026-03-31T02:56:00Z,50.00,52.29
2026-03-31T02:57:00Z,49.00,54.15
2026-03-31T02:58:00Z,48.42,54.31
2026-03-31T03:00:00Z,48.42,53.00
2026-03-31T03:01:00Z,49.00,54.73
2026-03-31T03:02:00Z,49.00,54.76
2026-03-31T03:03:00Z,49.00,54.77
2026-03-31T03:04:00Z,48.00,55.16
2026-03-31T03:10:00Z,48.00,55.16
2026-03-31T03:13:00Z,48.00,54.64
2026-03-31T03:14:00Z,48.00,56.00
2026-03-31T03:15:00Z,48.00,56.00
2026-03-31T03:18:00Z,48.00,56.00
2026-03-31T03:24:00Z,47.00,56.00
2026-03-31T03:26:00Z,46.00,55.58
2026-03-31T03:27:00Z,47.00,56.00
2026-03-31T03:28:00Z,46.00,56.00
2026-03-31T03:29:00Z,46.00,56.00
2026-03-31T03:30:00Z,46.00,56.00
2026-03-31T03:31:00Z,46.00,56.00
2026-03-31T03:32:00Z,46.00,56.00
2026-03-31T03:34:00Z,46.00,56.00
2026-03-31T03:35:00Z,46.00,56.00
2026-03-31T03:36:00Z,46.00,56.00
2026-03-31T03:37:00Z,44.08,56.00
2026-03-31T03:38:00Z,44.08,56.00
2026-03-31T03:40:00Z,44.08,56.00
2026-03-31T03:43:00Z,44.08,56.00
2026-03-31T03:49:00Z,44.08,55.00
2026-03-31T03:52:00Z,44.08,55.00
2026-03-31T03:53:00Z,44.08,55.00
2026-03-31T03:54:00Z,44.08,55.64
2026-03-31T03:56:00Z,46.00,55.64
2026-03-31T03:58:00Z,46.00,56.52
2026-03-31T04:02:00Z,46.00,54.68
2026-03-31T04:05:00Z,46.00,54.68
2026-03-31T04:06:00Z,46.00,56.00
2026-03-31T04:07:00Z,46.00,56.83
2026-03-31T04:08:00Z,45.00,56.46
2026-03-31T04:10:00Z,45.00,57.00
2026-03-31T04:11:00Z,45.00,57.00
2026-03-31T04:13:00Z,45.00,56.67
2026-03-31T04:15:00Z,45.69,56.00
2026-03-31T04:16:00Z,45.69,56.00
2026-03-31T04:17:00Z,46.00,56.00
2026-03-31T04:19:00Z,46.00,56.00
2026-03-31T04:26:00Z,46.41,56.00
2026-03-31T04:28:00Z,46.41,54.00
2026-03-31T04:29:00Z,46.00,56.00
2026-03-31T04:31:00Z,46.00,56.88
2026-03-31T04:33:00Z,46.00,57.00
2026-03-31T04:37:00Z,46.00,56.00
2026-03-31T04:38:00Z,46.00,55.87
2026-03-31T04:39:00Z,44.12,56.02
2026-03-31T04:40:00Z,44.12,57.00
2026-03-31T04:41:00Z,46.00,56.89
2026-03-31T04:42:00Z,46.00,57.00
2026-03-31T04:45:00Z,46.80,57.00
2026-03-31T04:47:00Z,46.80,54.24
2026-03-31T04:48:00Z,46.80,56.00
2026-03-31T04:49:00Z,46.80,56.17
2026-03-31T04:51:00Z,47.00,55.88
2026-03-31T04:52:00Z,47.00,55.87
2026-03-31T04:54:00Z,47.00,55.00
2026-03-31T04:55:00Z,47.00,55.00
2026-03-31T04:56:00Z,47.00,55.00
2026-03-31T04:57:00Z,42.04,65.03
2026-03-31T04:58:00Z,42.76,57.19
2026-03-31T04:59:00Z,42.86,58.13
2026-03-31T05:00:00Z,43.04,57.09
2026-03-31T05:01:00Z,44.39,56.27
2026-03-31T05:02:00Z,45.15,55.00
2026-03-31T05:03:00Z,46.00,55.00
2026-03-31T05:04:00Z,46.00,56.58
2026-03-31T05:05:00Z,46.00,56.58
2026-03-31T05:06:00Z,46.00,54.00
2026-03-31T05:07:00Z,45.80,56.35
2026-03-31T05:08:00Z,45.80,54.00
2026-03-31T05:09:00Z,45.80,57.00
2026-03-31T05:10:00Z,45.80,58.00
2026-03-31T05:11:00Z,45.00,54.72
2026-03-31T05:12:00Z,45.00,58.00
2026-03-31T05:13:00Z,45.00,58.00
2026-03-31T05:14:00Z,45.87,57.90
2026-03-31T05:15:00Z,45.83,57.90
2026-03-31T05:16:00Z,45.83,57.00
