# event_ticker=KXATPCHALLENGERMATCH-26MAR31NOGTUN
# final_score=6-3 6-2
# match_winner=Tung-Lin Wu
# fav_player=Tung-Lin Wu
# dog_player=Rio Noguchi
# kalshi_date=2026-03-31
timestamp,Tung-Lin Wu,Rio Noguchi
2026-03-31T05:17:00Z,45.80,57.46
2026-03-31T05:18:00Z,44.00,58.85
2026-03-31T05:19:00Z,45.86,57.00
2026-03-31T05:20:00Z,45.03,58.84
2026-03-31T05:21:00Z,45.03,56.20
2026-03-31T05:22:00Z,43.00,56.20
2026-03-31T05:23:00Z,43.00,59.31
2026-03-31T05:24:00Z,42.95,59.62
2026-03-31T05:25:00Z,44.00,60.00
2026-03-31T05:26:00Z,44.00,57.00
2026-03-31T05:27:00Z,44.57,60.48
2026-03-31T05:28:00Z,44.57,59.00
2026-03-31T05:29:00Z,44.00,59.00
2026-03-31T05:30:00Z,44.00,59.00
2026-03-31T05:31:00Z,44.00,60.00
2026-03-31T05:32:00Z,42.36,60.23
2026-03-31T05:33:00Z,40.88,60.94
2026-03-31T05:34:00Z,42.94,59.83
2026-03-31T05:35:00Z,43.86,58.92
2026-03-31T05:36:00Z,42.76,59.80
2026-03-31T05:37:00Z,42.99,57.00
2026-03-31T05:38:00Z,44.00,57.00
2026-03-31T05:39:00Z,44.00,59.00
2026-03-31T05:40:00Z,44.00,59.67
2026-03-31T05:41:00Z,44.00,58.85
2026-03-31T05:42:00Z,44.00,57.00
2026-03-31T05:43:00Z,43.60,59.00
2026-03-31T05:44:00Z,43.60,59.00
2026-03-31T05:46:00Z,43.94,56.04
2026-03-31T05:48:00Z,43.94,59.76
2026-03-31T05:52:00Z,43.94,58.96
2026-03-31T05:53:00Z,43.94,58.99
2026-03-31T05:55:00Z,43.94,58.00
2026-03-31T05:56:00Z,43.94,57.29
2026-03-31T05:59:00Z,43.94,59.41
2026-03-31T06:00:00Z,43.94,60.00
2026-03-31T06:01:00Z,41.99,60.00
2026-03-31T06:02:00Z,41.99,60.00
2026-03-31T06:03:00Z,41.99,60.00
2026-03-31T06:05:00Z,43.00,60.00
2026-03-31T06:06:00Z,42.33,56.20
2026-03-31T06:07:00Z,42.33,59.00
2026-03-31T06:08:00Z,42.33,59.85
2026-03-31T06:09:00Z,43.99,60.00
2026-03-31T06:10:00Z,43.41,59.00
2026-03-31T06:12:00Z,43.41,59.93
2026-03-31T06:13:00Z,43.94,59.93
2026-03-31T06:15:00Z,43.94,59.88
2026-03-31T06:16:00Z,43.94,59.92
2026-03-31T06:17:00Z,42.98,59.92
2026-03-31T06:18:00Z,42.98,59.00
2026-03-31T06:19:00Z,42.98,59.50
2026-03-31T06:20:00Z,42.98,59.00
2026-03-31T06:21:00Z,44.00,59.00
2026-03-31T06:23:00Z,43.00,59.00
2026-03-31T06:24:00Z,43.98,59.00
2026-03-31T06:27:00Z,43.98,59.00
2026-03-31T06:29:00Z,43.98,59.00
2026-03-31T06:34:00Z,43.98,59.00
2026-03-31T06:35:00Z,43.72,59.00
2026-03-31T06:37:00Z,44.00,59.00
2026-03-31T06:38:00Z,44.00,58.92
2026-03-31T06:40:00Z,44.00,59.00
2026-03-31T06:41:00Z,44.17,59.00
2026-03-31T06:42:00Z,44.17,59.73
2026-03-31T06:43:00Z,42.34,60.55
2026-03-31T06:44:00Z,39.32,65.73
2026-03-31T06:45:00Z,39.41,62.70
2026-03-31T06:46:00Z,37.07,65.59
2026-03-31T06:47:00Z,39.34,62.68
2026-03-31T06:48:00Z,42.33,61.00
2026-03-31T06:49:00Z,41.18,61.12
2026-03-31T06:50:00Z,41.96,60.84
2026-03-31T06:51:00Z,35.77,66.87
2026-03-31T06:52:00Z,39.03,64.44
2026-03-31T06:53:00Z,38.80,61.84
2026-03-31T06:54:00Z,40.29,61.92
2026-03-31T06:55:00Z,35.48,65.73
2026-03-31T06:56:00Z,43.23,61.28
2026-03-31T06:57:00Z,39.07,63.62
2026-03-31T06:58:00Z,42.78,60.15
2026-03-31T06:59:00Z,42.70,58.61
2026-03-31T07:00:00Z,43.61,58.36
2026-03-31T07:01:00Z,41.19,59.16
2026-03-31T07:02:00Z,41.75,60.63
2026-03-31T07:03:00Z,36.36,66.83
2026-03-31T07:04:00Z,41.76,61.46
2026-03-31T07:05:00Z,37.00,63.67
2026-03-31T07:06:00Z,39.66,60.63
2026-03-31T07:07:00Z,41.62,59.04
2026-03-31T07:08:00Z,43.69,56.77
2026-03-31T07:09:00Z,49.84,53.61
2026-03-31T07:10:00Z,54.50,49.42
2026-03-31T07:11:00Z,56.84,43.92
2026-03-31T07:12:00Z,58.85,42.36
2026-03-31T07:13:00Z,48.56,48.10
2026-03-31T07:14:00Z,37.51,58.71
2026-03-31T07:15:00Z,36.47,65.35
2026-03-31T07:16:00Z,39.18,66.10
2026-03-31T07:17:00Z,29.73,70.28
2026-03-31T07:18:00Z,24.62,76.62
2026-03-31T07:19:00Z,41.75,56.45
2026-03-31T07:20:00Z,49.95,52.84
2026-03-31T07:21:00Z,49.29,44.51
2026-03-31T07:22:00Z,59.06,39.85
2026-03-31T07:23:00Z,62.83,36.18
2026-03-31T07:24:00Z,63.55,35.55
2026-03-31T07:25:00Z,70.34,31.57
2026-03-31T07:26:00Z,66.19,33.50
2026-03-31T07:27:00Z,60.49,41.91
2026-03-31T07:28:00Z,54.05,47.91
2026-03-31T07:29:00Z,56.45,46.54
2026-03-31T07:30:00Z,57.49,49.28
2026-03-31T07:31:00Z,59.69,42.62
2026-03-31T07:32:00Z,60.62,39.71
2026-03-31T07:33:00Z,60.54,39.91
2026-03-31T07:34:00Z,58.00,43.20
2026-03-31T07:35:00Z,59.68,42.34
2026-03-31T07:36:00Z,60.57,42.10
2026-03-31T07:37:00Z,61.32,40.44
2026-03-31T07:38:00Z,64.59,38.30
2026-03-31T07:39:00Z,64.38,35.99
2026-03-31T07:40:00Z,63.83,37.23
2026-03-31T07:41:00Z,65.06,37.43
2026-03-31T07:42:00Z,64.15,34.33
2026-03-31T07:43:00Z,76.14,22.58
2026-03-31T07:44:00Z,84.06,17.83
2026-03-31T07:45:00Z,82.70,20.95
2026-03-31T07:46:00Z,85.39,13.76
2026-03-31T07:47:00Z,88.71,11.23
2026-03-31T07:48:00Z,94.13,7.03
2026-03-31T07:49:00Z,94.22,5.51
2026-03-31T07:50:00Z,96.78,2.30
2026-03-31T07:51:00Z,97.71,2.45
2026-03-31T07:52:00Z,98.81,1.12
2026-03-31T07:53:00Z,98.01,2.33
2026-03-31T07:54:00Z,98.88,2.53
2026-03-31T07:55:00Z,98.77,2.53
2026-03-31T07:56:00Z,98.08,3.03
2026-03-31T07:57:00Z,98.05,3.06
2026-03-31T07:58:00Z,98.12,2.22
2026-03-31T07:59:00Z,97.73,3.19
2026-03-31T08:00:00Z,97.70,3.93
2026-03-31T08:01:00Z,96.51,5.13
2026-03-31T08:02:00Z,92.27,7.97
2026-03-31T08:03:00Z,93.98,8.13
2026-03-31T08:04:00Z,96.99,7.57
2026-03-31T08:05:00Z,98.32,2.08
2026-03-31T08:06:00Z,98.96,1.00
2026-03-31T08:07:00Z,99.00,1.00
2026-03-31T08:08:00Z,99.00,1.00
2026-03-31T08:09:00Z,99.00,1.00
2026-03-31T08:10:00Z,99.00,1.00
2026-03-31T08:12:00Z,99.00,1.00
2026-03-31T08:13:00Z,99.00,1.00
