# event_ticker=KXATPCHALLENGERMATCH-26MAY12MONAND
# final_score=4-6 6-4 6-4
# score_resolution=6-4 4-6 4-6
# match_winner=Andy Andrade
# fav_player=Thiago Monteiro
# dog_player=Andres Andrade
# kalshi_date=2026-05-12
timestamp,Thiago Monteiro,Andres Andrade
2026-05-12T23:14:00Z,63.78,36.30
2026-05-12T23:15:00Z,64.80,36.98
2026-05-12T23:16:00Z,64.00,36.88
2026-05-12T23:17:00Z,63.00,37.00
2026-05-12T23:18:00Z,63.00,37.00
2026-05-12T23:19:00Z,64.63,35.89
2026-05-12T23:20:00Z,64.80,37.00
2026-05-12T23:21:00Z,63.95,35.95
2026-05-12T23:22:00Z,63.41,35.10
2026-05-12T23:23:00Z,63.92,35.02
2026-05-12T23:24:00Z,63.00,37.00
2026-05-12T23:25:00Z,63.08,37.00
2026-05-12T23:26:00Z,63.12,37.00
2026-05-12T23:27:00Z,63.00,37.00
2026-05-12T23:28:00Z,63.74,35.00
2026-05-12T23:29:00Z,63.00,35.00
2026-05-12T23:30:00Z,64.77,35.00
2026-05-12T23:31:00Z,63.71,35.00
2026-05-12T23:32:00Z,65.00,35.00
2026-05-12T23:33:00Z,64.41,35.00
2026-05-12T23:34:00Z,63.64,37.00
2026-05-12T23:35:00Z,65.00,37.00
2026-05-12T23:36:00Z,63.00,37.00
2026-05-12T23:37:00Z,64.19,36.35
2026-05-12T23:38:00Z,63.22,35.17
2026-05-12T23:39:00Z,64.17,36.03
2026-05-12T23:40:00Z,63.09,36.81
2026-05-12T23:41:00Z,63.67,35.00
2026-05-12T23:42:00Z,64.82,35.00
2026-05-12T23:43:00Z,63.00,37.00
2026-05-12T23:44:00Z,64.99,37.00
2026-05-12T23:45:00Z,63.36,37.00
2026-05-12T23:46:00Z,64.15,37.00
2026-05-12T23:47:00Z,64.38,35.39
2026-05-12T23:48:00Z,64.72,35.04
2026-05-12T23:49:00Z,63.00,37.00
2026-05-12T23:50:00Z,63.98,35.00
2026-05-12T23:51:00Z,63.07,36.16
2026-05-12T23:52:00Z,63.00,36.94
2026-05-12T23:53:00Z,63.39,35.05
2026-05-12T23:54:00Z,63.94,35.05
2026-05-12T23:55:00Z,63.63,37.00
2026-05-12T23:56:00Z,63.21,36.57
2026-05-12T23:57:00Z,63.21,36.81
2026-05-12T23:58:00Z,64.16,35.34
2026-05-12T23:59:00Z,63.17,36.96
2026-05-13T00:00:00Z,63.17,37.00
2026-05-13T00:01:00Z,63.99,35.61
2026-05-13T00:02:00Z,63.70,35.61
2026-05-13T00:03:00Z,63.00,36.12
2026-05-13T00:04:00Z,63.00,36.82
2026-05-13T00:05:00Z,63.00,36.00
2026-05-13T00:06:00Z,63.01,35.51
2026-05-13T00:07:00Z,63.28,37.00
2026-05-13T00:08:00Z,64.00,36.00
2026-05-13T00:09:00Z,63.85,36.00
2026-05-13T00:10:00Z,63.66,37.00
2026-05-13T00:11:00Z,63.00,35.37
2026-05-13T00:12:00Z,63.30,35.50
2026-05-13T00:13:00Z,64.58,36.45
2026-05-13T00:14:00Z,64.00,35.13
2026-05-13T00:15:00Z,63.84,35.47
2026-05-13T00:16:00Z,64.96,35.47
2026-05-13T00:17:00Z,63.00,36.00
2026-05-13T00:18:00Z,63.08,36.00
2026-05-13T00:19:00Z,63.00,36.93
2026-05-13T00:20:00Z,63.23,36.93
2026-05-13T00:21:00Z,63.05,35.44
2026-05-13T00:22:00Z,63.07,35.87
2026-05-13T00:23:00Z,63.34,37.00
2026-05-13T00:24:00Z,64.28,37.00
2026-05-13T00:25:00Z,63.39,35.05
2026-05-13T00:26:00Z,65.00,35.64
2026-05-13T00:27:00Z,63.02,35.03
2026-05-13T00:28:00Z,62.83,35.31
2026-05-13T00:29:00Z,63.29,36.00
2026-05-13T00:30:00Z,62.99,37.00
2026-05-13T00:31:00Z,63.26,37.00
2026-05-13T00:32:00Z,63.94,36.06
2026-05-13T00:33:00Z,63.77,37.00
2026-05-13T00:34:00Z,63.17,35.20
2026-05-13T00:35:00Z,63.09,35.00
2026-05-13T00:36:00Z,63.00,35.00
2026-05-13T00:37:00Z,63.00,35.00
2026-05-13T00:38:00Z,63.96,36.00
2026-05-13T00:39:00Z,63.13,36.00
2026-05-13T00:40:00Z,63.41,37.00
2026-05-13T00:41:00Z,63.72,37.00
2026-05-13T00:42:00Z,63.49,37.00
2026-05-13T00:43:00Z,63.49,35.81
2026-05-13T00:44:00Z,63.00,35.81
2026-05-13T00:45:00Z,64.00,37.00
2026-05-13T00:46:00Z,63.19,37.00
2026-05-13T00:47:00Z,63.19,37.00
2026-05-13T00:48:00Z,64.00,36.73
2026-05-13T00:49:00Z,63.24,36.73
2026-05-13T00:50:00Z,63.82,37.00
2026-05-13T00:51:00Z,63.00,35.00
2026-05-13T00:52:00Z,63.02,35.00
2026-05-13T00:53:00Z,63.06,37.00
2026-05-13T00:54:00Z,63.35,37.00
2026-05-13T00:55:00Z,63.00,37.00
2026-05-13T00:56:00Z,64.00,35.00
2026-05-13T00:57:00Z,63.29,36.95
2026-05-13T00:58:00Z,63.00,35.05
2026-05-13T00:59:00Z,62.54,37.00
2026-05-13T01:00:00Z,63.91,37.00
2026-05-13T01:01:00Z,62.09,35.56
2026-05-13T01:02:00Z,62.00,35.00
2026-05-13T01:03:00Z,62.20,35.01
2026-05-13T01:04:00Z,61.00,35.01
2026-05-13T01:05:00Z,63.53,37.00
2026-05-13T01:06:00Z,62.33,36.00
2026-05-13T01:07:00Z,62.25,36.25
2026-05-13T01:08:00Z,61.35,35.00
2026-05-13T01:09:00Z,62.89,35.00
2026-05-13T01:10:00Z,62.34,36.00
2026-05-13T01:11:00Z,63.04,35.04
2026-05-13T01:12:00Z,64.00,37.00
2026-05-13T01:13:00Z,61.01,35.74
2026-05-13T01:14:00Z,63.61,37.00
2026-05-13T01:15:00Z,62.18,36.00
2026-05-13T01:16:00Z,61.49,35.45
2026-05-13T01:17:00Z,61.57,36.72
2026-05-13T01:18:00Z,61.00,37.00
2026-05-13T01:19:00Z,61.66,37.80
2026-05-13T01:20:00Z,62.50,38.00
2026-05-13T01:21:00Z,63.22,37.74
2026-05-13T01:22:00Z,61.67,37.78
2026-05-13T01:23:00Z,61.74,36.20
2026-05-13T01:24:00Z,61.42,35.62
2026-05-13T01:25:00Z,63.00,37.00
2026-05-13T01:26:00Z,62.82,37.00
2026-05-13T01:27:00Z,63.00,37.00
2026-05-13T01:28:00Z,62.21,36.15
2026-05-13T01:29:00Z,62.03,37.00
2026-05-13T01:30:00Z,62.57,37.00
2026-05-13T01:31:00Z,62.00,36.00
2026-05-13T01:32:00Z,62.03,36.72
2026-05-13T01:33:00Z,62.96,36.00
2026-05-13T01:34:00Z,62.87,37.00
2026-05-13T01:35:00Z,62.29,37.00
2026-05-13T01:36:00Z,61.00,37.00
2026-05-13T01:37:00Z,61.00,36.39
2026-05-13T01:38:00Z,63.00,36.39
2026-05-13T01:39:00Z,63.00,36.00
2026-05-13T01:40:00Z,63.00,36.00
2026-05-13T01:41:00Z,63.00,37.00
2026-05-13T01:42:00Z,63.00,36.03
2026-05-13T01:43:00Z,63.00,36.00
2026-05-13T01:44:00Z,61.00,36.00
2026-05-13T01:45:00Z,61.41,36.00
2026-05-13T01:46:00Z,63.00,36.00
2026-05-13T01:47:00Z,61.64,36.00
2026-05-13T01:48:00Z,63.00,36.00
2026-05-13T01:49:00Z,62.90,37.00
2026-05-13T01:50:00Z,61.00,37.00
2026-05-13T01:51:00Z,61.67,36.07
2026-05-13T01:52:00Z,62.11,37.00
2026-05-13T01:53:00Z,63.00,36.00
2026-05-13T01:54:00Z,62.03,36.23
2026-05-13T01:55:00Z,62.25,36.00
2026-05-13T01:56:00Z,62.00,36.00
2026-05-13T01:57:00Z,62.72,36.00
2026-05-13T01:58:00Z,62.53,36.00
2026-05-13T01:59:00Z,62.94,37.00
2026-05-13T02:00:00Z,62.80,36.00
2026-05-13T02:01:00Z,62.00,36.39
2026-05-13T02:02:00Z,62.76,36.24
2026-05-13T02:03:00Z,62.76,36.33
2026-05-13T02:04:00Z,62.97,36.33
2026-05-13T02:05:00Z,62.17,36.00
2026-05-13T02:06:00Z,63.00,36.00
2026-05-13T02:07:00Z,63.00,36.00
2026-05-13T02:08:00Z,62.77,36.00
2026-05-13T02:09:00Z,63.00,36.00
2026-05-13T02:10:00Z,63.00,36.52
2026-05-13T02:11:00Z,62.00,36.24
2026-05-13T02:12:00Z,62.80,36.00
2026-05-13T02:13:00Z,61.46,36.00
2026-05-13T02:14:00Z,63.00,36.00
2026-05-13T02:15:00Z,63.00,36.00
2026-05-13T02:16:00Z,62.66,36.00
2026-05-13T02:17:00Z,63.00,36.00
2026-05-13T02:18:00Z,61.04,36.00
2026-05-13T02:19:00Z,61.32,36.00
2026-05-13T02:20:00Z,63.00,36.00
2026-05-13T02:21:00Z,62.69,36.00
2026-05-13T02:22:00Z,62.00,36.00
2026-05-13T02:23:00Z,62.99,37.00
2026-05-13T02:24:00Z,62.95,36.55
2026-05-13T02:25:00Z,62.59,37.00
2026-05-13T02:26:00Z,63.00,36.05
2026-05-13T02:27:00Z,61.79,37.86
2026-05-13T02:28:00Z,61.35,37.16
2026-05-13T02:29:00Z,62.64,37.16
2026-05-13T02:30:00Z,62.57,37.26
2026-05-13T02:31:00Z,62.85,37.00
2026-05-13T02:32:00Z,61.00,37.94
2026-05-13T02:33:00Z,61.76,37.95
2026-05-13T02:34:00Z,62.82,37.94
2026-05-13T02:35:00Z,61.79,38.00
2026-05-13T02:36:00Z,63.00,38.00
