# event_ticker=KXATPMATCH-26APR12ZVEKEC
# final_score=6-3 3-6 7-6(2)
# score_resolution=3-6 6-3 6-7
# match_winner=Alexander Zverev
# fav_player=Miomir Kecmanovic
# dog_player=Alexander Zverev
# kalshi_date=2026-04-12
timestamp,Miomir Kecmanovic,Alexander Zverev
2026-04-13T23:22:00Z,,85.00
2026-04-13T23:25:00Z,,85.00
2026-04-13T23:27:00Z,,85.00
2026-04-13T23:36:00Z,,85.00
2026-04-13T23:41:00Z,,85.00
2026-04-13T23:53:00Z,,85.00
2026-04-13T23:56:00Z,15.00,85.00
2026-04-13T23:57:00Z,15.00,85.00
2026-04-14T00:08:00Z,15.00,85.00
2026-04-14T00:18:00Z,15.00,85.00
2026-04-14T00:25:00Z,15.00,85.00
2026-04-14T00:26:00Z,15.00,85.00
2026-04-14T00:43:00Z,15.00,85.85
2026-04-14T00:46:00Z,16.00,85.85
2026-04-14T00:54:00Z,15.00,85.85
2026-04-14T00:59:00Z,15.00,85.00
2026-04-14T01:17:00Z,15.00,85.00
2026-04-14T01:20:00Z,16.00,85.00
2026-04-14T01:37:00Z,15.00,85.00
2026-04-14T01:38:00Z,16.00,85.00
2026-04-14T01:53:00Z,16.00,85.00
2026-04-14T01:56:00Z,16.00,85.00
2026-04-14T02:04:00Z,16.00,85.00
2026-04-14T02:19:00Z,16.00,85.00
2026-04-14T02:20:00Z,16.00,85.00
2026-04-14T02:23:00Z,16.00,85.00
2026-04-14T02:24:00Z,16.00,85.00
2026-04-14T02:27:00Z,16.00,85.00
2026-04-14T02:33:00Z,16.00,85.00
2026-04-14T02:34:00Z,16.00,85.00
2026-04-14T02:37:00Z,16.00,85.10
2026-04-14T02:39:00Z,16.00,86.00
2026-04-14T02:41:00Z,16.00,86.00
2026-04-14T02:55:00Z,16.00,86.00
2026-04-14T02:58:00Z,16.00,86.00
2026-04-14T02:59:00Z,16.00,86.00
2026-04-14T03:03:00Z,16.00,86.00
2026-04-14T03:10:00Z,16.00,86.00
2026-04-14T03:11:00Z,16.00,86.00
2026-04-14T03:12:00Z,16.00,86.00
2026-04-14T03:17:00Z,16.00,86.00
2026-04-14T03:20:00Z,16.00,85.00
2026-04-14T03:27:00Z,15.00,85.00
2026-04-14T03:42:00Z,15.00,85.00
2026-04-14T03:44:00Z,15.00,85.00
2026-04-14T03:45:00Z,15.00,85.00
2026-04-14T03:47:00Z,15.00,84.00
2026-04-14T03:55:00Z,15.00,84.00
2026-04-14T03:58:00Z,15.00,85.00
2026-04-14T03:59:00Z,15.00,85.00
2026-04-14T04:07:00Z,15.00,85.00
2026-04-14T04:10:00Z,15.00,85.00
2026-04-14T04:16:00Z,15.00,85.00
