# event_ticker=KXATPMATCH-26MAY06MULVAN
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Botic Van De Zandschulp
# fav_player=Alexandre Muller
# dog_player=Botic Van de Zandschulp
# kalshi_date=2026-05-06
timestamp,Alexandre Muller,Botic Van de Zandschulp
2026-05-06T00:26:00Z,,57.00
2026-05-06T00:31:00Z,44.00,57.00
2026-05-06T00:33:00Z,44.00,57.00
2026-05-06T00:43:00Z,44.00,57.00
2026-05-06T00:47:00Z,44.00,57.00
2026-05-06T01:00:00Z,44.00,57.00
2026-05-06T01:41:00Z,44.00,57.00
2026-05-06T02:12:00Z,44.00,57.00
2026-05-06T02:41:00Z,44.00,57.00
2026-05-06T02:47:00Z,44.00,57.00
2026-05-06T02:48:00Z,44.00,57.73
2026-05-06T02:53:00Z,44.00,58.00
2026-05-06T02:55:00Z,44.00,58.00
2026-05-06T03:02:00Z,44.00,58.00
2026-05-06T03:04:00Z,44.00,58.00
2026-05-06T03:05:00Z,44.00,58.00
2026-05-06T03:09:00Z,44.00,58.00
2026-05-06T03:20:00Z,44.00,58.00
2026-05-06T03:31:00Z,44.00,58.00
2026-05-06T03:39:00Z,44.00,58.00
2026-05-06T03:46:00Z,44.00,58.00
2026-05-06T03:49:00Z,44.00,58.00
2026-05-06T03:58:00Z,44.00,58.00
2026-05-06T04:02:00Z,44.00,57.00
2026-05-06T04:04:00Z,44.00,57.00
2026-05-06T04:06:00Z,44.00,57.00
2026-05-06T04:07:00Z,44.00,57.00
2026-05-06T04:08:00Z,44.00,57.00
2026-05-06T04:22:00Z,44.00,57.00
2026-05-06T04:27:00Z,42.00,57.00
2026-05-06T04:28:00Z,42.00,57.57
2026-05-06T04:31:00Z,44.00,57.57
2026-05-06T04:33:00Z,44.00,58.00
2026-05-06T04:37:00Z,44.00,58.00
2026-05-06T04:38:00Z,44.00,58.00
2026-05-06T04:41:00Z,44.00,58.00
2026-05-06T04:47:00Z,44.00,58.00
2026-05-06T04:48:00Z,44.00,58.00
2026-05-06T05:03:00Z,44.00,58.00
2026-05-06T05:06:00Z,44.00,58.00
2026-05-06T05:08:00Z,44.00,58.00
2026-05-06T05:10:00Z,44.00,58.00
2026-05-06T05:12:00Z,44.00,58.00
2026-05-06T05:14:00Z,44.00,58.00
2026-05-06T05:16:00Z,44.00,58.00
2026-05-06T05:18:00Z,44.00,59.00
2026-05-06T05:21:00Z,44.00,59.00
2026-05-06T05:22:00Z,43.00,59.00
2026-05-06T05:23:00Z,43.00,59.00
2026-05-06T05:26:00Z,43.00,57.00
2026-05-06T05:28:00Z,43.00,58.00
2026-05-06T05:33:00Z,43.00,58.00
2026-05-06T05:34:00Z,43.00,58.00
2026-05-06T05:37:00Z,43.00,58.00
2026-05-06T05:40:00Z,43.00,58.00
2026-05-06T05:46:00Z,43.00,59.00
2026-05-06T05:49:00Z,43.00,59.00
2026-05-06T05:52:00Z,43.00,59.00
2026-05-06T06:11:00Z,43.00,59.00
2026-05-06T06:17:00Z,43.00,57.30
2026-05-06T06:26:00Z,43.00,58.00
2026-05-06T06:27:00Z,43.00,59.00
2026-05-06T06:33:00Z,43.00,59.00
2026-05-06T06:34:00Z,43.00,59.00
2026-05-06T06:36:00Z,43.00,58.00
2026-05-06T06:38:00Z,43.00,58.00
2026-05-06T06:47:00Z,43.00,58.00
2026-05-06T07:05:00Z,43.00,58.00
2026-05-06T07:06:00Z,43.00,58.00
2026-05-06T07:08:00Z,43.00,58.00
2026-05-06T07:14:00Z,43.00,58.00
2026-05-06T07:16:00Z,43.00,58.00
2026-05-06T07:25:00Z,43.00,59.00
2026-05-06T07:30:00Z,43.00,59.00
2026-05-06T07:33:00Z,43.00,59.00
2026-05-06T07:48:00Z,43.00,58.00
2026-05-06T08:03:00Z,43.00,58.00
2026-05-06T08:12:00Z,43.00,58.00
2026-05-06T08:13:00Z,43.00,58.00
2026-05-06T08:25:00Z,43.00,58.00
2026-05-06T08:51:00Z,43.00,58.00
2026-05-06T08:53:00Z,43.00,58.00
2026-05-06T08:59:00Z,43.00,58.00
2026-05-06T09:13:00Z,43.00,58.00
2026-05-06T09:20:00Z,43.00,58.00
2026-05-06T09:21:00Z,43.00,58.00
2026-05-06T09:22:00Z,43.00,58.00
2026-05-06T09:23:00Z,43.00,58.00
2026-05-06T09:40:00Z,43.00,58.00
2026-05-06T09:42:00Z,43.00,58.00
2026-05-06T09:43:00Z,43.00,58.00
2026-05-06T09:44:00Z,43.00,58.00
2026-05-06T09:45:00Z,43.00,58.00
2026-05-06T09:53:00Z,43.00,58.00
2026-05-06T09:55:00Z,43.00,58.00
2026-05-06T09:57:00Z,43.00,58.00
2026-05-06T09:58:00Z,43.00,58.00
2026-05-06T10:00:00Z,43.00,58.00
2026-05-06T10:02:00Z,43.00,58.00
2026-05-06T10:09:00Z,43.00,58.00
2026-05-06T10:11:00Z,43.00,59.00
2026-05-06T10:12:00Z,43.00,59.00
2026-05-06T10:13:00Z,43.00,59.00
2026-05-06T10:14:00Z,43.00,59.00
