# event_ticker=KXATPCHALLENGERMATCH-26MAY03BERTAB
# final_score=6-4 4-6 6-3
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Zizou Bergs
# kalshi_date=2026-05-03
timestamp,Zizou Bergs,Alejandro Tabilo
2026-05-03T01:38:00Z,,66.00
2026-05-03T01:43:00Z,,67.00
2026-05-03T02:09:00Z,,67.00
2026-05-03T02:27:00Z,35.00,67.00
2026-05-03T02:34:00Z,35.00,67.00
2026-05-03T02:38:00Z,35.08,67.00
2026-05-03T02:39:00Z,35.08,67.00
2026-05-03T02:40:00Z,35.08,67.00
2026-05-03T02:41:00Z,36.00,67.00
2026-05-03T02:44:00Z,36.00,67.00
2026-05-03T02:50:00Z,36.00,67.00
2026-05-03T02:52:00Z,36.00,67.21
2026-05-03T02:53:00Z,36.00,68.00
2026-05-03T02:54:00Z,34.00,68.00
2026-05-03T02:55:00Z,35.00,67.00
2026-05-03T02:58:00Z,35.00,67.00
2026-05-03T03:02:00Z,34.00,67.00
2026-05-03T03:09:00Z,34.00,67.00
2026-05-03T03:10:00Z,33.00,67.00
2026-05-03T03:13:00Z,34.00,67.00
2026-05-03T03:20:00Z,34.00,67.00
2026-05-03T03:25:00Z,35.00,67.00
2026-05-03T03:29:00Z,35.00,67.00
2026-05-03T03:33:00Z,35.00,67.00
2026-05-03T03:42:00Z,35.00,67.00
2026-05-03T03:50:00Z,35.00,67.00
2026-05-03T04:00:00Z,35.00,67.57
2026-05-03T04:01:00Z,35.00,68.00
2026-05-03T04:02:00Z,35.00,68.00
2026-05-03T04:04:00Z,34.00,68.00
2026-05-03T04:08:00Z,34.00,66.00
2026-05-03T04:12:00Z,35.00,66.00
2026-05-03T04:14:00Z,35.00,65.98
2026-05-03T04:18:00Z,35.00,67.00
2026-05-03T04:26:00Z,35.00,66.00
2026-05-03T04:34:00Z,35.00,66.00
2026-05-03T04:37:00Z,35.00,66.00
2026-05-03T04:38:00Z,35.00,66.00
2026-05-03T04:40:00Z,35.00,66.00
2026-05-03T04:43:00Z,35.00,66.00
2026-05-03T04:46:00Z,35.00,66.00
2026-05-03T04:51:00Z,35.00,67.00
2026-05-03T04:54:00Z,35.00,67.00
2026-05-03T04:58:00Z,35.00,67.00
2026-05-03T05:07:00Z,35.00,67.00
2026-05-03T05:13:00Z,35.00,67.00
2026-05-03T05:17:00Z,35.00,67.00
2026-05-03T05:20:00Z,35.00,67.00
2026-05-03T05:25:00Z,34.00,67.00
2026-05-03T05:28:00Z,34.00,66.00
2026-05-03T05:29:00Z,34.42,66.00
2026-05-03T05:31:00Z,34.42,66.00
2026-05-03T05:32:00Z,34.42,66.00
