# event_ticker=KXATPCHALLENGERMATCH-26JUN02DANFOR
# final_score=7-6(3) 6-1
# score_resolution=6-7 1-6
# match_winner=Taro Daniel
# fav_player=Jonas Forejtek
# dog_player=Taro Daniel
# kalshi_date=2026-06-02
timestamp,Taro Daniel,Jonas Forejtek
2026-06-02T00:07:00Z,44.00,
2026-06-02T01:06:00Z,44.00,56.00
2026-06-02T01:18:00Z,44.00,59.00
2026-06-02T02:24:00Z,41.00,59.00
2026-06-02T03:09:00Z,41.00,59.00
2026-06-02T03:18:00Z,41.00,59.21
2026-06-02T03:34:00Z,41.00,59.00
2026-06-02T03:55:00Z,42.00,59.00
2026-06-02T04:04:00Z,42.00,59.00
2026-06-02T04:28:00Z,42.00,59.00
2026-06-02T05:18:00Z,42.00,59.00
2026-06-02T06:15:00Z,42.00,59.00
2026-06-02T06:42:00Z,42.00,59.00
2026-06-02T07:25:00Z,42.00,59.60
2026-06-02T07:34:00Z,42.00,59.00
2026-06-02T08:21:00Z,42.00,59.00
2026-06-02T09:09:00Z,42.00,59.00
2026-06-02T09:41:00Z,42.00,59.00
2026-06-02T09:54:00Z,42.00,59.00
2026-06-02T10:46:00Z,41.00,59.00
2026-06-02T10:59:00Z,41.00,59.00
2026-06-02T11:06:00Z,41.00,58.67
2026-06-02T11:07:00Z,47.00,53.50
2026-06-02T11:08:00Z,44.67,55.02
2026-06-02T11:09:00Z,45.00,55.03
2026-06-02T11:10:00Z,45.00,59.00
2026-06-02T11:11:00Z,42.77,59.00
2026-06-02T11:12:00Z,40.01,59.00
2026-06-02T11:13:00Z,42.36,60.00
2026-06-02T11:14:00Z,44.91,55.00
2026-06-02T11:15:00Z,50.41,50.19
2026-06-02T11:16:00Z,52.00,48.19
2026-06-02T11:17:00Z,51.08,52.88
2026-06-02T11:18:00Z,59.00,52.88
2026-06-02T11:19:00Z,59.00,52.88
2026-06-02T11:20:00Z,62.50,37.50
2026-06-02T11:21:00Z,62.50,37.00
2026-06-02T11:22:00Z,58.68,41.68
2026-06-02T11:23:00Z,61.01,39.00
2026-06-02T11:24:00Z,62.01,38.13
2026-06-02T11:25:00Z,63.00,36.44
2026-06-02T11:26:00Z,63.01,36.48
2026-06-02T11:27:00Z,62.00,37.33
2026-06-02T11:29:00Z,57.48,42.43
2026-06-02T11:30:00Z,57.48,40.15
2026-06-02T11:31:00Z,51.00,49.67
2026-06-02T11:32:00Z,57.16,41.78
2026-06-02T11:33:00Z,57.16,40.83
2026-06-02T11:34:00Z,60.39,42.84
2026-06-02T11:35:00Z,54.44,46.06
2026-06-02T11:36:00Z,53.73,45.58
2026-06-02T11:37:00Z,55.65,46.00
2026-06-02T11:38:00Z,52.67,48.99
2026-06-02T11:39:00Z,58.00,41.65
2026-06-02T11:40:00Z,52.83,47.00
2026-06-02T11:41:00Z,45.11,55.37
2026-06-02T11:42:00Z,43.00,60.34
2026-06-02T11:43:00Z,39.52,60.49
2026-06-02T11:44:00Z,40.00,60.69
2026-06-02T11:45:00Z,40.00,63.00
2026-06-02T11:46:00Z,40.00,63.00
2026-06-02T11:47:00Z,38.00,63.00
2026-06-02T11:48:00Z,41.00,61.00
2026-06-02T11:49:00Z,43.00,59.00
2026-06-02T11:50:00Z,44.00,59.00
2026-06-02T11:51:00Z,37.67,64.50
2026-06-02T11:52:00Z,35.00,65.98
2026-06-02T11:53:00Z,35.42,64.46
2026-06-02T11:54:00Z,41.57,59.36
2026-06-02T11:55:00Z,44.16,55.01
2026-06-02T11:56:00Z,42.29,55.29
2026-06-02T11:57:00Z,43.31,57.34
2026-06-02T11:58:00Z,43.80,55.78
2026-06-02T11:59:00Z,50.26,47.00
2026-06-02T12:00:00Z,50.16,49.36
2026-06-02T12:01:00Z,50.19,50.37
2026-06-02T12:02:00Z,50.12,49.18
2026-06-02T12:03:00Z,46.50,55.68
2026-06-02T12:04:00Z,51.10,48.14
2026-06-02T12:05:00Z,48.80,50.67
2026-06-02T12:06:00Z,41.00,56.17
2026-06-02T12:07:00Z,42.02,56.17
2026-06-02T12:08:00Z,42.02,55.00
2026-06-02T12:09:00Z,48.98,51.65
2026-06-02T12:10:00Z,52.23,46.51
2026-06-02T12:11:00Z,59.84,41.81
2026-06-02T12:12:00Z,64.42,36.24
2026-06-02T12:13:00Z,68.49,31.35
2026-06-02T12:14:00Z,73.00,27.51
2026-06-02T12:15:00Z,73.08,27.00
2026-06-02T12:16:00Z,72.00,29.00
2026-06-02T12:17:00Z,72.83,26.27
2026-06-02T12:18:00Z,72.83,26.00
2026-06-02T12:19:00Z,72.83,26.00
2026-06-02T12:20:00Z,75.00,26.00
2026-06-02T12:21:00Z,73.00,28.79
2026-06-02T12:22:00Z,74.23,26.35
2026-06-02T12:23:00Z,75.00,26.62
2026-06-02T12:24:00Z,75.00,24.00
2026-06-02T12:25:00Z,79.00,21.01
2026-06-02T12:26:00Z,79.38,22.10
2026-06-02T12:27:00Z,82.97,19.68
2026-06-02T12:28:00Z,83.20,15.87
2026-06-02T12:29:00Z,90.96,11.96
2026-06-02T12:30:00Z,92.03,8.16
2026-06-02T12:31:00Z,91.98,10.00
2026-06-02T12:32:00Z,89.54,12.99
2026-06-02T12:33:00Z,85.40,14.84
2026-06-02T12:34:00Z,85.40,11.00
2026-06-02T12:35:00Z,91.53,8.08
2026-06-02T12:36:00Z,93.98,7.24
2026-06-02T12:37:00Z,91.46,7.75
2026-06-02T12:38:00Z,89.69,10.92
2026-06-02T12:39:00Z,89.69,10.00
2026-06-02T12:40:00Z,94.00,7.15
2026-06-02T12:41:00Z,94.00,6.41
2026-06-02T12:42:00Z,94.00,6.47
2026-06-02T12:43:00Z,93.00,8.00
2026-06-02T12:44:00Z,95.83,5.10
2026-06-02T12:45:00Z,98.97,3.24
2026-06-02T12:46:00Z,99.00,1.00
