# event_ticker=KXATPCHALLENGERMATCH-26JUN05SAIMID
# final_score=6-7(6) 6-3 6-3
# score_resolution=7-6 3-6 3-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Lautaro Midon
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-06-05
timestamp,Nikolas Sanchez Izquierdo,Lautaro Midon
2026-06-05T03:18:00Z,,45.00
2026-06-05T03:23:00Z,,46.00
2026-06-05T03:37:00Z,,46.00
2026-06-05T03:40:00Z,,46.00
2026-06-05T03:53:00Z,,46.00
2026-06-05T03:56:00Z,,47.00
2026-06-05T04:19:00Z,55.00,47.00
2026-06-05T04:33:00Z,55.00,47.00
2026-06-05T04:34:00Z,55.00,47.00
2026-06-05T04:43:00Z,55.00,46.00
2026-06-05T04:47:00Z,55.00,46.00
2026-06-05T04:53:00Z,54.00,46.00
2026-06-05T04:55:00Z,55.00,46.00
2026-06-05T04:58:00Z,55.00,46.00
2026-06-05T05:36:00Z,55.00,46.00
2026-06-05T05:37:00Z,55.95,46.00
2026-06-05T05:38:00Z,56.00,46.00
2026-06-05T05:47:00Z,56.00,46.00
2026-06-05T05:51:00Z,56.00,46.00
2026-06-05T05:54:00Z,54.00,46.00
2026-06-05T05:56:00Z,54.00,46.00
2026-06-05T05:58:00Z,55.00,46.00
2026-06-05T06:05:00Z,55.00,46.00
2026-06-05T06:17:00Z,55.00,46.00
2026-06-05T06:21:00Z,55.00,46.00
2026-06-05T06:47:00Z,55.00,46.00
2026-06-05T07:29:00Z,55.00,46.00
2026-06-05T07:30:00Z,55.00,46.00
2026-06-05T07:37:00Z,55.00,45.00
2026-06-05T08:20:00Z,55.00,46.00
2026-06-05T08:27:00Z,55.00,44.00
2026-06-05T09:26:00Z,55.00,45.00
2026-06-05T09:29:00Z,55.00,45.00
2026-06-05T09:49:00Z,55.00,45.00
2026-06-05T09:59:00Z,55.00,45.00
2026-06-05T10:07:00Z,56.00,45.00
2026-06-05T10:17:00Z,56.00,45.90
2026-06-05T10:44:00Z,56.00,44.00
2026-06-05T10:46:00Z,57.00,44.00
2026-06-05T10:49:00Z,57.00,44.00
2026-06-05T11:23:00Z,57.00,43.00
2026-06-05T11:24:00Z,57.00,44.00
2026-06-05T11:32:00Z,55.49,44.00
2026-06-05T11:35:00Z,57.00,44.00
2026-06-05T12:15:00Z,57.00,43.00
2026-06-05T12:18:00Z,57.00,43.00
2026-06-05T12:21:00Z,57.00,43.00
2026-06-05T12:41:00Z,57.00,44.00
2026-06-05T12:48:00Z,57.00,44.00
2026-06-05T12:49:00Z,57.00,45.00
2026-06-05T13:15:00Z,57.00,44.00
2026-06-05T13:16:00Z,57.00,45.00
2026-06-05T13:19:00Z,57.00,45.00
2026-06-05T13:26:00Z,57.00,45.00
2026-06-05T13:29:00Z,57.00,45.00
2026-06-05T13:32:00Z,57.00,45.00
2026-06-05T13:39:00Z,57.00,45.00
2026-06-05T13:49:00Z,57.00,45.00
2026-06-05T13:52:00Z,57.00,45.25
2026-06-05T13:55:00Z,57.00,46.00
2026-06-05T14:00:00Z,57.00,46.00
2026-06-05T14:01:00Z,56.00,46.00
2026-06-05T14:02:00Z,56.00,46.00
2026-06-05T14:04:00Z,56.00,46.00
2026-06-05T14:06:00Z,56.77,45.00
2026-06-05T14:07:00Z,56.00,45.00
2026-06-05T14:09:00Z,56.02,45.00
2026-06-05T14:10:00Z,57.00,44.00
2026-06-05T14:12:00Z,57.00,45.95
2026-06-05T14:13:00Z,57.00,45.98
2026-06-05T14:14:00Z,56.00,44.25
2026-06-05T14:15:00Z,56.00,45.81
2026-06-05T14:16:00Z,55.74,47.00
2026-06-05T14:17:00Z,56.00,46.15
2026-06-05T14:18:00Z,54.00,47.78
2026-06-05T14:19:00Z,53.35,47.00
2026-06-05T14:20:00Z,51.40,47.99
2026-06-05T14:21:00Z,49.97,51.22
2026-06-05T14:22:00Z,51.39,47.70
2026-06-05T14:23:00Z,54.99,47.13
2026-06-05T14:24:00Z,53.98,45.00
2026-06-05T14:25:00Z,57.65,45.47
2026-06-05T14:26:00Z,56.80,43.00
2026-06-05T14:27:00Z,55.14,47.18
2026-06-05T14:28:00Z,54.61,46.79
2026-06-05T14:29:00Z,57.69,44.52
2026-06-05T14:30:00Z,57.43,43.00
2026-06-05T14:31:00Z,51.83,47.25
2026-06-05T14:32:00Z,52.57,48.53
2026-06-05T14:33:00Z,55.52,45.13
2026-06-05T14:34:00Z,57.53,42.81
2026-06-05T14:35:00Z,58.02,42.00
2026-06-05T14:36:00Z,59.65,42.00
2026-06-05T14:37:00Z,59.34,42.82
2026-06-05T14:38:00Z,59.53,42.00
2026-06-05T14:39:00Z,58.41,43.19
2026-06-05T14:40:00Z,60.23,42.26
2026-06-05T14:41:00Z,56.16,45.09
2026-06-05T14:42:00Z,54.33,47.78
2026-06-05T14:43:00Z,53.68,45.81
2026-06-05T14:44:00Z,54.40,48.04
2026-06-05T14:45:00Z,54.40,50.56
2026-06-05T14:46:00Z,57.53,43.15
2026-06-05T14:47:00Z,58.00,42.27
2026-06-05T14:48:00Z,58.63,43.52
2026-06-05T14:49:00Z,55.12,46.53
2026-06-05T14:50:00Z,55.62,46.35
2026-06-05T14:51:00Z,53.95,46.97
2026-06-05T14:52:00Z,57.89,44.95
2026-06-05T14:53:00Z,59.09,42.27
2026-06-05T14:54:00Z,59.00,42.09
2026-06-05T14:55:00Z,60.00,41.98
2026-06-05T14:56:00Z,58.37,42.58
2026-06-05T14:57:00Z,58.97,42.46
2026-06-05T14:58:00Z,57.54,46.13
2026-06-05T14:59:00Z,55.02,45.53
2026-06-05T15:00:00Z,58.39,41.88
2026-06-05T15:01:00Z,60.71,40.48
2026-06-05T15:02:00Z,60.41,39.84
2026-06-05T15:03:00Z,61.00,40.00
2026-06-05T15:04:00Z,59.01,42.43
2026-06-05T15:05:00Z,66.37,38.07
2026-06-05T15:06:00Z,70.10,30.28
2026-06-05T15:07:00Z,60.68,42.21
2026-06-05T15:08:00Z,54.40,46.84
2026-06-05T15:09:00Z,59.73,43.41
2026-06-05T15:10:00Z,61.12,40.70
2026-06-05T15:11:00Z,62.97,37.96
2026-06-05T15:12:00Z,61.36,39.87
2026-06-05T15:13:00Z,61.31,38.98
2026-06-05T15:14:00Z,55.23,46.34
2026-06-05T15:15:00Z,60.33,42.10
2026-06-05T15:16:00Z,63.71,36.50
2026-06-05T15:17:00Z,62.94,35.89
2026-06-05T15:18:00Z,61.57,37.80
2026-06-05T15:19:00Z,57.73,45.07
2026-06-05T15:20:00Z,52.01,46.33
2026-06-05T15:21:00Z,49.73,49.87
2026-06-05T15:22:00Z,59.19,39.36
2026-06-05T15:23:00Z,48.72,53.53
2026-06-05T15:24:00Z,54.89,46.08
2026-06-05T15:25:00Z,41.05,56.86
2026-06-05T15:26:00Z,31.46,70.13
2026-06-05T15:27:00Z,32.48,67.09
2026-06-05T15:28:00Z,31.11,67.85
2026-06-05T15:29:00Z,32.67,68.88
2026-06-05T15:30:00Z,32.52,69.43
2026-06-05T15:31:00Z,32.46,69.24
2026-06-05T15:32:00Z,34.41,66.28
2026-06-05T15:33:00Z,30.75,70.20
2026-06-05T15:34:00Z,28.95,71.47
2026-06-05T15:35:00Z,27.64,72.01
2026-06-05T15:36:00Z,27.55,73.73
2026-06-05T15:37:00Z,19.56,79.33
2026-06-05T15:38:00Z,18.38,78.75
2026-06-05T15:39:00Z,15.72,81.82
2026-06-05T15:40:00Z,12.40,87.77
2026-06-05T15:41:00Z,11.05,89.80
2026-06-05T15:42:00Z,10.58,90.25
2026-06-05T15:43:00Z,15.33,86.40
2026-06-05T15:44:00Z,25.19,74.26
2026-06-05T15:45:00Z,27.85,72.58
2026-06-05T15:46:00Z,29.65,72.93
2026-06-05T15:47:00Z,31.22,70.24
2026-06-05T15:48:00Z,32.82,68.12
2026-06-05T15:49:00Z,33.35,68.75
2026-06-05T15:50:00Z,34.49,67.38
2026-06-05T15:51:00Z,29.38,71.48
2026-06-05T15:52:00Z,27.98,72.91
2026-06-05T15:53:00Z,27.05,73.11
2026-06-05T15:54:00Z,30.96,69.22
2026-06-05T15:55:00Z,32.10,68.81
2026-06-05T15:56:00Z,30.47,70.39
2026-06-05T15:57:00Z,29.75,70.87
2026-06-05T15:58:00Z,27.95,72.55
2026-06-05T15:59:00Z,36.35,65.98
2026-06-05T16:00:00Z,37.45,62.45
2026-06-05T16:01:00Z,44.96,52.63
2026-06-05T16:02:00Z,49.79,49.45
2026-06-05T16:03:00Z,47.44,51.68
2026-06-05T16:04:00Z,47.31,52.97
2026-06-05T16:05:00Z,42.88,56.73
2026-06-05T16:06:00Z,43.22,57.81
2026-06-05T16:07:00Z,41.43,61.16
2026-06-05T16:08:00Z,48.14,53.91
2026-06-05T16:09:00Z,47.61,52.68
2026-06-05T16:10:00Z,50.57,50.76
2026-06-05T16:11:00Z,51.03,48.64
2026-06-05T16:12:00Z,55.00,41.61
2026-06-05T16:13:00Z,60.09,39.86
2026-06-05T16:14:00Z,61.41,39.51
2026-06-05T16:15:00Z,60.31,39.65
2026-06-05T16:16:00Z,61.33,39.84
2026-06-05T16:17:00Z,59.70,40.29
2026-06-05T16:18:00Z,56.33,43.52
2026-06-05T16:19:00Z,63.16,40.17
2026-06-05T16:20:00Z,67.66,33.30
2026-06-05T16:21:00Z,69.90,31.67
2026-06-05T16:22:00Z,72.13,27.60
2026-06-05T16:23:00Z,77.41,28.39
2026-06-05T16:24:00Z,82.30,15.39
2026-06-05T16:25:00Z,89.81,12.27
2026-06-05T16:26:00Z,88.96,11.40
2026-06-05T16:27:00Z,80.27,18.83
2026-06-05T16:28:00Z,80.89,20.66
2026-06-05T16:29:00Z,87.20,11.78
2026-06-05T16:30:00Z,90.04,10.24
2026-06-05T16:31:00Z,90.92,9.20
2026-06-05T16:32:00Z,91.62,7.40
2026-06-05T16:33:00Z,94.25,5.53
2026-06-05T16:34:00Z,93.20,8.89
2026-06-05T16:35:00Z,87.67,13.56
2026-06-05T16:36:00Z,87.44,12.11
2026-06-05T16:37:00Z,86.32,14.05
2026-06-05T16:38:00Z,92.40,8.81
2026-06-05T16:39:00Z,90.54,9.80
2026-06-05T16:40:00Z,91.84,7.28
2026-06-05T16:41:00Z,92.33,8.52
2026-06-05T16:42:00Z,90.37,10.32
2026-06-05T16:43:00Z,91.93,11.47
2026-06-05T16:44:00Z,88.97,11.72
2026-06-05T16:45:00Z,94.09,8.42
2026-06-05T16:46:00Z,93.85,5.55
