# event_ticker=KXATPCHALLENGERMATCH-26MAY14LAABO
# final_score=4-6 6-1 6-0
# score_resolution=6-4 1-6 0-6
# match_winner=Juan Manuel La Serna
# fav_player=Valerio Aboian
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-05-14
timestamp,Juan Manuel La Serna,Valerio Aboian
2026-05-14T16:18:00Z,92.51,7.75
2026-05-14T16:19:00Z,91.41,8.27
2026-05-14T16:20:00Z,94.32,6.21
2026-05-14T16:21:00Z,95.22,4.91
2026-05-14T16:22:00Z,94.90,4.48
2026-05-14T16:23:00Z,96.25,3.35
2026-05-14T16:24:00Z,96.95,2.86
2026-05-14T16:25:00Z,96.30,4.08
2026-05-14T16:26:00Z,92.73,6.29
2026-05-14T16:27:00Z,95.10,6.54
2026-05-14T16:28:00Z,95.58,8.38
2026-05-14T16:29:00Z,94.64,5.27
2026-05-14T16:30:00Z,96.99,1.48
2026-05-14T16:31:00Z,98.81,1.42
2026-05-14T16:32:00Z,98.16,2.00
2026-05-14T16:33:00Z,98.82,1.80
2026-05-14T16:34:00Z,96.63,2.90
2026-05-14T16:35:00Z,96.82,3.46
2026-05-14T16:36:00Z,98.92,1.38
2026-05-14T16:37:00Z,98.86,1.00
2026-05-14T16:38:00Z,97.76,1.61
2026-05-14T16:39:00Z,97.01,1.74
2026-05-14T16:40:00Z,98.72,2.80
2026-05-14T16:41:00Z,97.77,1.64
2026-05-14T16:42:00Z,98.92,1.91
2026-05-14T16:43:00Z,97.47,1.11
2026-05-14T16:44:00Z,98.09,1.27
2026-05-14T16:45:00Z,97.08,1.79
2026-05-14T16:46:00Z,99.00,2.00
2026-05-14T16:47:00Z,99.00,1.00
2026-05-14T16:48:00Z,99.00,1.00
2026-05-14T16:49:00Z,99.00,1.00
2026-05-14T16:50:00Z,99.00,1.00
2026-05-14T16:51:00Z,99.00,1.00
2026-05-14T16:52:00Z,99.00,1.00
2026-05-14T16:53:00Z,99.00,1.00
2026-05-14T16:54:00Z,99.00,1.00
2026-05-14T16:55:00Z,99.00,1.00
2026-05-14T16:56:00Z,99.00,1.00
2026-05-14T16:58:00Z,99.00,1.00
2026-05-14T16:59:00Z,99.00,1.00
2026-05-14T17:00:00Z,99.00,1.00
2026-05-14T17:01:00Z,99.00,1.00
2026-05-14T17:02:00Z,99.00,1.00
