# event_ticker=KXATPCHALLENGERMATCH-26JUN01WONTAR
# final_score=7-6(5) 7-6(10)
# score_resolution=7-6 7-6
# match_winner=Coleman Wong
# fav_player=Coleman Wong
# dog_player=Oliver Tarvet
# kalshi_date=2026-06-01
timestamp,Coleman Wong,Oliver Tarvet
2026-06-02T15:43:00Z,73.00,29.00
2026-06-02T15:44:00Z,72.23,29.00
2026-06-02T15:45:00Z,70.00,27.00
2026-06-02T15:46:00Z,70.00,27.00
2026-06-02T15:48:00Z,72.31,26.02
2026-06-02T15:49:00Z,69.67,29.00
2026-06-02T15:50:00Z,69.67,26.00
2026-06-02T15:51:00Z,71.38,26.00
2026-06-02T15:52:00Z,71.38,29.57
2026-06-02T15:53:00Z,69.84,29.57
2026-06-02T15:54:00Z,73.00,29.57
2026-06-02T15:55:00Z,72.90,29.57
2026-06-02T15:56:00Z,72.96,29.57
2026-06-02T15:58:00Z,69.70,29.57
2026-06-02T15:59:00Z,69.70,29.16
2026-06-02T16:00:00Z,73.00,26.58
2026-06-02T16:01:00Z,68.13,26.58
2026-06-02T16:02:00Z,72.94,30.00
2026-06-02T16:03:00Z,72.94,29.72
2026-06-02T16:04:00Z,73.00,29.72
2026-06-02T16:05:00Z,69.00,29.72
2026-06-02T16:06:00Z,69.08,29.72
2026-06-02T16:07:00Z,73.00,30.00
2026-06-02T16:08:00Z,73.00,30.00
2026-06-02T16:09:00Z,70.23,25.47
2026-06-02T16:10:00Z,73.00,25.39
2026-06-02T16:11:00Z,69.28,27.00
2026-06-02T16:12:00Z,73.00,27.00
2026-06-02T16:13:00Z,71.34,27.00
2026-06-02T16:14:00Z,73.00,27.00
2026-06-02T16:15:00Z,71.00,27.00
2026-06-02T16:16:00Z,71.00,27.00
2026-06-02T16:17:00Z,70.00,27.00
2026-06-02T16:19:00Z,70.00,27.00
2026-06-02T16:20:00Z,70.00,27.00
2026-06-02T16:21:00Z,72.52,27.00
2026-06-02T16:22:00Z,72.52,27.00
2026-06-02T16:23:00Z,72.52,26.24
2026-06-02T16:24:00Z,72.52,27.00
2026-06-02T16:26:00Z,70.05,26.00
2026-06-02T16:27:00Z,70.00,26.00
2026-06-02T16:28:00Z,71.07,26.00
2026-06-02T16:29:00Z,71.00,27.00
2026-06-02T16:30:00Z,71.00,27.00
2026-06-02T16:31:00Z,70.43,27.00
2026-06-02T16:32:00Z,70.00,29.00
2026-06-02T16:33:00Z,70.00,27.00
2026-06-02T16:34:00Z,72.00,27.00
2026-06-02T16:35:00Z,72.00,27.00
2026-06-02T16:36:00Z,72.00,27.00
2026-06-02T16:37:00Z,72.00,27.00
2026-06-02T16:38:00Z,72.00,29.00
2026-06-02T16:39:00Z,72.30,29.00
2026-06-02T16:40:00Z,72.00,29.00
2026-06-02T16:42:00Z,69.68,29.00
2026-06-02T16:43:00Z,72.00,29.00
2026-06-02T16:45:00Z,70.99,29.00
2026-06-02T16:46:00Z,70.00,29.00
2026-06-02T16:47:00Z,71.43,29.00
2026-06-02T16:48:00Z,71.56,29.00
2026-06-02T16:49:00Z,71.00,29.28
2026-06-02T16:50:00Z,72.00,30.00
2026-06-02T16:51:00Z,70.08,30.00
2026-06-02T16:52:00Z,71.76,29.00
2026-06-02T16:54:00Z,72.00,29.00
2026-06-02T16:55:00Z,70.61,29.00
2026-06-02T16:56:00Z,69.00,29.00
2026-06-02T16:58:00Z,71.66,29.00
2026-06-02T16:59:00Z,72.00,29.00
2026-06-02T17:00:00Z,72.00,28.00
2026-06-02T17:02:00Z,72.00,28.00
2026-06-02T17:03:00Z,72.00,28.00
2026-06-02T17:05:00Z,69.29,28.00
2026-06-02T17:07:00Z,72.00,26.36
2026-06-02T17:08:00Z,70.00,26.36
2026-06-02T17:09:00Z,70.00,26.36
2026-06-02T17:10:00Z,70.00,27.36
2026-06-02T17:11:00Z,72.00,28.00
2026-06-02T17:12:00Z,72.00,28.00
2026-06-02T17:13:00Z,72.00,28.00
2026-06-02T17:14:00Z,72.00,28.00
2026-06-02T17:16:00Z,70.00,28.00
2026-06-02T17:19:00Z,72.00,28.00
2026-06-02T17:20:00Z,69.16,29.00
2026-06-02T17:21:00Z,68.63,29.00
2026-06-02T17:23:00Z,69.22,29.00
2026-06-02T17:24:00Z,69.22,28.00
2026-06-02T17:25:00Z,72.00,28.00
2026-06-02T17:27:00Z,72.00,28.00
2026-06-02T17:28:00Z,71.98,29.00
2026-06-02T17:29:00Z,70.63,29.00
2026-06-02T17:30:00Z,69.43,29.61
2026-06-02T17:31:00Z,69.54,32.00
2026-06-02T17:32:00Z,71.45,29.22
2026-06-02T17:33:00Z,71.92,29.38
2026-06-02T17:34:00Z,73.20,27.98
2026-06-02T17:35:00Z,74.17,26.08
2026-06-02T17:36:00Z,71.89,28.72
2026-06-02T17:37:00Z,70.64,30.54
2026-06-02T17:38:00Z,70.11,30.00
2026-06-02T17:39:00Z,70.00,31.00
2026-06-02T17:40:00Z,66.72,34.05
2026-06-02T17:41:00Z,68.21,30.04
2026-06-02T17:42:00Z,70.78,29.68
2026-06-02T17:43:00Z,71.90,28.15
2026-06-02T17:44:00Z,71.94,29.09
2026-06-02T17:45:00Z,72.28,29.60
2026-06-02T17:46:00Z,70.33,30.78
2026-06-02T17:47:00Z,71.92,29.00
2026-06-02T17:48:00Z,74.81,26.23
2026-06-02T17:49:00Z,75.55,27.58
2026-06-02T17:50:00Z,70.10,30.79
2026-06-02T17:51:00Z,70.21,30.34
2026-06-02T17:52:00Z,73.02,27.63
2026-06-02T17:53:00Z,74.93,26.36
2026-06-02T17:54:00Z,72.68,29.49
2026-06-02T17:55:00Z,71.01,29.51
2026-06-02T17:56:00Z,71.00,29.91
2026-06-02T17:57:00Z,71.00,30.08
2026-06-02T17:58:00Z,74.06,26.17
2026-06-02T17:59:00Z,74.51,26.98
2026-06-02T18:00:00Z,74.12,26.56
2026-06-02T18:01:00Z,72.10,27.26
2026-06-02T18:02:00Z,74.32,27.37
2026-06-02T18:03:00Z,73.89,26.74
2026-06-02T18:04:00Z,74.09,24.55
2026-06-02T18:05:00Z,83.33,17.96
2026-06-02T18:06:00Z,77.02,24.28
2026-06-02T18:07:00Z,82.70,24.22
2026-06-02T18:08:00Z,75.07,25.45
2026-06-02T18:09:00Z,72.00,29.00
2026-06-02T18:10:00Z,73.85,26.93
2026-06-02T18:11:00Z,75.76,24.48
2026-06-02T18:12:00Z,80.50,22.99
2026-06-02T18:13:00Z,85.89,15.50
2026-06-02T18:14:00Z,85.77,14.80
2026-06-02T18:15:00Z,91.33,10.82
2026-06-02T18:16:00Z,82.01,19.49
2026-06-02T18:17:00Z,75.64,26.05
2026-06-02T18:18:00Z,72.99,27.18
2026-06-02T18:19:00Z,76.25,24.96
2026-06-02T18:20:00Z,76.73,24.12
2026-06-02T18:21:00Z,77.65,24.15
2026-06-02T18:22:00Z,74.68,27.00
2026-06-02T18:23:00Z,78.87,22.91
2026-06-02T18:24:00Z,78.57,19.94
2026-06-02T18:25:00Z,76.96,24.72
2026-06-02T18:26:00Z,79.38,21.52
2026-06-02T18:27:00Z,79.78,19.17
2026-06-02T18:28:00Z,88.52,14.77
2026-06-02T18:29:00Z,84.45,16.60
2026-06-02T18:30:00Z,82.01,21.14
2026-06-02T18:31:00Z,86.58,13.68
2026-06-02T18:32:00Z,83.64,14.17
2026-06-02T18:33:00Z,68.46,38.23
2026-06-02T18:34:00Z,74.89,24.76
2026-06-02T18:35:00Z,76.25,25.96
2026-06-02T18:36:00Z,79.84,16.62
2026-06-02T18:37:00Z,88.22,14.21
2026-06-02T18:38:00Z,90.69,10.07
2026-06-02T18:39:00Z,97.52,4.29
2026-06-02T18:40:00Z,99.00,1.00
2026-06-02T18:41:00Z,99.00,1.00
2026-06-02T18:42:00Z,99.00,1.00
2026-06-02T18:43:00Z,99.00,1.00
