# event_ticker=KXATPMATCH-25SEP27ALCBER
# final_score=6-4 6-3
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Zizou Bergs
# kalshi_date=2025-09-27
timestamp,Carlos Alcaraz,Zizou Bergs
2025-09-26T23:14:00Z,93.00,
2025-09-26T23:44:00Z,91.00,
2025-09-26T23:46:00Z,91.00,9.00
2025-09-26T23:52:00Z,93.00,9.00
2025-09-26T23:53:00Z,93.00,9.00
2025-09-27T00:06:00Z,93.00,9.00
2025-09-27T00:15:00Z,93.00,8.00
2025-09-27T00:39:00Z,93.00,7.32
2025-09-27T00:49:00Z,94.00,7.58
2025-09-27T00:54:00Z,94.00,8.00
2025-09-27T00:58:00Z,94.00,8.00
2025-09-27T01:30:00Z,94.00,7.00
2025-09-27T01:35:00Z,94.00,7.00
2025-09-27T02:05:00Z,94.00,7.00
2025-09-27T02:29:00Z,94.00,7.00
2025-09-27T02:46:00Z,94.00,7.00
2025-09-27T02:56:00Z,94.00,7.00
2025-09-27T02:58:00Z,94.00,7.00
2025-09-27T03:02:00Z,94.00,7.00
2025-09-27T03:04:00Z,94.00,7.00
2025-09-27T03:09:00Z,94.00,7.00
2025-09-27T03:19:00Z,94.00,7.00
2025-09-27T03:27:00Z,94.00,7.00
2025-09-27T03:30:00Z,94.00,7.00
2025-09-27T03:48:00Z,94.00,7.00
2025-09-27T03:56:00Z,94.00,7.00
2025-09-27T04:06:00Z,94.00,7.00
2025-09-27T04:11:00Z,94.00,7.00
2025-09-27T04:17:00Z,94.00,7.00
2025-09-27T04:19:00Z,94.00,7.00
2025-09-27T04:21:00Z,94.00,7.00
2025-09-27T04:22:00Z,94.00,7.00
2025-09-27T04:23:00Z,94.00,7.00
2025-09-27T04:40:00Z,94.00,7.00
2025-09-27T04:41:00Z,94.00,7.00
2025-09-27T04:43:00Z,94.00,7.00
2025-09-27T04:44:00Z,94.00,7.00
2025-09-27T04:51:00Z,94.00,7.00
2025-09-27T05:05:00Z,94.00,7.00
2025-09-27T05:15:00Z,94.00,7.00
2025-09-27T05:16:00Z,94.00,7.00
2025-09-27T05:17:00Z,94.00,7.00
2025-09-27T05:19:00Z,94.00,7.00
2025-09-27T05:20:00Z,94.00,7.00
2025-09-27T05:25:00Z,94.00,7.00
2025-09-27T05:26:00Z,94.00,7.00
2025-09-27T05:27:00Z,94.00,7.00
2025-09-27T05:29:00Z,94.00,7.00
2025-09-27T05:34:00Z,94.00,7.00
2025-09-27T05:37:00Z,94.00,7.00
2025-09-27T05:38:00Z,94.00,7.00
2025-09-27T05:40:00Z,94.00,7.00
2025-09-27T05:41:00Z,94.00,7.00
2025-09-27T05:42:00Z,94.00,7.00
2025-09-27T05:46:00Z,94.00,7.00
2025-09-27T05:47:00Z,94.00,7.00
2025-09-27T05:49:00Z,94.00,7.00
2025-09-27T05:56:00Z,94.00,7.00
2025-09-27T06:14:00Z,94.00,7.00
2025-09-27T06:15:00Z,94.00,7.00
2025-09-27T06:16:00Z,94.00,7.00
2025-09-27T06:17:00Z,94.00,7.00
2025-09-27T06:20:00Z,94.00,7.00
2025-09-27T06:21:00Z,94.98,7.00
2025-09-27T06:24:00Z,95.00,7.00
2025-09-27T06:29:00Z,95.00,6.00
2025-09-27T06:30:00Z,95.00,6.00
2025-09-27T06:31:00Z,95.00,6.00
2025-09-27T06:32:00Z,95.00,6.00
2025-09-27T06:35:00Z,95.00,6.00
2025-09-27T06:38:00Z,95.00,6.00
2025-09-27T06:39:00Z,95.00,6.00
2025-09-27T06:40:00Z,95.00,6.00
2025-09-27T06:41:00Z,95.00,6.00
2025-09-27T06:50:00Z,95.00,6.00
2025-09-27T06:52:00Z,95.00,6.00
2025-09-27T06:54:00Z,95.00,6.00
2025-09-27T06:56:00Z,95.00,6.00
2025-09-27T06:57:00Z,95.00,6.48
2025-09-27T06:59:00Z,95.00,7.00
2025-09-27T07:00:00Z,95.00,7.00
2025-09-27T07:04:00Z,95.00,6.00
2025-09-27T07:07:00Z,95.00,6.00
2025-09-27T07:12:00Z,95.00,6.00
2025-09-27T07:14:00Z,95.00,5.32
2025-09-27T07:15:00Z,95.00,5.00
2025-09-27T07:16:00Z,93.00,5.00
2025-09-27T07:17:00Z,93.00,6.29
2025-09-27T07:22:00Z,93.00,7.00
2025-09-27T07:25:00Z,93.00,7.00
2025-09-27T07:28:00Z,93.00,7.00
2025-09-27T07:30:00Z,95.00,7.00
2025-09-27T07:32:00Z,95.00,6.00
2025-09-27T07:34:00Z,95.00,6.00
2025-09-27T07:36:00Z,95.00,6.60
2025-09-27T07:37:00Z,95.00,6.99
2025-09-27T07:38:00Z,95.00,7.00
2025-09-27T07:39:00Z,95.00,7.00
2025-09-27T07:42:00Z,95.00,7.00
2025-09-27T07:45:00Z,95.00,7.00
2025-09-27T07:48:00Z,95.00,7.00
2025-09-27T07:50:00Z,95.00,7.00
2025-09-27T07:52:00Z,95.00,7.00
2025-09-27T07:56:00Z,95.00,7.00
2025-09-27T08:00:00Z,95.00,7.00
2025-09-27T08:07:00Z,95.00,5.00
2025-09-27T08:09:00Z,95.00,7.00
2025-09-27T08:10:00Z,95.00,7.00
2025-09-27T08:12:00Z,95.00,7.00
2025-09-27T08:14:00Z,95.00,5.80
2025-09-27T08:17:00Z,95.00,6.78
2025-09-27T08:18:00Z,95.00,7.00
2025-09-27T08:19:00Z,95.00,7.00
2025-09-27T08:20:00Z,95.00,7.00
2025-09-27T08:21:00Z,95.00,7.00
2025-09-27T08:22:00Z,95.00,6.00
2025-09-27T08:23:00Z,95.00,6.00
2025-09-27T08:24:00Z,95.00,6.47
2025-09-27T08:27:00Z,95.00,7.00
2025-09-27T08:29:00Z,95.00,7.00
2025-09-27T08:30:00Z,93.00,7.00
2025-09-27T08:31:00Z,94.00,7.00
2025-09-27T08:32:00Z,94.00,8.00
2025-09-27T08:34:00Z,94.00,7.00
2025-09-27T08:35:00Z,94.00,7.00
2025-09-27T08:36:00Z,94.00,7.00
2025-09-27T08:37:00Z,94.00,7.25
2025-09-27T08:38:00Z,94.00,8.00
2025-09-27T08:39:00Z,94.00,7.38
2025-09-27T08:41:00Z,94.00,7.38
2025-09-27T08:42:00Z,94.00,8.00
2025-09-27T08:43:00Z,92.86,8.00
2025-09-27T08:44:00Z,93.00,6.20
2025-09-27T08:45:00Z,95.00,5.00
2025-09-27T08:46:00Z,95.00,5.00
2025-09-27T08:48:00Z,95.00,6.00
2025-09-27T08:49:00Z,93.00,9.00
2025-09-27T08:50:00Z,89.28,12.47
2025-09-27T08:51:00Z,86.20,16.27
2025-09-27T08:52:00Z,85.60,15.00
