# event_ticker=KXATPMATCH-25SEP19SHANAK
# final_score=7-5 6-3
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Juncheng Shang
# kalshi_date=2025-09-19
timestamp,Brandon Nakashima,Juncheng Shang
2025-09-19T05:19:00Z,62.00,38.00
2025-09-19T05:29:00Z,62.00,38.00
2025-09-19T05:35:00Z,62.00,38.00
2025-09-19T05:49:00Z,62.00,39.00
2025-09-19T05:52:00Z,62.00,39.00
2025-09-19T05:55:00Z,62.00,39.00
2025-09-19T05:58:00Z,62.00,39.00
2025-09-19T06:02:00Z,62.00,39.00
2025-09-19T06:11:00Z,61.00,39.00
2025-09-19T06:12:00Z,61.00,39.00
2025-09-19T06:15:00Z,61.00,39.00
2025-09-19T06:19:00Z,61.00,39.00
2025-09-19T06:23:00Z,61.00,39.00
2025-09-19T06:27:00Z,61.00,39.00
2025-09-19T06:33:00Z,61.98,39.00
2025-09-19T06:43:00Z,61.98,40.00
2025-09-19T06:46:00Z,61.92,40.00
2025-09-19T06:50:00Z,62.00,40.00
2025-09-19T06:51:00Z,62.00,40.00
2025-09-19T06:57:00Z,62.00,40.00
2025-09-19T07:00:00Z,62.00,40.00
2025-09-19T07:01:00Z,62.00,39.00
2025-09-19T07:09:00Z,62.00,39.00
2025-09-19T07:10:00Z,62.00,39.00
2025-09-19T07:12:00Z,62.00,38.00
2025-09-19T07:15:00Z,62.00,38.00
2025-09-19T07:19:00Z,62.00,38.00
2025-09-19T07:22:00Z,62.00,38.00
2025-09-19T07:23:00Z,62.00,38.00
2025-09-19T07:24:00Z,62.00,38.00
2025-09-19T07:31:00Z,62.00,38.00
2025-09-19T07:33:00Z,62.00,39.02
2025-09-19T07:34:00Z,62.00,40.00
2025-09-19T07:35:00Z,62.00,40.00
2025-09-19T07:37:00Z,62.15,39.00
2025-09-19T07:38:00Z,62.94,39.00
2025-09-19T07:39:00Z,63.00,39.00
2025-09-19T07:41:00Z,64.51,36.00
2025-09-19T07:42:00Z,65.09,35.02
2025-09-19T07:43:00Z,65.09,35.00
2025-09-19T07:48:00Z,65.00,35.00
2025-09-19T07:50:00Z,65.00,35.00
2025-09-19T07:52:00Z,65.00,35.00
2025-09-19T07:55:00Z,64.00,35.00
2025-09-19T07:59:00Z,64.00,35.00
2025-09-19T08:00:00Z,64.65,35.00
2025-09-19T08:01:00Z,64.93,35.00
2025-09-19T08:02:00Z,64.93,36.00
2025-09-19T08:05:00Z,65.00,36.00
2025-09-19T08:06:00Z,65.00,36.00
2025-09-19T08:07:00Z,65.86,36.00
2025-09-19T08:09:00Z,66.00,36.00
2025-09-19T08:10:00Z,66.00,36.00
2025-09-19T08:11:00Z,66.00,35.00
2025-09-19T08:13:00Z,66.00,35.00
2025-09-19T08:17:00Z,66.00,35.00
2025-09-19T08:21:00Z,66.10,35.00
2025-09-19T08:23:00Z,66.00,35.00
2025-09-19T08:26:00Z,66.00,35.00
2025-09-19T08:28:00Z,66.00,35.00
2025-09-19T08:30:00Z,66.00,35.00
2025-09-19T08:35:00Z,66.31,35.00
2025-09-19T08:37:00Z,66.31,36.00
2025-09-19T08:39:00Z,66.31,36.00
2025-09-19T08:40:00Z,66.04,36.00
2025-09-19T08:41:00Z,66.02,36.00
2025-09-19T08:43:00Z,62.58,36.00
2025-09-19T08:44:00Z,65.00,36.00
2025-09-19T08:45:00Z,65.68,36.00
2025-09-19T08:46:00Z,65.68,36.00
2025-09-19T08:47:00Z,65.15,36.00
2025-09-19T08:48:00Z,66.00,36.00
2025-09-19T08:49:00Z,66.38,36.00
2025-09-19T08:52:00Z,67.68,36.00
2025-09-19T08:53:00Z,66.00,36.00
2025-09-19T08:54:00Z,66.51,36.00
2025-09-19T08:55:00Z,66.51,35.00
2025-09-19T08:56:00Z,69.00,35.00
2025-09-19T08:57:00Z,67.03,33.09
2025-09-19T08:58:00Z,66.00,33.38
2025-09-19T08:59:00Z,65.25,38.30
2025-09-19T09:00:00Z,65.25,38.50
2025-09-19T09:01:00Z,66.00,38.50
2025-09-19T09:02:00Z,67.82,32.14
2025-09-19T09:03:00Z,67.79,32.14
2025-09-19T09:04:00Z,69.00,33.11
2025-09-19T09:05:00Z,64.02,37.32
2025-09-19T09:06:00Z,61.19,37.32
2025-09-19T09:07:00Z,45.41,43.00
2025-09-19T09:08:00Z,61.00,50.60
2025-09-19T09:09:00Z,56.50,46.98
2025-09-19T09:10:00Z,45.87,56.10
2025-09-19T09:11:00Z,42.42,55.77
2025-09-19T09:13:00Z,39.91,61.16
2025-09-19T09:14:00Z,44.72,63.61
2025-09-19T09:15:00Z,42.46,56.93
2025-09-19T09:16:00Z,41.00,57.00
2025-09-19T09:17:00Z,41.00,57.00
2025-09-19T09:18:00Z,45.89,55.60
2025-09-19T09:19:00Z,44.03,59.00
2025-09-19T09:20:00Z,42.01,60.10
2025-09-19T09:21:00Z,58.00,69.67
2025-09-19T09:22:00Z,42.23,57.52
2025-09-19T09:23:00Z,39.98,69.67
2025-09-19T09:24:00Z,35.08,64.26
2025-09-19T09:25:00Z,39.78,64.26
2025-09-19T09:26:00Z,41.36,62.06
2025-09-19T09:27:00Z,39.43,66.77
2025-09-19T09:28:00Z,5.75,66.77
2025-09-19T09:29:00Z,5.75,62.00
2025-09-19T09:30:00Z,39.50,62.00
2025-09-19T09:31:00Z,42.21,62.00
2025-09-19T09:32:00Z,55.50,55.89
2025-09-19T09:33:00Z,52.57,55.89
2025-09-19T09:34:00Z,54.98,49.47
2025-09-19T09:35:00Z,61.00,34.00
2025-09-19T09:36:00Z,67.13,34.00
2025-09-19T09:37:00Z,68.00,34.02
2025-09-19T09:38:00Z,69.43,36.09
2025-09-19T09:39:00Z,69.43,36.00
2025-09-19T09:40:00Z,64.00,38.00
2025-09-19T09:41:00Z,60.00,44.00
2025-09-19T09:42:00Z,63.98,39.00
2025-09-19T09:43:00Z,65.00,33.93
2025-09-19T09:44:00Z,65.00,35.51
2025-09-19T09:45:00Z,67.00,33.00
2025-09-19T09:46:00Z,66.07,35.00
2025-09-19T09:47:00Z,68.92,34.00
2025-09-19T09:48:00Z,75.35,30.25
2025-09-19T09:49:00Z,75.35,24.00
2025-09-19T09:50:00Z,75.35,25.00
2025-09-19T09:51:00Z,74.80,25.01
2025-09-19T09:52:00Z,79.37,16.28
2025-09-19T09:53:00Z,85.00,16.00
2025-09-19T09:54:00Z,85.00,16.30
2025-09-19T09:55:00Z,86.60,15.00
2025-09-19T09:56:00Z,87.00,14.00
2025-09-19T09:57:00Z,87.00,14.00
2025-09-19T09:58:00Z,87.00,14.00
2025-09-19T09:59:00Z,86.00,15.00
2025-09-19T10:00:00Z,85.00,16.00
2025-09-19T10:01:00Z,85.00,19.00
2025-09-19T10:02:00Z,85.00,19.00
2025-09-19T10:03:00Z,78.95,20.78
2025-09-19T10:04:00Z,78.95,17.00
2025-09-19T10:05:00Z,78.95,19.00
2025-09-19T10:06:00Z,80.00,18.47
2025-09-19T10:07:00Z,84.00,16.00
2025-09-19T10:08:00Z,85.00,15.99
2025-09-19T10:09:00Z,86.00,13.67
2025-09-19T10:10:00Z,87.00,13.67
2025-09-19T10:11:00Z,88.62,13.80
2025-09-19T10:12:00Z,87.22,13.80
2025-09-19T10:13:00Z,81.83,13.80
2025-09-19T10:14:00Z,85.00,13.80
2025-09-19T10:15:00Z,83.25,18.76
2025-09-19T10:16:00Z,83.25,14.20
2025-09-19T10:17:00Z,83.25,13.98
2025-09-19T10:18:00Z,86.00,11.76
2025-09-19T10:19:00Z,84.00,25.64
2025-09-19T10:20:00Z,82.00,23.00
2025-09-19T10:21:00Z,81.61,22.00
2025-09-19T10:22:00Z,81.13,20.00
2025-09-19T10:23:00Z,80.00,19.79
2025-09-19T10:24:00Z,83.02,19.79
2025-09-19T10:25:00Z,84.00,19.79
2025-09-19T10:26:00Z,82.00,19.00
2025-09-19T10:27:00Z,82.33,19.00
2025-09-19T10:28:00Z,84.00,19.00
2025-09-19T10:29:00Z,90.68,23.27
2025-09-19T10:30:00Z,91.00,13.95
2025-09-19T10:31:00Z,91.62,10.00
2025-09-19T10:32:00Z,91.51,16.00
2025-09-19T10:33:00Z,88.55,7.45
2025-09-19T10:34:00Z,87.32,10.78
2025-09-19T10:35:00Z,93.51,9.52
2025-09-19T10:36:00Z,98.01,2.76
2025-09-19T10:37:00Z,99.00,2.80
2025-09-19T10:38:00Z,99.00,1.00
2025-09-19T10:39:00Z,99.00,1.00
2025-09-19T10:40:00Z,99.00,1.00
2025-09-19T10:41:00Z,99.00,1.00
2025-09-19T10:44:00Z,99.00,1.00
