# event_ticker=KXATPMATCH-25OCT30DAVZVE
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Alexander Zverev
# fav_player=Alejandro Davidovich Fokina
# dog_player=Alexander Zverev
# kalshi_date=2025-10-30
timestamp,Alejandro Davidovich Fokina,Alexander Zverev
2025-10-30T16:11:00Z,38.00,64.00
2025-10-30T16:14:00Z,38.00,64.00
2025-10-30T16:16:00Z,36.88,64.00
2025-10-30T16:17:00Z,36.00,64.00
2025-10-30T16:20:00Z,36.00,64.00
2025-10-30T16:21:00Z,36.00,64.00
2025-10-30T16:23:00Z,36.00,64.00
2025-10-30T16:25:00Z,36.00,64.00
2025-10-30T16:28:00Z,36.00,64.00
2025-10-30T16:29:00Z,36.00,64.00
2025-10-30T16:30:00Z,36.00,64.00
2025-10-30T16:31:00Z,36.00,64.00
2025-10-30T16:33:00Z,36.00,64.00
2025-10-30T16:34:00Z,36.00,64.00
2025-10-30T16:35:00Z,36.00,64.00
2025-10-30T16:37:00Z,36.00,64.59
2025-10-30T16:38:00Z,36.00,65.00
2025-10-30T16:39:00Z,36.00,65.00
2025-10-30T16:40:00Z,36.00,65.00
2025-10-30T16:41:00Z,36.00,65.00
2025-10-30T16:42:00Z,36.00,65.00
2025-10-30T16:43:00Z,35.25,65.00
2025-10-30T16:44:00Z,36.00,65.00
2025-10-30T16:45:00Z,36.00,65.00
2025-10-30T16:47:00Z,36.00,65.00
2025-10-30T16:48:00Z,36.00,65.00
2025-10-30T16:49:00Z,36.00,65.00
2025-10-30T16:51:00Z,34.79,65.00
2025-10-30T16:52:00Z,35.00,65.00
2025-10-30T16:53:00Z,35.00,65.00
2025-10-30T16:54:00Z,35.00,65.00
2025-10-30T16:55:00Z,35.00,65.45
2025-10-30T16:56:00Z,35.00,65.00
2025-10-30T16:57:00Z,35.45,66.00
2025-10-30T16:58:00Z,35.00,66.00
2025-10-30T16:59:00Z,35.00,66.00
2025-10-30T17:00:00Z,35.00,66.00
2025-10-30T17:01:00Z,35.00,66.00
2025-10-30T17:02:00Z,35.00,66.00
2025-10-30T17:03:00Z,35.00,66.00
2025-10-30T17:04:00Z,35.00,66.00
2025-10-30T17:05:00Z,35.00,66.00
2025-10-30T17:06:00Z,35.00,66.00
2025-10-30T17:07:00Z,35.00,65.00
2025-10-30T17:08:00Z,35.00,66.00
2025-10-30T17:09:00Z,35.00,66.00
2025-10-30T17:10:00Z,35.00,66.38
2025-10-30T17:11:00Z,35.00,66.99
2025-10-30T17:13:00Z,35.00,67.00
2025-10-30T17:14:00Z,34.00,67.00
2025-10-30T17:15:00Z,34.00,66.00
2025-10-30T17:18:00Z,33.00,68.00
2025-10-30T17:20:00Z,33.00,68.00
2025-10-30T17:23:00Z,33.00,68.00
2025-10-30T17:24:00Z,33.00,68.00
2025-10-30T17:25:00Z,33.00,68.00
2025-10-30T17:26:00Z,33.00,68.00
2025-10-30T17:27:00Z,33.00,68.00
2025-10-30T17:28:00Z,33.00,68.63
2025-10-30T17:29:00Z,33.00,69.00
2025-10-30T17:30:00Z,33.00,69.00
2025-10-30T17:31:00Z,33.00,68.00
2025-10-30T17:33:00Z,33.00,69.00
2025-10-30T17:34:00Z,33.00,69.00
2025-10-30T17:35:00Z,33.00,69.00
2025-10-30T17:36:00Z,33.00,69.00
2025-10-30T17:37:00Z,33.00,69.00
2025-10-30T17:39:00Z,33.00,69.00
2025-10-30T17:40:00Z,31.00,67.00
2025-10-30T17:41:00Z,31.00,69.00
2025-10-30T17:43:00Z,32.00,69.00
2025-10-30T17:44:00Z,32.00,69.00
2025-10-30T17:46:00Z,32.00,69.00
2025-10-30T17:49:00Z,32.00,69.00
2025-10-30T17:50:00Z,32.00,69.00
2025-10-30T17:53:00Z,32.00,68.00
2025-10-30T17:54:00Z,32.00,68.00
2025-10-30T17:55:00Z,32.00,68.00
2025-10-30T17:56:00Z,32.00,68.00
2025-10-30T17:57:00Z,32.00,68.00
2025-10-30T17:58:00Z,32.00,68.86
2025-10-30T18:01:00Z,32.00,69.00
2025-10-30T18:03:00Z,32.00,69.00
2025-10-30T18:05:00Z,32.00,68.25
2025-10-30T18:07:00Z,32.00,69.00
2025-10-30T18:09:00Z,32.00,69.00
2025-10-30T18:11:00Z,32.00,69.00
2025-10-30T18:12:00Z,32.00,69.00
2025-10-30T18:14:00Z,32.00,67.00
2025-10-30T18:15:00Z,32.00,69.00
2025-10-30T18:16:00Z,32.00,69.00
2025-10-30T18:18:00Z,32.00,69.00
2025-10-30T18:20:00Z,32.00,69.00
2025-10-30T18:21:00Z,32.00,69.00
2025-10-30T18:22:00Z,32.00,69.00
2025-10-30T18:24:00Z,32.00,69.00
2025-10-30T18:27:00Z,32.00,69.00
2025-10-30T18:30:00Z,32.00,69.00
2025-10-30T18:31:00Z,32.00,69.00
2025-10-30T18:32:00Z,32.00,69.00
2025-10-30T18:34:00Z,32.00,69.00
2025-10-30T18:35:00Z,32.00,69.00
2025-10-30T18:37:00Z,31.00,69.00
2025-10-30T18:38:00Z,32.00,69.00
2025-10-30T18:39:00Z,32.00,69.00
2025-10-30T18:40:00Z,32.00,69.00
2025-10-30T18:41:00Z,32.00,69.00
2025-10-30T18:42:00Z,32.00,69.00
2025-10-30T18:43:00Z,32.78,69.00
2025-10-30T18:44:00Z,32.78,69.00
2025-10-30T18:45:00Z,33.00,69.00
2025-10-30T18:47:00Z,33.00,69.00
2025-10-30T18:48:00Z,33.00,69.00
2025-10-30T18:50:00Z,33.00,69.00
2025-10-30T18:51:00Z,33.00,69.00
2025-10-30T18:52:00Z,33.00,69.00
2025-10-30T18:53:00Z,33.00,69.00
2025-10-30T18:54:00Z,33.00,69.00
2025-10-30T18:55:00Z,33.00,69.00
2025-10-30T18:56:00Z,33.00,69.00
2025-10-30T18:57:00Z,32.99,67.67
2025-10-30T18:58:00Z,33.00,68.00
2025-10-30T18:59:00Z,33.00,68.00
2025-10-30T19:00:00Z,33.00,68.00
2025-10-30T19:01:00Z,33.00,68.35
2025-10-30T19:02:00Z,33.00,69.00
2025-10-30T19:03:00Z,33.00,69.00
2025-10-30T19:04:00Z,32.05,69.00
2025-10-30T19:05:00Z,33.00,68.50
2025-10-30T19:06:00Z,33.00,68.93
2025-10-30T19:07:00Z,33.00,69.00
2025-10-30T19:08:00Z,33.00,69.00
2025-10-30T19:09:00Z,33.00,69.00
2025-10-30T19:10:00Z,33.00,69.00
2025-10-30T19:11:00Z,33.00,69.00
2025-10-30T19:12:00Z,33.00,68.17
2025-10-30T19:13:00Z,33.00,69.00
2025-10-30T19:14:00Z,33.00,69.00
2025-10-30T19:15:00Z,33.00,68.31
2025-10-30T19:16:00Z,33.00,69.00
2025-10-30T19:17:00Z,33.00,69.00
2025-10-30T19:18:00Z,33.00,69.00
2025-10-30T19:19:00Z,33.00,69.00
2025-10-30T19:20:00Z,33.00,69.00
2025-10-30T19:21:00Z,33.00,69.00
2025-10-30T19:22:00Z,33.00,69.00
2025-10-30T19:23:00Z,33.00,69.00
2025-10-30T19:24:00Z,33.00,69.00
2025-10-30T19:25:00Z,33.00,69.00
2025-10-30T19:26:00Z,33.00,69.00
2025-10-30T19:27:00Z,33.00,68.00
2025-10-30T19:28:00Z,33.00,69.00
2025-10-30T19:29:00Z,33.00,68.99
2025-10-30T19:30:00Z,33.00,68.44
2025-10-30T19:31:00Z,33.00,68.00
2025-10-30T19:32:00Z,33.00,67.17
2025-10-30T19:33:00Z,33.00,68.00
2025-10-30T19:34:00Z,33.00,68.00
2025-10-30T19:35:00Z,33.00,68.00
2025-10-30T19:36:00Z,33.00,68.00
2025-10-30T19:37:00Z,33.00,68.00
2025-10-30T19:38:00Z,33.00,68.00
2025-10-30T19:39:00Z,33.00,68.00
2025-10-30T19:40:00Z,33.00,67.65
2025-10-30T19:41:00Z,33.00,67.98
2025-10-30T19:42:00Z,33.00,67.98
2025-10-30T19:43:00Z,33.00,68.00
2025-10-30T19:44:00Z,33.00,68.00
2025-10-30T19:45:00Z,33.00,67.17
2025-10-30T19:46:00Z,33.00,68.00
2025-10-30T19:47:00Z,33.00,68.00
2025-10-30T19:48:00Z,33.00,68.00
2025-10-30T19:49:00Z,33.00,68.00
2025-10-30T19:50:00Z,33.35,68.32
2025-10-30T19:51:00Z,34.00,68.00
2025-10-30T19:52:00Z,34.00,68.00
2025-10-30T19:53:00Z,34.00,68.00
2025-10-30T19:54:00Z,33.97,68.00
2025-10-30T19:55:00Z,33.26,68.00
2025-10-30T19:56:00Z,33.00,68.00
2025-10-30T19:57:00Z,33.00,68.80
2025-10-30T19:58:00Z,32.81,69.00
2025-10-30T19:59:00Z,33.00,67.45
2025-10-30T20:00:00Z,34.76,66.59
2025-10-30T20:01:00Z,36.76,66.00
2025-10-30T20:02:00Z,36.27,66.38
2025-10-30T20:03:00Z,35.22,67.19
2025-10-30T20:04:00Z,34.13,67.99
2025-10-30T20:05:00Z,33.16,70.35
2025-10-30T20:06:00Z,30.35,72.52
2025-10-30T20:07:00Z,32.44,68.74
2025-10-30T20:08:00Z,30.41,69.20
2025-10-30T20:09:00Z,25.27,75.18
2025-10-30T20:10:00Z,26.79,73.71
2025-10-30T20:11:00Z,24.99,76.90
2025-10-30T20:12:00Z,24.20,76.61
2025-10-30T20:13:00Z,17.68,83.84
2025-10-30T20:14:00Z,17.03,83.33
2025-10-30T20:15:00Z,19.65,81.18
2025-10-30T20:16:00Z,17.37,83.27
2025-10-30T20:17:00Z,17.33,84.04
2025-10-30T20:18:00Z,19.19,81.15
2025-10-30T20:19:00Z,23.21,78.37
2025-10-30T20:20:00Z,21.86,78.83
2025-10-30T20:21:00Z,21.80,78.64
2025-10-30T20:22:00Z,23.17,77.08
2025-10-30T20:23:00Z,25.59,77.59
2025-10-30T20:24:00Z,19.37,81.08
2025-10-30T20:25:00Z,21.10,78.76
2025-10-30T20:26:00Z,17.83,82.89
2025-10-30T20:27:00Z,17.22,83.64
2025-10-30T20:28:00Z,18.39,81.40
2025-10-30T20:29:00Z,21.62,82.06
2025-10-30T20:30:00Z,19.36,81.63
2025-10-30T20:31:00Z,17.31,82.89
2025-10-30T20:32:00Z,16.90,83.11
2025-10-30T20:33:00Z,16.72,84.63
2025-10-30T20:34:00Z,14.44,86.69
2025-10-30T20:35:00Z,12.50,87.46
2025-10-30T20:36:00Z,12.99,87.84
2025-10-30T20:37:00Z,15.03,85.93
2025-10-30T20:38:00Z,12.66,88.39
2025-10-30T20:39:00Z,11.17,89.35
2025-10-30T20:40:00Z,12.86,89.11
2025-10-30T20:41:00Z,11.66,88.27
2025-10-30T20:42:00Z,11.34,88.37
2025-10-30T20:43:00Z,11.32,88.18
2025-10-30T20:44:00Z,12.76,87.58
2025-10-30T20:45:00Z,11.57,88.56
2025-10-30T20:46:00Z,12.94,87.57
2025-10-30T20:47:00Z,13.58,88.52
2025-10-30T20:48:00Z,7.84,90.94
2025-10-30T20:49:00Z,9.24,91.70
2025-10-30T20:50:00Z,6.00,95.39
2025-10-30T20:51:00Z,5.04,95.15
2025-10-30T20:52:00Z,7.33,93.40
2025-10-30T20:53:00Z,8.38,92.75
2025-10-30T20:54:00Z,13.08,86.66
2025-10-30T20:55:00Z,11.76,87.01
2025-10-30T20:56:00Z,13.60,87.39
2025-10-30T20:57:00Z,14.14,86.23
2025-10-30T20:58:00Z,11.74,89.42
2025-10-30T20:59:00Z,10.21,88.48
2025-10-30T21:00:00Z,14.84,85.90
2025-10-30T21:01:00Z,16.60,84.17
2025-10-30T21:02:00Z,16.51,83.99
2025-10-30T21:03:00Z,16.18,83.99
2025-10-30T21:04:00Z,16.51,83.97
2025-10-30T21:05:00Z,15.36,84.00
2025-10-30T21:06:00Z,15.14,83.98
2025-10-30T21:07:00Z,13.98,87.96
2025-10-30T21:08:00Z,15.71,85.49
2025-10-30T21:09:00Z,17.51,84.82
2025-10-30T21:10:00Z,17.89,82.13
2025-10-30T21:11:00Z,14.60,84.71
2025-10-30T21:12:00Z,16.66,86.05
2025-10-30T21:13:00Z,15.48,85.97
2025-10-30T21:14:00Z,19.82,83.22
2025-10-30T21:15:00Z,23.67,74.94
2025-10-30T21:16:00Z,20.22,79.94
2025-10-30T21:17:00Z,15.97,84.48
2025-10-30T21:18:00Z,14.15,86.11
2025-10-30T21:19:00Z,15.68,84.44
2025-10-30T21:20:00Z,13.69,87.66
2025-10-30T21:21:00Z,13.33,89.47
2025-10-30T21:22:00Z,7.99,91.69
2025-10-30T21:23:00Z,4.91,95.58
2025-10-30T21:24:00Z,4.60,95.11
2025-10-30T21:25:00Z,5.66,96.58
2025-10-30T21:26:00Z,2.56,98.04
2025-10-30T21:27:00Z,1.65,98.56
2025-10-30T21:28:00Z,2.00,97.88
2025-10-30T21:29:00Z,1.43,98.21
2025-10-30T21:30:00Z,2.99,97.08
2025-10-30T21:31:00Z,2.90,97.12
2025-10-30T21:32:00Z,3.42,97.78
2025-10-30T21:33:00Z,1.46,98.32
2025-10-30T21:34:00Z,1.00,99.00
2025-10-30T21:35:00Z,1.11,98.56
2025-10-30T21:36:00Z,1.11,99.00
