# event_ticker=KXATPCHALLENGERMATCH-26MAR10AGAJUS
# final_score=6-1 6-7(5) 6-1
# score_resolution=6-1 6-7 6-1
# match_winner=Franco Agamenone
# fav_player=Franco Agamenone
# dog_player=Guido Ivan Justo
# kalshi_date=2026-03-10
timestamp,Franco Agamenone,Guido Ivan Justo
2026-03-10T13:42:00Z,69.75,33.00
2026-03-10T13:43:00Z,70.82,31.80
2026-03-10T13:44:00Z,73.32,28.00
2026-03-10T13:45:00Z,73.22,27.24
2026-03-10T13:46:00Z,73.22,32.00
2026-03-10T13:47:00Z,73.00,30.67
2026-03-10T13:48:00Z,72.31,30.57
2026-03-10T13:49:00Z,74.91,26.39
2026-03-10T13:50:00Z,75.00,28.00
2026-03-10T13:51:00Z,74.97,27.12
2026-03-10T13:52:00Z,76.56,26.00
2026-03-10T13:53:00Z,76.98,24.00
2026-03-10T13:54:00Z,76.87,24.00
2026-03-10T13:55:00Z,75.68,25.00
2026-03-10T13:56:00Z,77.00,25.00
2026-03-10T13:57:00Z,73.00,26.00
2026-03-10T13:58:00Z,73.00,25.00
2026-03-10T13:59:00Z,73.12,28.00
2026-03-10T14:00:00Z,79.55,22.28
2026-03-10T14:01:00Z,85.00,15.08
2026-03-10T14:02:00Z,87.79,14.32
2026-03-10T14:03:00Z,80.00,19.00
2026-03-10T14:04:00Z,82.16,18.00
2026-03-10T14:05:00Z,84.00,17.51
2026-03-10T14:06:00Z,76.67,25.68
2026-03-10T14:07:00Z,72.33,26.54
2026-03-10T14:08:00Z,69.84,30.57
2026-03-10T14:09:00Z,70.92,31.60
2026-03-10T14:10:00Z,72.92,28.00
2026-03-10T14:11:00Z,69.99,32.00
2026-03-10T14:12:00Z,68.26,32.00
2026-03-10T14:13:00Z,62.00,39.79
2026-03-10T14:14:00Z,58.87,43.00
2026-03-10T14:15:00Z,59.61,38.79
2026-03-10T14:16:00Z,67.36,35.33
2026-03-10T14:17:00Z,69.94,33.88
2026-03-10T14:18:00Z,68.07,34.69
2026-03-10T14:19:00Z,67.23,35.01
2026-03-10T14:20:00Z,71.89,29.59
2026-03-10T14:21:00Z,75.11,31.82
2026-03-10T14:22:00Z,68.07,34.89
2026-03-10T14:23:00Z,69.15,34.89
2026-03-10T14:24:00Z,66.00,36.10
2026-03-10T14:25:00Z,66.00,36.00
2026-03-10T14:26:00Z,60.63,40.28
2026-03-10T14:27:00Z,60.92,41.77
2026-03-10T14:28:00Z,52.99,43.96
2026-03-10T14:29:00Z,60.86,39.71
2026-03-10T14:30:00Z,59.94,39.29
2026-03-10T14:31:00Z,58.39,39.87
2026-03-10T14:32:00Z,59.89,44.98
2026-03-10T14:33:00Z,58.35,43.41
2026-03-10T14:34:00Z,60.69,41.92
2026-03-10T14:35:00Z,63.89,38.97
2026-03-10T14:36:00Z,67.61,34.06
2026-03-10T14:37:00Z,64.38,38.00
2026-03-10T14:38:00Z,67.56,34.00
2026-03-10T14:39:00Z,70.70,28.04
2026-03-10T14:40:00Z,69.96,32.98
2026-03-10T14:41:00Z,66.82,34.46
2026-03-10T14:42:00Z,66.93,36.76
2026-03-10T14:43:00Z,62.11,39.19
2026-03-10T14:44:00Z,62.00,38.03
2026-03-10T14:45:00Z,65.37,37.10
2026-03-10T14:46:00Z,67.08,32.39
2026-03-10T14:47:00Z,70.04,32.67
2026-03-10T14:48:00Z,68.51,38.82
2026-03-10T14:49:00Z,55.68,43.50
2026-03-10T14:50:00Z,60.67,41.04
2026-03-10T14:51:00Z,60.01,44.28
2026-03-10T14:52:00Z,65.44,36.51
2026-03-10T14:53:00Z,63.26,35.65
2026-03-10T14:54:00Z,69.35,35.03
2026-03-10T14:55:00Z,68.73,31.71
2026-03-10T14:56:00Z,66.99,34.18
2026-03-10T14:57:00Z,67.05,35.00
2026-03-10T14:58:00Z,64.27,40.79
2026-03-10T14:59:00Z,63.66,36.62
2026-03-10T15:00:00Z,61.00,39.74
2026-03-10T15:01:00Z,59.04,43.42
2026-03-10T15:02:00Z,45.94,50.94
2026-03-10T15:03:00Z,42.28,57.10
2026-03-10T15:04:00Z,46.93,59.19
2026-03-10T15:05:00Z,54.82,48.64
2026-03-10T15:06:00Z,63.84,35.29
2026-03-10T15:07:00Z,66.42,33.11
2026-03-10T15:08:00Z,68.80,33.43
2026-03-10T15:09:00Z,65.19,35.51
2026-03-10T15:10:00Z,56.28,43.80
2026-03-10T15:11:00Z,56.36,44.65
2026-03-10T15:12:00Z,59.73,42.11
2026-03-10T15:13:00Z,59.17,41.87
2026-03-10T15:14:00Z,60.00,41.09
2026-03-10T15:15:00Z,59.62,40.73
2026-03-10T15:16:00Z,68.81,33.12
2026-03-10T15:17:00Z,67.21,37.22
2026-03-10T15:18:00Z,56.42,44.28
2026-03-10T15:19:00Z,59.08,41.61
2026-03-10T15:20:00Z,59.41,46.20
2026-03-10T15:21:00Z,68.59,32.42
2026-03-10T15:22:00Z,75.74,25.07
2026-03-10T15:23:00Z,72.43,27.89
2026-03-10T15:24:00Z,71.94,34.56
2026-03-10T15:25:00Z,69.15,35.99
2026-03-10T15:26:00Z,52.75,42.52
2026-03-10T15:27:00Z,40.97,57.35
2026-03-10T15:28:00Z,40.67,58.29
2026-03-10T15:29:00Z,39.06,60.95
2026-03-10T15:30:00Z,40.24,61.00
2026-03-10T15:31:00Z,41.11,59.54
2026-03-10T15:32:00Z,41.95,59.41
2026-03-10T15:33:00Z,42.00,59.96
2026-03-10T15:34:00Z,41.87,59.38
2026-03-10T15:35:00Z,41.19,59.91
2026-03-10T15:36:00Z,41.97,60.27
2026-03-10T15:37:00Z,41.23,58.05
2026-03-10T15:38:00Z,41.49,58.31
2026-03-10T15:39:00Z,40.34,58.88
2026-03-10T15:40:00Z,49.26,53.51
2026-03-10T15:41:00Z,52.32,49.09
2026-03-10T15:42:00Z,52.78,48.37
2026-03-10T15:43:00Z,57.60,46.76
2026-03-10T15:44:00Z,55.67,45.87
2026-03-10T15:45:00Z,62.42,40.22
2026-03-10T15:46:00Z,69.62,31.50
2026-03-10T15:47:00Z,75.31,23.75
2026-03-10T15:48:00Z,80.38,17.79
2026-03-10T15:49:00Z,79.76,22.20
2026-03-10T15:50:00Z,83.38,16.27
2026-03-10T15:51:00Z,83.95,17.74
2026-03-10T15:52:00Z,86.05,12.04
2026-03-10T15:53:00Z,89.03,11.61
2026-03-10T15:54:00Z,94.55,4.63
2026-03-10T15:55:00Z,96.03,4.16
2026-03-10T15:56:00Z,97.11,2.40
2026-03-10T15:57:00Z,96.48,2.74
2026-03-10T15:58:00Z,97.93,3.42
2026-03-10T15:59:00Z,98.98,1.14
2026-03-10T16:00:00Z,97.78,1.68
2026-03-10T16:01:00Z,98.81,1.70
2026-03-10T16:02:00Z,97.71,1.25
2026-03-10T16:03:00Z,99.00,1.00
2026-03-10T16:04:00Z,99.00,1.00
2026-03-10T16:05:00Z,99.00,1.00
2026-03-10T16:06:00Z,98.60,1.00
2026-03-10T16:07:00Z,98.97,1.02
2026-03-10T16:08:00Z,97.95,2.00
2026-03-10T16:09:00Z,97.00,2.77
2026-03-10T16:10:00Z,97.24,1.22
2026-03-10T16:11:00Z,98.44,2.00
2026-03-10T16:12:00Z,98.69,1.34
2026-03-10T16:13:00Z,98.99,1.00
2026-03-10T16:14:00Z,99.00,1.00
2026-03-10T16:15:00Z,99.00,1.00
2026-03-10T16:16:00Z,99.00,1.00
2026-03-10T16:17:00Z,99.00,1.00
2026-03-10T16:18:00Z,99.00,1.00
2026-03-10T16:20:00Z,99.00,1.00
2026-03-10T16:21:00Z,99.00,1.00
2026-03-10T16:22:00Z,99.00,1.00
