# event_ticker=KXATPCHALLENGERMATCH-26MAR10AGAJUS
# final_score=6-1 6-7(5) 6-1
# score_resolution=6-1 6-7 6-1
# match_winner=Franco Agamenone
# fav_player=Franco Agamenone
# dog_player=Guido Ivan Justo
# kalshi_date=2026-03-10
timestamp,Franco Agamenone,Guido Ivan Justo
2026-03-10T05:00:00Z,39.00,
2026-03-10T05:03:00Z,40.00,
2026-03-10T05:06:00Z,40.00,
2026-03-10T05:15:00Z,40.00,
2026-03-10T05:41:00Z,40.00,
2026-03-10T06:16:00Z,40.00,
2026-03-10T09:02:00Z,40.00,62.00
2026-03-10T09:17:00Z,40.00,62.00
2026-03-10T09:42:00Z,40.00,63.00
2026-03-10T09:49:00Z,40.00,63.00
2026-03-10T09:50:00Z,40.02,63.00
2026-03-10T09:51:00Z,40.00,63.00
2026-03-10T09:52:00Z,40.00,63.00
2026-03-10T09:53:00Z,40.00,63.00
2026-03-10T09:54:00Z,40.00,63.00
2026-03-10T09:55:00Z,40.00,63.00
2026-03-10T09:56:00Z,40.00,63.00
2026-03-10T09:57:00Z,40.00,63.00
2026-03-10T09:58:00Z,40.00,63.00
2026-03-10T09:59:00Z,40.00,63.00
2026-03-10T10:00:00Z,40.00,63.00
2026-03-10T10:01:00Z,40.00,63.00
2026-03-10T10:02:00Z,40.00,63.00
2026-03-10T10:03:00Z,40.00,63.00
2026-03-10T10:04:00Z,40.00,63.00
2026-03-10T10:05:00Z,40.00,63.00
2026-03-10T10:06:00Z,40.00,63.00
2026-03-10T10:07:00Z,40.00,63.00
2026-03-10T10:08:00Z,40.00,63.00
2026-03-10T10:09:00Z,40.00,63.00
2026-03-10T10:10:00Z,40.00,63.00
2026-03-10T10:11:00Z,40.00,63.00
2026-03-10T10:12:00Z,40.00,63.00
2026-03-10T10:13:00Z,40.00,63.00
2026-03-10T10:14:00Z,40.00,63.00
2026-03-10T10:36:00Z,40.00,63.00
2026-03-10T10:37:00Z,40.00,63.00
2026-03-10T10:38:00Z,40.00,63.00
2026-03-10T10:40:00Z,40.00,63.00
2026-03-10T10:41:00Z,40.00,63.00
2026-03-10T10:43:00Z,41.00,63.00
2026-03-10T10:44:00Z,41.00,63.00
2026-03-10T10:45:00Z,41.00,63.00
2026-03-10T10:46:00Z,41.00,63.00
2026-03-10T10:54:00Z,41.00,62.00
2026-03-10T10:56:00Z,41.00,62.00
2026-03-10T11:03:00Z,41.00,62.00
2026-03-10T11:18:00Z,41.00,62.00
2026-03-10T11:37:00Z,42.00,61.00
2026-03-10T12:11:00Z,42.00,61.00
2026-03-10T12:18:00Z,41.00,60.79
2026-03-10T12:21:00Z,41.00,61.00
2026-03-10T12:30:00Z,41.00,61.00
2026-03-10T12:31:00Z,41.00,61.00
2026-03-10T12:33:00Z,41.00,61.00
2026-03-10T12:36:00Z,41.00,61.00
2026-03-10T12:42:00Z,41.99,61.00
2026-03-10T12:43:00Z,41.00,61.00
2026-03-10T12:47:00Z,41.00,61.00
2026-03-10T12:48:00Z,41.00,61.00
2026-03-10T12:50:00Z,41.00,61.00
2026-03-10T12:53:00Z,41.00,61.00
2026-03-10T12:59:00Z,41.00,61.00
2026-03-10T13:00:00Z,41.00,61.00
2026-03-10T13:02:00Z,42.00,61.00
2026-03-10T13:05:00Z,42.00,59.96
2026-03-10T13:06:00Z,42.00,59.98
2026-03-10T13:07:00Z,42.94,60.21
2026-03-10T13:08:00Z,42.00,60.00
2026-03-10T13:10:00Z,42.00,59.93
2026-03-10T13:11:00Z,42.00,59.00
2026-03-10T13:12:00Z,42.09,59.95
2026-03-10T13:13:00Z,41.67,59.95
2026-03-10T13:14:00Z,42.00,59.95
2026-03-10T13:15:00Z,43.00,59.95
2026-03-10T13:16:00Z,40.00,62.26
2026-03-10T13:17:00Z,48.00,55.00
2026-03-10T13:18:00Z,48.00,55.00
2026-03-10T13:19:00Z,51.16,50.00
2026-03-10T13:20:00Z,52.50,48.07
2026-03-10T13:21:00Z,56.03,45.94
2026-03-10T13:22:00Z,57.48,42.00
2026-03-10T13:23:00Z,56.11,44.97
2026-03-10T13:24:00Z,57.18,45.54
2026-03-10T13:25:00Z,53.23,47.99
2026-03-10T13:26:00Z,58.26,45.00
2026-03-10T13:27:00Z,55.02,46.00
2026-03-10T13:28:00Z,59.69,39.38
2026-03-10T13:29:00Z,63.97,38.00
2026-03-10T13:30:00Z,61.56,39.99
2026-03-10T13:31:00Z,59.94,43.92
2026-03-10T13:32:00Z,60.00,42.00
2026-03-10T13:33:00Z,61.23,36.90
2026-03-10T13:34:00Z,63.00,39.98
2026-03-10T13:35:00Z,64.97,38.33
2026-03-10T13:36:00Z,65.00,36.96
2026-03-10T13:37:00Z,64.81,38.15
2026-03-10T13:38:00Z,60.48,42.73
2026-03-10T13:39:00Z,56.86,41.56
2026-03-10T13:40:00Z,62.33,36.98
2026-03-10T13:41:00Z,67.88,33.00
