# event_ticker=KXATPCHALLENGERMATCH-26MAY15JUSRON
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Franco Roncadelli
# fav_player=Guido Ivan Justo
# dog_player=Franco Roncadelli
# kalshi_date=2026-05-15
timestamp,Guido Ivan Justo,Franco Roncadelli
2026-05-15T04:57:00Z,48.00,
2026-05-15T05:12:00Z,48.00,52.00
2026-05-15T05:43:00Z,48.00,52.00
2026-05-15T06:25:00Z,48.00,53.00
2026-05-15T06:47:00Z,48.00,53.00
2026-05-15T06:58:00Z,49.00,53.00
2026-05-15T07:17:00Z,49.00,53.00
2026-05-15T07:32:00Z,49.00,52.00
2026-05-15T07:45:00Z,49.00,52.00
2026-05-15T07:51:00Z,49.00,51.00
2026-05-15T07:56:00Z,49.00,49.00
2026-05-15T08:09:00Z,50.00,49.00
2026-05-15T08:35:00Z,50.00,50.00
2026-05-15T08:48:00Z,51.00,50.00
2026-05-15T09:01:00Z,51.00,49.00
2026-05-15T09:07:00Z,51.00,49.00
2026-05-15T10:08:00Z,51.00,49.00
2026-05-15T10:10:00Z,53.00,49.00
2026-05-15T10:20:00Z,53.00,49.00
2026-05-15T10:22:00Z,53.00,49.00
2026-05-15T10:50:00Z,53.00,47.00
2026-05-15T10:53:00Z,53.00,47.00
2026-05-15T10:54:00Z,54.00,47.00
2026-05-15T11:04:00Z,54.00,47.00
2026-05-15T11:55:00Z,54.00,47.00
2026-05-15T12:00:00Z,54.00,47.00
2026-05-15T12:02:00Z,54.00,47.00
2026-05-15T12:10:00Z,54.00,47.00
2026-05-15T12:25:00Z,54.00,46.00
2026-05-15T12:29:00Z,54.00,46.00
2026-05-15T12:30:00Z,54.00,46.00
2026-05-15T12:31:00Z,54.00,45.00
2026-05-15T12:58:00Z,54.00,45.00
2026-05-15T13:01:00Z,54.00,45.00
2026-05-15T13:28:00Z,55.00,45.00
2026-05-15T13:30:00Z,54.00,45.00
2026-05-15T13:34:00Z,54.00,46.00
2026-05-15T13:57:00Z,54.00,46.00
2026-05-15T13:58:00Z,54.00,46.00
2026-05-15T14:00:00Z,55.00,46.00
2026-05-15T14:10:00Z,55.00,46.00
2026-05-15T14:15:00Z,55.00,45.00
2026-05-15T14:23:00Z,55.00,46.00
2026-05-15T14:37:00Z,55.00,46.00
2026-05-15T14:41:00Z,55.00,46.00
2026-05-15T14:46:00Z,55.00,44.73
2026-05-15T14:49:00Z,55.00,45.00
2026-05-15T14:59:00Z,55.00,45.00
2026-05-15T15:00:00Z,56.00,45.00
2026-05-15T15:06:00Z,56.00,45.00
2026-05-15T15:07:00Z,56.00,45.00
2026-05-15T15:08:00Z,56.00,45.00
2026-05-15T15:10:00Z,56.00,45.00
2026-05-15T15:13:00Z,56.00,45.00
2026-05-15T15:15:00Z,56.00,45.00
2026-05-15T15:16:00Z,56.00,45.00
2026-05-15T15:19:00Z,56.00,46.00
2026-05-15T15:20:00Z,56.00,46.00
2026-05-15T15:21:00Z,56.00,46.00
2026-05-15T15:22:00Z,56.00,46.00
2026-05-15T15:25:00Z,56.00,46.00
2026-05-15T15:26:00Z,56.00,46.00
2026-05-15T15:27:00Z,56.00,46.00
2026-05-15T15:28:00Z,56.00,46.00
2026-05-15T15:29:00Z,56.00,46.00
2026-05-15T15:30:00Z,56.00,46.00
2026-05-15T15:31:00Z,56.00,46.00
2026-05-15T15:32:00Z,55.00,46.00
2026-05-15T15:34:00Z,55.00,46.00
2026-05-15T15:35:00Z,55.00,46.00
2026-05-15T15:36:00Z,55.00,46.00
2026-05-15T15:37:00Z,55.00,46.00
2026-05-15T15:38:00Z,55.00,46.00
2026-05-15T15:39:00Z,55.00,46.00
2026-05-15T15:40:00Z,55.00,46.00
2026-05-15T15:41:00Z,55.00,46.00
2026-05-15T15:42:00Z,55.00,46.00
2026-05-15T15:43:00Z,54.96,46.00
2026-05-15T15:45:00Z,55.82,46.00
2026-05-15T15:50:00Z,55.94,46.78
2026-05-15T15:51:00Z,55.94,47.00
2026-05-15T15:52:00Z,55.94,46.76
2026-05-15T15:53:00Z,55.94,46.47
2026-05-15T15:55:00Z,55.90,46.47
2026-05-15T15:56:00Z,55.90,46.00
2026-05-15T15:57:00Z,55.90,46.00
2026-05-15T15:58:00Z,55.90,46.96
2026-05-15T15:59:00Z,55.00,47.00
2026-05-15T16:00:00Z,55.52,44.43
2026-05-15T16:01:00Z,55.52,44.00
2026-05-15T16:03:00Z,54.14,46.00
2026-05-15T16:04:00Z,54.14,46.00
2026-05-15T16:06:00Z,57.39,46.00
2026-05-15T16:07:00Z,57.39,43.44
2026-05-15T16:08:00Z,57.39,46.00
