# event_ticker=KXATPCHALLENGERMATCH-26MAY15JUSRON
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Franco Roncadelli
# fav_player=Guido Ivan Justo
# dog_player=Franco Roncadelli
# kalshi_date=2026-05-15
timestamp,Guido Ivan Justo,Franco Roncadelli
2026-05-15T16:09:00Z,57.00,46.00
2026-05-15T16:10:00Z,57.00,46.00
2026-05-15T16:11:00Z,54.00,46.00
2026-05-15T16:12:00Z,57.00,46.82
2026-05-15T16:13:00Z,56.87,43.58
2026-05-15T16:14:00Z,59.18,41.13
2026-05-15T16:15:00Z,61.99,38.90
2026-05-15T16:16:00Z,64.24,37.36
2026-05-15T16:17:00Z,65.92,30.56
2026-05-15T16:18:00Z,70.60,32.44
2026-05-15T16:19:00Z,65.46,37.71
2026-05-15T16:20:00Z,62.29,38.92
2026-05-15T16:21:00Z,61.12,40.77
2026-05-15T16:22:00Z,58.99,41.55
2026-05-15T16:23:00Z,58.87,42.35
2026-05-15T16:24:00Z,55.26,44.56
2026-05-15T16:25:00Z,51.89,51.21
2026-05-15T16:26:00Z,49.45,51.84
2026-05-15T16:27:00Z,43.27,57.83
2026-05-15T16:28:00Z,43.66,59.36
2026-05-15T16:29:00Z,39.95,61.10
2026-05-15T16:30:00Z,38.21,62.79
2026-05-15T16:31:00Z,36.71,64.61
2026-05-15T16:32:00Z,34.64,66.44
2026-05-15T16:33:00Z,32.70,69.00
2026-05-15T16:34:00Z,31.48,72.06
2026-05-15T16:35:00Z,27.48,73.95
2026-05-15T16:36:00Z,28.01,74.00
2026-05-15T16:37:00Z,29.98,69.87
2026-05-15T16:38:00Z,29.90,71.42
2026-05-15T16:39:00Z,26.49,74.16
2026-05-15T16:40:00Z,25.59,75.64
2026-05-15T16:41:00Z,25.08,75.49
2026-05-15T16:42:00Z,24.00,77.75
2026-05-15T16:43:00Z,22.77,78.08
2026-05-15T16:44:00Z,22.48,78.79
2026-05-15T16:45:00Z,22.57,79.23
2026-05-15T16:46:00Z,23.00,78.94
2026-05-15T16:47:00Z,22.90,78.54
2026-05-15T16:48:00Z,23.70,76.77
2026-05-15T16:49:00Z,22.63,78.66
2026-05-15T16:50:00Z,22.64,79.08
2026-05-15T16:51:00Z,21.38,80.89
2026-05-15T16:52:00Z,19.51,81.89
2026-05-15T16:53:00Z,18.37,83.64
2026-05-15T16:54:00Z,18.09,83.51
2026-05-15T16:55:00Z,13.58,87.87
2026-05-15T16:56:00Z,11.32,89.49
2026-05-15T16:57:00Z,8.20,91.59
2026-05-15T16:58:00Z,7.86,93.37
2026-05-15T16:59:00Z,5.64,94.31
2026-05-15T17:00:00Z,9.02,93.07
2026-05-15T17:01:00Z,12.67,88.63
2026-05-15T17:02:00Z,17.90,82.12
2026-05-15T17:03:00Z,18.89,82.43
2026-05-15T17:04:00Z,21.60,78.26
2026-05-15T17:05:00Z,24.40,76.55
2026-05-15T17:06:00Z,26.60,74.46
2026-05-15T17:07:00Z,24.57,77.51
2026-05-15T17:08:00Z,27.85,70.98
2026-05-15T17:09:00Z,24.04,75.95
2026-05-15T17:10:00Z,21.87,78.97
2026-05-15T17:11:00Z,21.88,79.00
2026-05-15T17:12:00Z,19.93,81.53
2026-05-15T17:13:00Z,15.83,85.33
2026-05-15T17:14:00Z,13.37,88.45
2026-05-15T17:15:00Z,7.95,92.32
2026-05-15T17:16:00Z,6.53,93.84
2026-05-15T17:17:00Z,3.65,96.14
2026-05-15T17:18:00Z,3.32,96.85
2026-05-15T17:19:00Z,2.96,96.74
2026-05-15T17:20:00Z,2.41,97.73
2026-05-15T17:21:00Z,2.87,97.62
2026-05-15T17:22:00Z,3.96,96.19
2026-05-15T17:23:00Z,4.13,95.71
2026-05-15T17:24:00Z,8.03,92.64
2026-05-15T17:25:00Z,10.96,89.36
2026-05-15T17:26:00Z,6.86,95.52
2026-05-15T17:27:00Z,11.41,88.94
2026-05-15T17:28:00Z,16.89,81.63
2026-05-15T17:29:00Z,18.94,81.70
2026-05-15T17:30:00Z,18.04,85.53
2026-05-15T17:31:00Z,8.13,93.60
2026-05-15T17:32:00Z,4.98,94.52
2026-05-15T17:33:00Z,1.77,98.78
2026-05-15T17:34:00Z,1.77,99.00
2026-05-15T17:35:00Z,1.77,99.00
2026-05-15T17:36:00Z,1.77,99.00
2026-05-15T17:37:00Z,1.00,99.00
2026-05-15T17:38:00Z,1.00,99.00
2026-05-15T17:39:00Z,1.00,99.00
2026-05-15T17:40:00Z,1.00,99.00
2026-05-15T17:41:00Z,1.00,99.00
2026-05-15T17:42:00Z,1.00,99.00
