# event_ticker=KXATPMATCH-25JUL16HALFIC
# final_score=6-4 6-7(5) 6-3
# score_resolution=6-4 6-7 6-3
# match_winner=Juan Pablo Ficovich
# fav_player=Juan Pablo Ficovich
# dog_player=Quentin Halys
# kalshi_date=2025-07-16
timestamp,Juan Pablo Ficovich,Quentin Halys
2025-07-16T15:46:00Z,,72.00
2025-07-16T16:07:00Z,,72.00
2025-07-16T18:52:00Z,,74.00
2025-07-16T19:14:00Z,,74.00
2025-07-16T19:44:00Z,,74.00
2025-07-16T19:53:00Z,28.00,74.00
2025-07-16T20:37:00Z,28.00,74.00
2025-07-16T20:44:00Z,28.00,74.00
2025-07-16T20:51:00Z,28.00,74.01
2025-07-16T21:36:00Z,27.00,74.01
2025-07-16T21:37:00Z,27.00,74.00
2025-07-16T21:57:00Z,27.00,74.00
2025-07-16T22:21:00Z,28.00,74.00
2025-07-16T22:29:00Z,28.00,74.00
2025-07-16T22:42:00Z,28.00,74.00
2025-07-16T22:50:00Z,28.00,74.00
2025-07-16T22:54:00Z,28.00,74.00
2025-07-16T23:16:00Z,28.00,74.00
2025-07-16T23:22:00Z,28.00,74.00
2025-07-16T23:26:00Z,28.00,74.00
2025-07-16T23:54:00Z,27.85,74.00
2025-07-17T00:04:00Z,27.85,73.00
2025-07-17T00:11:00Z,27.85,73.64
2025-07-17T00:56:00Z,27.85,74.00
2025-07-17T00:57:00Z,27.85,74.00
2025-07-17T01:05:00Z,27.85,74.00
2025-07-17T01:07:00Z,27.85,74.00
2025-07-17T01:08:00Z,33.00,74.00
2025-07-17T01:09:00Z,43.25,74.00
2025-07-17T01:10:00Z,47.12,74.00
2025-07-17T01:11:00Z,53.28,74.00
2025-07-17T01:12:00Z,47.00,74.00
2025-07-17T01:13:00Z,43.67,74.00
2025-07-17T01:14:00Z,42.33,74.00
2025-07-17T01:15:00Z,35.00,74.00
2025-07-17T01:16:00Z,35.00,74.00
2025-07-17T01:17:00Z,35.00,77.96
2025-07-17T01:18:00Z,35.00,80.07
2025-07-17T01:20:00Z,35.00,80.00
2025-07-17T01:21:00Z,35.00,73.00
2025-07-17T01:22:00Z,31.35,73.00
2025-07-17T01:23:00Z,32.00,73.00
2025-07-17T01:26:00Z,29.00,75.00
2025-07-17T01:28:00Z,29.00,75.00
2025-07-17T01:29:00Z,29.00,75.00
2025-07-17T01:31:00Z,39.70,68.28
2025-07-17T01:32:00Z,41.00,60.40
2025-07-17T01:33:00Z,47.00,52.58
2025-07-17T01:34:00Z,49.00,57.90
2025-07-17T01:35:00Z,49.00,50.01
2025-07-17T01:36:00Z,49.11,43.73
2025-07-17T01:37:00Z,49.11,48.59
2025-07-17T01:38:00Z,54.00,47.37
2025-07-17T01:39:00Z,55.00,47.37
2025-07-17T01:40:00Z,57.00,45.49
2025-07-17T01:41:00Z,56.22,43.00
2025-07-17T01:42:00Z,55.19,46.16
2025-07-17T01:43:00Z,55.19,47.00
2025-07-17T01:44:00Z,53.00,48.66
2025-07-17T01:45:00Z,50.93,48.66
2025-07-17T01:46:00Z,55.00,46.00
2025-07-17T01:47:00Z,57.00,46.00
2025-07-17T01:48:00Z,59.00,46.00
2025-07-17T01:49:00Z,57.15,48.14
2025-07-17T01:50:00Z,60.00,46.84
2025-07-17T01:51:00Z,54.00,48.00
2025-07-17T01:52:00Z,54.00,50.04
2025-07-17T01:53:00Z,59.00,50.04
2025-07-17T01:54:00Z,57.00,46.00
2025-07-17T01:55:00Z,65.59,43.01
2025-07-17T01:56:00Z,65.50,43.01
2025-07-17T01:57:00Z,61.00,39.12
2025-07-17T01:58:00Z,65.57,40.79
2025-07-17T01:59:00Z,56.13,40.79
2025-07-17T02:00:00Z,56.13,47.43
2025-07-17T02:01:00Z,56.13,47.00
2025-07-17T02:02:00Z,56.13,50.00
2025-07-17T02:03:00Z,50.74,48.98
2025-07-17T02:04:00Z,50.74,50.13
2025-07-17T02:05:00Z,55.99,46.00
2025-07-17T02:06:00Z,55.99,50.40
2025-07-17T02:07:00Z,47.28,55.56
2025-07-17T02:08:00Z,54.14,51.26
2025-07-17T02:09:00Z,54.14,47.37
2025-07-17T02:10:00Z,53.62,48.65
2025-07-17T02:11:00Z,51.29,49.00
2025-07-17T02:12:00Z,63.72,58.88
2025-07-17T02:13:00Z,54.00,48.87
2025-07-17T02:14:00Z,54.00,47.06
2025-07-17T02:15:00Z,56.82,47.00
2025-07-17T02:16:00Z,57.00,44.00
2025-07-17T02:17:00Z,63.32,40.79
2025-07-17T02:18:00Z,68.33,40.04
2025-07-17T02:19:00Z,68.00,43.85
2025-07-17T02:20:00Z,59.00,42.05
2025-07-17T02:21:00Z,59.00,48.77
2025-07-17T02:22:00Z,56.00,43.31
2025-07-17T02:23:00Z,61.25,41.00
2025-07-17T02:24:00Z,61.25,36.68
2025-07-17T02:25:00Z,64.19,38.16
2025-07-17T02:26:00Z,64.19,33.59
2025-07-17T02:27:00Z,56.00,34.19
