# event_ticker=KXATPMATCH-25JUL16HALFIC
# final_score=6-4 6-7(5) 6-3
# score_resolution=6-4 6-7 6-3
# match_winner=Juan Pablo Ficovich
# fav_player=Juan Pablo Ficovich
# dog_player=Quentin Halys
# kalshi_date=2025-07-16
timestamp,Juan Pablo Ficovich,Quentin Halys
2025-07-17T02:28:00Z,84.89,20.94
2025-07-17T02:29:00Z,93.13,8.74
2025-07-17T02:30:00Z,94.02,6.63
2025-07-17T02:31:00Z,95.41,2.83
2025-07-17T02:32:00Z,82.62,10.67
2025-07-17T02:33:00Z,78.53,22.76
2025-07-17T02:34:00Z,74.66,26.85
2025-07-17T02:35:00Z,74.66,38.96
2025-07-17T02:36:00Z,71.89,38.96
2025-07-17T02:37:00Z,69.00,35.96
2025-07-17T02:38:00Z,66.36,32.26
2025-07-17T02:39:00Z,66.36,41.26
2025-07-17T02:40:00Z,66.36,43.00
2025-07-17T02:41:00Z,70.17,44.00
2025-07-17T02:42:00Z,70.17,43.95
2025-07-17T02:43:00Z,70.17,42.00
2025-07-17T02:44:00Z,70.17,41.59
2025-07-17T02:45:00Z,64.91,41.73
2025-07-17T02:46:00Z,69.13,35.58
2025-07-17T02:47:00Z,57.00,42.03
2025-07-17T02:48:00Z,62.00,43.00
2025-07-17T02:49:00Z,59.93,40.49
2025-07-17T02:50:00Z,41.70,59.08
2025-07-17T02:51:00Z,41.70,60.81
2025-07-17T02:52:00Z,37.57,66.98
2025-07-17T02:53:00Z,40.33,65.00
2025-07-17T02:54:00Z,43.44,59.13
2025-07-17T02:55:00Z,35.00,64.04
2025-07-17T02:57:00Z,40.99,64.04
2025-07-17T02:58:00Z,40.99,60.00
2025-07-17T02:59:00Z,40.00,59.00
2025-07-17T03:00:00Z,46.26,56.65
2025-07-17T03:01:00Z,67.92,29.16
2025-07-17T03:02:00Z,78.34,27.99
2025-07-17T03:03:00Z,82.10,19.49
2025-07-17T03:04:00Z,83.01,17.64
2025-07-17T03:05:00Z,83.05,17.64
2025-07-17T03:06:00Z,83.00,17.75
2025-07-17T03:07:00Z,83.00,18.00
2025-07-17T03:08:00Z,96.93,4.88
2025-07-17T03:09:00Z,97.51,4.31
2025-07-17T03:10:00Z,94.81,6.22
2025-07-17T03:11:00Z,92.08,7.86
2025-07-17T03:12:00Z,88.74,13.62
2025-07-17T03:13:00Z,88.17,11.00
2025-07-17T03:14:00Z,88.51,10.28
2025-07-17T03:15:00Z,90.80,6.87
2025-07-17T03:16:00Z,94.51,6.58
2025-07-17T03:17:00Z,91.60,9.28
2025-07-17T03:18:00Z,91.00,8.55
2025-07-17T03:19:00Z,93.63,8.49
2025-07-17T03:20:00Z,89.51,10.01
2025-07-17T03:21:00Z,88.18,11.81
2025-07-17T03:22:00Z,86.49,11.81
2025-07-17T03:23:00Z,93.00,15.00
2025-07-17T03:24:00Z,94.92,5.20
2025-07-17T03:25:00Z,95.00,7.03
2025-07-17T03:26:00Z,94.93,8.31
2025-07-17T03:27:00Z,94.39,5.26
2025-07-17T03:28:00Z,96.00,5.72
2025-07-17T03:29:00Z,96.34,2.59
2025-07-17T03:30:00Z,96.34,6.52
2025-07-17T03:31:00Z,95.00,6.00
2025-07-17T03:32:00Z,95.00,7.04
2025-07-17T03:33:00Z,95.00,5.00
2025-07-17T03:34:00Z,95.00,13.95
2025-07-17T03:35:00Z,71.69,25.52
2025-07-17T03:36:00Z,79.74,17.67
2025-07-17T03:37:00Z,89.25,11.71
2025-07-17T03:38:00Z,88.37,14.33
2025-07-17T03:39:00Z,96.20,1.21
2025-07-17T03:40:00Z,99.00,1.21
2025-07-17T03:41:00Z,99.00,1.21
