Filename,Asset,Start_Price,End_Price,Mean_Price,Max_Drift_Up,Max_Drift_Down
kalshi-price-history-kxatpchallengermatch-26apr01zhumar-minute.csv,Beibit Zhukayev,59.0,99.0,69.02,40.0,-24.07
kalshi-price-history-kxatpchallengermatch-26apr01zhumar-minute.csv,Dan Martin,44.0,1.13,31.56,20.71,-42.87
kalshi-price-history-kxatpchallengermatch-26apr02andpau-minute.csv,69.00,86.0,99.0,69.78,13.0,-72.78
kalshi-price-history-kxatpchallengermatch-26apr02andpau-minute.csv,Unnamed: 2,30.0,1.0,33.08,60.0,-29.0
kalshi-price-history-kxatpchallengermatch-26apr02blahem-minute.csv,Unnamed: 1,46.0,1.0,36.05,7.0,-45.0
kalshi-price-history-kxatpchallengermatch-26apr02blahem-minute.csv,55.00,55.0,99.0,67.28,44.0,-5.97
kalshi-price-history-kxatpchallengermatch-26apr02demfor-minute.csv,Jonas Forejtek,78.0,99.0,88.43,21.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr02demfor-minute.csv,Yaroslav Demin,22.0,1.0,13.74,0.0,-21.0
kalshi-price-history-kxatpchallengermatch-26apr02elljon-minute.csv,41.00,44.0,99.0,44.46,55.0,-4.0
kalshi-price-history-kxatpchallengermatch-26apr02elljon-minute.csv,Unnamed: 2,56.0,5.35,57.5,4.0,-50.65
kalshi-price-history-kxatpchallengermatch-26apr02engmon-minute.csv,Inaki Montes-de la Torre,58.0,2.88,50.18,25.39,-55.12
kalshi-price-history-kxatpchallengermatch-26apr02engmon-minute.csv,Justin Engel,44.0,99.0,51.3,55.0,-26.45
kalshi-price-history-kxatpchallengermatch-26apr02ficmar-minute.csv,Ivan Marrero Curbelo,16.0,1.4,13.99,11.44,-15.0
kalshi-price-history-kxatpchallengermatch-26apr02ficmar-minute.csv,Juan Pablo Ficovich,86.0,99.0,87.02,13.0,-10.03
kalshi-price-history-kxatpchallengermatch-26apr02guihue-minute.csv,Alvaro Guillen Meza,83.0,1.03,70.33,5.26,-81.97
kalshi-price-history-kxatpchallengermatch-26apr02guihue-minute.csv,Connor Huertas Del Pino,21.0,99.0,31.8,78.0,-8.0
kalshi-price-history-kxatpchallengermatch-26apr02heipra-minute.csv,Unnamed: 1,71.0,99.0,79.52,28.0,-3.0
kalshi-price-history-kxatpchallengermatch-26apr02heipra-minute.csv,29.00,32.0,1.0,21.51,0.07,-31.0
kalshi-price-history-kxatpchallengermatch-26apr02ilabro-minute.csv,Andre Ilagan,37.0,1.0,28.59,4.32,-36.0
kalshi-price-history-kxatpchallengermatch-26apr02ilabro-minute.csv,Liam Broady,67.0,99.0,73.5,32.0,-5.32
kalshi-price-history-kxatpchallengermatch-26apr02kolcal-minute.csv,Sergio Callejon Hernando,26.0,99.0,33.4,73.0,-20.62
kalshi-price-history-kxatpchallengermatch-26apr02kolcal-minute.csv,Zdenek Kolar,74.0,1.0,67.88,20.89,-73.0
kalshi-price-history-kxatpchallengermatch-26apr02magsot-minute.csv,Alan Magadan,16.0,1.0,24.24,33.96,-15.0
kalshi-price-history-kxatpchallengermatch-26apr02magsot-minute.csv,Matias Soto,76.82,99.0,76.73,22.18,-29.76
kalshi-price-history-kxatpchallengermatch-26apr02marper-minute.csv,Alex Martinez,51.0,99.0,66.85,48.0,-6.06
kalshi-price-history-kxatpchallengermatch-26apr02marper-minute.csv,Tiago Pereira,51.0,2.93,34.03,5.38,-49.92
kalshi-price-history-kxatpchallengermatch-26apr02mella-minute.csv,Unnamed: 1,65.0,1.0,63.15,22.11,-64.0
kalshi-price-history-kxatpchallengermatch-26apr02mella-minute.csv,36.00,36.0,99.0,37.53,63.0,-22.46
kalshi-price-history-kxatpchallengermatch-26apr02milell-minute.csv,43.00,45.0,99.0,34.19,54.0,-33.29
kalshi-price-history-kxatpchallengermatch-26apr02milell-minute.csv,63.00,62.0,1.0,67.35,27.94,-61.0
kalshi-price-history-kxatpchallengermatch-26apr02pacpav-minute.csv,Luka Pavlovic,38.0,1.0,50.36,36.99,-37.0
kalshi-price-history-kxatpchallengermatch-26apr02pacpav-minute.csv,Rodrigo Pacheco Mendez,54.0,99.0,51.6,45.0,-28.98
kalshi-price-history-kxatpchallengermatch-26apr02tunmor-minute.csv,Hiroki Moriya,41.23,1.0,31.85,28.54,-40.23
kalshi-price-history-kxatpchallengermatch-26apr02tunmor-minute.csv,Tung-Lin Wu,59.08,99.0,71.19,39.92,-24.08
kalshi-price-history-kxatpchallengermatch-26apr02vardia-minute.csv,Juan Pablo Varillas,32.0,2.07,21.15,18.52,-29.93
kalshi-price-history-kxatpchallengermatch-26apr02vardia-minute.csv,Facundo Diaz Acosta,68.0,99.0,78.93,31.0,-17.17
kalshi-price-history-kxatpchallengermatch-26apr02wenhsu-minute.csv,48.50,48.5,99.0,60.25,50.5,-20.09
kalshi-price-history-kxatpchallengermatch-26apr02wenhsu-minute.csv,Unnamed: 2,55.0,1.0,42.26,16.22,-54.0
kalshi-price-history-kxatpchallengermatch-26apr02zhomil-minute.csv,Yi Zhou,65.0,5.4,63.22,5.0,-59.6
kalshi-price-history-kxatpchallengermatch-26apr02zhomil-minute.csv,Ognjen Milic,34.0,99.0,38.64,65.0,-3.0
kalshi-price-history-kxatpchallengermatch-26apr03berdal-minute.csv,43.00,43.0,99.0,60.97,56.0,-5.68
kalshi-price-history-kxatpchallengermatch-26apr03berdal-minute.csv,Unnamed: 2,58.0,1.0,40.58,5.0,-57.0
kalshi-price-history-kxatpchallengermatch-26apr03calpau-minute.csv,Andrew Paulson,54.48,1.79,47.36,0.52,-52.69
kalshi-price-history-kxatpchallengermatch-26apr03calpau-minute.csv,Sergio Callejon Hernando,47.0,99.0,52.82,52.0,-2.0
kalshi-price-history-kxatpchallengermatch-26apr03calrin-minute.csv,69.00,69.0,99.0,64.45,30.0,-42.23
kalshi-price-history-kxatpchallengermatch-26apr03calrin-minute.csv,Unnamed: 2,37.0,1.0,37.49,37.58,-36.0
kalshi-price-history-kxatpchallengermatch-26apr03cecgil-minute.csv,Felix Gill,48.0,99.0,52.55,51.0,-27.0
kalshi-price-history-kxatpchallengermatch-26apr03cecgil-minute.csv,Marco Cecchinato,54.0,1.0,48.55,24.61,-53.0
kalshi-price-history-kxatpchallengermatch-26apr03damrin-minute.csv,Unnamed: 1,52.0,99.0,64.85,47.0,-17.11
kalshi-price-history-kxatpchallengermatch-26apr03damrin-minute.csv,53.00,50.0,1.0,36.45,17.84,-49.0
kalshi-price-history-kxatpchallengermatch-26apr03duczhu-minute.csv,Beibit Zhukayev,24.0,1.0,18.46,0.0,-23.0
kalshi-price-history-kxatpchallengermatch-26apr03duczhu-minute.csv,James Duckworth,78.0,99.0,83.0,21.0,-2.01
kalshi-price-history-kxatpchallengermatch-26apr03engsan-minute.csv,Unnamed: 1,46.0,99.0,72.75,53.0,-1.99
kalshi-price-history-kxatpchallengermatch-26apr03engsan-minute.csv,55.00,55.0,2.3,28.1,1.0,-52.7
kalshi-price-history-kxatpchallengermatch-26apr03fatsac-minute.csv,Vitaliy Sachko,61.0,99.0,72.13,38.0,-12.91
kalshi-price-history-kxatpchallengermatch-26apr03fatsac-minute.csv,Nerman Fatic,40.0,1.0,28.51,11.94,-39.0
kalshi-price-history-kxatpchallengermatch-26apr03forcar-minute.csv,Roberto Carballes Baena,71.0,1.0,62.7,21.61,-70.0
kalshi-price-history-kxatpchallengermatch-26apr03forcar-minute.csv,Jonas Forejtek,31.0,99.0,38.78,68.0,-23.0
kalshi-price-history-kxatpchallengermatch-26apr03glicop-minute.csv,Daniil Glinka,25.0,1.0,20.04,17.3,-24.0
kalshi-price-history-kxatpchallengermatch-26apr03glicop-minute.csv,Kimmer Coppejans,76.0,99.0,81.06,23.0,-18.0
kalshi-price-history-kxatpchallengermatch-26apr03huedia-minute.csv,Connor Huertas Del Pino,50.0,1.0,27.62,23.17,-49.0
kalshi-price-history-kxatpchallengermatch-26apr03huedia-minute.csv,Facundo Diaz Acosta,74.0,99.0,74.49,25.0,-48.11
kalshi-price-history-kxatpchallengermatch-26apr03krubla-minute.csv,Unnamed: 1,47.0,99.0,56.45,52.0,-14.98
kalshi-price-history-kxatpchallengermatch-26apr03krubla-minute.csv,55.00,54.0,1.75,44.99,15.53,-52.25
kalshi-price-history-kxatpchallengermatch-26apr03lahei-minute.csv,Juan Manuel La Serna,20.0,1.0,14.35,0.0,-19.0
kalshi-price-history-kxatpchallengermatch-26apr03lahei-minute.csv,Gustavo Heide,80.0,99.0,86.76,19.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr03marbra-minute.csv,Matteo Martineau,56.0,1.0,31.25,10.41,-55.0
kalshi-price-history-kxatpchallengermatch-26apr03marbra-minute.csv,Raul Brancaccio,45.0,99.0,69.67,54.0,-5.0
kalshi-price-history-kxatpchallengermatch-26apr03margak-minute.csv,60.00,60.0,99.0,74.91,39.0,-29.0
kalshi-price-history-kxatpchallengermatch-26apr03margak-minute.csv,35.00,51.4,1.0,26.75,0.0,-50.4
kalshi-price-history-kxatpchallengermatch-26apr03marmar2-minute.csv,Pol Martin Tiffon,78.0,1.0,54.8,9.58,-77.0
kalshi-price-history-kxatpchallengermatch-26apr03marmar2-minute.csv,Alex Martinez,23.0,99.0,47.04,76.0,-4.52
kalshi-price-history-kxatpchallengermatch-26apr03mensch-minute.csv,Tristan Schoolkate,43.0,99.0,49.31,56.0,-28.6
kalshi-price-history-kxatpchallengermatch-26apr03mensch-minute.csv,Facundo Mena,59.0,1.0,51.57,27.92,-58.0
kalshi-price-history-kxatpchallengermatch-26apr03middel-minute.csv,Hugo Dellien,68.0,99.0,70.1,31.0,-23.66
kalshi-price-history-kxatpchallengermatch-26apr03middel-minute.csv,Lautaro Midon,33.63,1.0,31.04,23.84,-32.63
kalshi-price-history-kxatpchallengermatch-26apr03morbla-minute.csv,Alejandro Moro Canas,64.0,1.53,45.53,13.0,-62.47
kalshi-price-history-kxatpchallengermatch-26apr03morbla-minute.csv,Dali Blanch,36.0,99.0,55.17,63.0,-15.0
kalshi-price-history-kxatpchallengermatch-26apr03roymar-minute.csv,Valentin Royer,84.85,1.0,78.6,14.15,-83.85
kalshi-price-history-kxatpchallengermatch-26apr03roymar-minute.csv,Alex Martinez,15.0,99.0,22.34,84.0,-13.83
kalshi-price-history-kxatpchallengermatch-26apr03sanbra-minute.csv,Unnamed: 1,48.0,99.0,41.93,51.0,-39.04
kalshi-price-history-kxatpchallengermatch-26apr03sanbra-minute.csv,64.00,52.0,1.0,59.44,39.01,-51.0
kalshi-price-history-kxatpchallengermatch-26apr03sotmej-minute.csv,Nicolas Mejia,68.0,99.0,75.84,31.0,-14.06
kalshi-price-history-kxatpchallengermatch-26apr03sotmej-minute.csv,Matias Soto,32.0,1.0,25.53,16.01,-31.0
kalshi-price-history-kxatpchallengermatch-26apr04blabra-minute.csv,Dali Blanch,56.0,1.0,53.94,33.64,-55.0
kalshi-price-history-kxatpchallengermatch-26apr04blabra-minute.csv,Raul Brancaccio,45.0,99.0,47.25,54.0,-34.59
kalshi-price-history-kxatpchallengermatch-26apr04broell-minute.csv,Blake Ellis,21.0,1.0,16.93,13.37,-20.0
kalshi-price-history-kxatpchallengermatch-26apr04broell-minute.csv,Liam Broady,82.0,99.0,84.47,17.0,-17.29
kalshi-price-history-kxatpchallengermatch-26apr04copsac-minute.csv,Kimmer Coppejans,58.0,1.0,44.55,15.13,-57.0
kalshi-price-history-kxatpchallengermatch-26apr04copsac-minute.csv,Vitaliy Sachko,44.0,99.0,56.72,55.0,-16.59
kalshi-price-history-kxatpchallengermatch-26apr04dalneu-minute.csv,Enrico Dalla Valle,32.0,1.0,22.05,0.0,-31.0
kalshi-price-history-kxatpchallengermatch-26apr04dalneu-minute.csv,Lukas Neumayer,69.0,99.0,79.81,30.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr04ducpac-minute.csv,James Duckworth,54.0,99.0,52.47,45.0,-36.38
kalshi-price-history-kxatpchallengermatch-26apr04ducpac-minute.csv,Rodrigo Pacheco Mendez,49.0,1.0,48.85,34.67,-48.0
kalshi-price-history-kxatpchallengermatch-26apr04gilkru-minute.csv,Felix Gill,61.0,99.0,61.73,38.0,-22.56
kalshi-price-history-kxatpchallengermatch-26apr04gilkru-minute.csv,Martin Krumich,38.0,2.5,39.25,23.77,-35.5
kalshi-price-history-kxatpchallengermatch-26apr04heidel-minute.csv,Gustavo Heide,62.0,1.0,47.02,1.0,-61.0
kalshi-price-history-kxatpchallengermatch-26apr04heidel-minute.csv,Hugo Dellien,40.0,99.0,54.36,59.0,-2.0
kalshi-price-history-kxatpchallengermatch-26apr04marrin-minute.csv,Daniel Rincon,65.0,1.0,48.86,10.44,-64.0
kalshi-price-history-kxatpchallengermatch-26apr04marrin-minute.csv,Alex Martinez,36.0,99.0,52.22,63.0,-11.86
kalshi-price-history-kxatpchallengermatch-26apr04neugil-minute.csv,Felix Gill,39.19,1.0,23.05,5.81,-38.19
kalshi-price-history-kxatpchallengermatch-26apr04neugil-minute.csv,Lukas Neumayer,96.0,99.0,82.01,3.0,-36.02
kalshi-price-history-kxatpchallengermatch-26apr04ribpol-minute.csv,36.00,36.0,99.0,55.21,63.0,-2.0
kalshi-price-history-kxatpchallengermatch-26apr04ribpol-minute.csv,Unnamed: 2,65.0,1.0,45.64,1.0,-64.0
kalshi-price-history-kxatpchallengermatch-26apr04ribsac-minute.csv,35.20,35.2,99.0,64.66,63.8,-0.2
kalshi-price-history-kxatpchallengermatch-26apr04ribsac-minute.csv,77.00,85.23,1.0,39.73,2.77,-84.23
kalshi-price-history-kxatpchallengermatch-26apr04sardia-minute.csv,Unnamed: 1,89.21,99.0,91.05,9.79,-12.22
kalshi-price-history-kxatpchallengermatch-26apr04sardia-minute.csv,12.00,11.0,1.0,9.57,13.31,-10.0
kalshi-price-history-kxatpchallengermatch-26apr04wentun-minute.csv,Tung-Lin Wu,36.0,1.0,35.98,41.28,-35.0
kalshi-price-history-kxatpchallengermatch-26apr04wentun-minute.csv,Harry Wendelken,63.96,99.0,65.28,35.04,-41.26
kalshi-price-history-kxatpchallengermatch-26apr05ribneu-minute.csv,Unnamed: 1,72.0,99.0,71.62,27.0,-36.0
kalshi-price-history-kxatpchallengermatch-26apr05ribneu-minute.csv,39.00,30.0,2.6,29.61,36.0,-28.41
kalshi-price-history-kxatpchallengermatch-26apr06binuch-minute.csv,Alexandr Binda,39.0,1.0,28.02,3.34,-38.0
kalshi-price-history-kxatpchallengermatch-26apr06binuch-minute.csv,Kaichi Uchida,64.0,99.0,73.61,35.0,-3.47
kalshi-price-history-kxatpchallengermatch-26apr06bosrod-minute.csv,Lorenzo Joaquin Rodriguez,37.0,1.81,21.68,0.77,-35.82
kalshi-price-history-kxatpchallengermatch-26apr06bosrod-minute.csv,Pedro Boscardin Dias,62.0,99.0,79.1,37.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr06bravar-minute.csv,95.87,95.87,99.0,94.27,3.13,-11.06
kalshi-price-history-kxatpchallengermatch-26apr06bravar-minute.csv,6.00,7.0,1.0,6.65,10.4,-6.0
kalshi-price-history-kxatpchallengermatch-26apr06clasot-minute.csv,Jay Clarke,61.0,1.0,61.27,28.54,-60.0
kalshi-price-history-kxatpchallengermatch-26apr06clasot-minute.csv,Matias Soto,41.0,99.0,39.98,58.0,-30.67
kalshi-price-history-kxatpchallengermatch-26apr06cuihol-minute.csv,August Holmgren,59.0,99.0,66.17,40.0,-12.51
kalshi-price-history-kxatpchallengermatch-26apr06cuihol-minute.csv,Jie Cui,42.0,1.0,35.67,14.48,-41.0
kalshi-price-history-kxatpchallengermatch-26apr06denhue-minute.csv,22.00,28.0,99.0,34.08,71.0,-22.0
kalshi-price-history-kxatpchallengermatch-26apr06denhue-minute.csv,84.25,84.25,2.54,66.99,11.19,-83.21
kalshi-price-history-kxatpchallengermatch-26apr06dospur-minute.csv,Saba Purtseladze,25.0,1.0,12.27,0.0,-24.0
kalshi-price-history-kxatpchallengermatch-26apr06dospur-minute.csv,Stefan Dostanic,76.0,97.92,88.79,23.0,-1.95
kalshi-price-history-kxatpchallengermatch-26apr06echber-minute.csv,56.00,56.0,99.0,78.51,43.0,-2.0
kalshi-price-history-kxatpchallengermatch-26apr06echber-minute.csv,Unnamed: 2,44.0,1.0,22.23,7.95,-43.0
kalshi-price-history-kxatpchallengermatch-26apr06ellbou-minute.csv,Unnamed: 1,45.44,1.0,42.97,21.49,-44.44
kalshi-price-history-kxatpchallengermatch-26apr06ellbou-minute.csv,54.00,54.0,99.0,58.59,45.0,-18.32
kalshi-price-history-kxatpchallengermatch-26apr06gautra-minute.csv,Stefano Travaglia,49.0,99.0,71.52,50.0,-13.46
kalshi-price-history-kxatpchallengermatch-26apr06gautra-minute.csv,Vilius Gaubas,55.0,5.26,29.78,9.22,-52.83
kalshi-price-history-kxatpchallengermatch-26apr06gliwol-minute.csv,Jeffrey John Wolf,72.0,1.0,48.9,0.0,-71.0
kalshi-price-history-kxatpchallengermatch-26apr06gliwol-minute.csv,Daniil Glinka,32.01,99.0,52.58,66.99,-1.08
kalshi-price-history-kxatpchallengermatch-26apr06ivasai-minute.csv,56.00,56.0,99.0,64.53,43.0,-26.0
kalshi-price-history-kxatpchallengermatch-26apr06ivasai-minute.csv,Unnamed: 2,43.0,1.0,36.49,29.8,-42.0
kalshi-price-history-kxatpchallengermatch-26apr06kotsmi-minute.csv,Keegan Smith,34.0,1.0,26.21,1.78,-33.0
kalshi-price-history-kxatpchallengermatch-26apr06kotsmi-minute.csv,Pavel Kotov,71.0,99.0,75.3,28.0,-5.0
kalshi-price-history-kxatpchallengermatch-26apr06krubar-minute.csv,Unnamed: 1,56.39,99.0,69.71,42.61,-1.39
kalshi-price-history-kxatpchallengermatch-26apr06krubar-minute.csv,44.00,44.0,1.0,31.89,2.0,-43.0
kalshi-price-history-kxatpchallengermatch-26apr06lacam-minute.csv,Enzo Camargo Lima,6.0,1.0,6.38,7.47,-5.0
kalshi-price-history-kxatpchallengermatch-26apr06lacam-minute.csv,Juan Manuel La Serna,94.0,99.0,94.28,5.0,-6.87
kalshi-price-history-kxatpchallengermatch-26apr06lajbel-minute.csv,Dusan Lajovic,54.0,1.78,42.47,19.93,-52.22
kalshi-price-history-kxatpchallengermatch-26apr06lajbel-minute.csv,Mattia Bellucci,48.27,99.0,58.81,50.73,-20.54
kalshi-price-history-kxatpchallengermatch-26apr06llafer-minute.csv,Frederico Ferreira Silva,18.0,1.0,18.58,51.39,-17.0
kalshi-price-history-kxatpchallengermatch-26apr06llafer-minute.csv,Pablo Llamas Ruiz,82.0,99.0,82.14,17.0,-50.91
kalshi-price-history-kxatpchallengermatch-26apr06marnap-minute.csv,Andres Martin,29.0,1.0,19.71,1.77,-28.0
kalshi-price-history-kxatpchallengermatch-26apr06marnap-minute.csv,Stefano Napolitano,75.0,99.0,81.88,24.0,-4.87
kalshi-price-history-kxatpchallengermatch-26apr06ostsun-minute.csv,Qian Sun,25.28,1.0,21.69,9.7,-24.28
kalshi-price-history-kxatpchallengermatch-26apr06ostsun-minute.csv,Daniil Ostapenkov,75.0,99.0,79.48,24.0,-6.6
kalshi-price-history-kxatpchallengermatch-26apr06parsim-minute.csv,Ilia Simakin,69.0,99.0,68.28,30.0,-28.2
kalshi-price-history-kxatpchallengermatch-26apr06parsim-minute.csv,Tom Paris,31.0,1.0,33.43,28.1,-30.0
kalshi-price-history-kxatpchallengermatch-26apr06pergea-minute.csv,Arthur Gea,82.0,1.0,56.6,1.0,-81.0
kalshi-price-history-kxatpchallengermatch-26apr06pergea-minute.csv,Sergi Perez Contri,19.0,99.0,44.62,80.0,-2.0
kalshi-price-history-kxatpchallengermatch-26apr06perkoz-minute.csv,Raphael Perot,44.0,1.0,31.02,7.17,-43.0
kalshi-price-history-kxatpchallengermatch-26apr06perkoz-minute.csv,Stefan Kozlov,56.0,99.0,69.51,43.0,-6.95
kalshi-price-history-kxatpchallengermatch-26apr06polalu-minute.csv,78.00,87.77,99.0,88.83,11.23,-7.77
kalshi-price-history-kxatpchallengermatch-26apr06polalu-minute.csv,Unnamed: 2,23.0,1.0,12.58,0.0,-22.0
kalshi-price-history-kxatpchallengermatch-26apr06rybdam-minute.csv,Martin Damm Jr,77.0,1.0,73.39,21.34,-76.0
kalshi-price-history-kxatpchallengermatch-26apr06rybdam-minute.csv,Alex Rybakov,24.0,99.0,27.71,75.0,-22.54
kalshi-price-history-kxatpchallengermatch-26apr06sakcar-minute.csv,Unnamed: 1,41.0,98.75,58.37,57.88,-11.84
kalshi-price-history-kxatpchallengermatch-26apr06sakcar-minute.csv,62.00,62.0,1.0,42.88,7.8,-61.0
kalshi-price-history-kxatpchallengermatch-26apr06saksch-minute.csv,Unnamed: 1,46.0,99.0,57.3,53.0,-8.16
kalshi-price-history-kxatpchallengermatch-26apr06saksch-minute.csv,55.00,56.0,1.0,43.92,9.97,-55.0
kalshi-price-history-kxatpchallengermatch-26apr06shepir-minute.csv,Abdullah Shelbayh,27.0,1.0,20.26,16.8,-26.0
kalshi-price-history-kxatpchallengermatch-26apr06shepir-minute.csv,Zsombor Piros,76.0,99.0,81.43,23.0,-17.91
kalshi-price-history-kxatpchallengermatch-26apr06toramb-minute.csv,Juan Bautista Torres,67.0,1.0,44.42,16.96,-66.0
kalshi-price-history-kxatpchallengermatch-26apr06toramb-minute.csv,Luciano Emanuel Ambrogi,92.0,99.0,58.43,7.0,-74.78
kalshi-price-history-kxatpchallengermatch-26apr06zinsmi-minute.csv,Colton Smith,69.0,1.0,50.56,3.98,-68.0
kalshi-price-history-kxatpchallengermatch-26apr06zinsmi-minute.csv,Tyler Zink,33.0,99.0,50.74,66.0,-3.62
kalshi-price-history-kxatpchallengermatch-26apr07agarod-minute.csv,Chris Rodesch,76.0,1.0,64.67,14.54,-75.0
kalshi-price-history-kxatpchallengermatch-26apr07agarod-minute.csv,Franco Agamenone,25.0,99.0,36.54,74.0,-17.58
kalshi-price-history-kxatpchallengermatch-26apr07ajdgue-minute.csv,42.00,42.0,99.0,54.05,57.0,0.0
kalshi-price-history-kxatpchallengermatch-26apr07ajdgue-minute.csv,Unnamed: 2,58.0,1.0,47.33,0.25,-57.0
kalshi-price-history-kxatpchallengermatch-26apr07alvrat-minute.csv,Unnamed: 1,40.0,99.0,60.08,59.0,-2.4
kalshi-price-history-kxatpchallengermatch-26apr07alvrat-minute.csv,62.00,62.0,1.0,43.06,3.76,-61.0
kalshi-price-history-kxatpchallengermatch-26apr07artmag-minute.csv,67.00,65.0,99.0,70.84,34.0,-34.47
kalshi-price-history-kxatpchallengermatch-26apr07artmag-minute.csv,Unnamed: 2,37.0,1.0,30.63,36.12,-36.0
kalshi-price-history-kxatpchallengermatch-26apr07basdra-minute.csv,Liam Draxl,45.0,1.0,35.39,10.58,-44.0
kalshi-price-history-kxatpchallengermatch-26apr07basdra-minute.csv,Nishesh Basavareddy,58.0,99.0,65.85,41.0,-11.32
kalshi-price-history-kxatpchallengermatch-26apr07bermor-minute.csv,67.00,67.0,99.0,83.56,32.0,-5.0
kalshi-price-history-kxatpchallengermatch-26apr07bermor-minute.csv,Unnamed: 2,36.0,1.67,16.13,0.0,-35.0
kalshi-price-history-kxatpchallengermatch-26apr07bicsch-minute.csv,Blaise Bicknell,27.94,1.0,25.76,25.41,-26.94
kalshi-price-history-kxatpchallengermatch-26apr07bicsch-minute.csv,Tristan Schoolkate,70.0,99.0,75.38,29.0,-22.84
kalshi-price-history-kxatpchallengermatch-26apr07blagom-minute.csv,47.00,47.0,99.0,45.54,52.0,-29.0
kalshi-price-history-kxatpchallengermatch-26apr07blagom-minute.csv,52.00,52.0,1.0,55.94,29.88,-51.0
kalshi-price-history-kxatpchallengermatch-26apr07blaroc-minute.csv,38.00,38.0,99.0,68.73,61.0,-3.43
kalshi-price-history-kxatpchallengermatch-26apr07blaroc-minute.csv,78.00,75.0,1.08,33.5,5.0,-74.0
kalshi-price-history-kxatpchallengermatch-26apr07bouuch-minute.csv,52.60,51.0,99.0,59.3,48.0,-2.62
kalshi-price-history-kxatpchallengermatch-26apr07bouuch-minute.csv,Unnamed: 2,46.0,1.0,41.7,9.88,-45.0
kalshi-price-history-kxatpchallengermatch-26apr07buefer-minute.csv,Bruno Fernandez,35.0,1.0,15.43,1.66,-34.0
kalshi-price-history-kxatpchallengermatch-26apr07buefer-minute.csv,Gonzalo Bueno,73.67,99.0,85.18,25.33,-10.88
kalshi-price-history-kxatpchallengermatch-26apr07butsch-minute.csv,Joel Schwaerzler,56.0,99.0,64.69,43.0,-34.61
