# event_ticker=KXATPCHALLENGERMATCH-26MAR31COLPAC
# final_score=6-4 6-2
# match_winner=Rodrigo Pacheco Mendez
# fav_player=Rodrigo Pacheco Mendez
# dog_player=Tibo Colson
# kalshi_date=2026-03-31
timestamp,Rodrigo Pacheco Mendez,Tibo Colson
2026-04-01T04:16:00Z,71.09,31.05
2026-04-01T04:17:00Z,71.00,31.00
2026-04-01T04:18:00Z,71.89,31.00
2026-04-01T04:19:00Z,71.42,32.00
2026-04-01T04:20:00Z,71.00,31.58
2026-04-01T04:21:00Z,71.82,31.64
2026-04-01T04:22:00Z,71.79,31.18
2026-04-01T04:23:00Z,71.67,30.00
2026-04-01T04:24:00Z,72.00,30.71
2026-04-01T04:25:00Z,72.00,31.00
2026-04-01T04:26:00Z,73.21,29.06
2026-04-01T04:27:00Z,72.61,30.09
2026-04-01T04:28:00Z,71.00,30.69
2026-04-01T04:29:00Z,71.00,30.33
2026-04-01T04:30:00Z,71.65,30.43
2026-04-01T04:31:00Z,70.15,31.00
2026-04-01T04:32:00Z,72.15,30.84
2026-04-01T04:33:00Z,72.19,29.23
2026-04-01T04:34:00Z,72.24,27.32
2026-04-01T04:35:00Z,74.85,27.04
2026-04-01T04:36:00Z,75.42,26.96
2026-04-01T04:37:00Z,76.04,24.66
2026-04-01T04:38:00Z,73.61,27.35
2026-04-01T04:39:00Z,70.41,31.20
2026-04-01T04:40:00Z,72.37,27.27
2026-04-01T04:41:00Z,74.23,26.62
2026-04-01T04:42:00Z,74.93,25.76
2026-04-01T04:43:00Z,75.65,26.48
2026-04-01T04:44:00Z,75.93,25.10
2026-04-01T04:45:00Z,77.56,21.13
2026-04-01T04:46:00Z,77.83,23.62
2026-04-01T04:47:00Z,75.85,26.50
2026-04-01T04:48:00Z,72.31,28.63
2026-04-01T04:49:00Z,73.38,29.21
2026-04-01T04:50:00Z,73.32,27.65
2026-04-01T04:51:00Z,71.00,29.46
2026-04-01T04:52:00Z,72.04,28.88
2026-04-01T04:53:00Z,69.43,31.67
2026-04-01T04:54:00Z,68.38,33.88
2026-04-01T04:55:00Z,67.09,33.92
2026-04-01T04:56:00Z,67.31,34.86
2026-04-01T04:57:00Z,66.65,34.90
2026-04-01T04:58:00Z,68.64,32.44
2026-04-01T04:59:00Z,68.27,33.79
2026-04-01T05:00:00Z,70.90,30.30
2026-04-01T05:01:00Z,69.34,31.32
2026-04-01T05:02:00Z,72.41,31.09
2026-04-01T05:03:00Z,71.81,28.20
2026-04-01T05:04:00Z,82.90,17.99
2026-04-01T05:05:00Z,84.52,15.69
2026-04-01T05:06:00Z,81.64,20.07
2026-04-01T05:07:00Z,73.10,28.10
2026-04-01T05:08:00Z,77.28,23.40
2026-04-01T05:09:00Z,81.74,19.40
2026-04-01T05:10:00Z,77.79,21.78
2026-04-01T05:11:00Z,84.14,13.89
2026-04-01T05:12:00Z,86.66,13.57
2026-04-01T05:13:00Z,87.89,13.51
2026-04-01T05:14:00Z,85.20,15.17
2026-04-01T05:15:00Z,86.01,14.70
2026-04-01T05:16:00Z,85.09,15.94
2026-04-01T05:17:00Z,85.54,15.80
2026-04-01T05:18:00Z,81.60,18.98
2026-04-01T05:19:00Z,82.40,18.07
2026-04-01T05:20:00Z,87.00,14.63
2026-04-01T05:21:00Z,87.37,13.05
2026-04-01T05:22:00Z,87.97,12.88
2026-04-01T05:23:00Z,88.00,13.04
2026-04-01T05:24:00Z,86.37,15.97
2026-04-01T05:25:00Z,87.03,14.82
2026-04-01T05:26:00Z,87.97,13.98
2026-04-01T05:27:00Z,91.12,11.97
2026-04-01T05:28:00Z,94.48,6.06
2026-04-01T05:29:00Z,96.36,5.10
2026-04-01T05:30:00Z,95.44,6.16
2026-04-01T05:31:00Z,96.96,4.02
2026-04-01T05:32:00Z,96.83,3.22
2026-04-01T05:33:00Z,97.93,2.81
2026-04-01T05:34:00Z,96.31,4.57
2026-04-01T05:35:00Z,95.66,4.88
2026-04-01T05:36:00Z,95.79,5.00
2026-04-01T05:37:00Z,93.35,7.67
2026-04-01T05:38:00Z,96.61,5.59
2026-04-01T05:39:00Z,96.44,4.72
2026-04-01T05:40:00Z,93.63,6.27
2026-04-01T05:41:00Z,95.36,4.98
2026-04-01T05:42:00Z,96.30,4.46
2026-04-01T05:43:00Z,96.55,5.30
2026-04-01T05:44:00Z,98.31,3.16
2026-04-01T05:45:00Z,98.98,1.12
2026-04-01T05:46:00Z,98.98,1.00
2026-04-01T05:47:00Z,99.00,1.05
2026-04-01T05:48:00Z,98.93,1.69
2026-04-01T05:49:00Z,98.91,1.68
2026-04-01T05:50:00Z,99.00,1.01
2026-04-01T05:51:00Z,99.00,1.34
2026-04-01T05:52:00Z,99.00,1.75
2026-04-01T05:53:00Z,99.00,1.00
2026-04-01T05:54:00Z,99.00,1.00
2026-04-01T05:55:00Z,99.00,1.00
2026-04-01T05:56:00Z,99.00,1.00
2026-04-01T05:57:00Z,99.00,1.00
2026-04-01T05:58:00Z,99.00,1.00
2026-04-01T05:59:00Z,99.00,1.00
2026-04-01T06:00:00Z,99.00,1.00
2026-04-01T06:01:00Z,99.00,1.00
2026-04-01T06:02:00Z,99.00,1.00
