# event_ticker=KXATPCHALLENGERMATCH-26MAR31COLPAC
# final_score=6-4 6-2
# match_winner=Rodrigo Pacheco Mendez
# fav_player=Rodrigo Pacheco Mendez
# dog_player=Tibo Colson
# kalshi_date=2026-03-31
timestamp,Rodrigo Pacheco Mendez,Tibo Colson
2026-03-31T19:02:00Z,67.00,
2026-03-31T19:24:00Z,67.00,
2026-03-31T20:07:00Z,67.00,
2026-03-31T20:19:00Z,68.00,
2026-03-31T20:24:00Z,68.00,33.00
2026-03-31T20:28:00Z,68.00,33.00
2026-03-31T20:37:00Z,68.00,33.00
2026-03-31T21:11:00Z,68.97,33.00
2026-03-31T21:12:00Z,69.00,33.00
2026-03-31T21:13:00Z,69.00,32.00
2026-03-31T21:21:00Z,69.00,32.00
2026-03-31T21:32:00Z,69.00,32.00
2026-03-31T22:23:00Z,69.00,32.00
2026-03-31T22:31:00Z,69.00,32.00
2026-03-31T22:42:00Z,67.00,32.00
2026-03-31T23:02:00Z,69.00,32.00
2026-03-31T23:11:00Z,69.00,32.00
2026-03-31T23:14:00Z,69.00,32.00
2026-03-31T23:15:00Z,69.00,32.00
2026-03-31T23:20:00Z,69.00,32.00
2026-03-31T23:27:00Z,69.00,32.00
2026-03-31T23:28:00Z,69.00,32.00
2026-04-01T00:14:00Z,69.00,32.00
2026-04-01T00:21:00Z,69.00,32.00
2026-04-01T00:28:00Z,70.00,32.00
2026-04-01T00:30:00Z,70.00,32.00
2026-04-01T00:31:00Z,70.00,32.00
2026-04-01T00:32:00Z,70.00,32.00
2026-04-01T00:45:00Z,70.00,32.00
2026-04-01T01:04:00Z,70.00,32.00
2026-04-01T01:15:00Z,69.93,32.00
2026-04-01T01:17:00Z,70.00,32.00
2026-04-01T01:22:00Z,70.00,32.00
2026-04-01T01:28:00Z,70.00,32.43
2026-04-01T01:32:00Z,69.00,32.43
2026-04-01T01:36:00Z,66.25,32.43
2026-04-01T01:45:00Z,70.00,32.43
2026-04-01T01:49:00Z,70.00,32.90
2026-04-01T01:54:00Z,69.00,32.90
2026-04-01T01:55:00Z,70.00,32.90
2026-04-01T02:01:00Z,70.00,32.90
2026-04-01T02:03:00Z,70.00,32.90
2026-04-01T02:04:00Z,70.00,32.90
2026-04-01T02:05:00Z,70.00,32.90
2026-04-01T02:08:00Z,70.00,32.90
2026-04-01T02:09:00Z,70.00,32.90
2026-04-01T02:12:00Z,70.00,32.77
2026-04-01T02:14:00Z,70.00,32.77
2026-04-01T02:16:00Z,69.68,32.77
2026-04-01T02:17:00Z,70.00,32.77
2026-04-01T02:21:00Z,70.00,32.77
2026-04-01T02:28:00Z,70.00,32.77
2026-04-01T02:29:00Z,70.00,32.77
2026-04-01T02:30:00Z,70.00,31.00
2026-04-01T02:31:00Z,70.00,30.00
2026-04-01T02:34:00Z,70.00,31.00
2026-04-01T02:35:00Z,69.00,31.00
2026-04-01T02:36:00Z,70.00,31.00
2026-04-01T02:41:00Z,70.00,31.00
2026-04-01T02:42:00Z,70.00,31.00
2026-04-01T02:43:00Z,70.00,31.00
2026-04-01T02:44:00Z,70.00,31.00
2026-04-01T02:45:00Z,70.00,31.00
2026-04-01T02:53:00Z,70.00,31.00
2026-04-01T03:01:00Z,70.00,31.00
2026-04-01T03:02:00Z,70.00,31.00
2026-04-01T03:03:00Z,70.00,31.00
2026-04-01T03:05:00Z,70.00,31.00
2026-04-01T03:07:00Z,70.00,31.00
2026-04-01T03:08:00Z,69.00,31.00
2026-04-01T03:09:00Z,70.00,31.00
2026-04-01T03:12:00Z,70.00,31.00
2026-04-01T03:13:00Z,70.00,31.00
2026-04-01T03:14:00Z,70.00,31.00
2026-04-01T03:15:00Z,70.00,31.00
2026-04-01T03:16:00Z,70.00,31.00
2026-04-01T03:17:00Z,70.00,31.00
2026-04-01T03:18:00Z,70.00,32.03
2026-04-01T03:19:00Z,68.70,32.03
2026-04-01T03:21:00Z,69.25,33.00
2026-04-01T03:22:00Z,69.00,33.00
2026-04-01T03:23:00Z,70.00,33.00
2026-04-01T03:24:00Z,69.95,33.00
2026-04-01T03:25:00Z,69.64,33.00
2026-04-01T03:27:00Z,70.00,31.00
2026-04-01T03:28:00Z,72.83,28.95
2026-04-01T03:29:00Z,68.00,28.95
2026-04-01T03:31:00Z,68.00,30.00
2026-04-01T03:33:00Z,69.25,32.00
2026-04-01T03:34:00Z,70.00,32.00
2026-04-01T03:35:00Z,70.00,32.00
2026-04-01T03:36:00Z,70.00,32.00
2026-04-01T03:38:00Z,70.00,31.00
2026-04-01T03:39:00Z,70.00,30.50
2026-04-01T03:40:00Z,70.00,30.00
2026-04-01T03:41:00Z,70.00,30.00
2026-04-01T03:42:00Z,70.00,30.00
2026-04-01T03:43:00Z,70.00,30.00
2026-04-01T03:44:00Z,70.00,30.00
2026-04-01T03:50:00Z,69.20,30.00
2026-04-01T03:52:00Z,70.00,30.00
2026-04-01T03:53:00Z,70.00,31.00
2026-04-01T03:54:00Z,70.00,31.00
2026-04-01T03:55:00Z,70.00,30.00
2026-04-01T03:58:00Z,70.00,30.00
2026-04-01T04:00:00Z,70.00,31.00
2026-04-01T04:03:00Z,68.87,31.00
2026-04-01T04:04:00Z,70.00,31.00
2026-04-01T04:05:00Z,70.00,30.00
2026-04-01T04:06:00Z,70.00,30.00
2026-04-01T04:07:00Z,70.38,30.12
2026-04-01T04:08:00Z,70.00,31.00
2026-04-01T04:09:00Z,70.00,31.00
2026-04-01T04:10:00Z,70.00,31.00
2026-04-01T04:11:00Z,70.00,31.33
2026-04-01T04:13:00Z,70.00,31.00
2026-04-01T04:14:00Z,70.75,31.00
