# event_ticker=KXATPMATCH-26APR15JODUGO
# final_score=6-3 6-3
# match_winner=Rafael Jodar
# fav_player=Rafael Jodar
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-04-15
timestamp,Rafael Jodar,Camilo Ugo Carabelli
2026-04-15T09:31:00Z,82.00,21.00
2026-04-15T09:39:00Z,82.00,21.00
2026-04-15T09:43:00Z,82.00,21.00
2026-04-15T10:04:00Z,82.00,21.00
2026-04-15T10:10:00Z,82.00,20.00
2026-04-15T10:15:00Z,82.00,20.00
2026-04-15T10:21:00Z,82.00,20.00
2026-04-15T10:26:00Z,82.00,20.00
2026-04-15T10:30:00Z,82.00,20.00
2026-04-15T10:39:00Z,82.00,20.00
2026-04-15T10:44:00Z,82.00,20.00
2026-04-15T10:46:00Z,82.05,20.00
2026-04-15T10:53:00Z,82.00,20.00
2026-04-15T10:57:00Z,82.00,20.00
2026-04-15T11:05:00Z,82.00,20.00
2026-04-15T11:09:00Z,82.00,20.17
2026-04-15T11:12:00Z,82.00,20.17
2026-04-15T11:17:00Z,82.00,20.17
2026-04-15T11:20:00Z,82.00,20.17
2026-04-15T11:26:00Z,82.00,20.17
2026-04-15T11:34:00Z,82.00,20.17
2026-04-15T11:36:00Z,82.00,20.17
2026-04-15T11:44:00Z,82.00,20.17
2026-04-15T11:48:00Z,82.00,20.17
2026-04-15T11:51:00Z,82.00,20.00
2026-04-15T11:52:00Z,82.00,20.00
2026-04-15T11:56:00Z,81.00,20.00
2026-04-15T11:57:00Z,80.00,20.00
2026-04-15T11:59:00Z,81.00,20.00
2026-04-15T12:01:00Z,80.00,20.00
2026-04-15T12:02:00Z,80.00,20.00
2026-04-15T12:06:00Z,81.00,21.00
2026-04-15T12:07:00Z,81.00,21.00
2026-04-15T12:09:00Z,81.00,21.00
2026-04-15T12:11:00Z,81.00,21.00
2026-04-15T12:16:00Z,81.00,21.00
2026-04-15T12:17:00Z,81.00,21.00
2026-04-15T12:18:00Z,81.00,21.00
2026-04-15T12:19:00Z,81.00,21.00
2026-04-15T12:21:00Z,81.00,21.00
2026-04-15T12:25:00Z,81.00,21.00
2026-04-15T12:38:00Z,81.00,21.00
2026-04-15T12:42:00Z,81.00,21.00
2026-04-15T12:45:00Z,81.00,21.00
2026-04-15T12:46:00Z,81.00,21.00
2026-04-15T12:47:00Z,81.00,21.00
2026-04-15T12:51:00Z,81.00,21.00
2026-04-15T12:53:00Z,81.00,21.00
2026-04-15T12:54:00Z,81.00,21.00
2026-04-15T12:55:00Z,81.00,21.00
2026-04-15T12:56:00Z,81.00,21.00
2026-04-15T12:57:00Z,81.00,21.00
2026-04-15T12:59:00Z,81.00,21.00
2026-04-15T13:00:00Z,81.00,21.00
2026-04-15T13:01:00Z,81.00,21.00
2026-04-15T13:02:00Z,81.00,21.00
2026-04-15T13:03:00Z,81.00,21.00
2026-04-15T13:04:00Z,81.00,21.00
2026-04-15T13:07:00Z,81.61,21.00
2026-04-15T13:08:00Z,82.00,21.00
2026-04-15T13:09:00Z,80.21,21.97
2026-04-15T13:10:00Z,80.00,21.00
2026-04-15T13:11:00Z,80.00,21.00
2026-04-15T13:12:00Z,80.00,20.00
2026-04-15T13:13:00Z,80.00,21.00
2026-04-15T13:14:00Z,80.00,21.00
2026-04-15T13:15:00Z,80.00,21.00
2026-04-15T13:16:00Z,79.06,22.76
2026-04-15T13:18:00Z,79.06,21.89
2026-04-15T13:19:00Z,79.06,21.00
2026-04-15T13:20:00Z,79.06,21.00
2026-04-15T13:21:00Z,80.20,21.00
2026-04-15T13:22:00Z,82.00,20.00
2026-04-15T13:23:00Z,82.00,20.00
2026-04-15T13:24:00Z,82.00,20.00
2026-04-15T13:25:00Z,81.00,20.00
2026-04-15T13:26:00Z,81.00,20.00
2026-04-15T13:27:00Z,80.00,20.00
2026-04-15T13:28:00Z,80.00,20.00
2026-04-15T13:29:00Z,80.00,20.00
2026-04-15T13:30:00Z,81.00,20.00
2026-04-15T13:31:00Z,81.00,20.00
2026-04-15T13:32:00Z,81.62,20.00
2026-04-15T13:33:00Z,81.67,20.00
2026-04-15T13:34:00Z,82.00,20.00
2026-04-15T13:35:00Z,82.00,20.00
2026-04-15T13:36:00Z,82.00,20.00
2026-04-15T13:37:00Z,82.00,20.00
2026-04-15T13:38:00Z,82.00,20.00
2026-04-15T13:39:00Z,81.32,20.00
2026-04-15T13:40:00Z,80.00,21.64
2026-04-15T13:41:00Z,81.00,20.99
2026-04-15T13:42:00Z,81.00,21.00
2026-04-15T13:43:00Z,81.00,21.00
2026-04-15T13:44:00Z,81.00,21.00
2026-04-15T13:45:00Z,81.00,21.00
2026-04-15T13:46:00Z,81.00,21.00
2026-04-15T13:47:00Z,81.00,21.00
2026-04-15T13:48:00Z,81.00,21.00
2026-04-15T13:49:00Z,81.00,21.00
2026-04-15T13:50:00Z,80.00,21.00
2026-04-15T13:51:00Z,81.00,21.00
2026-04-15T13:52:00Z,81.00,21.00
2026-04-15T13:53:00Z,81.00,21.00
2026-04-15T13:54:00Z,81.00,20.00
2026-04-15T13:55:00Z,81.00,20.00
2026-04-15T13:57:00Z,81.00,20.00
2026-04-15T13:59:00Z,82.00,20.00
2026-04-15T14:00:00Z,82.00,20.00
2026-04-15T14:01:00Z,81.00,20.00
2026-04-15T14:02:00Z,81.00,20.00
2026-04-15T14:03:00Z,81.00,20.00
2026-04-15T14:04:00Z,81.00,20.00
2026-04-15T14:06:00Z,81.00,20.00
2026-04-15T14:07:00Z,81.00,20.00
2026-04-15T14:08:00Z,81.00,20.00
2026-04-15T14:10:00Z,81.00,20.00
2026-04-15T14:11:00Z,81.00,20.54
2026-04-15T14:12:00Z,81.00,20.77
2026-04-15T14:13:00Z,81.00,19.00
2026-04-15T14:14:00Z,81.00,20.00
2026-04-15T14:15:00Z,81.54,20.00
2026-04-15T14:16:00Z,80.43,21.73
2026-04-15T14:17:00Z,73.79,28.37
2026-04-15T14:18:00Z,72.99,31.05
2026-04-15T14:19:00Z,68.43,32.67
2026-04-15T14:20:00Z,66.54,34.41
2026-04-15T14:21:00Z,67.87,34.25
2026-04-15T14:22:00Z,72.64,29.18
2026-04-15T14:23:00Z,67.88,33.73
2026-04-15T14:24:00Z,62.40,35.99
2026-04-15T14:25:00Z,61.70,39.01
2026-04-15T14:26:00Z,59.71,39.84
2026-04-15T14:27:00Z,64.24,36.26
2026-04-15T14:28:00Z,62.29,37.96
2026-04-15T14:29:00Z,61.20,40.86
2026-04-15T14:30:00Z,62.99,37.77
2026-04-15T14:31:00Z,63.36,37.80
2026-04-15T14:32:00Z,64.06,36.90
2026-04-15T14:33:00Z,71.34,30.49
2026-04-15T14:34:00Z,78.66,24.42
2026-04-15T14:35:00Z,78.88,23.19
2026-04-15T14:36:00Z,77.27,22.26
2026-04-15T14:37:00Z,74.99,25.18
2026-04-15T14:38:00Z,77.53,22.79
2026-04-15T14:39:00Z,78.16,22.46
2026-04-15T14:40:00Z,78.00,22.87
2026-04-15T14:41:00Z,78.05,23.18
2026-04-15T14:42:00Z,82.91,19.73
2026-04-15T14:43:00Z,87.42,12.51
2026-04-15T14:44:00Z,90.21,10.39
2026-04-15T14:45:00Z,90.78,9.21
2026-04-15T14:46:00Z,90.82,9.22
2026-04-15T14:47:00Z,89.47,9.72
2026-04-15T14:48:00Z,89.49,11.27
2026-04-15T14:49:00Z,89.00,11.74
2026-04-15T14:50:00Z,89.93,11.03
2026-04-15T14:51:00Z,91.17,9.55
2026-04-15T14:52:00Z,91.10,9.10
2026-04-15T14:53:00Z,91.05,9.00
2026-04-15T14:54:00Z,91.63,8.66
2026-04-15T14:55:00Z,90.00,8.99
2026-04-15T14:56:00Z,91.79,9.00
2026-04-15T14:57:00Z,91.00,8.81
2026-04-15T14:58:00Z,90.53,8.87
2026-04-15T14:59:00Z,90.22,9.63
2026-04-15T15:00:00Z,90.07,10.01
2026-04-15T15:01:00Z,89.00,11.84
2026-04-15T15:02:00Z,89.09,11.99
2026-04-15T15:03:00Z,88.13,14.23
2026-04-15T15:04:00Z,89.39,10.74
2026-04-15T15:05:00Z,89.25,11.20
2026-04-15T15:06:00Z,91.25,9.99
2026-04-15T15:07:00Z,90.99,10.44
2026-04-15T15:08:00Z,91.83,9.86
2026-04-15T15:09:00Z,93.91,6.81
2026-04-15T15:10:00Z,96.24,3.72
2026-04-15T15:11:00Z,96.38,3.84
2026-04-15T15:12:00Z,97.32,3.48
2026-04-15T15:13:00Z,96.05,3.68
2026-04-15T15:14:00Z,95.95,4.42
2026-04-15T15:15:00Z,97.45,3.16
2026-04-15T15:16:00Z,96.91,4.12
2026-04-15T15:17:00Z,96.97,3.22
2026-04-15T15:18:00Z,96.99,3.26
2026-04-15T15:19:00Z,96.47,4.14
2026-04-15T15:20:00Z,95.98,5.00
2026-04-15T15:21:00Z,94.74,5.65
2026-04-15T15:22:00Z,92.69,7.24
2026-04-15T15:23:00Z,94.57,7.26
2026-04-15T15:24:00Z,96.89,3.26
2026-04-15T15:25:00Z,97.13,3.88
2026-04-15T15:26:00Z,95.63,4.29
2026-04-15T15:27:00Z,97.40,3.25
2026-04-15T15:28:00Z,98.71,2.05
2026-04-15T15:29:00Z,97.67,1.62
2026-04-15T15:30:00Z,98.45,2.27
2026-04-15T15:31:00Z,97.00,3.00
2026-04-15T15:32:00Z,97.31,3.01
2026-04-15T15:33:00Z,96.56,3.96
2026-04-15T15:34:00Z,96.66,3.78
2026-04-15T15:35:00Z,94.73,5.24
2026-04-15T15:36:00Z,94.63,7.54
2026-04-15T15:37:00Z,90.47,10.55
2026-04-15T15:38:00Z,96.68,3.86
2026-04-15T15:39:00Z,96.13,5.21
2026-04-15T15:40:00Z,98.02,1.93
2026-04-15T15:41:00Z,98.75,1.63
2026-04-15T15:42:00Z,99.00,1.12
2026-04-15T15:43:00Z,98.96,1.65
2026-04-15T15:44:00Z,99.00,1.15
2026-04-15T15:45:00Z,99.00,1.00
2026-04-15T15:46:00Z,99.00,1.00
2026-04-15T15:47:00Z,99.00,1.00
2026-04-15T15:48:00Z,99.00,1.00
2026-04-15T15:49:00Z,99.00,1.00
2026-04-15T15:50:00Z,99.00,1.00
2026-04-15T15:51:00Z,99.00,1.00
2026-04-15T15:52:00Z,99.00,1.00
