# event_ticker=KXATPCHALLENGERMATCH-26MAR11MARMAN
# final_score=5-7 6-3 6-4
# score_resolution=7-5 3-6 4-6
# match_winner=Nicolas Moreno De Alboran
# fav_player=Igor Marcondes
# dog_player=Nicolas Moreno de Alboran
# kalshi_date=2026-03-11
timestamp,Igor Marcondes,Nicolas Moreno de Alboran
2026-03-11T06:28:00Z,42.45,
2026-03-11T06:53:00Z,42.45,61.00
2026-03-11T07:19:00Z,41.21,61.00
2026-03-11T07:55:00Z,40.00,61.00
2026-03-11T09:03:00Z,42.00,61.00
2026-03-11T09:22:00Z,42.00,61.00
2026-03-11T09:37:00Z,42.00,61.00
2026-03-11T10:16:00Z,42.00,61.00
2026-03-11T10:38:00Z,42.00,61.00
2026-03-11T10:52:00Z,41.00,61.00
2026-03-11T10:53:00Z,41.00,60.00
2026-03-11T10:55:00Z,41.00,60.00
2026-03-11T11:06:00Z,41.00,60.00
2026-03-11T11:39:00Z,41.00,60.00
2026-03-11T12:37:00Z,41.00,61.00
2026-03-11T13:00:00Z,42.00,61.00
2026-03-11T13:03:00Z,42.00,61.00
2026-03-11T13:18:00Z,42.00,61.00
2026-03-11T13:20:00Z,42.00,61.00
2026-03-11T13:32:00Z,42.00,61.00
2026-03-11T13:34:00Z,41.00,61.00
2026-03-11T13:35:00Z,41.00,61.89
2026-03-11T13:39:00Z,42.00,61.89
2026-03-11T13:40:00Z,42.00,61.89
2026-03-11T13:41:00Z,42.00,62.00
2026-03-11T13:45:00Z,42.00,58.00
2026-03-11T13:46:00Z,41.52,61.00
2026-03-11T13:48:00Z,42.00,61.00
2026-03-11T13:51:00Z,42.00,61.00
2026-03-11T14:00:00Z,42.00,61.00
2026-03-11T14:01:00Z,42.00,61.00
2026-03-11T14:05:00Z,42.00,61.00
2026-03-11T14:06:00Z,42.00,61.00
2026-03-11T14:07:00Z,42.19,61.00
2026-03-11T14:11:00Z,42.00,61.00
2026-03-11T14:12:00Z,42.00,61.00
2026-03-11T14:16:00Z,42.00,61.00
2026-03-11T14:19:00Z,42.00,61.00
2026-03-11T14:20:00Z,42.00,61.00
2026-03-11T14:23:00Z,42.00,61.00
2026-03-11T14:24:00Z,42.00,61.00
2026-03-11T14:27:00Z,42.00,61.00
2026-03-11T14:30:00Z,42.00,61.00
2026-03-11T14:32:00Z,42.00,61.00
2026-03-11T14:34:00Z,42.00,61.00
2026-03-11T14:35:00Z,42.00,59.59
2026-03-11T14:37:00Z,42.00,59.59
2026-03-11T14:39:00Z,42.00,59.59
2026-03-11T14:41:00Z,40.33,62.00
2026-03-11T14:42:00Z,40.77,61.00
2026-03-11T14:43:00Z,40.77,62.00
2026-03-11T14:44:00Z,40.00,62.00
2026-03-11T14:45:00Z,40.00,62.72
2026-03-11T14:47:00Z,40.00,62.00
2026-03-11T14:48:00Z,39.00,62.00
2026-03-11T14:50:00Z,40.00,62.00
2026-03-11T14:51:00Z,40.00,61.00
2026-03-11T14:52:00Z,40.00,61.71
2026-03-11T14:53:00Z,40.00,61.03
2026-03-11T14:55:00Z,40.00,61.03
2026-03-11T14:56:00Z,40.00,60.00
2026-03-11T14:57:00Z,40.46,61.00
2026-03-11T14:58:00Z,40.46,61.00
2026-03-11T14:59:00Z,40.00,61.00
2026-03-11T15:00:00Z,40.00,62.20
2026-03-11T15:02:00Z,40.00,62.20
2026-03-11T15:03:00Z,40.22,62.20
2026-03-11T15:04:00Z,41.00,61.63
2026-03-11T15:05:00Z,41.00,61.63
2026-03-11T15:06:00Z,41.00,61.63
2026-03-11T15:07:00Z,41.00,61.00
2026-03-11T15:08:00Z,41.00,61.00
2026-03-11T15:09:00Z,41.00,61.00
2026-03-11T15:10:00Z,41.00,61.00
2026-03-11T15:11:00Z,41.00,61.00
2026-03-11T15:12:00Z,41.00,61.00
2026-03-11T15:14:00Z,40.74,61.00
2026-03-11T15:15:00Z,40.74,61.00
2026-03-11T15:16:00Z,41.00,61.00
2026-03-11T15:18:00Z,41.00,61.00
2026-03-11T15:21:00Z,40.12,61.00
2026-03-11T15:22:00Z,40.00,62.00
2026-03-11T15:25:00Z,40.98,62.00
2026-03-11T15:28:00Z,41.00,62.00
2026-03-11T15:29:00Z,40.00,62.00
2026-03-11T15:31:00Z,38.00,62.00
2026-03-11T15:32:00Z,38.00,63.00
2026-03-11T15:33:00Z,38.00,63.00
2026-03-11T15:34:00Z,39.00,63.00
2026-03-11T15:36:00Z,39.00,63.00
2026-03-11T15:37:00Z,39.00,63.00
2026-03-11T15:39:00Z,39.00,63.00
2026-03-11T15:40:00Z,39.00,63.00
2026-03-11T15:44:00Z,39.00,63.00
2026-03-11T15:45:00Z,39.00,63.00
2026-03-11T15:46:00Z,39.00,63.00
2026-03-11T15:48:00Z,39.00,63.00
2026-03-11T15:49:00Z,38.00,63.00
2026-03-11T15:52:00Z,38.00,62.11
2026-03-11T15:58:00Z,39.00,62.11
2026-03-11T15:59:00Z,37.00,62.11
2026-03-11T16:00:00Z,39.00,62.11
2026-03-11T16:09:00Z,39.00,63.00
2026-03-11T16:11:00Z,39.00,63.00
2026-03-11T16:12:00Z,39.00,63.00
2026-03-11T16:13:00Z,39.00,60.00
2026-03-11T16:16:00Z,39.00,63.00
2026-03-11T16:19:00Z,39.00,63.00
2026-03-11T16:23:00Z,39.00,63.00
2026-03-11T16:24:00Z,39.00,63.00
2026-03-11T16:27:00Z,40.50,63.00
2026-03-11T16:30:00Z,40.50,60.00
2026-03-11T16:32:00Z,40.00,59.01
2026-03-11T16:33:00Z,40.56,59.01
2026-03-11T16:34:00Z,41.19,59.02
2026-03-11T16:35:00Z,40.00,59.02
2026-03-11T16:37:00Z,40.61,62.00
2026-03-11T16:39:00Z,40.61,62.00
2026-03-11T16:44:00Z,40.00,62.00
2026-03-11T16:49:00Z,40.00,61.09
2026-03-11T16:52:00Z,40.00,62.00
2026-03-11T16:54:00Z,40.00,62.00
2026-03-11T16:55:00Z,40.94,62.00
2026-03-11T16:56:00Z,40.94,62.00
2026-03-11T16:57:00Z,40.00,61.44
2026-03-11T17:00:00Z,40.00,60.00
2026-03-11T17:01:00Z,40.00,60.00
2026-03-11T17:03:00Z,40.00,60.00
2026-03-11T17:13:00Z,37.00,62.00
2026-03-11T17:15:00Z,37.00,62.00
2026-03-11T17:16:00Z,40.00,62.00
2026-03-11T17:18:00Z,40.00,62.00
2026-03-11T17:20:00Z,39.00,64.05
2026-03-11T17:21:00Z,38.00,64.10
2026-03-11T17:22:00Z,38.00,65.00
2026-03-11T17:23:00Z,38.47,64.00
2026-03-11T17:24:00Z,39.00,63.67
2026-03-11T17:25:00Z,39.00,64.00
2026-03-11T17:26:00Z,39.00,64.00
2026-03-11T17:27:00Z,38.00,64.00
2026-03-11T17:28:00Z,35.54,65.77
2026-03-11T17:29:00Z,35.50,64.17
2026-03-11T17:30:00Z,36.83,63.04
2026-03-11T17:31:00Z,38.16,63.95
2026-03-11T17:32:00Z,39.34,62.00
2026-03-11T17:33:00Z,38.08,63.65
2026-03-11T17:34:00Z,41.27,60.98
2026-03-11T17:35:00Z,36.09,63.93
2026-03-11T17:36:00Z,36.00,65.30
2026-03-11T17:37:00Z,34.08,66.70
2026-03-11T17:38:00Z,34.07,66.01
2026-03-11T17:39:00Z,37.80,63.56
2026-03-11T17:40:00Z,40.80,59.65
2026-03-11T17:41:00Z,43.75,58.00
2026-03-11T17:42:00Z,43.75,58.69
2026-03-11T17:43:00Z,39.81,62.66
2026-03-11T17:44:00Z,39.30,62.79
2026-03-11T17:45:00Z,36.84,65.20
2026-03-11T17:46:00Z,38.06,62.06
2026-03-11T17:47:00Z,41.74,60.97
2026-03-11T17:48:00Z,37.54,61.90
2026-03-11T17:49:00Z,35.97,65.00
2026-03-11T17:50:00Z,35.68,65.00
2026-03-11T17:51:00Z,38.44,61.84
2026-03-11T17:52:00Z,42.04,61.84
2026-03-11T17:53:00Z,38.63,61.00
2026-03-11T17:54:00Z,39.00,62.00
2026-03-11T17:55:00Z,37.25,63.17
2026-03-11T17:56:00Z,37.58,63.38
2026-03-11T17:57:00Z,35.00,65.29
