# event_ticker=KXATPMATCH-26JUN08ONCMAR
# final_score=7-6(6) 6-3
# score_resolution=6-7 3-6
# match_winner=Gauthier Onclin
# fav_player=Fabian Marozsan
# dog_player=Gauthier Onclin
# kalshi_date=2026-06-08
timestamp,Gauthier Onclin,Fabian Marozsan
2026-06-08T07:00:00Z,41.00,62.00
2026-06-08T07:02:00Z,41.00,62.00
2026-06-08T07:10:00Z,41.00,62.00
2026-06-08T07:23:00Z,41.00,62.00
2026-06-08T07:26:00Z,41.00,62.00
2026-06-08T07:36:00Z,41.00,62.00
2026-06-08T07:37:00Z,41.00,62.00
2026-06-08T07:39:00Z,41.00,62.00
2026-06-08T08:11:00Z,41.00,62.00
2026-06-08T08:30:00Z,41.00,60.33
2026-06-08T08:32:00Z,41.00,60.33
2026-06-08T08:46:00Z,41.00,62.00
2026-06-08T08:51:00Z,41.00,62.00
2026-06-08T08:54:00Z,41.00,62.00
2026-06-08T08:55:00Z,41.00,62.00
2026-06-08T08:56:00Z,41.00,62.00
2026-06-08T09:02:00Z,41.00,62.00
2026-06-08T09:30:00Z,41.00,62.00
2026-06-08T09:55:00Z,41.00,62.00
2026-06-08T10:04:00Z,41.00,62.00
2026-06-08T10:27:00Z,41.00,62.00
2026-06-08T10:30:00Z,41.00,62.00
2026-06-08T10:34:00Z,40.00,62.00
2026-06-08T10:39:00Z,40.00,62.00
2026-06-08T10:44:00Z,41.00,62.00
2026-06-08T10:57:00Z,41.00,62.00
2026-06-08T11:01:00Z,41.00,61.00
2026-06-08T11:03:00Z,41.00,62.00
2026-06-08T11:16:00Z,41.00,62.00
2026-06-08T11:22:00Z,41.00,62.00
2026-06-08T11:25:00Z,41.00,62.00
2026-06-08T11:31:00Z,41.00,62.00
2026-06-08T11:36:00Z,41.00,62.00
2026-06-08T11:40:00Z,41.00,62.00
2026-06-08T11:49:00Z,41.00,62.00
2026-06-08T11:50:00Z,41.00,62.00
2026-06-08T12:01:00Z,41.00,60.31
2026-06-08T12:06:00Z,41.00,62.00
2026-06-08T12:07:00Z,41.00,62.00
2026-06-08T12:08:00Z,41.00,62.00
2026-06-08T12:12:00Z,41.00,62.00
2026-06-08T12:16:00Z,41.00,61.00
2026-06-08T12:26:00Z,41.00,62.00
2026-06-08T12:27:00Z,40.00,62.00
2026-06-08T12:30:00Z,40.00,62.00
2026-06-08T12:32:00Z,41.00,62.00
2026-06-08T12:44:00Z,41.00,62.00
2026-06-08T12:45:00Z,41.00,62.00
2026-06-08T12:51:00Z,41.00,62.00
2026-06-08T12:54:00Z,41.00,62.00
2026-06-08T12:59:00Z,41.00,62.00
2026-06-08T13:02:00Z,41.00,62.00
2026-06-08T13:03:00Z,41.00,62.00
2026-06-08T13:07:00Z,41.00,62.00
2026-06-08T13:15:00Z,41.00,62.00
2026-06-08T13:16:00Z,41.00,62.00
2026-06-08T13:18:00Z,41.00,62.00
2026-06-08T13:20:00Z,41.00,62.00
2026-06-08T13:28:00Z,41.00,62.00
2026-06-08T13:29:00Z,41.00,61.00
2026-06-08T13:32:00Z,41.00,61.00
2026-06-08T13:33:00Z,41.00,61.00
2026-06-08T13:34:00Z,41.00,61.00
2026-06-08T13:35:00Z,41.00,61.00
2026-06-08T13:37:00Z,41.00,61.00
2026-06-08T13:38:00Z,41.00,61.00
2026-06-08T13:46:00Z,41.00,60.00
2026-06-08T13:48:00Z,41.00,60.91
2026-06-08T13:49:00Z,41.00,60.91
2026-06-08T13:50:00Z,41.00,61.00
2026-06-08T13:51:00Z,41.00,61.00
2026-06-08T13:52:00Z,41.00,61.00
2026-06-08T13:54:00Z,41.00,61.00
2026-06-08T13:55:00Z,41.00,61.00
2026-06-08T13:56:00Z,41.00,61.00
2026-06-08T13:57:00Z,41.00,61.00
2026-06-08T13:58:00Z,41.00,61.00
2026-06-08T13:59:00Z,41.00,61.00
2026-06-08T14:00:00Z,41.00,61.00
2026-06-08T14:01:00Z,41.00,61.00
2026-06-08T14:02:00Z,41.00,61.00
2026-06-08T14:03:00Z,41.00,61.00
2026-06-08T14:04:00Z,41.00,60.77
2026-06-08T14:05:00Z,41.00,61.00
2026-06-08T14:06:00Z,41.00,60.27
2026-06-08T14:07:00Z,41.00,60.03
2026-06-08T14:08:00Z,41.00,59.91
2026-06-08T14:09:00Z,41.97,60.00
2026-06-08T14:10:00Z,42.00,60.00
2026-06-08T14:11:00Z,40.76,60.90
2026-06-08T14:12:00Z,39.90,60.00
2026-06-08T14:13:00Z,40.07,61.46
2026-06-08T14:14:00Z,40.50,59.15
2026-06-08T14:15:00Z,39.40,61.91
2026-06-08T14:16:00Z,40.99,60.38
2026-06-08T14:17:00Z,36.99,63.01
2026-06-08T14:18:00Z,33.97,66.32
2026-06-08T14:19:00Z,37.37,63.49
2026-06-08T14:20:00Z,37.98,63.89
2026-06-08T14:21:00Z,37.18,63.01
2026-06-08T14:22:00Z,33.24,64.72
2026-06-08T14:23:00Z,34.00,66.24
2026-06-08T14:24:00Z,34.00,67.00
2026-06-08T14:25:00Z,33.69,68.86
2026-06-08T14:26:00Z,32.06,68.58
2026-06-08T14:27:00Z,31.71,66.54
2026-06-08T14:28:00Z,35.68,65.96
2026-06-08T14:29:00Z,33.00,68.00
2026-06-08T14:30:00Z,33.01,68.00
2026-06-08T14:31:00Z,33.00,68.00
2026-06-08T14:32:00Z,35.00,67.78
2026-06-08T14:33:00Z,33.02,67.02
2026-06-08T14:34:00Z,36.91,63.88
2026-06-08T14:35:00Z,38.03,62.02
2026-06-08T14:36:00Z,38.24,62.91
2026-06-08T14:37:00Z,42.59,56.71
2026-06-08T14:38:00Z,38.86,63.34
2026-06-08T14:39:00Z,40.13,61.21
2026-06-08T14:40:00Z,36.00,64.94
2026-06-08T14:41:00Z,36.00,64.24
2026-06-08T14:42:00Z,36.16,63.15
2026-06-08T14:43:00Z,36.19,63.86
2026-06-08T14:44:00Z,36.08,63.25
2026-06-08T14:45:00Z,35.91,63.20
2026-06-08T14:46:00Z,33.11,67.99
2026-06-08T14:47:00Z,37.11,63.72
2026-06-08T14:48:00Z,36.38,63.05
2026-06-08T14:49:00Z,34.54,65.97
2026-06-08T14:50:00Z,35.00,65.13
2026-06-08T14:51:00Z,35.00,66.00
2026-06-08T14:52:00Z,35.86,64.35
2026-06-08T14:53:00Z,39.21,61.04
2026-06-08T14:54:00Z,41.60,58.27
2026-06-08T14:55:00Z,43.52,56.09
2026-06-08T14:56:00Z,39.12,60.30
2026-06-08T14:57:00Z,39.86,60.02
2026-06-08T14:58:00Z,37.29,62.90
2026-06-08T14:59:00Z,37.78,63.00
2026-06-08T15:00:00Z,39.62,59.32
2026-06-08T15:01:00Z,42.37,57.99
2026-06-08T15:02:00Z,49.38,50.69
2026-06-08T15:03:00Z,47.67,55.57
2026-06-08T15:04:00Z,58.51,44.26
2026-06-08T15:05:00Z,61.72,38.83
2026-06-08T15:06:00Z,59.44,42.19
2026-06-08T15:07:00Z,60.90,41.51
2026-06-08T15:08:00Z,46.44,53.21
2026-06-08T15:09:00Z,43.94,51.99
2026-06-08T15:10:00Z,51.28,46.58
2026-06-08T15:11:00Z,67.22,32.95
2026-06-08T15:12:00Z,66.76,33.51
2026-06-08T15:13:00Z,66.33,33.23
2026-06-08T15:14:00Z,66.74,34.00
2026-06-08T15:15:00Z,66.72,34.00
2026-06-08T15:16:00Z,66.00,34.00
2026-06-08T15:17:00Z,66.12,34.00
2026-06-08T15:18:00Z,67.00,33.97
2026-06-08T15:19:00Z,65.97,35.72
2026-06-08T15:20:00Z,60.31,44.05
2026-06-08T15:21:00Z,57.14,42.82
2026-06-08T15:22:00Z,57.21,47.07
2026-06-08T15:23:00Z,48.57,51.10
2026-06-08T15:24:00Z,49.89,48.91
2026-06-08T15:25:00Z,51.59,49.31
2026-06-08T15:26:00Z,54.92,45.93
2026-06-08T15:27:00Z,64.06,35.30
2026-06-08T15:28:00Z,68.23,31.83
2026-06-08T15:29:00Z,68.89,31.80
2026-06-08T15:30:00Z,71.34,30.35
2026-06-08T15:31:00Z,73.39,27.58
2026-06-08T15:32:00Z,82.12,19.32
2026-06-08T15:33:00Z,89.65,10.09
2026-06-08T15:34:00Z,92.37,7.42
2026-06-08T15:35:00Z,92.98,7.08
2026-06-08T15:36:00Z,93.00,7.58
2026-06-08T15:37:00Z,91.36,7.46
2026-06-08T15:38:00Z,92.73,7.64
2026-06-08T15:39:00Z,94.99,4.61
2026-06-08T15:40:00Z,95.54,5.09
2026-06-08T15:41:00Z,95.80,4.68
2026-06-08T15:42:00Z,95.76,4.07
2026-06-08T15:43:00Z,97.03,3.28
2026-06-08T15:44:00Z,95.87,4.08
2026-06-08T15:45:00Z,95.95,5.56
2026-06-08T15:46:00Z,92.27,9.04
2026-06-08T15:47:00Z,98.52,3.49
2026-06-08T15:48:00Z,97.96,2.70
2026-06-08T15:49:00Z,99.00,1.00
2026-06-08T15:50:00Z,99.00,1.00
2026-06-08T15:51:00Z,99.00,1.00
2026-06-08T15:52:00Z,99.00,1.00
2026-06-08T15:53:00Z,99.00,1.00
2026-06-08T15:54:00Z,99.00,1.00
2026-06-08T15:55:00Z,99.00,1.00
2026-06-08T15:56:00Z,99.00,1.00
