# event_ticker=KXATPMATCH-26JUN11MAJMCC
# final_score=6-0 6-3
# match_winner=Kamil Majchrzak
# fav_player=Kamil Majchrzak
# dog_player=James McCabe
# kalshi_date=2026-06-11
timestamp,Kamil Majchrzak,James McCabe
2026-06-10T23:29:00Z,,29.00
2026-06-11T00:22:00Z,71.00,29.00
2026-06-11T01:44:00Z,71.00,29.00
2026-06-11T02:01:00Z,71.00,29.00
2026-06-11T02:04:00Z,71.00,29.00
2026-06-11T02:09:00Z,71.00,29.00
2026-06-11T02:15:00Z,71.00,29.00
2026-06-11T02:22:00Z,71.00,29.00
2026-06-11T02:46:00Z,71.00,29.00
2026-06-11T03:03:00Z,71.00,29.00
2026-06-11T03:06:00Z,72.00,29.00
2026-06-11T03:07:00Z,74.00,29.00
2026-06-11T03:25:00Z,74.00,27.00
2026-06-11T03:33:00Z,74.00,27.00
2026-06-11T03:41:00Z,74.00,27.00
2026-06-11T03:45:00Z,74.00,27.89
2026-06-11T03:46:00Z,74.00,28.00
2026-06-11T03:50:00Z,73.00,28.00
2026-06-11T03:53:00Z,73.00,28.00
2026-06-11T03:54:00Z,73.00,28.00
2026-06-11T03:56:00Z,73.00,28.00
2026-06-11T03:57:00Z,73.00,28.00
2026-06-11T03:59:00Z,73.00,28.00
2026-06-11T04:06:00Z,73.00,28.00
2026-06-11T04:12:00Z,73.00,28.00
2026-06-11T04:19:00Z,73.00,28.00
2026-06-11T04:25:00Z,73.00,28.00
2026-06-11T04:27:00Z,73.00,28.00
2026-06-11T04:28:00Z,73.00,28.00
2026-06-11T04:29:00Z,73.00,28.00
2026-06-11T04:30:00Z,73.00,28.00
2026-06-11T04:31:00Z,73.37,28.00
2026-06-11T04:34:00Z,73.00,28.00
2026-06-11T04:53:00Z,74.00,28.00
2026-06-11T04:54:00Z,72.00,28.00
2026-06-11T05:02:00Z,73.00,28.00
2026-06-11T05:04:00Z,73.00,28.00
2026-06-11T05:05:00Z,73.00,28.00
2026-06-11T05:11:00Z,73.00,28.00
2026-06-11T05:15:00Z,73.00,28.00
2026-06-11T05:18:00Z,73.00,28.00
2026-06-11T05:22:00Z,73.00,28.00
2026-06-11T05:24:00Z,73.00,28.00
2026-06-11T05:27:00Z,73.00,28.00
2026-06-11T05:36:00Z,73.00,27.00
2026-06-11T05:41:00Z,73.00,28.00
2026-06-11T05:43:00Z,73.00,28.00
2026-06-11T05:47:00Z,73.00,28.00
2026-06-11T05:52:00Z,73.00,28.00
2026-06-11T05:57:00Z,73.00,28.19
2026-06-11T06:05:00Z,73.00,28.19
2026-06-11T06:07:00Z,73.00,28.19
2026-06-11T06:11:00Z,73.00,28.19
2026-06-11T06:18:00Z,73.00,28.19
2026-06-11T06:27:00Z,73.00,28.00
2026-06-11T06:34:00Z,73.00,28.00
2026-06-11T06:42:00Z,73.00,28.00
2026-06-11T06:44:00Z,73.00,28.00
2026-06-11T06:55:00Z,73.00,28.00
2026-06-11T06:56:00Z,73.00,28.00
2026-06-11T09:06:00Z,73.00,28.00
2026-06-11T09:11:00Z,73.00,28.00
2026-06-11T09:12:00Z,73.00,28.00
2026-06-11T09:19:00Z,72.00,29.00
2026-06-11T09:23:00Z,72.00,29.00
2026-06-11T09:24:00Z,72.00,29.00
2026-06-11T09:28:00Z,72.00,29.00
2026-06-11T09:45:00Z,72.00,29.00
2026-06-11T09:49:00Z,72.00,29.00
2026-06-11T09:50:00Z,71.00,29.00
2026-06-11T09:53:00Z,72.00,29.00
2026-06-11T09:57:00Z,72.00,29.00
2026-06-11T09:59:00Z,72.00,29.00
2026-06-11T10:01:00Z,72.00,29.00
2026-06-11T10:03:00Z,72.00,29.00
2026-06-11T10:10:00Z,72.00,29.00
2026-06-11T10:12:00Z,72.00,29.00
2026-06-11T10:19:00Z,72.00,29.00
2026-06-11T10:21:00Z,72.00,29.00
2026-06-11T10:23:00Z,72.00,28.00
2026-06-11T10:24:00Z,72.00,29.00
2026-06-11T10:27:00Z,72.00,29.00
2026-06-11T10:37:00Z,72.00,29.00
2026-06-11T10:51:00Z,72.00,30.00
2026-06-11T10:52:00Z,72.00,30.00
2026-06-11T10:56:00Z,72.00,30.00
2026-06-11T10:58:00Z,72.00,29.00
2026-06-11T11:03:00Z,72.00,30.00
2026-06-11T11:04:00Z,72.00,30.00
2026-06-11T11:06:00Z,72.00,30.98
2026-06-11T11:07:00Z,71.00,30.00
2026-06-11T11:08:00Z,71.00,31.00
2026-06-11T11:10:00Z,72.00,29.00
2026-06-11T11:11:00Z,73.02,25.57
2026-06-11T11:12:00Z,77.00,24.00
2026-06-11T11:13:00Z,78.42,21.55
2026-06-11T11:14:00Z,80.29,18.06
2026-06-11T11:15:00Z,84.50,16.03
2026-06-11T11:16:00Z,86.00,16.03
2026-06-11T11:17:00Z,86.75,14.00
2026-06-11T11:18:00Z,87.00,14.00
2026-06-11T11:19:00Z,88.00,12.00
2026-06-11T11:20:00Z,90.00,10.00
2026-06-11T11:21:00Z,90.00,10.00
2026-06-11T11:22:00Z,91.00,10.00
2026-06-11T11:23:00Z,89.91,10.17
2026-06-11T11:24:00Z,91.00,10.07
2026-06-11T11:25:00Z,91.00,10.00
2026-06-11T11:26:00Z,91.00,10.00
2026-06-11T11:27:00Z,91.00,10.00
2026-06-11T11:28:00Z,90.89,10.43
2026-06-11T11:29:00Z,91.00,10.43
2026-06-11T11:30:00Z,91.00,9.55
2026-06-11T11:31:00Z,92.00,9.00
2026-06-11T11:32:00Z,92.00,8.99
2026-06-11T11:33:00Z,93.89,6.92
2026-06-11T11:34:00Z,94.00,7.00
2026-06-11T11:35:00Z,94.87,7.00
2026-06-11T11:36:00Z,93.00,7.84
2026-06-11T11:37:00Z,92.00,9.00
2026-06-11T11:38:00Z,93.00,9.00
2026-06-11T11:39:00Z,94.00,7.00
2026-06-11T11:40:00Z,94.00,7.00
2026-06-11T11:41:00Z,93.00,7.01
2026-06-11T11:42:00Z,94.00,7.20
2026-06-11T11:43:00Z,95.79,5.00
2026-06-11T11:44:00Z,94.59,4.98
2026-06-11T11:45:00Z,92.78,7.80
2026-06-11T11:46:00Z,93.00,7.04
2026-06-11T11:47:00Z,93.00,8.00
2026-06-11T11:48:00Z,93.00,8.00
2026-06-11T11:49:00Z,92.04,7.22
2026-06-11T11:50:00Z,92.04,7.11
2026-06-11T11:51:00Z,97.28,3.50
2026-06-11T11:52:00Z,99.00,1.67
2026-06-11T11:53:00Z,99.00,1.29
2026-06-11T11:54:00Z,99.00,1.00
2026-06-11T11:55:00Z,99.00,1.00
2026-06-11T11:56:00Z,99.00,1.00
2026-06-11T11:57:00Z,99.00,1.28
2026-06-11T11:58:00Z,99.00,1.00
2026-06-11T11:59:00Z,99.00,1.00
2026-06-11T12:00:00Z,99.00,1.00
2026-06-11T12:01:00Z,99.00,1.00
