# event_ticker=KXATPMATCH-26APR24HURMUS
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Lorenzo Musetti
# fav_player=Hubert Hurkacz
# dog_player=Lorenzo Musetti
# kalshi_date=2026-04-24
timestamp,Hubert Hurkacz,Lorenzo Musetti
2026-04-24T04:20:00Z,40.00,40.00
2026-04-24T04:29:00Z,39.20,62.00
2026-04-24T04:30:00Z,39.20,62.00
2026-04-24T04:31:00Z,39.00,62.00
2026-04-24T04:32:00Z,39.00,62.00
2026-04-24T04:33:00Z,39.00,62.00
2026-04-24T04:34:00Z,39.00,62.00
2026-04-24T04:36:00Z,39.00,62.57
2026-04-24T04:37:00Z,39.00,62.57
2026-04-24T04:38:00Z,39.00,62.01
2026-04-24T04:39:00Z,39.00,63.61
2026-04-24T04:40:00Z,39.00,64.61
2026-04-24T04:41:00Z,39.00,64.00
2026-04-24T04:42:00Z,38.00,63.00
2026-04-24T04:43:00Z,38.00,63.57
2026-04-24T04:44:00Z,38.00,64.00
2026-04-24T04:46:00Z,38.00,64.00
2026-04-24T04:48:00Z,38.00,64.66
2026-04-24T04:49:00Z,38.00,64.00
2026-04-24T04:50:00Z,38.00,64.00
2026-04-24T04:51:00Z,38.00,64.00
2026-04-24T04:52:00Z,38.00,63.02
2026-04-24T04:53:00Z,38.00,63.00
2026-04-24T04:54:00Z,38.00,63.00
2026-04-24T04:55:00Z,38.00,62.00
2026-04-24T04:57:00Z,38.00,62.00
2026-04-24T04:58:00Z,38.00,63.00
2026-04-24T04:59:00Z,39.00,63.00
2026-04-24T05:00:00Z,39.00,63.00
2026-04-24T05:01:00Z,39.00,63.00
2026-04-24T05:03:00Z,39.00,64.00
2026-04-24T05:04:00Z,39.00,64.00
2026-04-24T05:05:00Z,38.98,64.00
2026-04-24T05:07:00Z,38.98,64.00
2026-04-24T05:08:00Z,38.98,64.00
2026-04-24T05:09:00Z,38.98,64.00
2026-04-24T05:10:00Z,38.98,64.00
2026-04-24T05:11:00Z,38.98,64.00
2026-04-24T05:12:00Z,38.98,64.00
2026-04-24T05:13:00Z,38.98,64.00
2026-04-24T05:15:00Z,38.98,64.00
2026-04-24T05:16:00Z,38.98,64.00
2026-04-24T05:17:00Z,39.00,64.00
2026-04-24T05:18:00Z,39.00,64.00
2026-04-24T05:19:00Z,38.59,64.00
2026-04-24T05:20:00Z,39.00,64.00
2026-04-24T05:21:00Z,37.12,64.00
2026-04-24T05:22:00Z,38.00,64.00
2026-04-24T05:24:00Z,38.00,64.00
2026-04-24T05:25:00Z,38.00,64.00
2026-04-24T05:26:00Z,38.00,64.00
2026-04-24T05:28:00Z,38.00,64.00
2026-04-24T05:29:00Z,38.00,64.00
2026-04-24T05:30:00Z,38.00,64.00
2026-04-24T05:33:00Z,38.00,64.00
2026-04-24T05:34:00Z,38.00,64.00
2026-04-24T05:35:00Z,38.00,64.00
2026-04-24T05:37:00Z,38.00,64.00
2026-04-24T05:39:00Z,38.00,64.00
2026-04-24T05:40:00Z,38.00,64.00
2026-04-24T05:42:00Z,38.00,64.00
2026-04-24T05:43:00Z,38.00,64.00
2026-04-24T05:45:00Z,38.00,63.00
2026-04-24T05:47:00Z,38.00,63.00
2026-04-24T05:48:00Z,38.00,63.00
2026-04-24T05:49:00Z,38.00,63.00
2026-04-24T05:50:00Z,38.00,63.00
2026-04-24T05:55:00Z,38.98,63.00
2026-04-24T06:00:00Z,38.98,63.00
2026-04-24T06:01:00Z,38.98,63.00
2026-04-24T06:03:00Z,38.98,63.00
2026-04-24T06:04:00Z,38.98,63.00
2026-04-24T06:05:00Z,39.00,63.00
2026-04-24T06:06:00Z,39.00,63.00
2026-04-24T06:08:00Z,39.00,63.00
2026-04-24T06:09:00Z,39.00,63.00
2026-04-24T06:10:00Z,39.00,63.00
2026-04-24T06:12:00Z,39.00,63.00
2026-04-24T06:13:00Z,39.00,62.75
2026-04-24T06:15:00Z,39.00,63.00
2026-04-24T06:20:00Z,39.00,63.00
2026-04-24T06:21:00Z,39.00,63.00
2026-04-24T06:23:00Z,39.00,63.00
2026-04-24T06:25:00Z,39.00,63.00
2026-04-24T06:26:00Z,39.00,63.00
2026-04-24T06:27:00Z,39.00,63.00
2026-04-24T06:28:00Z,39.00,63.00
2026-04-24T06:30:00Z,39.00,63.00
2026-04-24T06:31:00Z,39.00,63.00
2026-04-24T06:32:00Z,39.00,63.00
2026-04-24T06:41:00Z,39.00,63.00
2026-04-24T06:44:00Z,39.00,63.00
2026-04-24T06:45:00Z,39.00,63.00
2026-04-24T06:48:00Z,39.00,63.00
2026-04-24T06:49:00Z,39.00,63.00
2026-04-24T06:53:00Z,39.00,63.00
2026-04-24T06:55:00Z,39.00,63.00
2026-04-24T06:56:00Z,39.00,64.00
2026-04-24T06:57:00Z,39.00,64.00
2026-04-24T06:58:00Z,39.00,64.94
2026-04-24T06:59:00Z,38.00,64.94
2026-04-24T07:00:00Z,38.00,64.00
2026-04-24T07:06:00Z,38.00,64.41
2026-04-24T07:13:00Z,38.00,64.71
2026-04-24T07:23:00Z,37.00,64.00
2026-04-24T07:24:00Z,37.00,64.00
2026-04-24T07:26:00Z,37.00,64.00
2026-04-24T07:27:00Z,38.00,64.00
2026-04-24T07:29:00Z,38.00,64.00
2026-04-24T07:32:00Z,38.00,64.00
2026-04-24T07:35:00Z,38.00,64.00
2026-04-24T07:36:00Z,38.00,64.00
2026-04-24T07:38:00Z,38.00,64.00
2026-04-24T07:44:00Z,38.00,64.00
2026-04-24T07:47:00Z,38.00,64.00
2026-04-24T07:56:00Z,38.00,64.00
2026-04-24T07:57:00Z,38.00,64.00
2026-04-24T07:58:00Z,38.00,64.00
2026-04-24T07:59:00Z,38.00,64.00
2026-04-24T08:00:00Z,38.00,64.00
2026-04-24T08:02:00Z,38.00,64.00
2026-04-24T08:03:00Z,38.00,64.00
2026-04-24T08:04:00Z,38.00,64.00
2026-04-24T08:06:00Z,38.00,64.00
2026-04-24T08:11:00Z,38.00,63.00
2026-04-24T08:15:00Z,38.00,64.00
2026-04-24T08:17:00Z,38.00,64.00
2026-04-24T08:19:00Z,38.00,64.00
2026-04-24T08:20:00Z,38.00,64.00
2026-04-24T08:21:00Z,38.00,64.00
2026-04-24T08:22:00Z,38.00,64.00
2026-04-24T08:25:00Z,38.00,64.00
2026-04-24T08:27:00Z,38.00,64.00
2026-04-24T08:29:00Z,38.00,64.00
2026-04-24T08:30:00Z,38.00,64.00
2026-04-24T08:32:00Z,38.00,64.00
2026-04-24T08:33:00Z,38.00,64.00
