# event_ticker=KXATPCHALLENGERMATCH-26APR08HEMPIR
# final_score=6-0 6-2
# match_winner=Zsombor Piros
# fav_player=Zsombor Piros
# dog_player=Calvin Hemery
# kalshi_date=2026-04-08
timestamp,Zsombor Piros,Calvin Hemery
2026-04-08T05:05:00Z,,26.00
2026-04-08T06:59:00Z,75.00,26.00
2026-04-08T07:55:00Z,75.00,26.00
2026-04-08T07:56:00Z,75.00,28.12
2026-04-08T10:59:00Z,73.00,28.12
2026-04-08T11:03:00Z,73.00,28.12
2026-04-08T12:07:00Z,72.00,28.12
2026-04-08T13:20:00Z,73.00,28.12
2026-04-08T13:43:00Z,73.00,26.00
2026-04-08T13:51:00Z,73.00,26.00
2026-04-08T13:57:00Z,73.00,26.00
2026-04-08T14:22:00Z,73.00,28.00
2026-04-08T14:58:00Z,73.00,28.00
2026-04-08T15:00:00Z,73.00,28.00
2026-04-08T15:06:00Z,73.00,28.17
2026-04-08T15:15:00Z,73.88,28.17
2026-04-08T15:44:00Z,73.81,28.17
2026-04-08T15:56:00Z,74.00,28.17
2026-04-08T15:59:00Z,77.00,25.00
2026-04-08T16:08:00Z,77.00,27.00
2026-04-08T16:11:00Z,77.02,27.00
2026-04-08T16:13:00Z,78.00,27.00
2026-04-08T16:22:00Z,77.00,27.00
2026-04-08T16:23:00Z,77.00,24.98
2026-04-08T16:25:00Z,78.00,23.27
2026-04-08T16:27:00Z,78.00,23.27
2026-04-08T16:29:00Z,78.00,23.27
2026-04-08T16:30:00Z,76.98,24.64
2026-04-08T16:31:00Z,76.00,24.00
2026-04-08T16:33:00Z,78.00,24.00
2026-04-08T16:34:00Z,83.27,20.32
2026-04-08T16:35:00Z,83.00,20.32
2026-04-08T16:36:00Z,83.00,16.19
2026-04-08T16:37:00Z,85.00,15.00
2026-04-08T16:38:00Z,85.65,14.84
2026-04-08T16:39:00Z,85.18,16.00
2026-04-08T16:42:00Z,85.00,16.00
2026-04-08T16:43:00Z,85.80,12.00
2026-04-08T16:44:00Z,89.04,10.94
2026-04-08T16:45:00Z,91.06,8.13
2026-04-08T16:46:00Z,91.20,8.13
2026-04-08T16:47:00Z,92.00,9.00
2026-04-08T16:48:00Z,91.80,7.28
2026-04-08T16:49:00Z,92.20,8.00
2026-04-08T16:50:00Z,93.32,8.00
2026-04-08T16:51:00Z,93.00,7.41
2026-04-08T16:52:00Z,93.00,7.41
2026-04-08T16:53:00Z,93.00,8.00
2026-04-08T16:54:00Z,93.42,8.00
2026-04-08T16:55:00Z,94.72,8.00
2026-04-08T16:57:00Z,95.09,5.00
2026-04-08T16:58:00Z,95.44,5.00
2026-04-08T16:59:00Z,96.00,4.00
2026-04-08T17:00:00Z,97.60,3.00
2026-04-08T17:01:00Z,98.01,2.23
2026-04-08T17:02:00Z,98.93,2.23
2026-04-08T17:03:00Z,98.00,2.23
2026-04-08T17:04:00Z,98.08,2.23
2026-04-08T17:05:00Z,98.00,1.00
2026-04-08T17:06:00Z,99.00,1.00
2026-04-08T17:07:00Z,98.00,1.00
2026-04-08T17:08:00Z,99.00,1.00
2026-04-08T17:09:00Z,98.90,1.00
2026-04-08T17:10:00Z,99.00,1.00
2026-04-08T17:11:00Z,99.00,2.00
2026-04-08T17:12:00Z,99.00,2.00
2026-04-08T17:13:00Z,99.00,2.00
2026-04-08T17:15:00Z,99.00,1.06
2026-04-08T17:18:00Z,99.00,1.00
2026-04-08T17:21:00Z,99.00,1.00
2026-04-08T17:22:00Z,99.00,1.90
