# event_ticker=KXATPMATCH-26FEB13PINCIL
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Marin Cilic
# fav_player=Jack Pinnington Jones
# dog_player=Marin Cilic
# kalshi_date=2026-02-13
timestamp,Jack Pinnington Jones,Marin Cilic
2026-02-13T06:25:00Z,26.00,76.00
2026-02-13T06:33:00Z,26.00,76.00
2026-02-13T06:40:00Z,26.00,76.00
2026-02-13T06:46:00Z,26.00,76.58
2026-02-13T06:47:00Z,26.00,76.00
2026-02-13T06:48:00Z,26.00,76.00
2026-02-13T06:50:00Z,26.00,76.00
2026-02-13T06:57:00Z,26.00,76.00
2026-02-13T06:58:00Z,26.00,76.00
2026-02-13T07:29:00Z,26.00,76.00
2026-02-13T07:30:00Z,26.00,77.00
2026-02-13T07:32:00Z,26.00,77.00
2026-02-13T07:38:00Z,26.86,76.00
2026-02-13T07:44:00Z,26.86,76.00
2026-02-13T07:48:00Z,26.86,77.05
2026-02-13T07:49:00Z,26.86,76.00
2026-02-13T07:50:00Z,26.86,77.00
2026-02-13T07:54:00Z,26.86,77.00
2026-02-13T08:00:00Z,26.86,77.87
2026-02-13T08:10:00Z,26.86,77.00
2026-02-13T09:06:00Z,25.00,77.00
2026-02-13T09:40:00Z,25.00,77.00
2026-02-13T09:53:00Z,25.00,77.00
2026-02-13T10:08:00Z,25.00,77.00
2026-02-13T10:15:00Z,25.41,77.00
2026-02-13T10:25:00Z,25.41,77.00
2026-02-13T10:27:00Z,25.41,77.00
2026-02-13T10:35:00Z,25.41,77.00
2026-02-13T10:56:00Z,25.41,77.00
2026-02-13T11:08:00Z,25.41,77.00
2026-02-13T11:11:00Z,25.41,77.00
2026-02-13T11:28:00Z,25.00,77.00
2026-02-13T11:30:00Z,25.00,77.00
2026-02-13T11:53:00Z,25.00,77.00
2026-02-13T12:23:00Z,25.00,77.00
2026-02-13T12:25:00Z,25.00,77.00
2026-02-13T12:31:00Z,25.00,76.00
2026-02-13T12:40:00Z,25.00,76.00
2026-02-13T12:45:00Z,25.00,77.00
2026-02-13T12:58:00Z,25.00,77.00
2026-02-13T13:03:00Z,25.00,77.00
2026-02-13T13:08:00Z,25.00,77.00
2026-02-13T13:14:00Z,25.00,77.00
2026-02-13T13:17:00Z,25.00,77.00
2026-02-13T13:22:00Z,25.00,77.00
2026-02-13T13:25:00Z,25.00,77.00
2026-02-13T13:29:00Z,25.00,77.00
2026-02-13T13:32:00Z,25.00,77.00
2026-02-13T13:36:00Z,24.00,77.00
2026-02-13T13:37:00Z,24.00,78.00
2026-02-13T13:38:00Z,24.00,78.00
2026-02-13T13:39:00Z,24.00,78.00
2026-02-13T13:41:00Z,24.29,78.00
2026-02-13T13:44:00Z,25.00,78.00
2026-02-13T13:46:00Z,25.00,78.00
2026-02-13T13:48:00Z,25.00,78.00
2026-02-13T13:49:00Z,25.00,78.00
2026-02-13T13:57:00Z,25.00,78.00
2026-02-13T13:58:00Z,25.00,78.00
2026-02-13T14:05:00Z,25.00,78.00
2026-02-13T14:09:00Z,25.00,78.00
2026-02-13T14:10:00Z,25.00,78.00
2026-02-13T14:24:00Z,25.00,78.00
2026-02-13T14:26:00Z,25.00,78.00
2026-02-13T14:27:00Z,25.00,78.00
2026-02-13T14:30:00Z,25.00,78.00
2026-02-13T14:34:00Z,25.00,78.00
2026-02-13T14:35:00Z,25.00,78.00
2026-02-13T14:36:00Z,25.00,78.00
2026-02-13T14:37:00Z,25.00,78.00
2026-02-13T14:40:00Z,25.00,78.00
2026-02-13T14:46:00Z,25.00,78.00
2026-02-13T14:47:00Z,25.00,78.00
2026-02-13T14:53:00Z,25.00,78.00
2026-02-13T15:02:00Z,25.00,78.00
2026-02-13T15:13:00Z,25.00,78.00
2026-02-13T15:18:00Z,25.00,78.00
2026-02-13T15:21:00Z,25.00,78.00
2026-02-13T15:22:00Z,25.00,76.20
2026-02-13T15:23:00Z,25.00,77.00
2026-02-13T15:30:00Z,25.00,77.00
2026-02-13T15:40:00Z,25.00,76.13
2026-02-13T15:42:00Z,24.00,76.13
2026-02-13T15:43:00Z,24.00,77.00
2026-02-13T15:47:00Z,24.00,78.00
2026-02-13T15:48:00Z,24.00,78.00
2026-02-13T15:56:00Z,24.00,78.00
2026-02-13T15:59:00Z,24.00,77.97
2026-02-13T16:02:00Z,24.00,78.00
2026-02-13T16:03:00Z,24.00,78.00
2026-02-13T16:05:00Z,24.74,78.00
2026-02-13T16:07:00Z,24.74,78.00
2026-02-13T16:10:00Z,25.00,78.00
2026-02-13T16:11:00Z,25.00,78.00
2026-02-13T16:13:00Z,23.00,78.00
2026-02-13T16:21:00Z,25.00,78.00
2026-02-13T16:32:00Z,25.00,76.00
2026-02-13T16:33:00Z,25.00,76.00
2026-02-13T16:35:00Z,25.00,76.00
2026-02-13T16:36:00Z,24.00,76.00
2026-02-13T16:45:00Z,24.00,78.00
2026-02-13T16:48:00Z,24.00,78.00
2026-02-13T16:50:00Z,24.00,78.00
2026-02-13T16:51:00Z,24.00,78.00
2026-02-13T16:52:00Z,24.00,78.00
2026-02-13T16:54:00Z,24.00,78.00
2026-02-13T16:56:00Z,24.00,78.00
2026-02-13T16:59:00Z,24.00,78.00
2026-02-13T17:05:00Z,24.00,78.00
2026-02-13T17:06:00Z,24.00,78.00
2026-02-13T17:08:00Z,24.00,78.00
2026-02-13T17:10:00Z,24.00,78.00
2026-02-13T17:12:00Z,24.00,77.03
2026-02-13T17:13:00Z,24.00,77.03
2026-02-13T17:14:00Z,24.00,77.00
2026-02-13T17:16:00Z,24.00,77.00
2026-02-13T17:17:00Z,25.00,77.00
2026-02-13T17:18:00Z,25.00,77.00
2026-02-13T17:19:00Z,25.00,77.00
2026-02-13T17:20:00Z,25.00,77.00
2026-02-13T17:22:00Z,25.00,77.00
2026-02-13T17:25:00Z,24.00,77.00
2026-02-13T17:28:00Z,24.00,77.00
2026-02-13T17:29:00Z,25.00,77.00
2026-02-13T17:35:00Z,25.00,77.00
2026-02-13T17:36:00Z,25.00,77.00
2026-02-13T17:37:00Z,25.00,75.19
2026-02-13T17:42:00Z,25.00,76.00
2026-02-13T17:44:00Z,25.00,76.00
2026-02-13T17:45:00Z,26.00,75.00
2026-02-13T17:46:00Z,26.00,75.00
2026-02-13T17:51:00Z,26.00,75.00
2026-02-13T17:52:00Z,26.00,74.00
2026-02-13T17:54:00Z,26.00,73.81
2026-02-13T17:56:00Z,26.02,73.00
2026-02-13T17:57:00Z,26.02,73.01
2026-02-13T17:59:00Z,27.00,74.00
2026-02-13T18:00:00Z,27.00,73.05
2026-02-13T18:02:00Z,26.49,75.00
2026-02-13T18:03:00Z,27.00,75.00
2026-02-13T18:04:00Z,27.00,75.00
2026-02-13T18:05:00Z,27.00,75.00
2026-02-13T18:07:00Z,27.00,75.48
2026-02-13T18:08:00Z,27.00,75.00
2026-02-13T18:09:00Z,27.00,75.00
2026-02-13T18:10:00Z,27.00,75.42
2026-02-13T18:11:00Z,27.00,75.00
2026-02-13T18:12:00Z,26.05,76.58
2026-02-13T18:13:00Z,23.50,78.00
2026-02-13T18:14:00Z,24.00,78.00
2026-02-13T18:15:00Z,24.10,78.28
2026-02-13T18:16:00Z,24.07,76.48
2026-02-13T18:17:00Z,21.69,79.59
2026-02-13T18:18:00Z,21.76,79.82
2026-02-13T18:19:00Z,22.18,79.84
2026-02-13T18:20:00Z,25.97,76.67
2026-02-13T18:21:00Z,25.64,75.32
2026-02-13T18:22:00Z,24.51,77.54
2026-02-13T18:23:00Z,23.97,78.54
2026-02-13T18:24:00Z,25.00,78.00
2026-02-13T18:25:00Z,24.33,77.70
2026-02-13T18:26:00Z,23.88,77.41
2026-02-13T18:27:00Z,24.85,77.22
2026-02-13T18:28:00Z,19.89,78.95
2026-02-13T18:29:00Z,20.38,79.54
2026-02-13T18:30:00Z,19.57,81.89
2026-02-13T18:31:00Z,15.86,87.29
2026-02-13T18:32:00Z,12.40,89.17
2026-02-13T18:33:00Z,12.59,88.54
2026-02-13T18:34:00Z,12.59,88.07
2026-02-13T18:35:00Z,13.00,88.81
2026-02-13T18:36:00Z,12.93,88.14
2026-02-13T18:37:00Z,11.84,89.27
2026-02-13T18:38:00Z,11.34,89.69
2026-02-13T18:39:00Z,11.34,90.13
2026-02-13T18:40:00Z,9.90,91.24
2026-02-13T18:41:00Z,10.02,90.68
2026-02-13T18:42:00Z,9.29,92.00
2026-02-13T18:43:00Z,9.85,92.00
2026-02-13T18:44:00Z,9.03,92.00
2026-02-13T18:45:00Z,8.98,91.93
2026-02-13T18:46:00Z,10.44,90.04
2026-02-13T18:47:00Z,11.91,89.89
2026-02-13T18:48:00Z,11.11,90.29
2026-02-13T18:49:00Z,10.94,90.05
2026-02-13T18:50:00Z,11.00,91.29
2026-02-13T18:51:00Z,10.50,90.43
2026-02-13T18:52:00Z,11.27,91.21
2026-02-13T18:53:00Z,9.99,91.92
2026-02-13T18:54:00Z,7.64,93.31
2026-02-13T18:55:00Z,9.44,92.79
2026-02-13T18:56:00Z,9.38,92.43
2026-02-13T18:57:00Z,9.08,92.30
2026-02-13T18:58:00Z,9.31,92.99
2026-02-13T18:59:00Z,8.97,91.91
2026-02-13T19:00:00Z,11.00,89.91
2026-02-13T19:01:00Z,10.99,89.86
2026-02-13T19:02:00Z,12.12,90.22
2026-02-13T19:03:00Z,10.31,91.67
2026-02-13T19:04:00Z,9.80,92.21
2026-02-13T19:05:00Z,6.60,95.14
2026-02-13T19:06:00Z,3.85,96.06
2026-02-13T19:07:00Z,2.84,97.66
2026-02-13T19:08:00Z,2.94,97.95
2026-02-13T19:09:00Z,3.15,98.20
2026-02-13T19:10:00Z,1.89,98.88
