# event_ticker=KXATPCHALLENGERMATCH-26FEB21KOUVAN
# final_score=6-1 6-1
# match_winner=Luca Van Assche
# fav_player=Luca Van Assche
# dog_player=Moise Kouame
# kalshi_date=2026-02-21
timestamp,Luca Van Assche,Moise Kouame
2026-02-21T03:19:00Z,,38.00
2026-02-21T03:20:00Z,69.00,38.00
2026-02-21T03:30:00Z,68.00,38.00
2026-02-21T03:36:00Z,68.00,38.00
2026-02-21T03:43:00Z,68.00,35.00
2026-02-21T03:48:00Z,68.00,35.00
2026-02-21T03:49:00Z,68.00,35.00
2026-02-21T03:54:00Z,67.00,35.00
2026-02-21T03:55:00Z,67.00,35.00
2026-02-21T04:04:00Z,68.00,35.00
2026-02-21T04:15:00Z,68.00,35.00
2026-02-21T04:42:00Z,68.00,35.00
2026-02-21T05:00:00Z,68.00,35.00
2026-02-21T05:29:00Z,67.99,35.00
2026-02-21T05:32:00Z,67.99,34.00
2026-02-21T05:35:00Z,68.00,35.00
2026-02-21T05:46:00Z,68.00,35.00
2026-02-21T05:49:00Z,67.00,35.00
2026-02-21T05:54:00Z,67.00,36.00
2026-02-21T05:58:00Z,67.00,34.00
2026-02-21T06:02:00Z,67.00,36.00
2026-02-21T06:08:00Z,67.00,36.00
2026-02-21T06:16:00Z,64.00,36.00
2026-02-21T06:27:00Z,66.00,36.00
2026-02-21T06:36:00Z,66.00,36.00
2026-02-21T06:40:00Z,67.00,36.00
2026-02-21T06:54:00Z,67.00,36.00
2026-02-21T06:58:00Z,67.00,36.00
2026-02-21T07:01:00Z,67.00,36.00
2026-02-21T07:08:00Z,67.00,36.00
2026-02-21T07:20:00Z,67.00,36.00
2026-02-21T07:22:00Z,67.00,36.00
2026-02-21T07:38:00Z,67.00,36.00
2026-02-21T07:52:00Z,67.00,35.00
2026-02-21T07:56:00Z,66.00,35.00
2026-02-21T08:17:00Z,66.00,35.00
2026-02-21T08:49:00Z,66.00,37.00
2026-02-21T08:54:00Z,66.00,37.00
2026-02-21T08:58:00Z,66.00,37.00
2026-02-21T09:15:00Z,67.00,37.00
2026-02-21T09:29:00Z,67.00,36.00
2026-02-21T09:40:00Z,67.00,36.00
2026-02-21T09:44:00Z,67.00,36.00
2026-02-21T09:55:00Z,67.00,36.00
2026-02-21T10:14:00Z,67.00,36.00
2026-02-21T10:18:00Z,67.01,36.00
2026-02-21T10:35:00Z,67.01,36.00
2026-02-21T10:37:00Z,68.00,35.00
2026-02-21T10:39:00Z,67.00,35.00
2026-02-21T10:50:00Z,67.00,35.00
2026-02-21T11:02:00Z,67.00,36.00
2026-02-21T11:04:00Z,67.00,36.00
2026-02-21T11:19:00Z,67.00,36.00
2026-02-21T11:20:00Z,66.00,36.00
2026-02-21T11:21:00Z,66.00,36.00
2026-02-21T11:26:00Z,66.00,36.00
2026-02-21T11:33:00Z,66.00,36.00
2026-02-21T11:35:00Z,66.00,36.00
2026-02-21T11:40:00Z,66.00,35.00
2026-02-21T11:50:00Z,66.00,34.43
2026-02-21T12:13:00Z,66.94,34.43
2026-02-21T12:22:00Z,66.94,35.00
2026-02-21T12:27:00Z,66.94,35.00
2026-02-21T12:28:00Z,66.00,35.00
2026-02-21T12:29:00Z,66.00,34.00
2026-02-21T12:36:00Z,66.00,35.00
2026-02-21T12:40:00Z,67.00,35.00
2026-02-21T12:43:00Z,67.00,35.00
2026-02-21T12:45:00Z,67.00,35.00
2026-02-21T12:48:00Z,67.00,35.00
2026-02-21T12:52:00Z,66.00,35.00
2026-02-21T12:55:00Z,67.00,35.00
2026-02-21T13:08:00Z,66.00,35.00
2026-02-21T13:09:00Z,66.00,35.00
2026-02-21T13:16:00Z,66.00,35.00
2026-02-21T13:25:00Z,66.00,35.00
2026-02-21T13:26:00Z,67.00,35.00
2026-02-21T13:29:00Z,67.00,35.00
2026-02-21T13:33:00Z,67.00,35.00
2026-02-21T13:37:00Z,67.00,35.00
2026-02-21T13:40:00Z,67.00,35.00
2026-02-21T13:43:00Z,67.00,35.00
2026-02-21T13:45:00Z,67.93,35.00
2026-02-21T13:57:00Z,67.93,34.00
2026-02-21T13:58:00Z,67.93,35.00
2026-02-21T14:06:00Z,68.00,35.00
2026-02-21T14:09:00Z,67.00,35.00
2026-02-21T14:18:00Z,68.00,35.00
2026-02-21T14:22:00Z,68.00,35.00
2026-02-21T14:23:00Z,67.00,34.00
2026-02-21T14:25:00Z,67.00,35.00
2026-02-21T14:31:00Z,68.00,34.00
2026-02-21T14:34:00Z,68.00,35.00
2026-02-21T14:36:00Z,68.00,35.00
2026-02-21T14:38:00Z,68.00,34.00
2026-02-21T14:44:00Z,68.00,33.00
2026-02-21T14:49:00Z,68.00,33.00
2026-02-21T14:51:00Z,69.00,33.00
2026-02-21T14:53:00Z,70.00,33.00
2026-02-21T14:54:00Z,70.00,33.00
2026-02-21T14:55:00Z,70.00,33.00
2026-02-21T14:56:00Z,71.00,32.00
2026-02-21T14:57:00Z,71.00,32.00
2026-02-21T14:58:00Z,71.00,32.00
2026-02-21T14:59:00Z,71.00,30.00
2026-02-21T15:00:00Z,71.00,32.00
2026-02-21T15:01:00Z,71.00,32.99
2026-02-21T15:02:00Z,71.00,32.69
2026-02-21T15:03:00Z,70.00,29.27
2026-02-21T15:05:00Z,70.00,32.00
2026-02-21T15:06:00Z,71.00,32.00
2026-02-21T15:07:00Z,71.00,32.00
2026-02-21T15:08:00Z,71.00,33.00
2026-02-21T15:09:00Z,71.00,33.00
2026-02-21T15:10:00Z,69.72,32.00
2026-02-21T15:11:00Z,69.72,33.33
2026-02-21T15:12:00Z,68.60,33.42
2026-02-21T15:13:00Z,68.28,34.15
2026-02-21T15:14:00Z,69.00,33.82
2026-02-21T15:15:00Z,68.23,33.00
2026-02-21T15:16:00Z,70.90,30.98
2026-02-21T15:17:00Z,71.90,26.27
2026-02-21T15:18:00Z,76.72,22.85
2026-02-21T15:19:00Z,77.01,23.93
2026-02-21T15:20:00Z,77.09,22.00
2026-02-21T15:21:00Z,80.97,22.00
2026-02-21T15:22:00Z,81.19,19.00
2026-02-21T15:23:00Z,81.19,17.61
2026-02-21T15:24:00Z,85.00,16.00
2026-02-21T15:25:00Z,82.38,14.35
2026-02-21T15:26:00Z,86.38,12.68
2026-02-21T15:27:00Z,87.01,12.00
2026-02-21T15:28:00Z,87.01,11.02
2026-02-21T15:29:00Z,88.51,11.17
2026-02-21T15:30:00Z,89.31,11.38
2026-02-21T15:31:00Z,90.99,11.00
2026-02-21T15:32:00Z,91.00,9.00
2026-02-21T15:33:00Z,89.13,11.73
2026-02-21T15:34:00Z,90.00,12.00
2026-02-21T15:35:00Z,90.22,12.00
2026-02-21T15:36:00Z,91.00,9.53
2026-02-21T15:37:00Z,89.33,13.27
2026-02-21T15:38:00Z,89.96,11.83
2026-02-21T15:39:00Z,89.95,12.00
2026-02-21T15:40:00Z,89.28,12.00
2026-02-21T15:41:00Z,89.66,12.00
2026-02-21T15:42:00Z,90.44,10.72
2026-02-21T15:43:00Z,90.96,10.77
2026-02-21T15:44:00Z,91.16,8.00
2026-02-21T15:45:00Z,93.45,8.25
2026-02-21T15:46:00Z,94.00,7.77
2026-02-21T15:47:00Z,93.71,8.00
2026-02-21T15:48:00Z,94.94,7.79
2026-02-21T15:49:00Z,95.00,6.76
2026-02-21T15:50:00Z,95.63,6.39
2026-02-21T15:51:00Z,96.31,6.06
2026-02-21T15:52:00Z,96.00,4.04
2026-02-21T15:53:00Z,94.16,8.56
2026-02-21T15:54:00Z,93.83,8.15
2026-02-21T15:55:00Z,93.00,8.85
2026-02-21T15:56:00Z,92.00,10.49
2026-02-21T15:57:00Z,93.00,7.59
2026-02-21T15:58:00Z,93.99,6.80
2026-02-21T15:59:00Z,94.00,7.00
2026-02-21T16:00:00Z,97.36,3.27
2026-02-21T16:01:00Z,97.87,2.74
2026-02-21T16:02:00Z,99.00,1.97
2026-02-21T16:03:00Z,98.97,1.04
2026-02-21T16:04:00Z,99.00,1.04
2026-02-21T16:05:00Z,99.00,1.00
2026-02-21T16:06:00Z,98.84,1.07
2026-02-21T16:07:00Z,99.00,1.37
2026-02-21T16:08:00Z,99.00,2.00
2026-02-21T16:10:00Z,99.00,1.00
2026-02-21T16:11:00Z,99.00,1.00
2026-02-21T16:12:00Z,99.00,1.00
2026-02-21T16:15:00Z,99.00,1.00
