# event_ticker=KXATPMATCH-25OCT14NAKMED
# final_score=7-6(5) 6-2
# score_resolution=7-6 6-2
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Hamad Medjedovic
# kalshi_date=2025-10-14
timestamp,Brandon Nakashima,Hamad Medjedovic
2025-10-14T06:35:00Z,54.00,46.00
2025-10-14T06:39:00Z,54.00,46.00
2025-10-14T06:41:00Z,54.00,46.00
2025-10-14T07:07:00Z,54.00,46.00
2025-10-14T07:16:00Z,54.00,46.00
2025-10-14T07:18:00Z,54.00,46.00
2025-10-14T07:28:00Z,54.00,46.00
2025-10-14T07:32:00Z,54.00,46.00
2025-10-14T07:34:00Z,55.00,46.00
2025-10-14T07:46:00Z,55.00,46.06
2025-10-14T08:00:00Z,55.00,46.00
2025-10-14T08:07:00Z,55.00,46.00
2025-10-14T08:13:00Z,55.00,46.00
2025-10-14T08:19:00Z,55.00,46.00
2025-10-14T08:23:00Z,55.00,46.00
2025-10-14T08:24:00Z,55.00,46.00
2025-10-14T08:26:00Z,55.00,46.00
2025-10-14T08:30:00Z,55.00,46.00
2025-10-14T08:31:00Z,55.00,46.00
2025-10-14T08:32:00Z,55.00,46.00
2025-10-14T08:38:00Z,55.00,46.00
2025-10-14T08:39:00Z,55.00,46.00
2025-10-14T08:43:00Z,55.00,46.00
2025-10-14T08:45:00Z,55.00,46.00
2025-10-14T08:46:00Z,55.00,46.00
2025-10-14T08:47:00Z,56.25,46.00
2025-10-14T08:48:00Z,56.25,46.27
2025-10-14T08:49:00Z,55.40,46.00
2025-10-14T08:50:00Z,56.00,46.00
2025-10-14T08:54:00Z,54.00,46.00
2025-10-14T08:55:00Z,54.33,49.12
2025-10-14T08:56:00Z,50.00,50.82
2025-10-14T09:00:00Z,50.00,50.82
2025-10-14T09:02:00Z,49.00,52.01
2025-10-14T09:03:00Z,49.00,53.23
2025-10-14T09:04:00Z,49.00,57.79
2025-10-14T09:05:00Z,46.00,54.71
2025-10-14T09:06:00Z,46.00,55.24
2025-10-14T09:07:00Z,45.08,56.13
2025-10-14T09:08:00Z,43.35,57.66
2025-10-14T09:09:00Z,44.00,57.00
2025-10-14T09:10:00Z,43.89,57.00
2025-10-14T09:11:00Z,44.00,57.00
2025-10-14T09:12:00Z,45.28,52.70
2025-10-14T09:13:00Z,47.00,52.70
2025-10-14T09:14:00Z,46.00,52.70
2025-10-14T09:16:00Z,47.50,52.70
2025-10-14T09:17:00Z,48.00,52.70
2025-10-14T09:18:00Z,48.00,52.70
2025-10-14T09:20:00Z,48.00,52.70
2025-10-14T09:23:00Z,48.00,52.70
2025-10-14T09:25:00Z,48.00,52.70
2025-10-14T09:28:00Z,48.00,52.70
2025-10-14T09:31:00Z,48.00,52.70
2025-10-14T09:35:00Z,49.00,52.70
2025-10-14T09:37:00Z,49.00,52.70
2025-10-14T09:39:00Z,48.30,52.70
2025-10-14T09:41:00Z,50.00,52.70
2025-10-14T09:43:00Z,50.00,52.70
2025-10-14T09:44:00Z,50.00,52.70
2025-10-14T09:48:00Z,50.00,51.00
2025-10-14T09:49:00Z,50.45,51.00
2025-10-14T09:51:00Z,51.00,51.00
2025-10-14T09:54:00Z,51.95,51.00
2025-10-14T09:55:00Z,51.00,51.00
2025-10-14T09:56:00Z,51.00,50.00
2025-10-14T09:58:00Z,51.00,50.00
2025-10-14T10:00:00Z,51.00,50.00
2025-10-14T10:09:00Z,51.00,50.00
2025-10-14T10:12:00Z,51.00,50.00
2025-10-14T10:13:00Z,51.00,50.00
2025-10-14T10:14:00Z,51.00,50.00
2025-10-14T10:15:00Z,51.00,50.00
2025-10-14T10:16:00Z,51.00,49.00
2025-10-14T10:17:00Z,51.00,49.00
2025-10-14T10:18:00Z,52.00,49.00
2025-10-14T10:21:00Z,52.00,49.00
2025-10-14T10:22:00Z,52.00,49.00
2025-10-14T10:26:00Z,52.00,49.00
2025-10-14T10:27:00Z,50.84,49.00
2025-10-14T10:30:00Z,52.00,48.00
2025-10-14T10:32:00Z,53.55,48.00
2025-10-14T10:33:00Z,53.00,48.00
2025-10-14T10:34:00Z,53.00,48.00
2025-10-14T10:37:00Z,53.00,48.00
2025-10-14T10:39:00Z,53.00,48.00
2025-10-14T10:40:00Z,51.00,48.00
2025-10-14T10:41:00Z,51.00,47.00
2025-10-14T10:43:00Z,53.00,47.00
2025-10-14T10:44:00Z,53.00,47.00
2025-10-14T10:45:00Z,53.00,48.00
2025-10-14T10:46:00Z,53.00,48.36
2025-10-14T10:47:00Z,53.00,48.36
2025-10-14T10:51:00Z,53.00,48.36
2025-10-14T10:52:00Z,52.95,48.36
2025-10-14T10:53:00Z,53.07,50.00
2025-10-14T10:54:00Z,53.00,50.00
2025-10-14T10:55:00Z,53.00,50.00
2025-10-14T10:56:00Z,53.00,50.00
2025-10-14T10:57:00Z,53.14,50.00
2025-10-14T11:01:00Z,53.95,50.00
2025-10-14T11:02:00Z,54.00,49.00
2025-10-14T11:03:00Z,54.42,49.00
2025-10-14T11:04:00Z,54.00,48.00
2025-10-14T11:05:00Z,53.41,48.23
2025-10-14T11:06:00Z,53.96,46.83
2025-10-14T11:07:00Z,55.83,45.08
2025-10-14T11:08:00Z,58.80,45.00
2025-10-14T11:09:00Z,58.75,45.59
2025-10-14T11:10:00Z,59.00,45.98
2025-10-14T11:11:00Z,57.42,46.08
2025-10-14T11:12:00Z,56.91,46.08
2025-10-14T11:13:00Z,60.38,43.54
2025-10-14T11:14:00Z,64.39,42.03
2025-10-14T11:15:00Z,64.39,41.07
2025-10-14T11:16:00Z,67.47,36.00
2025-10-14T11:17:00Z,69.83,36.13
2025-10-14T11:18:00Z,71.02,33.61
2025-10-14T11:19:00Z,66.81,39.88
2025-10-14T11:20:00Z,66.00,47.80
2025-10-14T11:21:00Z,56.00,48.00
2025-10-14T11:22:00Z,61.96,43.23
2025-10-14T11:23:00Z,58.22,45.00
2025-10-14T11:24:00Z,61.00,45.00
2025-10-14T11:25:00Z,61.00,45.00
2025-10-14T11:26:00Z,61.00,45.21
2025-10-14T11:27:00Z,63.00,41.08
2025-10-14T11:28:00Z,60.87,41.08
2025-10-14T11:29:00Z,63.06,38.96
2025-10-14T11:30:00Z,65.00,38.96
2025-10-14T11:31:00Z,65.00,38.96
2025-10-14T11:32:00Z,65.26,38.96
2025-10-14T11:33:00Z,63.00,37.00
2025-10-14T11:34:00Z,64.00,38.37
2025-10-14T11:35:00Z,64.79,38.37
2025-10-14T11:36:00Z,64.16,34.07
2025-10-14T11:37:00Z,65.50,36.00
2025-10-14T11:38:00Z,66.00,38.00
2025-10-14T11:39:00Z,68.42,38.56
2025-10-14T11:40:00Z,60.00,43.04
2025-10-14T11:41:00Z,63.64,33.00
2025-10-14T11:42:00Z,65.02,33.33
2025-10-14T11:43:00Z,65.96,35.00
2025-10-14T11:44:00Z,69.00,33.00
2025-10-14T11:45:00Z,73.68,35.09
2025-10-14T11:46:00Z,73.68,39.00
2025-10-14T11:47:00Z,64.00,31.00
2025-10-14T11:48:00Z,67.34,30.47
2025-10-14T11:49:00Z,75.32,24.94
2025-10-14T11:50:00Z,72.58,35.62
2025-10-14T11:51:00Z,67.86,36.65
2025-10-14T11:52:00Z,64.49,37.23
2025-10-14T11:53:00Z,77.70,27.34
2025-10-14T11:54:00Z,82.70,17.24
2025-10-14T11:55:00Z,82.00,18.67
2025-10-14T11:56:00Z,79.48,21.00
2025-10-14T11:57:00Z,79.00,23.52
2025-10-14T11:58:00Z,78.32,22.74
2025-10-14T11:59:00Z,69.52,30.10
2025-10-14T12:00:00Z,67.85,39.36
2025-10-14T12:01:00Z,71.38,31.95
2025-10-14T12:02:00Z,77.11,23.63
2025-10-14T12:03:00Z,77.20,27.47
2025-10-14T12:04:00Z,77.96,24.80
2025-10-14T12:05:00Z,79.44,22.00
2025-10-14T12:06:00Z,77.29,22.23
2025-10-14T12:07:00Z,77.01,20.00
2025-10-14T12:08:00Z,75.00,22.58
2025-10-14T12:09:00Z,79.89,20.62
2025-10-14T12:10:00Z,83.47,20.06
2025-10-14T12:11:00Z,89.20,10.06
2025-10-14T12:12:00Z,92.50,10.15
2025-10-14T12:13:00Z,94.08,7.81
2025-10-14T12:14:00Z,94.26,5.32
2025-10-14T12:15:00Z,96.19,4.14
2025-10-14T12:16:00Z,95.77,6.94
2025-10-14T12:17:00Z,96.67,5.29
2025-10-14T12:18:00Z,95.42,6.51
2025-10-14T12:19:00Z,94.00,7.26
2025-10-14T12:20:00Z,94.11,5.96
2025-10-14T12:21:00Z,96.22,5.03
2025-10-14T12:22:00Z,97.65,5.29
2025-10-14T12:23:00Z,96.72,3.69
2025-10-14T12:24:00Z,98.17,1.07
2025-10-14T12:25:00Z,98.67,1.07
2025-10-14T12:26:00Z,99.00,1.07
2025-10-14T12:27:00Z,99.00,1.07
2025-10-14T12:28:00Z,99.00,1.07
2025-10-14T12:29:00Z,99.00,1.07
2025-10-14T12:30:00Z,99.00,1.07
