# event_ticker=KXATPCHALLENGERMATCH-26MAR21MMOZIN
# final_score=1-6 7-6(4) 6-2
# score_resolution=1-6 7-6 6-2
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Tyler Zink
# kalshi_date=2026-03-21
timestamp,Michael Mmoh,Tyler Zink
2026-03-21T13:21:00Z,77.00,
2026-03-21T13:43:00Z,77.00,25.00
2026-03-21T13:55:00Z,77.00,25.00
2026-03-21T14:46:00Z,77.00,25.00
2026-03-21T14:49:00Z,77.00,25.00
2026-03-21T15:02:00Z,77.00,25.00
2026-03-21T15:05:00Z,77.00,25.00
2026-03-21T15:50:00Z,77.00,25.00
2026-03-21T16:19:00Z,77.00,24.97
2026-03-21T17:07:00Z,77.00,24.97
2026-03-21T18:24:00Z,77.00,25.00
2026-03-21T18:41:00Z,77.00,26.00
2026-03-21T18:50:00Z,77.00,26.00
2026-03-21T19:22:00Z,77.00,26.00
2026-03-21T20:47:00Z,77.00,26.00
2026-03-21T20:51:00Z,77.00,26.00
2026-03-21T20:59:00Z,77.00,24.00
2026-03-21T21:02:00Z,77.00,24.00
2026-03-21T22:07:00Z,77.00,24.00
2026-03-21T22:10:00Z,77.00,26.00
2026-03-21T22:27:00Z,77.00,26.00
2026-03-21T22:47:00Z,77.00,26.00
2026-03-21T22:48:00Z,77.00,26.00
2026-03-21T23:05:00Z,77.00,26.17
2026-03-21T23:11:00Z,77.00,24.00
2026-03-21T23:12:00Z,76.00,24.00
2026-03-21T23:41:00Z,76.00,26.59
2026-03-21T23:54:00Z,75.00,26.59
2026-03-22T00:03:00Z,75.00,26.59
2026-03-22T00:05:00Z,75.00,26.59
2026-03-22T00:07:00Z,75.00,27.00
2026-03-22T00:08:00Z,75.00,25.00
2026-03-22T00:12:00Z,75.00,24.00
2026-03-22T00:14:00Z,75.00,26.93
2026-03-22T00:16:00Z,75.00,26.93
2026-03-22T00:20:00Z,75.00,26.58
2026-03-22T00:23:00Z,76.00,26.58
2026-03-22T00:24:00Z,76.00,26.00
2026-03-22T00:28:00Z,76.00,26.00
2026-03-22T00:32:00Z,76.00,26.00
2026-03-22T00:33:00Z,76.00,26.00
2026-03-22T00:43:00Z,76.71,26.00
2026-03-22T00:45:00Z,76.71,26.00
2026-03-22T00:50:00Z,76.71,27.00
2026-03-22T00:52:00Z,75.00,27.00
2026-03-22T00:53:00Z,75.00,27.00
2026-03-22T00:54:00Z,75.20,27.00
2026-03-22T00:57:00Z,72.89,28.05
2026-03-22T00:58:00Z,70.00,31.00
2026-03-22T00:59:00Z,71.00,31.00
2026-03-22T01:00:00Z,69.04,32.67
2026-03-22T01:01:00Z,68.89,35.00
2026-03-22T01:02:00Z,55.00,45.99
2026-03-22T01:03:00Z,53.00,46.10
2026-03-22T01:04:00Z,52.19,47.00
2026-03-22T01:05:00Z,49.15,51.00
2026-03-22T01:06:00Z,47.10,53.00
2026-03-22T01:07:00Z,47.10,52.07
2026-03-22T01:08:00Z,45.00,58.00
2026-03-22T01:09:00Z,39.00,60.50
2026-03-22T01:10:00Z,39.95,61.03
2026-03-22T01:11:00Z,46.00,55.00
2026-03-22T01:12:00Z,45.02,54.95
2026-03-22T01:13:00Z,42.99,58.30
2026-03-22T01:14:00Z,47.00,58.21
2026-03-22T01:15:00Z,46.00,54.87
2026-03-22T01:16:00Z,48.00,55.00
2026-03-22T01:17:00Z,44.96,58.00
2026-03-22T01:18:00Z,36.00,60.06
2026-03-22T01:19:00Z,36.86,66.00
2026-03-22T01:20:00Z,32.64,63.21
2026-03-22T01:21:00Z,39.31,63.21
2026-03-22T01:22:00Z,38.00,62.93
2026-03-22T01:23:00Z,39.86,63.88
2026-03-22T01:24:00Z,36.00,66.00
2026-03-22T01:26:00Z,36.59,64.81
2026-03-22T01:27:00Z,34.26,66.12
2026-03-22T01:28:00Z,32.00,68.83
2026-03-22T01:29:00Z,32.79,67.80
2026-03-22T01:30:00Z,31.01,69.97
2026-03-22T01:31:00Z,31.01,67.56
2026-03-22T01:32:00Z,33.75,68.00
2026-03-22T01:33:00Z,34.61,66.44
2026-03-22T01:34:00Z,38.00,63.99
2026-03-22T01:35:00Z,32.96,68.52
2026-03-22T01:36:00Z,33.00,69.00
2026-03-22T01:37:00Z,33.50,67.22
2026-03-22T01:38:00Z,28.86,73.93
2026-03-22T01:39:00Z,30.23,72.28
2026-03-22T01:40:00Z,33.06,70.14
2026-03-22T01:41:00Z,30.74,73.68
2026-03-22T01:42:00Z,31.00,70.12
2026-03-22T01:43:00Z,33.66,70.62
2026-03-22T01:44:00Z,30.27,70.12
2026-03-22T01:45:00Z,30.62,71.97
2026-03-22T01:46:00Z,34.93,66.31
2026-03-22T01:47:00Z,33.97,66.19
2026-03-22T01:48:00Z,32.71,66.67
2026-03-22T01:49:00Z,30.63,69.65
2026-03-22T01:50:00Z,30.00,69.65
2026-03-22T01:51:00Z,28.99,73.82
2026-03-22T01:52:00Z,32.10,69.00
2026-03-22T01:53:00Z,34.04,67.38
2026-03-22T01:54:00Z,32.26,67.00
2026-03-22T01:55:00Z,34.00,67.00
2026-03-22T01:56:00Z,41.95,65.67
2026-03-22T01:57:00Z,47.41,53.01
2026-03-22T01:58:00Z,51.91,45.95
2026-03-22T01:59:00Z,54.00,46.02
2026-03-22T02:00:00Z,56.50,43.47
2026-03-22T02:01:00Z,52.21,45.00
2026-03-22T02:02:00Z,54.01,45.07
2026-03-22T02:03:00Z,55.04,46.50
2026-03-22T02:04:00Z,53.11,47.94
2026-03-22T02:05:00Z,51.92,49.00
2026-03-22T02:06:00Z,50.47,52.02
2026-03-22T02:07:00Z,50.43,52.02
2026-03-22T02:08:00Z,44.41,59.80
2026-03-22T02:09:00Z,38.97,56.72
2026-03-22T02:10:00Z,42.66,60.78
2026-03-22T02:11:00Z,39.99,65.00
2026-03-22T02:12:00Z,35.00,65.94
2026-03-22T02:13:00Z,32.15,67.98
2026-03-22T02:14:00Z,27.72,72.96
2026-03-22T02:15:00Z,30.82,70.00
2026-03-22T02:16:00Z,26.75,72.00
2026-03-22T02:17:00Z,31.02,72.00
2026-03-22T02:18:00Z,32.87,67.41
2026-03-22T02:19:00Z,34.00,67.41
2026-03-22T02:20:00Z,28.77,72.92
2026-03-22T02:21:00Z,26.58,75.11
2026-03-22T02:22:00Z,28.80,72.31
2026-03-22T02:23:00Z,30.51,74.21
2026-03-22T02:24:00Z,33.00,68.18
2026-03-22T02:25:00Z,32.44,69.11
2026-03-22T02:26:00Z,32.01,69.67
2026-03-22T02:27:00Z,26.99,73.78
2026-03-22T02:28:00Z,28.39,74.00
2026-03-22T02:29:00Z,31.91,69.40
2026-03-22T02:30:00Z,35.37,69.00
2026-03-22T02:31:00Z,36.70,69.00
2026-03-22T02:32:00Z,28.65,69.00
2026-03-22T02:33:00Z,27.34,70.00
2026-03-22T02:34:00Z,37.66,65.76
2026-03-22T02:35:00Z,35.67,66.39
2026-03-22T02:36:00Z,25.84,73.55
2026-03-22T02:37:00Z,31.96,69.54
2026-03-22T02:38:00Z,26.52,72.53
2026-03-22T02:39:00Z,26.05,75.03
2026-03-22T02:40:00Z,38.40,62.08
2026-03-22T02:41:00Z,45.45,57.92
2026-03-22T02:42:00Z,50.76,49.11
2026-03-22T02:43:00Z,54.06,45.95
2026-03-22T02:44:00Z,53.70,45.86
2026-03-22T02:45:00Z,53.36,46.00
2026-03-22T02:46:00Z,54.87,45.95
2026-03-22T02:47:00Z,55.02,46.45
2026-03-22T02:48:00Z,55.78,45.33
2026-03-22T02:49:00Z,55.79,45.39
2026-03-22T02:50:00Z,55.00,46.00
2026-03-22T02:51:00Z,55.96,45.87
2026-03-22T02:52:00Z,60.93,42.42
2026-03-22T02:53:00Z,61.87,43.50
2026-03-22T02:54:00Z,66.20,28.48
2026-03-22T02:55:00Z,72.83,23.70
2026-03-22T02:56:00Z,79.87,22.11
2026-03-22T02:57:00Z,82.70,17.44
2026-03-22T02:58:00Z,84.07,16.99
2026-03-22T02:59:00Z,83.82,16.86
2026-03-22T03:00:00Z,85.86,13.51
2026-03-22T03:01:00Z,85.87,14.87
2026-03-22T03:02:00Z,86.20,15.01
2026-03-22T03:03:00Z,91.89,9.82
2026-03-22T03:04:00Z,95.06,4.33
2026-03-22T03:05:00Z,95.11,5.00
2026-03-22T03:06:00Z,93.05,7.55
2026-03-22T03:07:00Z,88.08,11.66
