# event_ticker=KXATPCHALLENGERMATCH-26MAR12KECMCD
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Miomir Kecmanovic
# fav_player=Mackenzie McDonald
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-03-12
timestamp,Mackenzie McDonald,Miomir Kecmanovic
2026-03-13T02:40:00Z,29.71,71.81
2026-03-13T02:41:00Z,34.87,67.86
2026-03-13T02:42:00Z,30.00,69.16
2026-03-13T02:43:00Z,32.00,70.00
2026-03-13T02:44:00Z,31.12,69.00
2026-03-13T02:45:00Z,28.05,72.52
2026-03-13T02:46:00Z,30.86,69.99
2026-03-13T02:47:00Z,31.16,69.56
2026-03-13T02:48:00Z,33.00,67.07
2026-03-13T02:49:00Z,33.00,67.00
2026-03-13T02:50:00Z,37.98,66.50
2026-03-13T02:51:00Z,43.46,56.23
2026-03-13T02:52:00Z,48.18,53.08
2026-03-13T02:53:00Z,47.64,55.31
2026-03-13T02:54:00Z,39.38,61.23
2026-03-13T02:55:00Z,33.92,67.00
2026-03-13T02:56:00Z,31.92,69.22
2026-03-13T02:57:00Z,30.77,69.00
2026-03-13T02:58:00Z,28.94,72.16
2026-03-13T02:59:00Z,34.14,66.00
2026-03-13T03:00:00Z,35.00,65.93
2026-03-13T03:01:00Z,35.13,68.63
2026-03-13T03:02:00Z,37.97,64.31
2026-03-13T03:03:00Z,31.32,68.34
2026-03-13T03:04:00Z,35.00,71.73
2026-03-13T03:05:00Z,31.38,69.01
2026-03-13T03:06:00Z,35.00,70.74
2026-03-13T03:07:00Z,31.78,69.51
2026-03-13T03:08:00Z,14.71,83.75
2026-03-13T03:09:00Z,15.03,85.45
2026-03-13T03:10:00Z,13.95,86.00
2026-03-13T03:11:00Z,11.76,89.14
2026-03-13T03:12:00Z,12.00,88.07
2026-03-13T03:13:00Z,12.00,88.35
2026-03-13T03:14:00Z,12.20,87.00
2026-03-13T03:15:00Z,13.99,87.00
2026-03-13T03:16:00Z,14.60,87.00
2026-03-13T03:17:00Z,15.00,86.05
2026-03-13T03:18:00Z,13.47,86.54
2026-03-13T03:19:00Z,19.89,86.02
2026-03-13T03:20:00Z,22.92,73.35
2026-03-13T03:21:00Z,29.24,70.81
2026-03-13T03:22:00Z,30.06,69.06
2026-03-13T03:23:00Z,31.12,70.00
2026-03-13T03:24:00Z,33.36,67.92
2026-03-13T03:25:00Z,29.00,74.82
2026-03-13T03:26:00Z,27.32,73.72
2026-03-13T03:27:00Z,21.68,79.81
2026-03-13T03:28:00Z,16.87,83.48
2026-03-13T03:29:00Z,19.14,80.19
2026-03-13T03:30:00Z,14.70,85.96
2026-03-13T03:31:00Z,16.01,84.97
2026-03-13T03:32:00Z,21.88,82.43
2026-03-13T03:33:00Z,16.67,84.71
2026-03-13T03:34:00Z,15.87,84.97
2026-03-13T03:35:00Z,11.87,88.62
2026-03-13T03:36:00Z,14.07,88.50
2026-03-13T03:37:00Z,14.12,86.14
2026-03-13T03:38:00Z,17.00,84.92
2026-03-13T03:39:00Z,15.52,85.20
2026-03-13T03:40:00Z,20.80,78.95
2026-03-13T03:41:00Z,23.77,78.61
2026-03-13T03:42:00Z,20.81,80.28
2026-03-13T03:43:00Z,19.12,81.90
2026-03-13T03:44:00Z,16.37,86.05
2026-03-13T03:45:00Z,13.46,87.64
2026-03-13T03:46:00Z,14.36,87.02
2026-03-13T03:47:00Z,15.60,86.76
2026-03-13T03:48:00Z,8.79,92.00
2026-03-13T03:49:00Z,13.35,89.48
2026-03-13T03:50:00Z,15.75,87.85
2026-03-13T03:51:00Z,18.89,82.00
2026-03-13T03:52:00Z,21.38,78.28
2026-03-13T03:53:00Z,19.08,82.99
2026-03-13T03:54:00Z,15.60,85.37
2026-03-13T03:55:00Z,15.99,85.82
2026-03-13T03:56:00Z,12.58,88.75
2026-03-13T03:57:00Z,19.65,81.16
2026-03-13T03:58:00Z,18.97,81.00
2026-03-13T03:59:00Z,18.04,82.56
2026-03-13T04:00:00Z,19.27,79.26
2026-03-13T04:01:00Z,17.77,82.64
2026-03-13T04:02:00Z,9.39,90.16
2026-03-13T04:03:00Z,5.18,94.03
2026-03-13T04:04:00Z,1.41,98.11
2026-03-13T04:05:00Z,1.74,98.99
2026-03-13T04:06:00Z,1.77,98.91
2026-03-13T04:07:00Z,2.47,97.77
2026-03-13T04:08:00Z,7.54,93.80
2026-03-13T04:09:00Z,5.44,95.73
2026-03-13T04:10:00Z,6.97,98.82
2026-03-13T04:11:00Z,1.00,99.00
2026-03-13T04:12:00Z,1.00,99.00
2026-03-13T04:13:00Z,1.00,99.00
2026-03-13T04:14:00Z,1.00,99.00
2026-03-13T04:15:00Z,1.00,99.00
2026-03-13T04:17:00Z,1.00,99.00
