# event_ticker=KXATPCHALLENGERMATCH-26MAR12KECMCD
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Miomir Kecmanovic
# fav_player=Mackenzie McDonald
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-03-12
timestamp,Mackenzie McDonald,Miomir Kecmanovic
2026-03-12T15:04:00Z,35.00,
2026-03-12T16:50:00Z,35.00,65.00
2026-03-12T16:52:00Z,34.00,65.00
2026-03-12T18:53:00Z,34.00,65.00
2026-03-12T19:10:00Z,34.00,64.00
2026-03-12T20:09:00Z,34.00,65.00
2026-03-12T20:22:00Z,34.00,65.00
2026-03-12T20:30:00Z,34.00,65.00
2026-03-12T20:52:00Z,34.00,65.00
2026-03-12T21:17:00Z,34.00,65.00
2026-03-12T21:35:00Z,34.00,65.00
2026-03-12T21:38:00Z,36.00,65.00
2026-03-12T21:41:00Z,36.00,65.00
2026-03-12T21:42:00Z,36.00,65.00
2026-03-12T21:49:00Z,36.00,66.73
2026-03-12T21:55:00Z,36.00,66.00
2026-03-12T22:02:00Z,36.00,67.00
2026-03-12T22:08:00Z,36.00,67.00
2026-03-12T22:13:00Z,36.00,67.00
2026-03-12T22:45:00Z,36.00,67.00
2026-03-12T22:48:00Z,36.00,67.00
2026-03-12T23:17:00Z,36.00,67.00
2026-03-12T23:20:00Z,36.00,68.00
2026-03-12T23:51:00Z,36.00,68.00
2026-03-12T23:52:00Z,31.25,69.00
2026-03-12T23:53:00Z,31.00,69.00
2026-03-12T23:54:00Z,32.00,69.00
2026-03-12T23:57:00Z,32.00,69.00
2026-03-13T00:00:00Z,32.00,69.00
2026-03-13T00:05:00Z,32.00,69.00
2026-03-13T00:09:00Z,32.00,69.00
2026-03-13T00:22:00Z,32.00,67.00
2026-03-13T00:25:00Z,32.00,69.00
2026-03-13T00:34:00Z,32.00,69.00
2026-03-13T00:36:00Z,32.00,69.26
2026-03-13T00:38:00Z,32.00,69.00
2026-03-13T00:39:00Z,32.00,69.00
2026-03-13T00:41:00Z,32.00,69.02
2026-03-13T00:42:00Z,32.00,69.00
2026-03-13T00:43:00Z,32.00,70.00
2026-03-13T00:45:00Z,32.00,69.99
2026-03-13T00:48:00Z,32.00,70.00
2026-03-13T00:50:00Z,32.00,67.00
2026-03-13T00:52:00Z,32.00,67.00
2026-03-13T01:00:00Z,32.00,69.00
2026-03-13T01:02:00Z,32.00,69.00
2026-03-13T01:04:00Z,33.00,69.00
2026-03-13T01:06:00Z,33.00,70.00
2026-03-13T01:08:00Z,33.00,67.00
2026-03-13T01:15:00Z,33.00,69.00
2026-03-13T01:20:00Z,33.00,69.00
2026-03-13T01:21:00Z,33.00,70.00
2026-03-13T01:34:00Z,33.00,70.00
2026-03-13T01:36:00Z,33.00,70.00
2026-03-13T01:42:00Z,33.00,70.00
2026-03-13T01:43:00Z,33.00,70.00
2026-03-13T01:44:00Z,33.00,70.00
2026-03-13T01:46:00Z,33.00,70.00
2026-03-13T01:47:00Z,33.00,70.00
2026-03-13T01:48:00Z,33.00,70.00
2026-03-13T01:51:00Z,33.00,70.00
2026-03-13T01:53:00Z,33.00,70.00
2026-03-13T01:54:00Z,33.00,70.00
2026-03-13T01:56:00Z,33.00,70.00
2026-03-13T01:57:00Z,33.00,70.00
2026-03-13T01:59:00Z,33.00,70.00
2026-03-13T02:00:00Z,33.00,70.00
2026-03-13T02:01:00Z,33.00,70.00
2026-03-13T02:05:00Z,33.00,70.00
2026-03-13T02:06:00Z,33.00,70.00
2026-03-13T02:07:00Z,33.00,70.00
2026-03-13T02:09:00Z,32.00,70.00
2026-03-13T02:10:00Z,32.00,70.50
2026-03-13T02:12:00Z,32.00,71.00
2026-03-13T02:13:00Z,31.00,71.00
2026-03-13T02:14:00Z,31.00,71.00
2026-03-13T02:15:00Z,31.00,71.00
2026-03-13T02:17:00Z,31.00,71.00
2026-03-13T02:19:00Z,31.00,71.00
2026-03-13T02:21:00Z,31.00,70.00
2026-03-13T02:24:00Z,31.00,70.00
2026-03-13T02:25:00Z,31.00,71.28
2026-03-13T02:26:00Z,31.00,72.00
2026-03-13T02:27:00Z,31.00,71.78
2026-03-13T02:28:00Z,31.00,72.00
2026-03-13T02:29:00Z,31.00,72.00
2026-03-13T02:30:00Z,31.00,72.00
2026-03-13T02:31:00Z,30.00,72.20
2026-03-13T02:33:00Z,30.00,72.00
2026-03-13T02:34:00Z,30.00,72.72
2026-03-13T02:35:00Z,30.00,73.13
2026-03-13T02:36:00Z,30.00,72.06
2026-03-13T02:37:00Z,29.00,71.84
2026-03-13T02:38:00Z,29.00,73.00
2026-03-13T02:39:00Z,29.46,71.88
