# event_ticker=KXATPCHALLENGERMATCH-26MAY16SMISEK
# final_score=6-2 7-5
# match_winner=Keegan Smith
# fav_player=Keegan Smith
# dog_player=Philip Sekulic
# kalshi_date=2026-05-16
timestamp,Keegan Smith,Philip Sekulic
2026-05-16T08:03:00Z,59.00,43.00
2026-05-16T08:07:00Z,59.48,43.00
2026-05-16T08:29:00Z,59.00,43.00
2026-05-16T08:38:00Z,60.00,43.00
2026-05-16T08:45:00Z,60.00,43.00
2026-05-16T08:53:00Z,60.00,43.00
2026-05-16T08:56:00Z,60.00,43.00
2026-05-16T09:15:00Z,60.00,43.00
2026-05-16T09:22:00Z,60.00,43.00
2026-05-16T10:07:00Z,60.00,43.00
2026-05-16T10:09:00Z,60.00,43.00
2026-05-16T10:10:00Z,60.00,43.00
2026-05-16T10:12:00Z,60.00,43.00
2026-05-16T10:16:00Z,60.00,41.94
2026-05-16T10:20:00Z,60.00,41.94
2026-05-16T10:24:00Z,60.00,41.94
2026-05-16T10:25:00Z,60.00,41.94
2026-05-16T10:33:00Z,60.00,41.94
2026-05-16T10:35:00Z,60.00,41.94
2026-05-16T10:39:00Z,60.00,41.94
2026-05-16T10:42:00Z,60.00,41.94
2026-05-16T10:44:00Z,58.12,41.94
2026-05-16T10:45:00Z,61.00,42.00
2026-05-16T10:52:00Z,61.00,42.00
2026-05-16T10:54:00Z,61.00,42.00
2026-05-16T10:59:00Z,58.00,42.00
2026-05-16T11:03:00Z,58.00,42.00
2026-05-16T11:08:00Z,61.00,42.00
2026-05-16T11:10:00Z,61.00,40.00
2026-05-16T11:20:00Z,61.00,40.00
2026-05-16T11:26:00Z,61.00,42.00
2026-05-16T11:27:00Z,61.00,42.00
2026-05-16T11:29:00Z,61.00,42.00
2026-05-16T11:33:00Z,59.00,40.67
2026-05-16T11:34:00Z,62.00,40.67
2026-05-16T11:35:00Z,62.53,38.98
2026-05-16T11:36:00Z,60.12,39.24
2026-05-16T11:37:00Z,60.00,41.00
2026-05-16T11:38:00Z,59.03,41.00
2026-05-16T11:39:00Z,53.28,48.10
2026-05-16T11:40:00Z,53.04,47.80
2026-05-16T11:41:00Z,46.88,52.15
2026-05-16T11:42:00Z,41.00,59.94
2026-05-16T11:43:00Z,42.19,57.01
2026-05-16T11:44:00Z,41.90,60.01
2026-05-16T11:45:00Z,45.37,55.04
2026-05-16T11:46:00Z,57.63,44.23
2026-05-16T11:47:00Z,56.37,42.04
2026-05-16T11:48:00Z,57.23,47.00
2026-05-16T11:49:00Z,59.89,42.00
2026-05-16T11:50:00Z,60.00,41.17
2026-05-16T11:51:00Z,59.47,42.83
2026-05-16T11:52:00Z,60.55,41.00
2026-05-16T11:53:00Z,62.01,40.28
2026-05-16T11:54:00Z,63.42,36.19
2026-05-16T11:55:00Z,63.44,34.30
2026-05-16T11:56:00Z,71.17,23.07
2026-05-16T11:57:00Z,79.21,22.03
2026-05-16T11:58:00Z,79.75,21.90
2026-05-16T11:59:00Z,78.24,20.87
2026-05-16T12:00:00Z,80.00,21.00
2026-05-16T12:01:00Z,80.00,21.00
2026-05-16T12:02:00Z,80.00,21.00
2026-05-16T12:03:00Z,78.86,22.00
2026-05-16T12:04:00Z,81.03,19.00
2026-05-16T12:05:00Z,83.98,17.00
2026-05-16T12:06:00Z,83.98,16.58
2026-05-16T12:07:00Z,85.05,16.50
2026-05-16T12:08:00Z,83.08,16.09
2026-05-16T12:09:00Z,85.88,14.29
2026-05-16T12:10:00Z,87.86,13.18
2026-05-16T12:11:00Z,87.27,12.35
2026-05-16T12:12:00Z,85.00,14.00
2026-05-16T12:13:00Z,84.34,17.58
2026-05-16T12:14:00Z,82.00,16.82
2026-05-16T12:15:00Z,84.01,16.87
2026-05-16T12:16:00Z,81.94,18.70
2026-05-16T12:17:00Z,83.00,17.21
2026-05-16T12:18:00Z,84.00,17.21
2026-05-16T12:19:00Z,82.17,18.01
2026-05-16T12:20:00Z,81.18,20.00
2026-05-16T12:21:00Z,81.00,20.00
2026-05-16T12:22:00Z,81.63,19.98
2026-05-16T12:23:00Z,82.92,18.98
2026-05-16T12:24:00Z,83.00,18.00
2026-05-16T12:25:00Z,86.11,12.91
2026-05-16T12:26:00Z,87.97,13.06
2026-05-16T12:27:00Z,81.40,18.88
2026-05-16T12:28:00Z,77.99,21.68
2026-05-16T12:29:00Z,77.65,24.26
2026-05-16T12:30:00Z,64.92,30.36
2026-05-16T12:31:00Z,61.00,39.49
2026-05-16T12:32:00Z,59.54,42.94
2026-05-16T12:33:00Z,63.28,39.22
2026-05-16T12:34:00Z,71.82,34.96
2026-05-16T12:35:00Z,61.00,39.21
2026-05-16T12:36:00Z,63.61,38.11
2026-05-16T12:37:00Z,71.07,27.90
2026-05-16T12:38:00Z,82.53,18.00
2026-05-16T12:39:00Z,84.82,15.76
2026-05-16T12:40:00Z,84.97,15.52
2026-05-16T12:41:00Z,84.47,16.83
2026-05-16T12:42:00Z,82.98,18.19
2026-05-16T12:43:00Z,80.99,19.93
2026-05-16T12:44:00Z,77.90,21.36
2026-05-16T12:45:00Z,79.39,21.66
2026-05-16T12:46:00Z,80.75,19.60
2026-05-16T12:47:00Z,82.99,17.29
2026-05-16T12:48:00Z,86.59,13.44
2026-05-16T12:49:00Z,95.34,4.52
2026-05-16T12:50:00Z,93.65,8.18
2026-05-16T12:51:00Z,97.44,2.89
2026-05-16T12:52:00Z,99.00,1.00
2026-05-16T12:53:00Z,99.00,1.00
2026-05-16T12:54:00Z,99.00,1.00
2026-05-16T12:55:00Z,99.00,1.00
2026-05-16T12:56:00Z,99.00,1.00
2026-05-16T12:57:00Z,99.00,1.00
2026-05-16T12:58:00Z,99.00,1.00
