# event_ticker=KXATPCHALLENGERMATCH-26MAY16SMISEK
# final_score=6-2 7-5
# match_winner=Keegan Smith
# fav_player=Keegan Smith
# dog_player=Philip Sekulic
# kalshi_date=2026-05-16
timestamp,Keegan Smith,Philip Sekulic
2026-05-15T23:59:00Z,58.00,45.00
2026-05-16T00:04:00Z,58.00,45.00
2026-05-16T00:21:00Z,58.00,45.00
2026-05-16T01:36:00Z,58.00,45.00
2026-05-16T01:52:00Z,58.00,45.00
2026-05-16T01:59:00Z,58.00,45.00
2026-05-16T02:13:00Z,58.00,45.00
2026-05-16T02:23:00Z,58.00,45.00
2026-05-16T02:39:00Z,58.00,45.00
2026-05-16T03:13:00Z,58.00,45.00
2026-05-16T03:15:00Z,58.00,45.00
2026-05-16T03:23:00Z,58.00,45.00
2026-05-16T03:35:00Z,58.00,45.00
2026-05-16T03:39:00Z,58.00,45.00
2026-05-16T03:46:00Z,58.00,45.00
2026-05-16T04:17:00Z,58.00,45.00
2026-05-16T04:20:00Z,57.00,45.00
2026-05-16T04:26:00Z,57.29,44.00
2026-05-16T04:30:00Z,58.00,44.00
2026-05-16T04:36:00Z,58.00,44.00
2026-05-16T04:47:00Z,58.00,44.00
2026-05-16T04:48:00Z,58.00,44.00
2026-05-16T04:51:00Z,58.00,44.00
2026-05-16T04:52:00Z,58.00,44.00
2026-05-16T04:54:00Z,58.00,44.00
2026-05-16T04:55:00Z,58.00,44.00
2026-05-16T04:57:00Z,58.95,44.00
2026-05-16T04:58:00Z,59.00,44.00
2026-05-16T04:59:00Z,59.00,44.00
2026-05-16T05:08:00Z,59.00,44.00
2026-05-16T05:09:00Z,59.00,44.00
2026-05-16T05:13:00Z,59.00,44.00
2026-05-16T05:14:00Z,59.00,44.00
2026-05-16T05:15:00Z,59.00,41.00
2026-05-16T05:16:00Z,59.00,41.00
2026-05-16T05:18:00Z,59.00,41.00
2026-05-16T05:20:00Z,59.00,41.00
2026-05-16T05:22:00Z,59.00,41.00
2026-05-16T05:23:00Z,59.00,41.00
2026-05-16T05:24:00Z,59.00,43.00
2026-05-16T05:28:00Z,59.00,43.00
2026-05-16T05:30:00Z,59.00,43.00
2026-05-16T05:31:00Z,59.00,43.00
2026-05-16T05:47:00Z,59.00,43.00
2026-05-16T05:48:00Z,59.00,43.00
2026-05-16T05:50:00Z,59.00,43.00
2026-05-16T05:56:00Z,59.00,43.00
2026-05-16T05:59:00Z,59.00,43.00
2026-05-16T06:12:00Z,59.00,43.00
2026-05-16T06:28:00Z,59.00,43.00
2026-05-16T06:36:00Z,59.00,43.00
2026-05-16T06:38:00Z,59.00,43.00
2026-05-16T06:41:00Z,59.00,43.00
2026-05-16T06:42:00Z,59.00,43.00
2026-05-16T06:44:00Z,59.00,43.00
2026-05-16T06:53:00Z,59.00,43.00
2026-05-16T06:54:00Z,59.00,43.00
2026-05-16T06:56:00Z,59.00,43.00
2026-05-16T07:01:00Z,59.00,43.00
2026-05-16T07:06:00Z,59.00,43.00
2026-05-16T07:24:00Z,59.00,43.00
2026-05-16T07:47:00Z,59.00,43.00
2026-05-16T07:55:00Z,59.00,43.00
2026-05-16T08:01:00Z,59.00,43.00
