# event_ticker=KXATPCHALLENGERMATCH-26MAY06MIGLEI
# final_score=6-3 6-1
# match_winner=Luis Miguel
# fav_player=Luis Guto Miguel
# dog_player=Wilson Leite
# kalshi_date=2026-05-06
timestamp,Luis Guto Miguel,Wilson Leite
2026-05-06T19:32:00Z,69.00,30.00
2026-05-06T19:34:00Z,69.00,30.80
2026-05-06T19:36:00Z,69.00,30.80
2026-05-06T19:38:00Z,69.00,31.00
2026-05-06T19:40:00Z,69.00,31.00
2026-05-06T19:51:00Z,69.00,31.00
2026-05-06T19:56:00Z,69.00,31.00
2026-05-06T19:57:00Z,69.00,31.00
2026-05-06T20:00:00Z,68.00,31.00
2026-05-06T20:01:00Z,68.00,31.00
2026-05-06T20:03:00Z,68.00,31.00
2026-05-06T20:05:00Z,71.00,31.00
2026-05-06T20:07:00Z,71.00,31.00
2026-05-06T20:08:00Z,71.00,32.00
2026-05-06T20:09:00Z,70.65,31.15
2026-05-06T20:12:00Z,70.65,31.00
2026-05-06T20:13:00Z,70.65,29.10
2026-05-06T20:14:00Z,71.00,31.00
2026-05-06T20:15:00Z,71.00,31.00
2026-05-06T20:16:00Z,71.00,31.00
2026-05-06T20:19:00Z,71.00,31.00
2026-05-06T20:21:00Z,71.00,31.00
2026-05-06T20:22:00Z,71.00,31.00
2026-05-06T20:24:00Z,70.00,31.00
2026-05-06T20:27:00Z,70.00,31.00
2026-05-06T20:29:00Z,70.00,31.00
2026-05-06T20:33:00Z,71.00,31.00
2026-05-06T20:34:00Z,71.00,31.00
2026-05-06T20:39:00Z,71.00,32.00
2026-05-06T20:40:00Z,71.00,32.00
2026-05-06T20:47:00Z,71.00,32.00
2026-05-06T20:48:00Z,71.00,32.00
2026-05-06T20:49:00Z,71.00,32.00
2026-05-06T20:52:00Z,71.00,32.00
2026-05-06T20:53:00Z,71.00,32.00
2026-05-06T20:54:00Z,71.00,32.00
2026-05-06T20:55:00Z,71.00,32.00
2026-05-06T20:56:00Z,71.00,32.00
2026-05-06T20:57:00Z,71.00,32.00
2026-05-06T20:59:00Z,70.00,32.00
2026-05-06T21:00:00Z,70.00,32.00
2026-05-06T21:01:00Z,71.44,31.34
2026-05-06T21:02:00Z,71.44,32.00
2026-05-06T21:03:00Z,71.44,31.00
2026-05-06T21:04:00Z,71.44,31.00
2026-05-06T21:05:00Z,71.46,31.00
2026-05-06T21:06:00Z,71.34,31.00
2026-05-06T21:07:00Z,72.00,30.97
2026-05-06T21:08:00Z,72.00,31.00
2026-05-06T21:09:00Z,72.00,29.87
2026-05-06T21:10:00Z,73.76,26.56
2026-05-06T21:11:00Z,74.35,26.70
2026-05-06T21:12:00Z,74.00,27.84
2026-05-06T21:13:00Z,70.03,30.00
2026-05-06T21:14:00Z,70.91,29.37
2026-05-06T21:15:00Z,72.25,27.91
2026-05-06T21:16:00Z,73.83,27.04
2026-05-06T21:17:00Z,75.63,27.71
2026-05-06T21:18:00Z,77.76,22.74
2026-05-06T21:19:00Z,81.19,18.49
2026-05-06T21:20:00Z,82.41,19.37
2026-05-06T21:21:00Z,85.68,15.72
2026-05-06T21:22:00Z,87.20,12.61
2026-05-06T21:23:00Z,88.00,12.14
2026-05-06T21:24:00Z,88.39,12.98
2026-05-06T21:25:00Z,89.99,11.88
2026-05-06T21:26:00Z,86.28,13.14
2026-05-06T21:27:00Z,87.29,14.00
2026-05-06T21:28:00Z,86.41,14.14
2026-05-06T21:29:00Z,82.52,18.28
2026-05-06T21:30:00Z,86.67,15.56
2026-05-06T21:31:00Z,86.00,14.00
2026-05-06T21:32:00Z,87.89,12.81
2026-05-06T21:33:00Z,88.57,13.00
2026-05-06T21:34:00Z,88.87,11.88
2026-05-06T21:35:00Z,88.00,12.94
2026-05-06T21:36:00Z,89.06,10.69
2026-05-06T21:37:00Z,88.53,11.77
2026-05-06T21:38:00Z,88.81,12.96
2026-05-06T21:39:00Z,89.00,12.00
2026-05-06T21:40:00Z,88.00,12.01
2026-05-06T21:41:00Z,89.17,11.80
2026-05-06T21:42:00Z,89.05,11.00
2026-05-06T21:43:00Z,90.00,11.00
2026-05-06T21:44:00Z,91.25,11.11
2026-05-06T21:45:00Z,94.89,5.36
2026-05-06T21:46:00Z,95.85,5.29
2026-05-06T21:47:00Z,96.81,4.89
2026-05-06T21:48:00Z,97.30,2.78
2026-05-06T21:49:00Z,97.98,2.27
2026-05-06T21:50:00Z,97.81,2.82
2026-05-06T21:51:00Z,97.70,2.37
2026-05-06T21:52:00Z,96.91,3.00
2026-05-06T21:53:00Z,96.98,3.22
2026-05-06T21:54:00Z,97.09,4.00
2026-05-06T21:55:00Z,96.01,4.03
2026-05-06T21:56:00Z,97.69,3.05
2026-05-06T21:57:00Z,98.29,2.07
2026-05-06T21:58:00Z,98.77,2.00
2026-05-06T21:59:00Z,99.00,1.50
2026-05-06T22:00:00Z,99.00,1.05
2026-05-06T22:01:00Z,99.00,1.00
2026-05-06T22:02:00Z,99.00,1.00
2026-05-06T22:03:00Z,99.00,1.00
2026-05-06T22:04:00Z,99.00,1.00
2026-05-06T22:05:00Z,99.00,1.00
2026-05-06T22:06:00Z,99.00,1.00
2026-05-06T22:07:00Z,99.00,1.00
2026-05-06T22:08:00Z,99.00,1.00
2026-05-06T22:09:00Z,99.00,1.00
2026-05-06T22:10:00Z,99.00,1.00
2026-05-06T22:11:00Z,99.00,1.00
