# event_ticker=KXATPCHALLENGERMATCH-26MAY26NAGFOM
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Sumit Nagal
# fav_player=Sergey Fomin
# dog_player=Sumit Nagal
# kalshi_date=2026-05-26
timestamp,Sumit Nagal,Sergey Fomin
2026-05-26T02:27:00Z,,38.00
2026-05-26T03:08:00Z,,38.00
2026-05-26T03:35:00Z,64.00,38.00
2026-05-26T03:41:00Z,64.00,37.00
2026-05-26T04:09:00Z,64.00,37.00
2026-05-26T05:03:00Z,63.96,37.00
2026-05-26T05:14:00Z,64.00,37.00
2026-05-26T05:53:00Z,63.54,37.00
2026-05-26T05:54:00Z,62.00,37.00
2026-05-26T06:02:00Z,63.51,37.00
2026-05-26T06:18:00Z,63.00,37.00
2026-05-26T06:33:00Z,63.28,37.00
2026-05-26T06:48:00Z,63.28,38.00
2026-05-26T06:51:00Z,63.28,38.00
2026-05-26T07:20:00Z,63.28,37.00
2026-05-26T07:32:00Z,63.28,37.00
2026-05-26T07:33:00Z,63.00,37.00
2026-05-26T07:47:00Z,63.00,37.95
2026-05-26T07:48:00Z,63.00,37.00
2026-05-26T08:04:00Z,63.00,37.00
2026-05-26T08:07:00Z,63.00,37.93
2026-05-26T08:10:00Z,63.00,38.00
2026-05-26T08:11:00Z,63.00,38.00
2026-05-26T08:13:00Z,64.00,38.00
2026-05-26T08:35:00Z,64.00,39.97
2026-05-26T08:40:00Z,64.00,39.00
2026-05-26T08:44:00Z,64.00,35.60
2026-05-26T09:31:00Z,64.00,37.00
2026-05-26T09:33:00Z,65.00,38.04
2026-05-26T09:34:00Z,62.24,36.51
2026-05-26T09:36:00Z,65.50,33.46
2026-05-26T09:37:00Z,69.98,30.99
2026-05-26T09:38:00Z,66.00,32.10
2026-05-26T09:39:00Z,70.96,29.00
2026-05-26T09:40:00Z,74.52,23.19
2026-05-26T09:41:00Z,74.75,24.87
2026-05-26T09:42:00Z,79.00,23.00
2026-05-26T09:43:00Z,77.50,23.00
2026-05-26T09:44:00Z,79.92,20.50
2026-05-26T09:45:00Z,79.92,19.21
2026-05-26T09:46:00Z,82.82,17.50
2026-05-26T09:47:00Z,80.02,19.89
2026-05-26T09:48:00Z,80.02,22.83
2026-05-26T09:49:00Z,77.00,23.11
2026-05-26T09:50:00Z,76.41,25.00
2026-05-26T09:51:00Z,76.00,24.00
2026-05-26T09:52:00Z,76.74,24.15
2026-05-26T09:53:00Z,79.13,23.62
2026-05-26T09:54:00Z,79.13,20.00
2026-05-26T09:55:00Z,80.00,21.00
2026-05-26T09:56:00Z,75.00,24.85
2026-05-26T09:57:00Z,75.03,25.97
2026-05-26T09:58:00Z,77.98,25.97
2026-05-26T09:59:00Z,79.00,21.44
2026-05-26T10:00:00Z,79.00,21.44
2026-05-26T10:02:00Z,82.79,19.00
2026-05-26T10:03:00Z,83.00,17.00
2026-05-26T10:04:00Z,83.96,18.02
2026-05-26T10:05:00Z,79.00,21.00
2026-05-26T10:06:00Z,81.95,21.00
2026-05-26T10:07:00Z,82.14,18.00
2026-05-26T10:08:00Z,81.26,19.96
2026-05-26T10:09:00Z,79.00,19.96
2026-05-26T10:10:00Z,75.00,25.79
2026-05-26T10:11:00Z,72.49,27.03
2026-05-26T10:12:00Z,71.69,33.40
2026-05-26T10:13:00Z,66.72,33.97
2026-05-26T10:14:00Z,65.18,35.99
2026-05-26T10:15:00Z,67.92,32.93
2026-05-26T10:16:00Z,67.99,32.06
2026-05-26T10:17:00Z,69.84,29.67
2026-05-26T10:18:00Z,78.74,19.26
2026-05-26T10:19:00Z,82.00,19.26
2026-05-26T10:21:00Z,82.00,19.26
2026-05-26T10:22:00Z,82.00,19.00
2026-05-26T10:24:00Z,77.00,21.83
2026-05-26T10:25:00Z,75.00,27.00
2026-05-26T10:26:00Z,73.93,27.00
2026-05-26T10:27:00Z,78.25,21.00
2026-05-26T10:28:00Z,83.36,16.15
2026-05-26T10:29:00Z,84.50,16.00
2026-05-26T10:30:00Z,80.28,17.89
2026-05-26T10:31:00Z,80.18,20.00
2026-05-26T10:32:00Z,86.44,13.88
2026-05-26T10:33:00Z,88.68,10.93
2026-05-26T10:34:00Z,93.31,7.14
2026-05-26T10:35:00Z,94.99,5.35
2026-05-26T10:36:00Z,95.00,4.00
2026-05-26T10:37:00Z,95.00,5.20
2026-05-26T10:38:00Z,95.00,5.00
2026-05-26T10:39:00Z,95.00,6.00
2026-05-26T10:40:00Z,96.00,3.98
2026-05-26T10:41:00Z,95.79,6.50
2026-05-26T10:42:00Z,95.00,5.00
2026-05-26T10:43:00Z,94.00,6.00
2026-05-26T10:44:00Z,94.00,6.00
2026-05-26T10:45:00Z,95.88,4.00
2026-05-26T10:46:00Z,95.91,4.00
2026-05-26T10:47:00Z,93.00,7.00
2026-05-26T10:48:00Z,95.00,4.00
2026-05-26T10:49:00Z,96.20,3.00
2026-05-26T10:50:00Z,96.20,5.00
2026-05-26T10:51:00Z,96.00,5.00
2026-05-26T10:52:00Z,95.13,4.16
2026-05-26T10:54:00Z,92.78,9.94
2026-05-26T10:55:00Z,90.15,9.94
2026-05-26T10:56:00Z,93.90,6.63
2026-05-26T10:57:00Z,96.90,6.63
2026-05-26T10:58:00Z,98.00,6.63
2026-05-26T10:59:00Z,98.97,1.99
2026-05-26T11:00:00Z,99.00,1.00
2026-05-26T11:01:00Z,99.00,1.00
