# event_ticker=KXATPCHALLENGERMATCH-26MAR30ELLHON
# final_score=2-6 7-6(5) 7-6(3)
# score_resolution=2-6 7-6 7-6
# match_winner=Blake Ellis
# fav_player=Blake Ellis
# dog_player=Naoya Honda
# kalshi_date=2026-03-30
timestamp,Blake Ellis,Naoya Honda
2026-03-30T21:23:00Z,65.00,
2026-03-30T21:49:00Z,65.00,
2026-03-30T22:35:00Z,66.00,
2026-03-30T22:41:00Z,66.00,
2026-03-30T23:08:00Z,67.00,
2026-03-31T01:43:00Z,67.00,
2026-03-31T02:11:00Z,67.00,
2026-03-31T02:20:00Z,67.00,
2026-03-31T02:29:00Z,67.00,
2026-03-31T02:36:00Z,67.00,36.00
2026-03-31T02:38:00Z,67.00,36.00
2026-03-31T02:47:00Z,67.00,36.00
2026-03-31T03:00:00Z,66.00,36.00
2026-03-31T03:07:00Z,66.00,36.00
2026-03-31T03:08:00Z,66.00,36.00
2026-03-31T03:09:00Z,67.00,36.00
2026-03-31T03:10:00Z,67.00,36.00
2026-03-31T03:26:00Z,67.00,36.00
2026-03-31T03:29:00Z,66.11,36.00
2026-03-31T03:39:00Z,66.00,36.00
2026-03-31T03:41:00Z,66.00,35.00
2026-03-31T03:50:00Z,67.00,34.21
2026-03-31T03:51:00Z,66.00,35.99
2026-03-31T03:52:00Z,66.14,35.99
2026-03-31T03:53:00Z,66.14,36.02
2026-03-31T03:54:00Z,66.00,36.02
2026-03-31T03:55:00Z,66.00,36.00
2026-03-31T03:56:00Z,66.00,36.00
2026-03-31T03:57:00Z,67.58,33.76
2026-03-31T03:58:00Z,64.81,36.19
2026-03-31T03:59:00Z,63.88,38.33
2026-03-31T04:00:00Z,61.00,38.25
2026-03-31T04:01:00Z,60.00,47.13
2026-03-31T04:02:00Z,64.39,36.00
2026-03-31T04:03:00Z,68.00,33.58
2026-03-31T04:04:00Z,63.02,35.43
2026-03-31T04:05:00Z,64.00,35.10
2026-03-31T04:06:00Z,62.88,38.76
2026-03-31T04:07:00Z,58.11,42.19
2026-03-31T04:08:00Z,62.04,40.42
2026-03-31T04:09:00Z,64.99,40.42
2026-03-31T04:10:00Z,66.00,31.00
2026-03-31T04:11:00Z,67.54,32.67
2026-03-31T04:12:00Z,65.00,34.90
2026-03-31T04:13:00Z,60.70,36.68
2026-03-31T04:14:00Z,62.60,44.08
2026-03-31T04:15:00Z,60.82,40.67
2026-03-31T04:16:00Z,58.45,42.64
2026-03-31T04:17:00Z,58.28,40.95
2026-03-31T04:18:00Z,51.33,50.25
2026-03-31T04:19:00Z,42.83,58.00
2026-03-31T04:20:00Z,41.58,59.24
2026-03-31T04:21:00Z,39.44,62.49
2026-03-31T04:22:00Z,37.24,63.19
2026-03-31T04:23:00Z,36.34,65.69
2026-03-31T04:24:00Z,31.20,69.03
2026-03-31T04:25:00Z,32.35,69.63
2026-03-31T04:26:00Z,35.80,64.95
2026-03-31T04:27:00Z,34.72,65.57
2026-03-31T04:28:00Z,38.36,62.76
2026-03-31T04:29:00Z,36.85,61.86
2026-03-31T04:30:00Z,35.52,65.94
2026-03-31T04:31:00Z,37.71,64.00
2026-03-31T04:32:00Z,36.00,64.00
2026-03-31T04:33:00Z,32.00,69.98
2026-03-31T04:34:00Z,27.13,69.98
2026-03-31T04:35:00Z,29.96,70.05
2026-03-31T04:36:00Z,26.62,73.36
2026-03-31T04:37:00Z,25.74,75.51
2026-03-31T04:38:00Z,26.79,74.56
2026-03-31T04:39:00Z,30.61,70.34
2026-03-31T04:40:00Z,30.98,69.30
2026-03-31T04:41:00Z,32.97,68.61
2026-03-31T04:42:00Z,33.40,70.95
2026-03-31T04:43:00Z,40.51,64.62
2026-03-31T04:44:00Z,47.48,58.29
2026-03-31T04:45:00Z,49.83,52.14
2026-03-31T04:46:00Z,51.26,49.25
2026-03-31T04:47:00Z,55.31,46.50
2026-03-31T04:48:00Z,57.46,42.69
2026-03-31T04:49:00Z,58.85,42.02
2026-03-31T04:50:00Z,57.07,43.11
2026-03-31T04:51:00Z,52.96,47.84
2026-03-31T04:52:00Z,56.40,50.79
2026-03-31T04:53:00Z,38.85,62.01
2026-03-31T04:54:00Z,44.39,59.71
2026-03-31T04:55:00Z,39.05,60.67
2026-03-31T04:56:00Z,38.41,63.85
2026-03-31T04:57:00Z,41.56,60.60
2026-03-31T04:58:00Z,37.10,64.16
2026-03-31T04:59:00Z,45.30,59.58
2026-03-31T05:00:00Z,37.72,65.57
2026-03-31T05:01:00Z,34.63,65.17
2026-03-31T05:02:00Z,31.60,69.53
2026-03-31T05:03:00Z,21.57,79.80
2026-03-31T05:04:00Z,13.62,87.61
2026-03-31T05:05:00Z,21.28,85.08
2026-03-31T05:06:00Z,27.85,74.53
2026-03-31T05:07:00Z,22.88,79.80
2026-03-31T05:08:00Z,29.56,71.59
2026-03-31T05:09:00Z,34.99,66.72
2026-03-31T05:10:00Z,35.67,66.78
2026-03-31T05:11:00Z,29.39,69.96
2026-03-31T05:12:00Z,30.79,70.87
2026-03-31T05:13:00Z,30.01,69.06
2026-03-31T05:14:00Z,26.53,75.52
2026-03-31T05:15:00Z,29.31,72.59
2026-03-31T05:16:00Z,30.74,69.37
2026-03-31T05:17:00Z,36.09,65.00
2026-03-31T05:18:00Z,36.54,65.02
2026-03-31T05:19:00Z,36.21,64.76
2026-03-31T05:20:00Z,30.31,72.78
2026-03-31T05:21:00Z,33.92,66.09
2026-03-31T05:22:00Z,30.26,70.30
2026-03-31T05:23:00Z,21.37,77.43
2026-03-31T05:24:00Z,29.86,71.72
2026-03-31T05:25:00Z,28.71,71.73
2026-03-31T05:26:00Z,34.62,66.32
2026-03-31T05:27:00Z,35.95,65.48
2026-03-31T05:28:00Z,35.99,65.68
2026-03-31T05:29:00Z,34.43,66.14
2026-03-31T05:30:00Z,34.66,67.28
2026-03-31T05:31:00Z,32.63,68.41
2026-03-31T05:32:00Z,29.66,75.40
2026-03-31T05:33:00Z,24.25,77.27
2026-03-31T05:34:00Z,39.79,62.75
2026-03-31T05:35:00Z,49.52,50.13
2026-03-31T05:36:00Z,46.91,54.15
2026-03-31T05:37:00Z,34.33,65.07
2026-03-31T05:38:00Z,36.90,63.43
2026-03-31T05:39:00Z,47.67,51.28
2026-03-31T05:40:00Z,55.89,43.40
2026-03-31T05:41:00Z,53.40,45.10
2026-03-31T05:42:00Z,53.20,45.87
2026-03-31T05:43:00Z,54.36,46.00
2026-03-31T05:44:00Z,49.10,47.61
2026-03-31T05:45:00Z,50.74,49.51
2026-03-31T05:46:00Z,49.91,51.42
2026-03-31T05:47:00Z,50.59,51.22
2026-03-31T05:48:00Z,50.62,49.45
2026-03-31T05:49:00Z,55.33,42.32
2026-03-31T05:50:00Z,54.25,46.62
2026-03-31T05:51:00Z,59.78,41.36
2026-03-31T05:52:00Z,66.32,32.58
2026-03-31T05:53:00Z,60.49,40.25
2026-03-31T05:54:00Z,51.60,51.34
2026-03-31T05:55:00Z,47.69,53.04
2026-03-31T05:56:00Z,43.96,56.77
2026-03-31T05:57:00Z,45.99,57.45
2026-03-31T05:58:00Z,47.64,53.75
2026-03-31T05:59:00Z,40.98,61.47
2026-03-31T06:00:00Z,46.14,56.00
2026-03-31T06:01:00Z,54.47,47.41
2026-03-31T06:02:00Z,51.94,49.99
2026-03-31T06:03:00Z,45.23,56.09
2026-03-31T06:04:00Z,44.77,56.70
2026-03-31T06:05:00Z,44.08,59.00
2026-03-31T06:06:00Z,40.93,64.10
2026-03-31T06:07:00Z,45.16,57.65
2026-03-31T06:08:00Z,45.74,56.44
2026-03-31T06:09:00Z,50.55,50.81
2026-03-31T06:10:00Z,42.77,54.72
2026-03-31T06:11:00Z,45.02,59.43
2026-03-31T06:12:00Z,42.10,58.89
2026-03-31T06:13:00Z,44.69,56.06
2026-03-31T06:14:00Z,50.92,50.68
2026-03-31T06:15:00Z,49.51,54.90
2026-03-31T06:16:00Z,48.25,55.79
2026-03-31T06:17:00Z,51.13,51.38
2026-03-31T06:18:00Z,48.27,54.58
2026-03-31T06:19:00Z,44.49,55.71
2026-03-31T06:20:00Z,47.65,52.60
2026-03-31T06:21:00Z,44.18,56.89
2026-03-31T06:22:00Z,42.17,59.54
2026-03-31T06:23:00Z,42.47,58.24
2026-03-31T06:24:00Z,47.64,53.91
2026-03-31T06:25:00Z,50.78,50.46
2026-03-31T06:26:00Z,51.95,52.20
2026-03-31T06:27:00Z,50.87,50.87
2026-03-31T06:28:00Z,39.54,57.88
2026-03-31T06:29:00Z,41.13,59.53
2026-03-31T06:30:00Z,42.34,56.77
2026-03-31T06:31:00Z,43.44,57.23
2026-03-31T06:32:00Z,47.95,54.19
2026-03-31T06:33:00Z,54.07,45.83
2026-03-31T06:34:00Z,70.55,28.60
2026-03-31T06:35:00Z,67.36,28.99
2026-03-31T06:36:00Z,77.73,21.21
2026-03-31T06:37:00Z,90.77,9.01
2026-03-31T06:38:00Z,82.54,17.22
2026-03-31T06:39:00Z,89.22,11.08
2026-03-31T06:40:00Z,96.36,3.22
2026-03-31T06:41:00Z,98.97,1.41
2026-03-31T06:42:00Z,99.00,1.00
2026-03-31T06:43:00Z,99.00,1.00
